"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00244174","1987-03","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","5",",0","2",",0","0",",0","","","","","","","","","","","","","","","5","","","","","","","","","","3.8",",,0,13,","","","","","","","13.0",",,,0","","","","","","","","","",""
"USC00244174","1987-04","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","3",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","5.3",",,0,23,","","","","","","","6.4",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1987-05","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","7.6",",,0,26,","","","","","","","21.1",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1987-06","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","7",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","24.4",",,0,20,","","","","","","","53.6",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1987-07","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","6","1,0","3","1,0","1","1,0","0","1,0","0","1,0","","","","","","","","","","","","","","","","","0","1,,0,31,+","0","1,,0,31,+","27.9","1,,0,18,","","","","","","","47.5","1,,,0","0","1,,,0","","","","","","","",""
"USC00244174","1987-08","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","15.5",",,0,24,","","","","","","","33.0",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1987-09","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","14.5",",,0,27,","","","","","","","17.5",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1987-10","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,24,+","","","","","","","0.0",",T,,0","0",",,,0","","","","","","","",""
"USC00244174","1987-11","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","0",",0","0",",0","0",",0","0","2,0","1",",0","","","","","","","","","","","","","","","","","0","2,,0,30,+","25",",,0,16,","0.0",",T,0,22,+","","","","","","","0.0",",T,,0","25",",,,0","","","","","","","",""
"USC00244174","1987-12","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","0",",0","0",",0","0",",0","","","1",",0","","","","","","","","","","","","","","","","","","","25",",,0,12,","0.0",",T,0,24,+","","","","","","","0.0",",T,,0","38",",,,0","","","","","","","",""
"USC00244174","1988-01","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","2",",0","1",",0","0",",0","3","1,0","2",",0","","","","","","","","","","","","","","","","","102","1,,0,12,+","51",",,0,10,","2.8",",,0,11,","","","","","","","5.1",",,,0","89",",,,0","","","","","","","",""
"USC00244174","1988-02","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","2",",0","1",",0","0",",0","2","2,0","2",",0","","","","","","","","","","","","","","","","","102","2,,0,09,","76",",,0,08,","3.0",",,0,08,","","","","","","","3.8",",,,0","104",",,,0","","","","","","","",""
"USC00244174","1988-03","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","1",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","3.6",",,0,26,","","","","","","","3.6",",,,0","","","","","","","","","",""
"USC00244174","1988-04","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.3",",,0,18,","","","","","","","0.3",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1988-05","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","1.3",",,0,13,+","","","","","","","2.6",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1988-06","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","15.7",",,0,12,","","","","","","","39.3",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1988-07","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","11.9",",,0,04,","","","","","","","26.6",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1988-08","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","5.1",",,0,15,","","","","","","","5.1",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1988-09","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","4",",0","2",",0","1",",0","0","2,0","0","1,0","","","","","","","","","","","","","","","","","0","2,,0,30,+","0","1,T,0,11,","26.9",",,0,17,","","","","","","","47.8",",,,0","0","1,T,,0","","","","","","","",""
"USC00244174","1988-10","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","2",",0","1",",0","0",",0","0","3,0","0","1,0","","","","","","","","","","","","","","","","","0","3,,0,31,+","0","1,,0,31,+","3.8",",,0,26,","","","","","","","5.8",",,,0","0","1,,,0","","","","","","","",""
"USC00244174","1988-11","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","2",",0","1",",0","0",",0","","","1","2,0","","","","","","","","","","","","","","","","","","","25","2,,0,17,","7.1",",,0,14,","","","","","","","7.9",",,,0","25","2,,,0","","","","","","","",""
"USC00244174","1988-12","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","4","1,0","1","1,0","0","1,0","","","","","","","","","","","","","","","","","","","","","","","","","2.5","1,,0,19,","","","","","","","5.3","1,,,0","","","","","","","","","",""
"USC00244174","1989-01","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","4",",0","3",",0","0",",0","","","4","3,0","","","","","","","","","","","","","","","","","","","89","3,,0,06,","5.1",",,0,06,","","","","","","","13.2",",,,0","317","3,,,0","","","","","","","",""
"USC00244174","1989-02","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","3",",0","0",",0","0",",0","","","1",",0","","","","","","","","","","","","","","","","","","","38",",,0,15,","2.3",",,0,15,","","","","","","","5.1",",,,0","64",",,,0","","","","","","","",""
"USC00244174","1989-03","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","4",",0","1",",0","0",",0","","","2",",0","","","","","","","","","","","","","","","","","","","89",",,0,13,","5.3",",,0,13,","","","","","","","7.4",",,,0","186",",,,0","","","","","","","",""
"USC00244174","1989-04","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","10",",0","8",",0","0",",0","2","2,0","0","2,0","","","","","","","","","","","","","","","","","51","2,,0,16,+","0","2,T,0,05,","23.6",",,0,26,","","","","","","","61.7",",,,0","0","2,T,,0","","","","","","","",""
"USC00244174","1989-05","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","10",",0","4",",0","0",",0","1",",0","0","1,0","","","","","","","","","","","","","","","","","51",",,0,29,","0","1,T,0,27,","16.0",",,0,28,","","","","","","","43.3",",,,0","0","1,T,,0","","","","","","","",""
"USC00244174","1989-06","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","6",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","9.7",",,0,28,","","","","","","","34.6",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1989-07","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","8",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","11.7",",,0,13,","","","","","","","51.7",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1989-08","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","6",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","37.8",",,0,25,","","","","","","","73.3",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1989-09","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","17.3",",,0,17,","","","","","","","18.1",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1989-10","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","1",",0","1",",0","0",",0","0","1,0","0",",0","","","","","","","","","","","","","","","","","0","1,,0,31,+","3",",,0,30,","5.6",",,0,09,","","","","","","","5.6",",,,0","3",",,,0","","","","","","","",""
"USC00244174","1989-11","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","0","3,0","0","3,0","0","3,0","","","3","1,0","","","","","","","","","","","2","","","","","","","","114","1,,0,12,","0.0","3,,0,30,+","","","","","","","0.0","3,,,0","216","1,,,0","","","","","","","",""
"USC00244174","1989-12","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","10",",0","6",",0","0",",0","","","5","1,0","","","","","","","","","","","","","","","","","","","152","1,,0,14,","5.6",",,0,14,","","","","","","","28.0",",,,0","431","1,,,0","","","","","","","",""
"USC00244174","1990-01","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","2",",0","1",",0","0",",0","","","","","","","","","","","","","","","2","","","","","","","","","","5.8",",,0,07,","","","","","","","7.8",",,,0","","","","","","","","","",""
"USC00244174","1990-02","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","0.5",",,0,12,","","","","","","","0.5",",,,0","","","","","","","","","",""
"USC00244174","1990-03","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","6",",0","1",",0","0",",0","4","3,0","4",",0","","","","","","","","","","","","","","","","","203","3,,0,13,","152",",,0,12,","5.6",",,0,12,","","","","","","","11.5",",,,0","337",",,,0","","","","","","","",""
"USC00244174","1990-04","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","5",",0","3",",0","0",",0","3","2,0","0","3,0","","","","","","","","","","","","","","","","","102","2,,0,28,","0","3,T,0,07,","7.6",",,0,27,","","","","","","","18.5",",,,0","0","3,T,,0","","","","","","","",""
"USC00244174","1990-05","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","6",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","56.6",",,0,24,","","","","","","","86.4",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1990-06","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","7",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","3.3",",,0,06,","","","","","","","11.0",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1990-07","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","8",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","15.7",",,0,27,","","","","","","","49.1",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1990-08","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","7",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","26.9",",,0,24,","","","","","","","37.9",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1990-09","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","","","0.0",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1990-10","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","4",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","3.3",",,0,15,","","","","","","","6.6",",,,0","0",",,,0","","","","","","","",""
"USC00244174","1990-11","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","1",",0","0",",0","0",",0","2",",0","2",",0","","","","","","","","","","","","","","","","","76",",,0,24,","76",",,0,24,","1.8",",,0,24,","","","","","","","1.8",",,,0","101",",,,0","","","","","","","",""
"USC00244174","1990-12","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","2",",0","0",",0","0",",0","","","2",",0","","","","","","","","","","","","","","","","","","","114",",,0,31,","1.8",",,0,10,","","","","","","","3.1",",,,0","139",",,,0","","","","","","","",""
"USC00244174","1991-01","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","4",",0","0",",0","0",",0","","","4",",0","","","","","","","","","","","","","","","","","","","51",",,0,08,+","1.0",",,0,23,","","","","","","","3.1",",,,0","152",",,,0","","","","","","","",""
"USC00244174","1991-02","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","3",",0","2",",0","0",",0","3",",0","3",",0","","","","","","","","","","","2","","","","","","152",",,0,28,","127",",,0,28,","4.6",",,0,28,+","","","","","","","10.5",",,,0","228",",,,0","","","","","","","",""
"USC00244174","1991-03","48.7262","-110.456","899.2","HINGHAM 12 N, MT US","","","","","2",",0","1",",0","0",",0","1","1,0","1",",0","","","","","","","","","","","","","","","","","127","1,,0,25,","114",",,0,25,","5.8",",,0,25,","","","","","","","7.6",",,,0","114",",,,0","","","","","","","",""
