"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"SWE00139933","1925-11","63.05","16.54","170.0","BISPGARDEN, SW","23",",","190",",,E,30,+"
"SWE00139933","1926-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","580",",,E,26,"
"SWE00139933","1926-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","730",",,E,23,"
"SWE00139933","1926-03","63.05","16.54","170.0","BISPGARDEN, SW","28","3,","680","3,,E,15,+"
"SWE00139933","1926-04","63.05","16.54","170.0","BISPGARDEN, SW","30",",","590",",,E,02,+"
"SWE00139933","1926-12","63.05","16.54","170.0","BISPGARDEN, SW","31",",","150",",,E,25,+"
"SWE00139933","1927-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","360",",,E,24,"
"SWE00139933","1927-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","450",",,E,27,"
"SWE00139933","1927-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","440",",,E,01,"
"SWE00139933","1928-02","63.05","16.54","170.0","BISPGARDEN, SW","29",",","580",",,E,26,+"
"SWE00139933","1928-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","540",",,E,01,"
"SWE00139933","1928-04","63.05","16.54","170.0","BISPGARDEN, SW","27",",","510",",,E,01,"
"SWE00139933","1930-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","220",",,E,09,"
"SWE00139933","1936-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","660",",,E,31,"
"SWE00139933","1936-02","63.05","16.54","170.0","BISPGARDEN, SW","29",",","600",",,E,08,+"
"SWE00139933","1936-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","630",",,E,10,+"
"SWE00139933","1936-04","63.05","16.54","170.0","BISPGARDEN, SW","28","2,","450","2,,E,01,"
"SWE00139933","1936-12","63.05","16.54","170.0","BISPGARDEN, SW","31",",","290",",,E,11,+"
"SWE00139933","1945-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","650",",,E,21,+"
"SWE00139933","1945-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","690",",,E,11,"
"SWE00139933","1945-04","63.05","16.54","170.0","BISPGARDEN, SW","18",",","440",",,E,01,"
"SWE00139933","1945-05","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1945-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1945-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1945-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1945-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1945-11","63.05","16.54","170.0","BISPGARDEN, SW","21",",","110",",,E,30,+"
"SWE00139933","1946-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","490",",,E,28,+"
"SWE00139933","1946-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","560",",,E,14,+"
"SWE00139933","1946-04","63.05","16.54","170.0","BISPGARDEN, SW","7",",","260",",,E,01,"
"SWE00139933","1946-05","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1946-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1946-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1946-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1946-11","63.05","16.54","170.0","BISPGARDEN, SW","14",",","100",",,E,30,"
"SWE00139933","1947-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","450",",,E,26,+"
"SWE00139933","1947-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","460",",,E,31,"
"SWE00139933","1947-04","63.05","16.54","170.0","BISPGARDEN, SW","23",",","530",",,E,08,+"
"SWE00139933","1947-05","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1947-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1947-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1947-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1947-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1947-10","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1947-11","63.05","16.54","170.0","BISPGARDEN, SW","18",",","230",",,E,30,+"
"SWE00139933","1947-12","63.05","16.54","170.0","BISPGARDEN, SW","31",",","630",",,E,26,"
"SWE00139933","1948-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","810",",,E,23,"
"SWE00139933","1948-02","63.05","16.54","170.0","BISPGARDEN, SW","29",",","810",",,E,09,+"
"SWE00139933","1948-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","640",",,E,03,"
"SWE00139933","1948-04","63.05","16.54","170.0","BISPGARDEN, SW","11",",","430",",,E,01,"
"SWE00139933","1948-05","63.05","16.54","170.0","BISPGARDEN, SW","0","3,","0","3,,E,31,+"
"SWE00139933","1948-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1948-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1948-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1948-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1948-10","63.05","16.54","170.0","BISPGARDEN, SW","6","3,","140","3,,E,26,"
"SWE00139933","1948-11","63.05","16.54","170.0","BISPGARDEN, SW","26","1,","340","1,,E,11,"
"SWE00139933","1948-12","63.05","16.54","170.0","BISPGARDEN, SW","31",",","80",",,E,22,"
"SWE00139933","1949-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","370",",,E,22,+"
"SWE00139933","1949-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","320",",,E,28,"
"SWE00139933","1949-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","390",",,E,23,"
"SWE00139933","1949-04","63.05","16.54","170.0","BISPGARDEN, SW","17",",","280",",,E,02,+"
"SWE00139933","1949-05","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1949-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1949-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1949-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1949-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1949-10","63.05","16.54","170.0","BISPGARDEN, SW","5",",","60",",,E,27,"
"SWE00139933","1949-11","63.05","16.54","170.0","BISPGARDEN, SW","3","1,","40","1,,E,03,+"
"SWE00139933","1949-12","63.05","16.54","170.0","BISPGARDEN, SW","28","2,","370","2,,E,26,"
"SWE00139933","1950-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","580",",,E,09,"
"SWE00139933","1950-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","510",",,E,12,"
"SWE00139933","1950-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","510",",,E,15,+"
"SWE00139933","1950-04","63.05","16.54","170.0","BISPGARDEN, SW","13","2,","240","2,,E,08,"
"SWE00139933","1950-05","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1950-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1950-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1950-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1950-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1950-10","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1950-11","63.05","16.54","170.0","BISPGARDEN, SW","22",",","140",",,E,10,"
"SWE00139933","1950-12","63.05","16.54","170.0","BISPGARDEN, SW","31",",","360",",,E,30,"
"SWE00139933","1951-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","410",",,E,25,+"
"SWE00139933","1951-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","630",",,E,24,+"
"SWE00139933","1951-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","600",",,E,01,"
"SWE00139933","1951-04","63.05","16.54","170.0","BISPGARDEN, SW","28",",","560",",,E,08,+"
"SWE00139933","1951-05","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1951-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1951-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1951-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1951-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1951-10","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1951-11","63.05","16.54","170.0","BISPGARDEN, SW","22",",","300",",,E,17,"
"SWE00139933","1951-12","63.05","16.54","170.0","BISPGARDEN, SW","31",",","250",",,E,16,+"
"SWE00139933","1952-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","350",",,E,18,+"
"SWE00139933","1952-02","63.05","16.54","170.0","BISPGARDEN, SW","29",",","460",",,E,25,+"
"SWE00139933","1952-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","390",",,E,25,"
"SWE00139933","1952-04","63.05","16.54","170.0","BISPGARDEN, SW","14",",","350",",,E,02,"
"SWE00139933","1952-05","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1952-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1952-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1952-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1952-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1952-10","63.05","16.54","170.0","BISPGARDEN, SW","3","1,","40","1,,E,31,+"
"SWE00139933","1952-11","63.05","16.54","170.0","BISPGARDEN, SW","30",",","380",",,E,28,+"
"SWE00139933","1952-12","63.05","16.54","170.0","BISPGARDEN, SW","31",",","580",",,E,15,"
"SWE00139933","1953-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","560",",,E,29,+"
"SWE00139933","1953-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","840",",,E,04,"
"SWE00139933","1953-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","620",",,E,01,"
"SWE00139933","1953-04","63.05","16.54","170.0","BISPGARDEN, SW","9","2,","190","2,,E,03,+"
"SWE00139933","1953-05","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1953-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1953-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1953-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1953-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1953-10","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1953-12","63.05","16.54","170.0","BISPGARDEN, SW","18","2,","90","2,,E,07,+"
"SWE00139933","1954-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","350",",,E,22,"
"SWE00139933","1954-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","370",",,E,28,"
"SWE00139933","1954-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","560",",,E,08,+"
"SWE00139933","1954-04","63.05","16.54","170.0","BISPGARDEN, SW","24",",","300",",,E,02,+"
"SWE00139933","1954-05","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1954-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1954-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1954-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1954-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1954-10","63.05","16.54","170.0","BISPGARDEN, SW","6",",","80",",,E,25,"
"SWE00139933","1954-11","63.05","16.54","170.0","BISPGARDEN, SW","7",",","60",",,E,22,+"
"SWE00139933","1954-12","63.05","16.54","170.0","BISPGARDEN, SW","25",",","250",",,E,30,+"
"SWE00139933","1955-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","510",",,E,19,"
"SWE00139933","1955-02","63.05","16.54","170.0","BISPGARDEN, SW","28",",","510",",,E,27,"
"SWE00139933","1955-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","490",",,E,24,+"
"SWE00139933","1955-04","63.05","16.54","170.0","BISPGARDEN, SW","30",",","510",",,E,08,+"
"SWE00139933","1955-05","63.05","16.54","170.0","BISPGARDEN, SW","4",",","80",",,E,05,"
"SWE00139933","1955-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1955-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1955-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1955-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1955-11","63.05","16.54","170.0","BISPGARDEN, SW","30",",","330",",,E,30,"
"SWE00139933","1955-12","63.05","16.54","170.0","BISPGARDEN, SW","31",",","520",",,E,19,"
"SWE00139933","1956-01","63.05","16.54","170.0","BISPGARDEN, SW","31",",","760",",,E,19,+"
"SWE00139933","1956-02","63.05","16.54","170.0","BISPGARDEN, SW","29",",","870",",,E,20,"
"SWE00139933","1956-03","63.05","16.54","170.0","BISPGARDEN, SW","31",",","820",",,E,03,"
"SWE00139933","1956-04","63.05","16.54","170.0","BISPGARDEN, SW","30",",","600",",,E,15,+"
"SWE00139933","1956-05","63.05","16.54","170.0","BISPGARDEN, SW","4",",","280",",,E,01,"
"SWE00139933","1956-06","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1956-07","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1956-08","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1956-09","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,30,+"
"SWE00139933","1956-10","63.05","16.54","170.0","BISPGARDEN, SW","0",",","0",",,E,31,+"
"SWE00139933","1956-11","63.05","16.54","170.0","BISPGARDEN, SW","26",",","240",",,E,30,+"
"SWE00139933","1956-12","63.05","16.54","170.0","BISPGARDEN, SW","31",",","310",",,E,15,"
