"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093909","1945-03","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","1.9",",X","11",",X","9",",X","3",",X","","","0",",X","0",",X","6",",X","1",",X","7",",X","0",",X","8","","","","6","","-12.2",",X,07,","","","3",",,X,06,","30.7",",,X,24,","26.1",",X,27,","","","247.2",",X","142.7",",,,X","3",",,,X","10.42",",X","16.29",",,,X","4.55",",,,X","","","","","","","","","","","","","",""
"USW00093909","1945-04","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","2.0",",X","","","","","","","","","","","0",",X","2",",X","0",",X","9",",X","0",",X","11","","","","5","","-1.1",",X,05,+","","","","","","","26.1",",X,13,","","","192.6",",X","","","","","11.98",",X","17.06",",,,X","6.89",",,,X","","","","","","","","","","","","","",""
"USW00093909","1945-05","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","31.4",",X","13",",X","11",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","16",",X","0",",X","11","","","","12","","4.4",",X,16,+","0",",,X,31,+","0",",,X,31,+","52.1",",,X,16,","29.4",",X,20,","","","122.5",",X","170.8",",,,X","0",",,,X","15.39",",X","20.17",",,,X","10.61",",,,X","","","","","","","","","","","","","",""
"USW00093909","1945-06","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","80.1",",X","","","","","","","","","","","0",",X","0",",X","0",",X","23",",X","1",",X","11","","","","16","","6.1",",X,04,","","","","","","","32.2",",X,27,","","","28.5",",X","","","","","20.05",",X","24.33",",,,X","15.78",",,,X","","","","","","","","","","","","","",""
"USW00093909","1945-07","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","186.7",",X","4",",X","3",",X","2",",X","","","0",",X","0",",X","0",",X","0",",X","31",",X","9",",X","4","","","","4","","15.6",",X,10,+","","","0",",,X,31,+","32.3",",,X,08,","36.7",",X,23,","0.0","X","0.0",",X","72.9",",,,X","0",",,,X","24.35",",X","29.55",",,,X","19.16",",,,X","","","","","","","","","","","","","",""
"USW00093909","1945-08","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","231.7",",X","","","","","","","","","","","0",",X","0",",X","0",",X","31",",X","20",",X","9","","","","","","14.4",",X,23,+","","","","","","","37.2",",X,18,","0.0","X","0.0",",X","","","","","25.81",",X","31.81",",,,X","19.81",",,,X","","","","","","","","","","","","","",""
"USW00093909","1945-09","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","103.4","3,X","","","","","","","","","","","0","2,X","0","2,X","0","2,X","22","2,X","8","2,X","12","","","","8","","5.6","2,X,29,","","","","","","","35.6","2,X,01,","24.9","X","24.9","2,X","","","","","21.34","3,X","27.05","2,,,X","15.62","2,,,X","","","","","","","","","","","","","",""
"USW00093909","1945-10","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","5.0",",X","","","","","","","","","","","0",",X","0",",X","0",",X","12",",X","0",",X","13","","","","2","","1.1",",X,22,","","","","","","","27.2",",X,18,","171.7","X","146.8",",X","","","","","13.76",",X","19.21",",,,X","8.31",",,,X","","","","","","","","","","","","","",""
"USW00093909","1945-11","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","2.2","2,X","","","","","","","","","0","1,X","0","1,X","15","1,X","1","1,X","4","1,X","0","1,X","10","","","","1","","-6.7","1,X,22,","","","3","1,,X,21,","","","26.7","1,X,06,","478.2","X","306.5","1,X","","","3","1,,,X","7.61","2,X","13.85","1,,,X","1.37","1,,,X","","","","","","","","","","","","","",""
"USW00093909","1945-12","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","0.0","4,X","","","","","","","","","","","3","2,X","27","2,X","17","2,X","0","2,X","0","2,X","15","","","","","","-22.2","2,X,19,","","","","","","","15.0","2,X,07,","1107.9","X","629.7","2,X","","","","","-4.39","4,X","0.16","2,,,X","-8.94","2,,,X","","","","","","","","","","","","","",""
"USW00093909","1946-01","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","0.0","","0.0","2,X","9",",X","4",",X","1",",X","0",",X","0",",X","0","1,X","25","1,X","6","1,X","0","1,X","0","1,X","14","","","","1","","-14.4","1,X,26,","0",",,X,31,+","0",",T,X,19,","28.4",",,X,05,","12.8","1,X,04,","1637.0","","529.1","1,X","66.2",",,,X","0",",T,,X","0.17","2,X","4.72","1,,,X","-4.39","1,,,X","","","","","","","","","","","","","",""
"USW00093909","1946-02","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","0.0","","0.0","2,X","4",",X","4",",X","1",",X","","","2","1,X","0","1,X","18","1,X","0","1,X","2","1,X","0","1,X","6","","","","","","-9.4","1,X,14,","","","229","1,,X,13,","25.4",",,X,13,","21.1","1,X,25,+","1971.7","","334.7","1,X","40.4",",,,X","262","1,,,X","5.33","2,X","12.02","1,,,X","-1.36","1,,,X","","","","","","","","","","","","","",""
"USW00093909","1946-03","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","5.1","","5.1","2,X","13","1,X","6","1,X","1","1,X","","","0","3,X","0","1,X","3","1,X","0","1,X","11","1,X","0","1,X","9","","","","2","","-3.9","1,X,10,","","","3","3,,X,08,","35.3","1,,X,05,","30.6","1,X,31,","2135.0","","163.3","1,X","105.2","1,,,X","3","3,,,X","12.70","2,X","18.13","1,,,X","7.27","1,,,X","","","","","","","","","","","","","",""
"USW00093909","1946-04","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","20.0","","14.9",",X","10","2,X","6","2,X","2","2,X","","","0","3,X","0",",X","0",",X","0",",X","13",",X","0",",X","16","","","","3","","1.1",",X,12,","","","0","3,,X,30,+","34.3","2,,X,22,","30.0",",X,01,","2247.3","","112.3",",X","129.3","2,,,X","0","3,,,X","15.09",",X","20.36",",,,X","9.81",",,,X","","","","","","","","","","","","","",""
"USW00093909","1946-05","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","38.4","","18.4",",X","12",",X","5",",X","1",",X","","","0",",X","0",",X","0",",X","0",",X","19",",X","0",",X","11","","","","8","","1.7",",X,11,","","","0",",,X,31,+","67.6",",,X,10,","27.2",",X,30,","2332.7","","85.4",",X","126.0",",,,X","0",",,,X","16.17",",X","21.63",",,,X","10.71",",,,X","","","","","","","","","","","","","",""
"USW00093909","1947-04","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","","","","","","","","","","","0",",X","","","","","","","","","","","5","","","","","","","","","","0",",,X,30,+","","","","","","","","","","","0",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00093909","1947-05","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","11.9",",X","12","1,X","8","1,X","1","1,X","","","0",",X","0",",X","0",",X","0",",X","22",",X","0",",X","3","","","","2","","1.1",",X,29,","","","0",",,X,31,+","27.2","1,,X,24,","30.6",",X,14,","","","86.3",",X","111.3","1,,,X","0",",,,X","15.93",",X","21.65",",,,X","10.22",",,,X","","","","","","","","","","","","","",""
"USW00093909","1947-06","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","129.7",",X","10","5,X","9","5,X","3","5,X","","","0","2,X","0",",X","0",",X","0",",X","27",",X","2",",X","3","","","","1","","9.4",",X,14,","","","0","2,,X,30,+","58.2","5,,X,20,","32.2",",X,30,+","","","10.3",",X","197.8","5,,,X","0","2,,,X","22.31",",X","27.74",",,,X","16.89",",,,X","","","","","","","","","","","","","",""
"USW00093909","1947-07","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","200.4","1,X","2","3,X","2","3,X","1","3,X","","","0",",X","0","1,X","0","1,X","0","1,X","30","1,X","11","1,X","1","","","","","","12.8","1,X,23,+","","","0",",,X,31,+","27.9","3,,X,13,","39.4","1,X,30,","0.0","X","0.0","1,X","35.0","3,,,X","0",",,,X","25.01","1,X","31.23","1,,,X","18.80","1,,,X","","","","","","","","","","","","","",""
"USW00093909","1947-08","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","342.9",",X","2","4,X","1","4,X","1","4,X","","","0",",X","0",",X","0",",X","0",",X","31",",X","28",",X","2","","","","1","","20.6",",X,25,+","","","0",",,X,31,+","28.2","4,,X,25,","41.1",",X,09,","0.0","X","0.0",",X","30.0","4,,,X","0",",,,X","29.39",",X","35.77",",,,X","23.02",",,,X","","","","","","","","","","","","","",""
"USW00093909","1947-09","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","159.9","1,X","","","","","","","","","0","3,X","0","1,X","0","1,X","0","1,X","25","1,X","13","1,X","2","","","","1","","6.1","1,X,30,","","","0","3,,X,30,+","","","41.7","1,X,03,","22.2","X","22.2","1,X","","","0","3,,,X","23.08","1,X","29.06","1,,,X","17.10","1,,,X","","","","","","","","","","","","","",""
"USW00093909","1947-10","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","75.1","3,X","","","","","","","","","0",",X","0","2,X","0","2,X","0","2,X","25","2,X","2","2,X","9","","","","4","","5.6","2,X,29,","","","0",",,X,31,+","","","32.2","2,X,06,+","53.5","X","31.3","2,X","","","0",",,,X","19.78","3,X","26.09","2,,,X","13.48","2,,,X","","","","","","","","","","","","","",""
"USW00093909","1947-11","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","0.0","3,X","","","","","","","","","0","5,X","0","2,X","18","2,X","0","2,X","0","2,X","0","2,X","9","","","","","","-7.2","2,X,30,","","","0","5,,X,30,+","","","18.9","2,X,06,","436.6","X","383.1","2,X","","","0","5,,,X","4.01","3,X","7.71","2,,,X","0.31","2,,,X","","","","","","","","","","","","","",""
"USW00093909","1947-12","38.83167","-94.88972","331.3","OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","","","","","","","","","","","","","","","","","0","5,X","23","5,X","4","5,X","0","5,X","0","5,X","9","","","","","","-7.8","5,X,16,","","","","","","","18.9","5,X,29,","","","","","","","","","2.32","8,X","7.60","5,,,X","-2.95","5,,,X","","","","","","","","","","","","","",""
