"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AYM00089251","2013-01","-62.217","-58.75","11.0","KING SEJONG, AY","0","5,S","18","5,S","-2.6","5,S,18,","-0.64","5,,,S"
