"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA00401HP5R","1992-12","49.7","-103.8","589.0","WEYBURN, SK CA","","","0.0","3,C","0","3,C","0","3,C","0","3,C","","","","","17","3,C","28","3,C","25","3,C","0","3,C","0","3,C","-37.8","3,C,31,","","","","","0.0","3,,C,31,+","3.6","3,C,09,","","","966.0","3,C","0.0","3,,,C","","","-16.17","3,C","-10.65","3,,,C","-21.69","3,,,C","","","",""
"CA00401HP5R","1993-01","49.7","-103.8","589.0","WEYBURN, SK CA","0.0","C","0.0","1,C","0","1,C","0","1,C","0","1,C","","","","","21","1,C","30","1,C","24","1,C","0","1,C","0","1,C","-42.3","1,C,09,","","","","","0.0","1,,C,31,+","8.1","1,C,31,","","","1037.3","1,C","0.0","1,,,C","","","-16.24","1,C","-10.24","1,,,C","-22.25","1,,,C","","","",""
"CA00401HP5R","1993-02","49.7","-103.8","589.0","WEYBURN, SK CA","0.0","C","0.0","1,C","0","1,C","0","1,C","0","1,C","","","","","14","1,C","27","1,C","19","1,C","0","1,C","0","1,C","-30.1","1,C,22,","","","","","0.0","1,,C,28,+","4.5","1,C,03,","","","839.4","1,C","0.0","1,,,C","","","-12.76","1,C","-7.15","1,,,C","-18.36","1,,,C","","","",""
"CA00401HP5R","1993-03","49.7","-103.8","589.0","WEYBURN, SK CA","0.0","C","0.0","2,C","0","2,C","0","2,C","0","2,C","","","","","3","2,C","27","2,C","10","2,C","0","2,C","0","2,C","-29.2","2,C,17,","","","","","0.0","2,,C,31,+","20.6","2,C,23,","","","594.5","2,C","0.0","2,,,C","","","-2.17","2,C","3.49","2,,,C","-7.82","2,,,C","","","",""
"CA00401HP5R","1993-04","49.7","-103.8","589.0","WEYBURN, SK CA","0.0","C","0.0","3,C","2","2,C","0","2,C","0","2,C","","","","","0","3,C","24","3,C","0","3,C","1","3,C","0","3,C","-6.6","3,C,25,","","","","","1.8","2,,C,28,","21.5","3,C,26,","","","360.8","3,C","3.4","2,,,C","","","4.97","3,C","12.26","3,,,C","-2.32","3,,,C","","","",""
"CA00401HP5R","1993-05","49.7","-103.8","589.0","WEYBURN, SK CA","1.3","C","1.3",",C","3",",C","3",",C","0",",C","","","","","0",",C","5",",C","0",",C","10",",C","0",",C","-2.9",",C,01,","","","","","12.8",",,C,06,","29.8",",C,13,","","","200.8",",C","31.2",",,,C","","","11.90",",C","19.66",",,,C","4.13",",,,C","","","",""
"CA00401HP5R","1993-06","49.7","-103.8","589.0","WEYBURN, SK CA","9.7","C","8.4","2,C","13","2,C","9","2,C","0","2,C","","","","","0","2,C","0","2,C","0","2,C","10","2,C","0","2,C","2.6","2,C,24,+","","","","","25.0","2,,C,02,","32.1","2,C,20,","","","127.8","2,C","90.6","2,,,C","","","14.07","2,C","20.43","2,,,C","7.70","2,,,C","","","",""
"CA00401HP5R","1993-07","49.7","-103.8","589.0","WEYBURN, SK CA","14.0","C","4.3","5,C","10","5,C","10","5,C","1","5,C","","","","","0","5,C","0","5,C","0","5,C","15","5,C","0","5,C","5.3","5,C,12,","","","","","50.4","5,,C,03,","28.7","5,C,29,","73.9","C","73.9","5,C","116.8","5,,,C","","","15.66","5,C","21.80","5,,,C","9.52","5,,,C","","","",""
"CA00401HP5R","1993-08","49.7","-103.8","589.0","WEYBURN, SK CA","32.6","C","18.6","2,C","8","2,C","3","2,C","0","2,C","","","","","0","2,C","0","2,C","0","2,C","20","2,C","0","2,C","4.0","2,C,31,","","","","","6.6","2,,C,22,","31.9","2,C,10,","144.0","C","70.1","2,C","22.2","2,,,C","","","16.56","2,C","23.29","2,,,C","9.82","2,,,C","","","",""
"CA00401HP5R","1993-09","49.7","-103.8","589.0","WEYBURN, SK CA","","","","","8","3,C","3","3,C","0","3,C","","","","","","","","","","","","","","","","","","","","","14.4","3,,C,01,","","","","","","","36.0","3,,,C","","","","","","","","","","","",""
