"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"GME00111464","1926-05","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1926-06","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1926-07","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1926-08","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1926-09","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1926-10","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","1,","0","1,,E,31,+"
"GME00111464","1926-11","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1927-01","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1927-02","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","5,","0","5,,E,28,+"
"GME00111464","1927-03","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","1,","0","1,,E,31,+"
"GME00111464","1927-04","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1927-05","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1927-06","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1927-07","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1927-08","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1927-09","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1927-10","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1928-02","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","1,","0","1,,E,29,+"
"GME00111464","1928-03","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","3,","0","3,,E,31,+"
"GME00111464","1928-04","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","3,","0","3,,E,30,+"
"GME00111464","1928-05","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1928-06","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1928-07","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1928-08","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1928-09","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1928-10","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1928-11","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1929-04","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","4,","0","4,,E,30,+"
"GME00111464","1929-05","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1929-06","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1929-07","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1929-08","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1929-09","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1929-10","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1929-11","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1929-12","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1930-01","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","1,","0","1,,E,31,+"
"GME00111464","1930-02","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","5,","0","5,,E,28,+"
"GME00111464","1930-03","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1930-04","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1930-05","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
"GME00111464","1930-06","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,30,+"
"GME00111464","1930-07","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","0",",,E,31,+"
