"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AGM00060410","2001-07","36.5","1.333","18.0","TENES, AG","","","0","5,S","0","5,S","0","5,S","26","5,S","1","5,S","18.6","5,S,02,","34.6","5,S,31,","","","25.28","7,S","28.72","5,,,S","21.85","5,,,S"
"AGM00060410","2001-09","36.5","1.333","18.0","TENES, AG","150.1","4,S","0","3,S","0","3,S","0","2,S","28","2,S","0","2,S","18.5","3,S,19,+","30.0","2,S,28,+","0.0","2,S","24.13","4,S","27.24","2,,,S","21.03","3,,,S"
"AGM00060410","2001-10","36.5","1.333","18.0","TENES, AG","","","","","","","0","3,S","28","3,S","1","3,S","","","38.5","3,S,12,","","","","","26.59","3,,,S","",""
"AGM00060410","2001-12","36.5","1.333","18.0","TENES, AG","","","","","","","0","2,S","0","2,S","0","2,S","","","20.6","2,S,31,","","","","","16.43","2,,,S","",""
"AGM00060410","2002-01","36.5","1.333","18.0","TENES, AG","","","0","5,S","0","5,S","","","","","","","5.5","5,S,15,","","","","","","","","","10.23","5,,,S"
"AGM00060410","2002-02","36.5","1.333","18.0","TENES, AG","0.0","5,S","0","4,S","0","4,S","0","2,S","2","2,S","0","2,S","7.9","4,S,08,","24.0","2,S,27,","91.7","2,S","14.33","5,S","17.88","2,,,S","10.78","4,,,S"
"AGM00060410","2002-03","36.5","1.333","18.0","TENES, AG","0.7","4,S","0","3,S","0","3,S","0","1,S","5","1,S","0","1,S","9.5","3,S,03,","27.6","1,S,13,","77.3","1,S","15.58","4,S","18.82","1,,,S","12.34","3,,,S"
"AGM00060410","2002-10","36.5","1.333","18.0","TENES, AG","","","0","4,S","0","4,S","","","","","","","14.5","4,S,29,","","","","","","","","","17.48","4,,,S"
"AGM00060410","2003-03","36.5","1.333","18.0","TENES, AG","","","","","","","0","4,S","6","4,S","0","4,S","","","26.1","4,S,27,","","","","","18.62","4,,,S","",""
"AGM00060410","2003-04","36.5","1.333","18.0","TENES, AG","8.7","4,S","0","3,S","0","3,S","0","2,S","12","2,S","1","2,S","9.0","3,S,06,+","34.2","2,S,13,","53.2","2,S","16.69","4,S","20.39","2,,,S","13.00","3,,,S"
"AGM00060410","2003-07","36.5","1.333","18.0","TENES, AG","","","0","3,S","0","3,S","","","","","","","19.0","3,S,04,","","","","","","","","","22.86","3,,,S"
"AGM00060410","2003-10","36.5","1.333","18.0","TENES, AG","","","","","","","0","4,S","25","4,S","0","4,S","","","28.5","4,S,01,","","","","","24.70","4,,,S","",""
