"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BRM00083358","1979-04","-15.833","-54.383","450.0","POXOREO POXOREU, BR","2","5,S","1","5,S","0","5,S","0","4,S","0","4,S","","","","","","","7.0","4,S,27,","7.9","5,,S,21,","","","8.9","5,,,S","","","","","13.38","4,,,S"
"BRM00083358","1979-05","-15.833","-54.383","450.0","POXOREO POXOREU, BR","","","","","","","0","4,S","0","4,S","0","5,S","26","5,S","2","5,S","3.0","4,S,31,","","","33.0","5,S,19,+","","","20.83","6,S","30.85","5,,,S","10.81","4,,,S"
"BRM00083358","1979-06","-15.833","-54.383","450.0","POXOREO POXOREU, BR","0","3,S","0","3,S","0","3,S","0","4,S","0","4,S","","","","","","","2.0","4,S,29,+","0.0","3,,S,30,+","","","0.0","3,,,S","","","","","6.08","4,,,S"
"BRM00083358","1979-08","-15.833","-54.383","450.0","POXOREO POXOREU, BR","1","4,S","1","4,S","0","4,S","0","4,S","0","4,S","","","","","","","6.0","4,S,03,","6.1","4,,S,27,","","","6.1","4,,,S","","","","","13.04","4,,,S"
