"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TUM00017285","1973-02","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","","","","","9","5,S","0","5,S","0","5,S","","","","","","","10.0","5,S,18,","","","","","2.52","5,,,S","",""
"TUM00017285","2013-06","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","2,S","0","2,S","","","","","","","9.8","2,S,01,","","","","","","","","","","","","","14.76","2,,,S"
"TUM00017285","2013-07","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0",",","0",",S","","","","","","","16.7",",S,02,","","","","","","","","","","","","","19.29",",,,S"
"TUM00017285","2013-08","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0",",","0",",S","","","","","","","15.0",",S,21,","","","","","","","","","","","","","18.62",",,,S"
"TUM00017285","2013-09","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","1,","0","1,S","","","","","","","10.0","1,S,26,","","","","","","","","","","","","","14.38","1,,,S"
"TUM00017285","2013-10","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","2,","0","2,S","","","","","","","3.0","2,S,28,+","","","","","","","","","","","","","7.13","2,,,S"
"TUM00017285","2013-11","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","4,","0","4,S","","","","","","","2.0","4,S,18,","","","","","","","","","","","","","4.15","4,,,S"
"TUM00017285","2013-12","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","3,","25","3,S","","","","","","","-14.4","3,S,16,","","","","","","","","","","","","","-6.90","3,,,S"
"TUM00017285","2014-01","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","31",",","0","1,","28","1,S","","","","","","","-13.4","1,S,06,","541",",,S,29,","","","","","","","","","","","-5.51","1,,,S"
"TUM00017285","2014-02","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","24","3,","0","3,","23","3,S","","","","","","","-13.9","3,S,03,","381","3,,S,01,","","","","","","","","","","","-6.10","3,,,S"
