"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GMM00010635","1936-05","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","0","5,S","0","5,S","0","1,S","1","1,S","0","1,S","1.1","5,S,21,+","","","","","22.8","1,S,20,","","","","","","","10.36","6,S","14.55","1,,,S","6.17","5,,,S"
"GMM00010635","1936-06","50.217","8.45","805.0","KLEINER FELDBERG, GM","10.0","3,S","","","","","","","","","0","3,S","0","3,S","0",",S","9",",S","0",",S","2.2","3,S,01,","","","","","26.1",",S,18,","","","143.4",",S","","","13.34","3,S","17.07",",,,S","9.61","3,,,S"
"GMM00010635","1936-07","50.217","8.45","805.0","KLEINER FELDBERG, GM","0.0","5,S","","","","","","","","","0","4,S","0","4,S","0","1,S","5","1,S","0","1,S","7.2","4,S,31,+","","","","","25.0","1,S,18,","141.6","S","141.6","1,S","","","13.01","5,S","16.43","1,,,S","9.59","4,,,S"
"GMM00010635","1936-08","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0","1,S","5","1,S","0","1,S","","","","","","","23.9","1,S,18,+","","","","","","","","","17.28","1,,,S","",""
"GMM00010635","1936-09","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0","1,S","1","1,S","0","1,S","","","","","","","22.2","1,S,03,","","","","","","","","","13.52","1,,,S","",""
"GMM00010635","1936-10","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","","","11.1","4,S,23,","","","","","","","","","5.48","4,,,S","",""
"GMM00010635","1937-01","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","18","5,S","0","5,S","0","5,S","","","","","","","6.1","5,S,22,","","","","","","","","","-0.34","5,,,S","",""
"GMM00010635","1937-02","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","12","2,S","0","2,S","0","2,S","","","","","","","5.0","2,S,27,+","","","","","","","","","1.35","2,,,S","",""
"GMM00010635","1937-03","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","8","5,S","0","5,S","0","5,S","","","","","","","7.2","5,S,22,+","","","","","","","","","2.07","5,,,S","",""
"GMM00010635","1937-04","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0","5,S","0","5,S","0","5,S","","","","","","","12.8","5,S,13,","","","","","","","","","7.75","5,,,S","",""
"GMM00010635","1937-05","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0","2,S","4","2,S","0","2,S","","","","","","","23.9","2,S,30,+","","","","","","","","","15.99","2,,,S","",""
"GMM00010635","1937-06","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0","1,S","10","1,S","0","1,S","","","","","","","28.9","1,S,11,","","","","","","","","","18.16","1,,,S","",""
"GMM00010635","1937-09","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0","3,S","4","3,S","0","3,S","","","","","","","23.9","3,S,07,","","","","","","","","","14.33","3,,,S","",""
"GMM00010635","1937-10","50.217","8.45","805.0","KLEINER FELDBERG, GM","0.0","5,S","","","","","","","","","0","3,S","1","3,S","0","3,S","0","3,S","0","3,S","0.0","3,S,18,","","","","","20.0","3,S,28,","","","291.6","3,S","","","7.43","5,S","10.22","3,,,S","4.63","3,,,S"
"GMM00010635","1937-11","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","9","5,S","0","5,S","0","5,S","","","","","","","10.0","5,S,08,","","","","","","","","","2.58","5,,,S","",""
"GMM00010635","1938-04","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","1","1,S","0","1,S","0","1,S","","","","","","","15.0","1,S,02,","","","","","","","","","5.84","1,,,S","",""
"GMM00010635","1938-05","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0",",S","2",",S","0",",S","","","","","","","22.2",",S,14,","","","","","","","","","11.24",",,,S","",""
"GMM00010635","1938-06","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0","1,S","10","1,S","0","1,S","","","","","","","26.1","1,S,25,","","","","","","","","","18.05","1,,,S","",""
"GMM00010635","1938-07","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0",",S","7",",S","0",",S","","","","","","","26.1",",S,31,","","","","","","","","","17.89",",,,S","",""
"GMM00010635","1938-08","50.217","8.45","805.0","KLEINER FELDBERG, GM","19.2","5,S","","","","","","","","","0","5,S","0","5,S","0","1,S","7","1,S","0","1,S","5.0","5,S,25,","","","","","27.8","1,S,06,+","","","108.1","1,S","","","14.97","5,S","18.19","1,,,S","11.75","5,,,S"
"GMM00010635","1938-09","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","0","1,S","0","1,S","0","1,S","","","","","","","20.0","1,S,29,+","","","","","","","","","15.34","1,,,S","",""
"GMM00010635","1938-10","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","2","4,S","0","4,S","0","4,S","","","","","","","13.9","4,S,01,","","","","","","","","","7.71","4,,,S","",""
"GMM00010635","1939-02","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","9","2,S","0","2,S","0","2,S","","","","","","","8.9","2,S,06,","","","","","","","","","2.20","2,,,S","",""
"GMM00010635","1939-03","50.217","8.45","805.0","KLEINER FELDBERG, GM","","","","","","","","","","","","","","","17","2,S","0","2,S","0","2,S","","","","","","","8.9","2,S,04,","","","","","","","","","0.94","2,,,S","",""
