"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00426897","1911-11","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","10.2",",,6,11,","","","","","","","","","","","","","18.1",",,,6","","","","","","","","","",""
"USC00426897","1912-02","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","1.0",",,6,23,","","","","","","","","","","","","","1.8",",,,6","","","","","","","","","",""
"USC00426897","1912-06","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","4.1",",,6,27,","","","","","","","","","","","","","4.1",",,,6","","","","","","","","","",""
"USC00426897","1912-09","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","17.0",",,6,09,","","","","","","","","","","","","","17.0",",,,6","","","","","","","","","",""
"USC00426897","1913-02","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","11.9",",,6,26,","","","","","","","","","","","","","37.0",",,,6","","","","","","","","","",""
"USC00426897","1913-03","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","10.7",",,6,12,","","","","","","","","","","","","","26.5",",,,6","","","","","","","","","",""
"USC00426897","1913-04","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","5.6",",,6,02,","","","","","","","","","","","","","7.9",",,,6","","","","","","","","","",""
"USC00426897","1913-06","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","6",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","3.6",",,6,17,","","","","","","","","","","","","","6.7",",,,6","","","","","","","","","",""
"USC00426897","1913-07","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","16.8",",,6,21,","","","","","","","","","","","","","23.0",",,,6","","","","","","","","","",""
"USC00426897","1913-08","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","10.4",",,6,02,","","","","","","","","","","","","","36.3",",,,6","","","","","","","","","",""
"USC00426897","1913-12","38.31667","-112.18333","1800.1","PIUTE DAM, UT US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","7.1",",,6,18,","","","","","","","","","","","","","15.8",",,,6","","","","","","","","","",""
