"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KRW00060502","1962-04","-4.0206","-154.9263","0.9","MALDEN ISLAND AF, KR","275.6","3,X","16","3,X","10","3,X","0","3,X","0","3,X","0","3,X","0","3,X","0","3,X","0","3,X","27","3,X","13","3,X","","","23.9","3,X,30,","0","3,,X,30,+","0","3,,X,30,+","14.5","3,,X,30,","33.3","3,X,27,+","0.0","3,X","56.7","3,,,X","0","3,,,X","28.54","3,X","31.77","3,,,X","25.31","3,,,X"
"KRW00060502","1962-05","-4.0206","-154.9263","0.9","MALDEN ISLAND AF, KR","301.4",",X","14",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","7",",X","1","","22.8",",X,10,","0",",,X,31,+","0",",,X,31,+","47.0",",,X,25,","33.3",",X,08,","0.0",",X","114.4",",,,X","0",",,,X","28.06",",X","31.04",",,,X","25.07",",,,X"
"KRW00060502","1962-06","-4.0206","-154.9263","0.9","MALDEN ISLAND AF, KR","280.9",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","4",",X","","","22.2",",X,18,","0",",,X,30,+","0",",,X,30,+","14.5",",,X,06,","32.8",",X,19,+","0.0",",X","35.2",",,,X","0",",,,X","27.70",",X","31.16",",,,X","24.23",",,,X"
