"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00141699","1951-04","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","","","7",",0","2",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","14.7",",,0,05,","","","","","","","","","","","","","","","","","","","","","","","","","29.2",",,,0","","","","","","","","","",""
"USC00141699","1951-05","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","","","9","4,0","5","4,0","1","4,0","","","","","","","","","","","","","","","","","","","","","","","34.3","4,,0,21,","","","","","","","","","","","","","","","","","","","","","","","","","128.6",",a,,0","","","","","","","","","",""
"USC00141699","1951-06","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","","","18",",0","15",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","25.7",",,0,22,","","","","","","","","","","","","","","","","","","","","","","","","","164.5",",,,0","","","","","","","","","",""
"USC00141699","1951-07","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","","","10",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","52.1",",,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","127.0",",,,0","","","","","","","","","",""
"USC00141699","1951-08","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","","","7",",0","3",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","16.8",",,0,07,","","","","","","","","","","","","","","","","","","","","","","","","","39.9",",,,0","","","","","","","","","",""
"USC00141699","1951-09","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","","","10",",0","4",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","17.3",",,0,07,+","","","","","","","","","","","","","","","","","","","","","","","","","47.1",",,,0","","","","","","","","","",""
"USC00141699","1957-04","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","1.7",",0","12",",0","5",",0","0",",0","3",",0","4",",0","0",",0","11",",0","2",",0","8",",0","0",",0","","","-7.8",",0,09,+","25",",,0,12,+","41",",,0,08,","18.0",",,0,03,","27.2",",0,19,","","","","","","","303.2",",0","","","","","","","","","","","","","","","54.0",",,,0","116",",,,0","8.28",",0","14.22",",,,0","2.34",",,,0","",""
"USC00141699","1957-05","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","7.1",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","3.3",",0,23,+","0",",,0,31,+","0",",,0,31,+","30.0",",,0,16,","28.9",",0,30,","97.8","5,,,0","","","","","136.5",",0","","","","","","","","","","","","","","","105.6",",,,0","0",",,,0","14.16",",0","19.62",",,,0","8.70",",,,0","",""
"USC00141699","1957-06","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","66.7",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","6.1",",0,02,","0",",,0,30,+","0",",,0,30,+","64.5",",,0,16,","34.4",",0,07,","147.1","3,,,0","","","","","19.2",",0","","","","","","","","","","","","","","","170.1",",,,0","0",",,,0","19.92",",0","26.46",",,,0","13.37",",,,0","",""
"USC00141699","1957-07","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","238.3",",0","9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","12.2",",0,05,","0",",,0,31,+","0",",,0,31,+","61.7",",,0,14,","41.1",",0,08,","201.1","1,,,0","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","75.3",",,,0","0",",,,0","26.02",",0","33.75",",,,0","18.30",",,,0","",""
"USC00141699","1957-08","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","195.8",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","11.1",",0,24,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,03,","38.3",",0,21,+","205.0","1,,,0","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","76.3",",,,0","0",",,,0","24.65",",0","32.32",",,,0","16.98",",,,0","",""
"USC00141699","1957-09","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","31.4",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","","","3.3",",0,22,","0",",,0,30,+","0",",,0,30,+","66.3",",,0,14,","32.2",",0,30,+","114.1","4,,,0","67.3","0","","","67.3",",0","","","","","","","","","","","","","","","96.8",",,,0","0",",,,0","17.14",",0","24.80",",,,0","9.48",",,,0","",""
"USC00141699","1957-10","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","9.2",",0","7",",0","3",",0","0",",0","1",",0","0",",0","0",",0","5",",0","0",",0","10",",0","2",",0","","","-5.0",",0,27,","25",",,0,25,","13",",,0,25,","17.0",",,0,20,","32.8",",0,02,+","","","286.8","0","","","219.5",",0","","","","","","","","","","","","","","","41.8",",,,0","13",",,,0","11.55",",0","16.96",",,,0","6.14",",,,0","",""
"USC00141699","1957-11","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","0.0",",0","6",",0","2",",0","0",",0","2",",0","2",",0","0",",0","25",",0","2",",0","2",",0","0",",0","","","-10.0",",0,22,+","51",",,0,18,+","38",",,0,17,","5.6",",,0,18,","22.8",",0,01,","","","756.5","0","","","469.7",",0","","","","","","","","","","","","","","","13.6",",,,0","63",",,,0","2.68",",0","8.64",",,,0","-3.28",",,,0","",""
"USC00141699","1957-12","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","","","0.0",",0","2",",0","0",",0","0",",0","2",",0","1",",0","0",",0","31",",0","0",",0","0",",0","0",",0","","","-13.9",",0,11,","25",",,0,31,+","25",",,0,07,","2.3",",,0,07,","20.0",",0,05,","","","1237.9","0","","","481.4",",0","","","","","","","","","","","","","","","2.8",",,,0","38",",,,0","2.80",",0","11.22",",,,0","-5.61",",,,0","",""
"USC00141699","1958-01","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.0","0","0.0",",0","6",",0","1",",0","0",",0","8",",0","1",",0","0",",0","31",",0","2",",0","0",",0","0",",0","","","-16.7",",0,21,","178",",,0,20,","147",",,0,20,","9.1",",,0,20,","18.9",",0,09,","","","1831.6","0","","","593.7",",0","","","","","","","","","","","","","","","12.1",",,,0","186",",,,0","-0.82",",0","7.24",",,,0","-8.87",",,,0","",""
"USC00141699","1958-02","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.0","0","0.0",",0","9",",0","3",",0","0",",0","8",",0","4",",0","2",",0","26",",0","13",",0","1",",0","0",",0","","","-19.4",",0,13,+","76",",,0,17,","64",",,0,17,","8.1",",,0,27,","24.4",",0,24,","","","2397.8","0","","","566.2",",0","","","","","","","","","","","","","","","23.7",",,,0","201",",,,0","-1.89",",0","3.76",",,,0","-7.54",",,,0","",""
"USC00141699","1958-03","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.0","0","0.0","1,0","14","1,0","9","1,0","0","1,0","30","1,0","9","1,0","1","1,0","30","1,0","16","1,0","0","1,0","0","1,0","","","-18.9","1,0,14,","381","1,,0,13,","152","1,,0,07,","24.1","1,,0,29,","5.0","1,0,20,","","","3072.4","0","","","674.6","1,0","","","","","","","","","","","","","","","90.9","1,,,0","773","1,,,0","-4.15","1,0","0.00","1,,,0","-8.30","1,,,0","",""
"USC00141699","1958-04","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.3","0","0.3",",0","10",",0","4",",0","0",",0","1",",0","0",",0","0",",0","10",",0","0",",0","6",",0","0",",0","","","-3.9",",0,24,","102",",,0,01,","0",",T,0,26,+","17.5",",,0,09,","27.8",",0,17,","73.2","1,,,0","3392.9","0","","","320.5",",0","","","","","","","","","","","","","","","40.3",",,,0","0",",T,,0","7.66",",0","13.82",",,,0","1.50",",,,0","",""
"USC00141699","1958-05","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","30.3","0","30.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","","","3.3",",0,10,+","0",",,0,31,+","0",",,0,31,+","23.9",",,0,16,","32.2",",0,31,+","129.4",",,,0","3464.1","0","","","71.2",",0","","","","","","","","","","","","","","","66.6",",,,0","0",",,,0","17.00",",0","23.72",",,,0","10.28",",,,0","",""
"USC00141699","1958-06","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","127.8","0","97.5",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","","","5.6",",0,26,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,19,","38.9",",0,29,","183.9",",,,0","3482.4","0","","","18.3",",0","","","","","","","","","","","","","","","50.3",",,,0","0",",,,0","20.98",",0","28.06",",,,0","13.89",",,,0","",""
"USC00141699","1958-07","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","256.5","0","128.7",",0","14",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","11.1",",0,07,+","0",",,0,31,+","0",",,0,31,+","85.1",",,0,04,","38.9",",0,14,","178.2","1,,,0","0.9","0","","","0.9",",0","","","","","","","","","","","","","","","194.6",",,,0","0",",,,0","22.46",",0","29.19",",,,0","15.72",",,,0","",""
"USC00141699","1958-08","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","429.7","0","173.2",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","8.3",",0,31,","0",",,0,31,+","0",",,0,31,+","34.3",",,0,16,","37.2",",0,15,","169.4","2,,,0","2.6","0","","","1.7",",0","","","","","","","","","","","","","","","55.7",",,,0","0",",,,0","23.86",",0","32.01",",,,0","15.72",",,,0","",""
"USC00141699","1958-09","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","516.0","0","86.3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","","","1.7",",0,27,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,17,","37.2",",0,03,","178.6",",,,0","33.4","0","","","30.8",",0","","","","","","","","","","","","","","","1.8",",,,0","0",",,,0","20.18",",0","28.70",",,,0","11.67",",,,0","",""
"USC00141699","1958-10","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","517.4","0","1.4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","16",",0","0",",0","","","-3.9",",0,30,+","0",",,0,31,+","0",",,0,31,+","3.8",",,0,29,","31.7",",0,20,","","","223.7","0","","","190.3",",0","","","","","","","","","","","","","","","5.8",",,,0","0",",,,0","12.24",",0","21.63",",,,0","2.85",",,,0","",""
"USC00141699","1958-11","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","517.4","0","0.0",",0","4",",0","3",",0","0",",0","7",",0","3",",0","1",",0","26",",0","3",",0","5",",0","0",",0","","","-18.9",",0,28,","229",",,0,18,","152",",,0,17,","11.4",",,0,17,","23.9",",0,11,+","","","661.6","0","","","437.9",",0","","","","","","","","","","","","","","","23.9",",,,0","292",",,,0","3.74",",0","12.02",",,,0","-4.55",",,,0","",""
"USC00141699","1958-12","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","517.4","0","0.0","1,0","4",",0","2",",0","0",",0","6",",0","2",",0","2","1,0","30","1,0","8",",0","0",",0","0",",0","","","-19.4","1,0,14,","152",",,0,13,","140",",,0,13,","4.8",",,0,13,","20.6",",0,04,","","","1226.3","0","","","564.7",",0","","","","","","","","","","","","","","","10.1",",,,0","191",",,,0","-0.48","1,0","6.17",",,,0","-7.13","1,,,0","",""
"USC00141699","1959-01","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","13",",0","3",",0","6",",0","31",",0","12",",0","0",",0","0",",0","","","-31.1",",0,04,","102",",,0,05,+","84",",,0,03,","6.6",",,0,03,","17.8",",0,25,+","","","1910.0","0","","","683.7",",0","","","","","","","","","","","","","","","21.6",",,,0","271",",,,0","-3.72",",0","3.84",",,,0","-11.28",",,,0","",""
"USC00141699","1959-02","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","9",",0","2",",0","2",",0","28",",0","8",",0","0",",0","0",",0","","","-23.3",",0,01,","102",",,0,02,+","71",",,0,01,","3.6",",,0,01,","14.4",",0,23,+","","","2489.2","0","","","579.2",",0","","","","","","","","","","","","","","","9.7",",,,0","143",",,,0","-2.35",",0","3.78",",,,0","-8.49",",,,0","",""
"USC00141699","1959-03","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","6",",0","3",",0","0",",0","26",",0","2",",0","2",",0","0",",0","","","-15.0",",0,21,","76",",,0,26,+","89",",,0,26,","17.3",",,0,26,","22.8",",0,24,+","","","2964.4","0","","","475.2",",0","","","","","","","","","","","","","","","43.4",",,,0","242",",,,0","3.00",",0","9.93",",,,0","-3.92",",,,0","",""
"USC00141699","1959-04","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.0","0","0.0",",0","4",",0","2",",0","0",",0","2",",0","2",",0","0",",0","9",",0","0",",0","11",",0","0",",0","","","-8.9",",0,13,","25",",,0,12,+","30",",,0,12,","19.8",",,0,19,","29.4",",0,07,","108.4","2,,,0","3241.7","0","","","277.3",",0","","","","","","","","","","","","","","","24.9",",,,0","55",",,,0","9.09",",0","16.65",",,,0","1.53",",,,0","5615",",,,0"
"USC00141699","1959-05","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","24.3","0","24.3",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","2",",0","","","1.7",",0,14,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,26,","35.6",",0,02,","150.9",",,,0","3347.4","0","","","105.7",",0","","","","","","","","","","","","","","","21.5",",,,0","0",",,,0","15.71",",0","23.04",",,,0","8.37",",,,0","6096",",,,0"
"USC00141699","1959-06","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","184.8","0","160.5",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","17",",0","","","7.8",",0,03,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,04,","37.2",",0,17,+","242.6",",,,0","3356.6","0","","","9.2",",0","","","","","","","","","","","","","","","56.8",",,,0","0",",,,0","23.38",",0","31.55",",,,0","15.20",",,,0","6196","2,,,0"
"USC00141699","1959-07","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","341.4","0","156.6",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","7.8",",0,09,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,14,","38.9",",0,04,","233.3",",,,0","2.8","0","","","2.8",",0","","","","","","","","","","","","","","","53.6",",,,0","0",",,,0","23.29",",0","32.00",",,,0","14.59",",,,0","5605",",,,0"
"USC00141699","1959-08","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","561.2","0","219.8",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","11.7",",0,08,","0",",,0,31,+","0",",,0,31,+","32.8",",,0,14,","39.4",",0,03,","201.1",",,,0","3.3","0","","","0.5",",0","","","","","","","","","","","","","","","62.6",",,,0","0",",,,0","25.40",",0","33.66",",,,0","17.15",",,,0","5726",",,,0"
"USC00141699","1959-09","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","611.6","0","50.4",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","5",",0","","","1.1",",0,10,","0",",,0,30,+","0",",T,0,30,","14.5",",,0,18,","38.9",",0,07,","156.7",",,,0","101.4","0","","","98.1",",0","","","","","","","","","","","","","","","62.0",",,,0","0",",T,,0","16.74",",0","24.89",",,,0","8.59",",,,0","5026",",,,0"
"USC00141699","1959-10","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","611.6","0","0.0",",0","7",",0","5",",0","0",",0","0",",0","1",",0","0",",0","8",",0","0",",0","9",",0","0",",0","","","-7.2",",0,27,","0",",T,0,01,","25",",,0,01,","20.8",",,0,01,","31.1",",0,26,","","","383.0","0","","","281.6",",0","","","","","","","","","","","","","","","60.9",",,,0","25",",,,0","9.25",",0","16.49",",,,0","2.01",",,,0","",""
"USC00141699","1959-11","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","611.6","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","29",",0","3",",0","1",",0","0",",0","","","-18.9",",0,14,","0",",T,0,14,+","13",",,0,11,","1.0",",,0,11,","21.1",",0,10,","","","885.4","0","","","502.4",",0","","","","","","","","","","","","","","","1.3",",,,0","18",",,,0","1.59",",0","10.05",",,,0","-6.88",",,,0","",""
"USC00141699","1959-12","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","611.6","0","0.0",",0","1",",0","1",",0","0",",0","4",",0","1",",0","0",",0","30",",0","2",",0","1",",0","0",",0","","","-13.9",",0,23,","51",",,0,27,","51",",,0,27,","12.4",",,0,27,","22.2",",0,04,","","","1423.1","0","","","537.7",",0","","","","","","","","","","","","","","","12.4",",,,0","51",",,,0","0.99",",0","8.95",",,,0","-6.98",",,,0","",""
"USC00141699","1960-01","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.0","0","0.0","2,0","5","2,0","4","2,0","1","2,0","16","2,0","4","2,0","4","2,0","29","2,0","14","2,0","0","2,0","0","2,0","","","-22.8","2,0,20,+","229","2,,0,19,+","114","2,,0,14,","37.1","2,,0,14,","13.9","2,0,10,","","","2100.9","0","","","677.8","2,0","","","","","","","","","","","","","","","55.9","2,,,0","292","2,,,0","-5.04","2,0","0.94","2,,,0","-11.02","2,,,0","",""
"USC00141699","1960-02","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.0","0","0.0",",0","12",",0","8",",0","0",",0","15",",0","7",",0","7",",0","28",",0","15",",0","0",",0","0",",0","","","-28.9",",0,25,","254",",,0,29,+","114",",,0,23,","14.7",",,0,04,","10.6",",0,09,","","","2818.3","0","","","717.4",",0","","","","","","","","","","","","","","","74.9",",,,0","420",",,,0","-6.40",",0","-1.54",",,,0","-11.27",",,,0","",""
"USC00141699","1960-03","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","19",",0","4",",0","4",",0","26",",0","11",",0","4",",0","0",",0","","","-30.0",",0,03,","381",",,0,06,+","102",",,0,02,","5.8",",,0,14,","25.6",",0,28,","","","3430.8","0","","","612.5",",0","","","","","","","","","","","","","","","17.8",",,,0","200",",,,0","-1.42",",0","4.88",",,,0","-7.73",",,,0","",""
"USC00141699","1960-04","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","3.6","0","3.6","1,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","5","1,0","0",",0","11",",0","0",",0","","","-3.3","1,0,03,","0",",,0,30,+","0",",T,0,30,","11.4",",,0,28,","29.4",",0,22,","127.8",",,,0","3633.1","0","","","202.3",",0","","","","","","","","","","","","","","","33.9",",,,0","0",",T,,0","11.41","1,0","19.03",",,,0","3.79","1,,,0","6976",",,,0"
"USC00141699","1960-05","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","17.2","0","13.6",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","1.1",",0,12,+","0",",,0,31,+","0",",,0,31,+","21.3",",,0,05,","31.1",",0,25,","136.8","1,,,0","3756.7","0","","","123.6",",0","","","","","","","","","","","","","","","55.9",",,,0","0",",,,0","14.78",",0","22.01",",,,0","7.56",",,,0","5145",",,,0"
"USC00141699","1960-06","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","109.4","0","92.2",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","8",",0","","","10.0",",0,14,","0",",,0,30,+","0",",,0,30,+","73.9",",,0,11,","36.7",",0,05,","147.7","2,,,0","3780.3","0","","","23.6",",0","","","","","","","","","","","","","","","140.9",",,,0","0",",,,0","20.62",",0","27.61",",,,0","13.64",",,,0","4620",",,,0"
"USC00141699","1960-07","39.3925","-101.0689","966.2","COLBY 1 SW, KS US","268.8","0","159.4",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","11.1",",0,14,","0",",,0,31,+","0",",,0,31,+","35.1",",,0,06,","39.4",",0,27,","199.8","1,,,0","0.8","0","","","0.8",",0","","","","","","","","","","","","","","","66.5",",,,0","0",",,,0","23.45",",0","31.32",",,,0","15.58",",,,0","3873",",,,0"
