"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00004839","1996-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","39.9",",M","","","","","","","","","0",",M","0",",M","0",",M","29",",M","0",",M","","","","","","","6.1",",M,05,","","","","","28.9",",M,16,","22.8","M","22.8",",M","","","18.89",",M","24.47",",,,M","13.30",",,,M","","","","","","","","","",""
"USW00004839","1996-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","92.5",",M","","","","","","","","","0",",M","0",",M","0",",M","31",",M","3",",M","","","","","","","10.6",",M,29,+","","","","","34.4",",M,07,","25.8","M","3.0",",M","","","21.22",",M","27.47",",,,M","14.96",",,,M","","","","","","","","","",""
"USW00004839","1996-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","31.7",",M","","","","","","","","","0",",M","0",",M","0",",M","16",",M","0",",M","","","","","","","1.7",",M,30,","","","","","31.7",",M,05,","118.8","M","93.0",",M","","","16.29",",M","22.13",",,,M","10.45",",,,M","","","","","","","","","",""
"USW00004839","1996-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","0.0",",M","","","","","","","","","0",",M","6",",M","0",",M","4",",M","0",",M","","","","","","","-3.3",",M,11,","","","","","25.6",",M,17,","368.4","M","249.6",",M","","","10.28",",M","15.75",",,,M","4.82",",,,M","","","","","","","","","",""
"USW00004839","1996-11","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","0.0",",M","","","","","","","","","0",",M","22",",M","7",",M","0",",M","0",",M","","","","","","","-12.8",",M,14,","","","","","18.3",",M,06,","893.4","M","525.0",",M","","","0.83",",M","3.73",",,,M","-2.07",",,,M","","","","","","","","","",""
"USW00004839","1996-12","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","0.0","2,M","","","","","","","","","1","2,M","24","2,M","8","2,M","0","2,M","0","2,M","","","","","","","-18.9","2,M,20,","","","","","8.9","2,M,23,","1469.7","M","576.3","2,M","","","-1.54","2,M","0.98","2,,,M","-4.06","2,,,M","","","","","","","","","",""
"USW00004839","1997-02","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","0.0","2,M","","","","","","","","","1","2,M","25","2,M","13","2,M","0","2,M","0","2,M","","","","","","","-19.4","2,M,13,","","","","","11.1","2,M,18,","","","533.2","2,M","","","-2.18","2,M","1.32","2,,,M","-5.67","2,,,M","","","","","","","","","",""
"USW00004839","1997-03","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","0.0",",M","","","","","","","","","0",",M","23",",M","4",",M","0",",M","0",",M","","","","","","","-8.3",",M,16,+","","","","","19.4",",M,27,","","","521.3",",M","","","1.52",",M","5.46",",,,M","-2.43",",,,M","","","","","","","","","",""
"USW00004839","1997-04","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","0.0","1,M","","","","","","","","","0","1,M","16","1,M","1","1,M","1","1,M","0","1,M","","","","","","","-8.9","1,M,10,","","","","","21.1","1,M,30,","","","367.4","1,M","","","5.66","1,M","11.33","1,,,M","0.00","1,,,M","","","","","","","","","",""
"USW00004839","1997-05","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","0.0","1,M","","","","","","","","","0","1,M","3","1,M","0","1,M","2","1,M","0","1,M","","","","","","","-1.7","1,M,04,","","","","","26.1","1,M,24,","","","260.8","1,M","","","9.64","1,M","15.06","1,,,M","4.23","1,,,M","","","","","","","","","",""
"USW00004839","1997-06","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","53.8","1,M","","","","","","","","","0","1,M","0","1,M","0","1,M","28","1,M","1","1,M","","","","","","","5.6","1,M,15,","","","","","32.2","1,M,24,","","","17.1","1,M","","","19.60","1,M","25.68","1,,,M","13.51","1,,,M","","","","","","","","","",""
"USW00004839","1997-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","82.6","1,M","","","","","","","","","0","1,M","0","1,M","0","1,M","28","1,M","1","1,M","","","","","","","8.3","1,M,05,","","","","","32.2","1,M,14,","8.4","M","8.4","1,M","","","20.81","1,M","26.55","1,,,M","15.06","1,,,M","","","","","","","","","",""
"USW00004839","1997-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","35.5",",M","","","","","","","","","0",",M","0",",M","0",",M","27",",M","0",",M","","","","","","","6.7",",M,14,","","","","","29.4",",M,16,+","38.2","M","29.8",",M","","","18.52",",M","23.72",",,,M","13.32",",,,M","","","","","","","","","",""
"USW00004839","1997-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","11.2",",M","","","","","","","","","0",",M","0",",M","0",",M","16",",M","0",",M","","","","","","","1.7",",M,24,","","","","","28.3",",M,16,","121.6","M","83.4",",M","","","15.93",",M","21.64",",,,M","10.21",",,,M","","","","","","","","","",""
"USW00004839","1997-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","9.8",",M","","","","","","","","","0",",M","6",",M","0",",M","10",",M","0",",M","","","","","","","-2.8",",M,23,","","","","","28.3",",M,08,","383.2","M","261.6",",M","","","10.21",",M","15.54",",,,M","4.88",",,,M","","","","","","","","","",""
"USW00004839","1997-11","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","0.0",",M","","","","","","","","","0",",M","20",",M","2",",M","0",",M","0",",M","","","","","","","-6.1",",M,22,","","","","","14.4",",M,01,","859.7","M","476.5",",M","","","2.45",",M","5.56",",,,M","-0.66",",,,M","","","","","","","","","",""
"USW00004839","1997-12","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","","","0.0","1,M","","","","","","","","","0","1,M","27","1,M","5","1,M","0","1,M","0","1,M","","","","","","","-8.9","1,M,31,","","","","","7.8","1,M,19,","1417.2","M","557.5","1,M","","","-0.25","1,M","2.00","1,,,M","-2.51","1,,,M","","","","","","","","","",""
"USW00004839","1998-01","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","0.0","W","0.0",",M","","","","","","","","","0",",M","27",",M","15",",M","0",",M","0",",M","","","","","","","-16.1",",M,14,","","","","","12.8",",M,05,","2013.3","W","596.1",",M","","","-0.90",",M","1.47",",,,M","-3.26",",,,M","","","","","","","","","",""
"USW00004839","1998-02","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","0.0","W","0.0",",M","","","","","","","","","0",",M","20",",M","3",",M","0",",M","0",",M","","","","","","","-7.8",",M,06,","","","","","13.9",",M,26,","2475.9","W","462.6",",M","","","1.81",",M","5.67",",,,M","-2.05",",,,M","","","","","","","","","",""
"USW00004839","1998-03","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","","","3.9","W","3.9",",M","","","","","","","","","0",",M","22",",M","5",",M","4",",M","0",",M","","","","","","","-14.4",",M,11,","","","","","24.4",",M,29,","2966.8","W","490.9",",M","","","2.62",",M","6.32",",,,M","-1.08",",,,M","","","","","","","","","",""
"USW00004839","1998-04","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.2","1,W","3.9","W","0.0","2,W","14","1,W","8","1,W","0","1,W","","","0","2,W","4","2,W","0","2,W","2","2,W","0","2,W","","","","","","","-2.2","2,W,11,+","","","20.6","1,,W,26,","21.7","2,W,12,","3233.1","W","266.3","2,W","75.0","1,,,W","8.82","2,W","14.45","2,,,W","3.20","2,,,W","","","110","1,W","110","1,W","13.0","1,W","17.0","1,W"
"USW00004839","1998-05","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.7",",W","22.5","W","18.6","3,W","9",",W","3",",W","0",",W","","","0","3,W","0","3,W","0","3,W","20","3,W","0","3,W","","","","","","","6.7","3,W,26,+","","","10.9",",,W,13,","31.7","3,W,15,","3301.1","W","68.0","3,W","25.2",",,,W","16.57","3,W","22.92","3,,,W","10.22","3,,,W","","","270",",W","260",",W","21.0",",W","30.0",",W"
"USW00004839","1998-06","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.7",",W","98.9","W","76.4",",W","13",",W","4",",W","0",",W","","","0",",W","0",",W","0",",W","22",",W","3",",W","","","","","","","3.3",",W,06,","","","14.5",",,W,11,","34.4",",W,24,","3366.3","W","65.2",",W","32.1",",,,W","18.71",",W","24.58",",,,W","12.83",",,,W","","","290",",W","280",",W","17.0",",W","21.0",",W"
"USW00004839","1998-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.2",",W","196.7","W","97.8","2,W","9",",W","3",",W","0",",W","","","0","2,W","0","2,W","0","2,W","29","2,W","2","2,W","","","","","","","8.3","2,W,05,","","","13.2",",,W,07,","32.8","2,W,21,+","0.3","W","0.3","2,W","38.7",",,,W","21.69","2,W","28.07","2,,,W","15.32","2,,,W","","","280",",W","290",",W","14.8",",W","19.2",",W"
"USW00004839","1998-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","2.8",",W","299.4","W","102.7","1,W","14",",W","8",",W","0",",W","","","0","1,W","0","1,W","0","1,W","30","1,W","0","1,W","","","","","","","9.4","1,W,19,","","","21.1",",,W,07,","31.1","1,W,23,","1.1","W","0.8","1,W","82.2",",,,W","21.73","1,W","27.19","1,,,W","16.27","1,,,W","","","240",",W","260",",W","12.5",",W","16.1",",W"
"USW00004839","1998-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.1",",W","340.1","W","40.7",",W","13",",W","5",",W","0",",W","","","0",",W","0",",W","0",",W","26",",W","1",",W","","","","","","","2.8",",W,23,","","","13.2",",,W,14,","32.2",",W,13,","42.6","W","41.5",",W","49.0",",,,W","18.31",",W","24.70",",,,W","11.91",",,,W","","","240",",W","230",",W","13.4",",W","17.4",",W"
"USW00004839","1998-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.5",",W","341.7","W","1.6","2,W","17",",W","6",",W","1",",W","","","0","2,W","1","2,W","0","2,W","5","2,W","0","2,W","","","","","","","-1.1","2,W,22,","","","25.9",",,W,17,","24.4","2,W,16,+","229.6","W","187.0","2,W","69.5",",,,W","11.94","2,W","16.65","2,,,W","7.23","2,,,W","","","240",",W","240",",W","14.3",",W","18.3",",W"
