"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00111169","1891-11","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","12",",6","9",",6","4",",6","","","0",",6","","","","","","","2","","","","13",",,6,23,","42.7",",,6,09,","","","185.4",",,,6","13",",,,6","",""
"USC00111169","1891-12","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","8",",6","7",",6","1",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","29.5",",,6,24,","","","88.1",",,,6","0",",,,6","",""
"USC00111169","1892-01","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","6",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","15",",,6,19,+","16.0",",,6,19,","","","51.6",",,,6","38",",,,6","",""
"USC00111169","1892-02","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","10",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","21.8",",,6,07,","","","84.2",",,,6","","","",""
"USC00111169","1892-03","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","12",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","10",",,6,15,","23.9",",,6,23,","","","58.4",",,,6","21",",,,6","",""
"USC00111169","1892-04","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","14",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","29.0",",,6,28,","","","134.2",",,,6","","","",""
"USC00111169","1892-05","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","15",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","33.0",",,6,14,","","","136.3",",,,6","","","",""
"USC00111169","1892-06","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","13",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","18.3",",,6,27,","","","95.2",",,,6","","","",""
"USC00111169","1892-07","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","16.3",",,6,08,","","","44.1",",,,6","","","",""
"USC00111169","1892-08","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","13",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","71.1",",,6,12,","","","132.3",",,,6","","","",""
"USC00111169","1892-09","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","17.3",",,6,13,","","","22.9",",,,6","","","",""
"USC00111169","1892-10","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","5.1",",,6,20,","","","18.7",",,,6","","","",""
"USC00111169","1892-11","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","14",",6","8",",6","0",",6","","","","","","","","","","","1","","","","","","23.6",",,6,02,","","","106.7",",,,6","","","",""
"USC00111169","1892-12","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","12",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","25.7",",,6,31,","","","80.1",",,,6","","","",""
"USC00111169","1893-01","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","8",",6","2",",6","1",",6","","","1",",6","","","","","","","","","","","107",",,6,18,","37.1",",,6,01,","","","50.9",",,,6","151",",,,6","",""
"USC00111169","1893-02","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","16",",6","9",",6","1",",6","","","","","","","","","","","1","","","","","","26.9",",,6,17,","","","100.2",",,,6","","","",""
"USC00111169","1893-03","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","34.3",",,6,24,","","","53.1",",,,6","","","",""
"USC00111169","1893-04","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","13",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","37.1",",,6,14,","","","140.5",",,,6","","","",""
"USC00111169","1893-05","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","13",",6","11",",6","2",",6","","","","","","","","","","","","","","","","","66.8",",,6,01,","","","195.1",",,,6","","","",""
"USC00111169","1893-06","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","12",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","74.7",",,6,05,","","","199.8",",,,6","","","",""
"USC00111169","1893-07","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","20.3",",,6,09,","","","34.2",",,,6","","","",""
"USC00111169","1893-09","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","68.6",",,6,10,","","","171.4",",,,6","","","",""
"USC00111169","1893-10","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","5",",6","2",",6","","","","","","","","","","","2","","","","","","59.7",",,6,26,","","","159.0",",,,6","","","",""
"USC00111169","1893-11","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","6",",6","4",",6","0",",6","","","0",",6","","","","","","","2","","","","0",",,6,30,+","22.6",",,6,27,","","","69.9",",,,6","0",",,,6","",""
"USC00111169","1893-12","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","0",",T,6,30,+","22.6",",,6,16,","","","40.7",",,,6","0",",T,,6","",""
"USC00111169","1894-01","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","5",",6","0",",6","","","","","","","","","","","2","","","","","","22.6",",,6,21,","","","55.2",",,,6","","","",""
"USC00111169","1894-02","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","23.1",",,6,09,","","","121.3",",,,6","","","",""
"USC00111169","1894-03","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","39.6",",,6,06,","","","105.2",",,,6","","","",""
"USC00111169","1894-04","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","22.6",",,6,10,","","","64.5",",,,6","","","",""
"USC00111169","1894-05","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","6",",6","0",",6","","","","","","","","","","","2","","","","","","15.0",",,6,02,","","","71.0",",,,6","","","",""
"USC00111169","1894-06","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","10.9",",,6,18,","","","26.5",",,,6","","","",""
"USC00111169","1894-07","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","32.3",",,6,05,","","","48.9",",,,6","","","",""
"USC00111169","1894-08","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","4",",6","0",",6","","","","","","","","","","","1","","","","","","17.5",",,6,24,","","","42.7",",,,6","","","",""
"USC00111169","1894-09","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","30.0",",,6,04,","","","68.3",",,,6","","","",""
"USC00111169","1894-10","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","17.0",",,6,03,","","","37.4",",,,6","0",",,,6","",""
"USC00111169","1894-11","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","3",",6","1",",6","1",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","33.0",",,6,23,","","","36.0",",,,6","0",",,,6","",""
"USC00111169","1894-12","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","10","2,6","6","2,6","1","2,6","","","","","","","","","","","1","","","","","","29.0","2,,6,10,","","","98.3","2,,,6","","","",""
"USC00111169","1895-01","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","14",",6","10",",6","0",",6","","","4","2,6","","","","","","","","","","","127","2,,6,02,","17.5",",,6,26,","","","95.7",",,,6","385","2,,,6","",""
"USC00111169","1895-02","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","6",",6","2",",6","0",",6","","","2",",6","","","","","","","","","","","36",",,6,13,","3.6",",,6,13,","","","10.0",",,,6","100",",,,6","",""
"USC00111169","1895-03","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","3",",,6,21,","14.7",",,6,20,","","","60.8",",,,6","3",",,,6","",""
"USC00111169","1895-04","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","12",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","21.1",",,6,13,","","","79.5",",,,6","0",",,,6","",""
"USC00111169","1895-05","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","6",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","17.3",",,6,16,","","","37.6",",,,6","0",",,,6","",""
"USC00111169","1895-06","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","10",",6","7",",6","1",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","42.2",",,6,16,","","","116.0",",,,6","0",",,,6","",""
"USC00111169","1895-07","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","15",",6","14",",6","2",",6","","","","","","","","","","","","","","","","","30.2",",,6,24,","","","159.1",",,,6","","","",""
"USC00111169","1895-08","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","6",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","12.2",",,6,06,","","","18.1",",,,6","0",",,,6","",""
"USC00111169","1895-09","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","5",",6","2",",6","1",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","29.5",",,6,05,","","","47.3",",,,6","0",",,,6","",""
"USC00111169","1895-10","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","2",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","8.6",",,6,31,","","","12.2",",,,6","0",",,,6","",""
"USC00111169","1895-11","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","10",",6","6",",6","3",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","37.1",",,6,09,","","","134.5",",,,6","0",",,,6","",""
"USC00111169","1895-12","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","15",",6","10",",6","0",",6","","","3",",6","","","","","","","","","","","170",",,6,30,","17.0",",,6,30,","","","82.5",",,,6","277",",,,6","",""
"USC00111169","1896-01","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","5",",,6,16,","19.6",",,6,23,","","","35.9",",,,6","5",",,,6","",""
"USC00111169","1896-02","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","4",",6","0",",6","","","1",",6","","","","","","","1","","","","46",",,6,09,","19.8",",,6,13,","","","41.6",",,,6","46",",,,6","",""
"USC00111169","1896-03","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","14",",6","9",",6","1",",6","","","1",",6","","","","","","","1","","","","30",",,6,15,","30.7",",,6,31,","","","100.4",",,,6","30",",,,6","",""
"USC00111169","1896-04","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","10",",6","9",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","23.1",",,6,27,","","","67.8",",,,6","0",",,,6","",""
"USC00111169","1896-05","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","12",",6","10",",6","4",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","72.1",",,6,27,","","","274.8",",,,6","0",",,,6","",""
"USC00111169","1896-06","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","8",",6","2",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","37.8",",,6,16,","","","120.1",",,,6","0",",,,6","",""
"USC00111169","1896-07","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","17.8",",,6,21,","","","58.2",",,,6","0",",,,6","",""
"USC00111169","1896-08","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","5",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","20.6",",,6,23,","","","45.7",",,,6","0",",,,6","",""
"USC00111169","1896-09","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","21.6",",,6,27,","","","75.0",",,,6","0",",,,6","",""
"USC00111169","1896-10","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","6",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","21.6",",,6,23,","","","44.0",",,,6","0",",,,6","",""
"USC00111169","1896-11","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","6",",6","2",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","31.0",",,6,27,","","","106.1",",,,6","0",",,,6","",""
"USC00111169","1896-12","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","0",",T,6,25,","11.7",",,6,14,","","","29.7",",,,6","0",",T,,6","",""
"USC00111169","1897-01","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","9",",6","2",",6","","","1",",6","","","","","","","","","","","30",",,6,27,","31.2",",,6,17,","","","98.9",",,,6","33",",,,6","",""
"USC00111169","1897-02","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","10",",6","1",",6","","","1",",6","","","","","","","","","","","36",",,6,26,","25.4",",,6,01,","","","100.4",",,,6","36",",,,6","",""
"USC00111169","1897-03","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","15",",6","14",",6","1",",6","","","0",",6","","","","","","","2","","","","0",",T,6,25,+","29.5",",,6,19,","","","185.9",",,,6","0",",T,,6","",""
"USC00111169","1897-04","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","15",",6","12",",6","3",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","41.1",",,6,04,","","","169.5",",,,6","0",",,,6","",""
"USC00111169","1897-05","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","10.2",",,6,10,","","","28.5",",,,6","0",",,,6","",""
"USC00111169","1897-06","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","10",",6","7",",6","2",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","76.7",",,6,22,","","","174.6",",,,6","0",",,,6","",""
"USC00111169","1897-07","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","8",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","23.6",",,6,11,","","","70.1",",,,6","0",",,,6","",""
"USC00111169","1897-08","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","8",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","4.8",",,6,15,","","","22.6",",,,6","0",",,,6","",""
"USC00111169","1897-09","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","2",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","7.1",",,6,17,","","","13.5",",,,6","0",",,,6","",""
"USC00111169","1897-10","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","4",",6","2",",6","0",",6","","","0",",6","","","","","","","2","","","","0",",,6,31,+","8.9",",,6,11,","","","14.3",",,,6","0",",,,6","",""
"USC00111169","1897-11","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","12",",6","8",",6","3",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","42.7",",,6,02,","","","148.7",",,,6","0",",,,6","",""
"USC00111169","1897-12","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","10",",6","0",",6","","","0",",6","","","","","","","","","","","0",",T,6,31,+","24.4",",,6,20,","","","93.8",",,,6","0",",T,,6","",""
"USC00111169","1898-01","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","15",",6","9",",6","2",",6","","","0",",6","","","","","","","","","","","10",",,6,30,","56.1",",,6,20,","","","159.2",",,,6","10",",,,6","",""
"USC00111169","1898-02","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","5",",,6,22,","11.7",",,6,18,","","","30.2",",,,6","11",",,,6","",""
"USC00111169","1898-03","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","17",",6","11",",6","3",",6","","","0",",6","","","","","","","","","","","0",",T,6,02,+","64.0",",,6,12,","","","233.6",",,,6","0",",T,,6","",""
"USC00111169","1898-04","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","12",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","19.1",",,6,26,","","","54.2",",,,6","0",",,,6","",""
"USC00111169","1898-05","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","12",",6","7",",6","3",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","33.8",",,6,28,","","","136.2",",,,6","0",",,,6","",""
"USC00111169","1898-06","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","20.8",",,6,27,","","","44.0",",,,6","0",",,,6","",""
"USC00111169","1898-07","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","15",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","68.1",",,6,29,","","","144.3",",,,6","0",",,,6","",""
"USC00111169","1898-08","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","8",",6","1",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","27.7",",,6,08,","","","90.5",",,,6","0",",,,6","",""
"USC00111169","1898-09","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","0",",,6,30,+","29.7",",,6,13,","","","104.0",",,,6","0",",,,6","",""
"USC00111169","1898-10","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","6",",6","1",",6","","","0",",6","","","","","","","","","","","0",",,6,31,+","107.7",",,6,01,","","","169.2",",,,6","0",",,,6","",""
"USC00111169","1898-11","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","6",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","0",",T,6,30,+","14.2",",,6,22,","","","38.7",",,,6","0",",T,,6","",""
"USC00111169","1898-12","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","3",",6","0",",6","","","1",",6","","","","","","","","","","","76",",,6,12,","20.6",",,6,19,","","","33.1",",,,6","76",",,,6","",""
"USC00111169","1899-01","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","12",",6","7",",6","1",",6","","","2",",6","","","","","","","","","","","107",",,6,25,","43.4",",,6,14,","","","138.2",",,,6","193",",,,6","",""
"USC00111169","1899-02","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","10",",6","5",",6","1",",6","","","3",",6","","","","","","","","","","","66",",,6,12,","42.9",",,6,26,","","","63.9",",,,6","158",",,,6","",""
"USC00111169","1899-03","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","13",",6","8",",6","0",",6","","","0",",6","","","","","","","","","","","18",",,6,05,","22.4",",,6,28,","","","91.4",",,,6","26",",,,6","",""
"USC00111169","1899-05","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","37.6",",,6,07,","","","133.9",",,,6","","","",""
"USC00111169","1899-07","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","31.0",",,6,22,","","","99.1",",,,6","","","",""
"USC00111169","1899-08","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","14.0",",,6,15,","","","27.0",",,,6","","","",""
"USC00111169","1899-09","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","18.3",",,6,11,","","","57.2",",,,6","","","",""
"USC00111169","1899-10","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","8",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","47.0",",,6,17,","","","86.8",",,,6","","","",""
"USC00111169","1900-01","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","27.9",",,6,20,","","","50.8",",,,6","","","",""
"USC00111169","1900-05","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","13",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","26.9",",,6,31,","","","98.1",",,,6","","","",""
"USC00111169","1900-06","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","18",",6","13",",6","5",",6","","","","","","","","","","","","","","","","","56.4",",,6,08,","","","258.4",",,,6","","","",""
"USC00111169","1900-10","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","20.3",",,6,22,","","","37.7",",,,6","","","",""
"USC00111169","1900-11","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","7",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","43.2",",,6,24,","","","123.2",",,,6","","","",""
"USC00111169","1900-12","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","36.3",",,6,28,","","","61.8",",,,6","","","",""
"USC00111169","1901-01","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","11.9",",,6,30,","","","38.4",",,,6","","","",""
"USC00111169","1901-02","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","6",",6","2",",6","1",",6","","","1",",6","","","","","","","","","","","38",",,6,22,","30.5",",,6,03,","","","39.2",",,,6","69",",,,6","",""
"USC00111169","1901-03","37.00444","-89.17861","82.3","CAIRO RIVER, IL US","11",",6","6",",6","2",",6","","","0",",6","","","","","","","","","","","5",",,6,15,","31.2",",,6,10,","","","96.5",",,,6","8",",,,6","",""
