"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097460","1997-11","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","2,S","0","2,S","0","5,S","25","5,S","15","5,S","19.8","2,S,06,+","33.4","5,S,16,","","","27.03","7,S","32.24","5,,,S","21.82","2,,,S"
"IDM00097460","1997-12","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","5,S","0","5,S","","","","","","","21.3","5,S,09,","","","","","","","","","22.53","5,,,S"
"IDM00097460","1998-01","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","","","","","","","19.8","4,S,27,","","","","","","","","","22.31","4,,,S"
"IDM00097460","1998-02","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","2,S","0","2,S","0","5,S","23","5,S","13","5,S","20.0","2,S,28,","34.2","5,S,18,","","","27.46","7,S","32.07","5,,,S","22.85","2,,,S"
"IDM00097460","1998-03","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","250.5","4,S","0","1,S","0","1,S","0","3,S","28","3,S","12","3,S","20.0","1,S,01,","33.9","3,S,11,","0.0","3,S","27.64","4,S","31.97","3,,,S","23.30","1,,,S"
"IDM00097460","1998-04","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","5,S","0","5,S","0","1,S","29","1,S","6","1,S","19.8","5,S,06,","32.8","1,S,16,","","","27.34","6,S","31.27","1,,,S","23.40","5,,,S"
"IDM00097460","1998-05","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","3,S","0","3,S","0","4,S","27","4,S","10","4,S","21.3","3,S,29,","33.0","4,S,25,","","","27.61","7,S","31.71","4,,,S","23.52","3,,,S"
"IDM00097460","1998-06","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","0","4,S","26","4,S","0","4,S","22.0","4,S,29,","32.0","4,S,15,","","","26.89","8,S","30.72","4,,,S","23.06","4,,,S"
"IDM00097460","1998-07","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","21.4","5,S,25,+","31.6","5,S,03,","","","26.18","8,S","30.08","5,,,S","22.28","5,,,S"
"IDM00097460","1998-08","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","205.6","5,S","0","3,S","0","3,S","0","4,S","27","4,S","0","4,S","20.5","3,S,19,","31.6","4,S,23,+","0.0","4,S","26.27","5,S","30.34","4,,,S","22.20","3,,,S"
"IDM00097460","1998-09","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","1,S","0","1,S","","","","","","","20.6","1,S,05,","","","","","","","","","22.19","1,,,S"
"IDM00097460","1998-10","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","28","3,S","6","3,S","","","33.7","3,S,23,","","","","","31.46","3,,,S","",""
"IDM00097460","1998-11","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","2,S","28","2,S","8","2,S","","","32.8","2,S,18,","","","","","31.64","2,,,S","",""
"IDM00097460","1999-03","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","221.3","5,S","0","3,S","0","3,S","0","4,S","27","4,S","3","4,S","21.6","3,S,02,","32.5","4,S,20,+","0.0","4,S","26.82","5,S","30.83","4,,,S","22.81","3,,,S"
"IDM00097460","1999-04","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","4,S","26","4,S","3","4,S","","","32.4","4,S,11,","","","","","30.95","4,,,S","",""
"IDM00097460","1999-05","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","","","","","","","19.6","4,S,31,","","","","","","","","","22.49","4,,,S"
"IDM00097460","1999-06","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","0","4,S","26","4,S","0","4,S","20.0","4,S,01,","31.7","4,S,20,","","","26.09","6,S","30.06","4,,,S","22.13","4,,,S"
"IDM00097460","1999-07","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","28","3,S","0","3,S","","","30.9","3,S,02,","","","","","29.36","3,,,S","",""
"IDM00097460","1999-08","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","0","4,S","27","4,S","0","4,S","20.0","4,S,16,","31.6","4,S,18,","","","25.75","6,S","29.50","4,,,S","22.00","4,,,S"
"IDM00097460","1999-09","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","27","3,S","0","3,S","","","31.2","3,S,23,+","","","","","30.04","3,,,S","",""
"IDM00097460","1999-11","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","4,S","26","4,S","4","4,S","","","32.6","4,S,06,","","","","","31.30","4,,,S","",""
"IDM00097460","2006-07","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","3,S","0","3,S","0","5,S","26","5,S","0","5,S","19.2","3,S,30,","31.8","5,S,24,","","","26.06","7,S","30.45","5,,,S","21.68","3,,,S"
"IDM00097460","2006-08","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","198.9","5,S","0","4,S","0","4,S","0","1,S","30","1,S","3","1,S","19.4","4,S,24,","33.2","1,S,15,","0.0","1,S","25.93","5,S","30.71","1,,,S","21.15","4,,,S"
"IDM00097460","2006-09","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","27","3,S","0","3,S","","","32.1","3,S,07,","","","","","29.30","3,,,S","",""
"IDM00097460","2006-10","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","2,S","0","2,S","0","5,S","26","5,S","2","5,S","18.9","2,S,05,","32.8","5,S,30,","","","25.88","6,S","30.60","5,,,S","21.15","2,,,S"
"IDM00097460","2006-11","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","210.8","5,S","0","4,S","0","4,S","0","2,S","28","2,S","13","2,S","17.6","4,S,05,","33.4","2,S,19,","0.0","2,S","26.76","5,S","32.09","2,,,S","21.42","4,,,S"
"IDM00097460","2006-12","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","0","4,S","27","4,S","18","4,S","20.6","4,S,01,","34.2","4,S,12,","","","27.43","7,S","32.27","4,,,S","22.60","4,,,S"
"IDM00097460","2007-01","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","28","3,S","9","3,S","","","33.4","3,S,17,","","","","","31.65","3,,,S","",""
"IDM00097460","2007-02","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","5,S","0","5,S","0","3,S","25","3,S","1","3,S","22.0","5,S,22,","32.6","3,S,01,","","","27.15","7,S","31.40","3,,,S","22.90","5,,,S"
"IDM00097460","2007-03","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","2,S","0","2,S","","","","","","","21.2","2,S,05,","","","","","","","","","22.58","2,,,S"
"IDM00097460","2007-04","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","241.6","3,S","0",",S","0",",S","0","3,S","27","3,S","9","3,S","21.6",",S,06,","33.2","3,S,19,","0.0","3,S","27.26","3,S","31.68","3,,,S","22.84",",,,S"
"IDM00097460","2007-05","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","221.9","5,S","0","3,S","0","3,S","0","3,S","28","3,S","2","3,S","21.8","3,S,01,","32.4","3,S,05,","0.0","3,S","26.88","5,S","31.13","3,,,S","22.64","3,,,S"
"IDM00097460","2007-06","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","213.3","5,S","0",",S","0",",S","0","5,S","25","5,S","3","5,S","22.0",",S,13,+","32.8","5,S,22,+","0.0","5,S","26.87","5,S","30.96","5,,,S","22.78",",,,S"
"IDM00097460","2007-07","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","3,S","0","3,S","0","4,S","27","4,S","0","4,S","19.0","3,S,07,","32.0","4,S,03,+","","","26.16","6,S","29.92","4,,,S","22.39","3,,,S"
"IDM00097460","2007-09","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","3,S","0","3,S","0","3,S","27","3,S","0","3,S","20.2","3,S,30,+","31.8","3,S,22,","","","26.13","6,S","29.96","3,,,S","22.29","3,,,S"
"IDM00097460","2007-10","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","3,S","0","3,S","0","4,S","27","4,S","6","4,S","21.2","3,S,11,","32.8","4,S,06,","","","27.04","6,S","31.46","4,,,S","22.63","3,,,S"
"IDM00097460","2007-11","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","0","2,S","28","2,S","5","2,S","22.0","4,S,10,+","32.4","2,S,21,+","","","27.02","6,S","31.22","2,,,S","22.83","4,,,S"
"IDM00097460","2007-12","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","253.8","2,S","0","1,S","0","1,S","0","2,S","29","2,S","6","2,S","21.8","1,S,11,+","32.8","2,S,25,","0.0","2,S","27.07","2,S","31.35","2,,,S","22.79","1,,,S"
"IDM00097460","2008-01","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","0","5,S","26","5,S","12","5,S","21.2","4,S,29,","33.0","5,S,14,+","","","27.20","9,S","31.57","5,,,S","22.83","4,,,S"
"IDM00097460","2008-02","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","0","4,S","25","4,S","7","4,S","21.4","4,S,29,","33.2","4,S,15,","","","27.08","8,S","31.34","4,,,S","22.82","4,,,S"
"IDM00097460","2008-03","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","216.8","5,S","0","3,S","0","3,S","0","5,S","26","5,S","5","5,S","21.4","3,S,17,+","32.6","5,S,21,","0.0","5,S","26.66","5,S","31.00","5,,,S","22.31","3,,,S"
"IDM00097460","2008-04","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","27","3,S","1","3,S","","","32.2","3,S,30,","","","","","30.69","3,,,S","",""
"IDM00097460","2008-05","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","222.7","4,S","0","1,S","0","1,S","0","3,S","28","3,S","2","3,S","21.0","1,S,28,","32.6","3,S,19,","0.0","3,S","26.51","4,S","30.61","3,,,S","22.41","1,,,S"
"IDM00097460","2008-06","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","3,S","0","3,S","0","4,S","26","4,S","0","4,S","21.2","3,S,28,","31.6","4,S,07,","","","26.31","7,S","30.28","4,,,S","22.35","3,,,S"
"IDM00097460","2008-07","-1.617","124.55","3.0","LABUHA TALIABU, ID","208.8","S","208.8","3,S","0",",S","0",",S","0","3,S","28","3,S","0","3,S","21.0",",S,17,","31.2","3,S,08,","0.0","3,S","25.79","3,S","29.44","3,,,S","22.14",",,,S"
"IDM00097460","2008-08","-1.617","124.55","3.0","LABUHA TALIABU, ID","394.0","S","185.2","5,S","0","4,S","0","4,S","0","1,S","30","1,S","0","1,S","21.0","4,S,20,","31.6","1,S,12,","0.0","1,S","25.37","5,S","28.84","1,,,S","21.91","4,,,S"
"IDM00097460","2008-09","-1.617","124.55","3.0","LABUHA TALIABU, ID","606.3","S","212.3","3,S","0","3,S","0","3,S","0",",S","30",",S","0",",S","21.0","3,S,09,","31.6",",S,23,","0.0",",S","26.13","3,S","30.15",",,,S","22.12","3,,,S"
"IDM00097460","2008-10","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","28","3,S","3","3,S","","","33.0","3,S,20,","","","","","30.81","3,,,S","",""
"IDM00097460","2008-12","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","0","5,S","26","5,S","6","5,S","20.2","4,S,08,","32.6","5,S,16,+","","","27.38","7,S","31.74","5,,,S","23.03","4,,,S"
"IDM00097460","2009-01","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","","","","","","","22.0","4,S,22,","","","","","","","","","23.07","4,,,S"
"IDM00097460","2009-02","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","0","2,S","26","2,S","4","2,S","22.0","4,S,16,","33.4","2,S,12,","","","27.15","6,S","31.26","2,,,S","23.04","4,,,S"
"IDM00097460","2009-03","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","28","3,S","3","3,S","","","33.0","3,S,29,","","","","","31.20","3,,,S","",""
"IDM00097460","2009-04","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","224.5","5,S","0","2,S","0","2,S","0","3,S","27","3,S","7","3,S","21.8","2,S,08,","32.4","3,S,01,","0.0","3,S","27.20","5,S","31.45","3,,,S","22.94","2,,,S"
"IDM00097460","2009-05","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","0","5,S","26","5,S","6","5,S","22.2","4,S,27,","32.6","5,S,15,","","","27.28","8,S","31.46","5,,,S","23.11","4,,,S"
"IDM00097460","2009-06","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","1,S","0","1,S","","","","","","","20.2","1,S,16,","","","","","","","","","22.30","1,,,S"
"IDM00097460","2009-07","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","5,S","26","5,S","0","5,S","","","32.0","5,S,05,","","","","","30.20","5,,,S","",""
"IDM00097460","2009-08","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","2,S","0","2,S","","","","","","","20.2","2,S,30,","","","","","","","","","22.30","2,,,S"
"IDM00097460","2009-09","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","5,S","0","5,S","0","2,S","28","2,S","9","2,S","20.8","5,S,01,","32.8","2,S,14,","","","26.90","7,S","31.62","2,,,S","22.19","5,,,S"
"IDM00097460","2009-10","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","249.2","4,S","0","1,S","0","1,S","0","3,S","28","3,S","21","3,S","21.0","1,S,31,","34.1","3,S,07,","0.0","3,S","27.50","4,S","32.57","3,,,S","22.44","1,,,S"
"IDM00097460","2009-11","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","253.2","3,S","0","2,S","0","2,S","0","1,S","29","1,S","15","1,S","21.4","2,S,01,","34.2","1,S,02,","0.0","1,S","27.69","3,S","32.21","1,,,S","23.18","2,,,S"
"IDM00097460","2009-12","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","4,S","0","4,S","","","","","","","20.0","4,S,19,","","","","","","","","","22.42","4,,,S"
"IDM00097460","2010-01","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","5,S","26","5,S","6","5,S","","","32.6","5,S,01,","","","","","31.16","5,,,S","",""
"IDM00097460","2010-02","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","5,S","0","5,S","0","2,S","26","2,S","7","2,S","22.2","5,S,12,+","33.6","2,S,27,","","","27.36","6,S","31.61","2,,,S","23.10","5,,,S"
"IDM00097460","2010-03","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","3,S","0","3,S","","","","","","","21.6","3,S,20,","","","","","","","","","23.41","3,,,S"
"IDM00097460","2010-04","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","2,S","0","2,S","","","","","","","21.8","2,S,05,","","","","","","","","","23.42","2,,,S"
"IDM00097460","2010-05","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","0","2,S","0","2,S","0","5,S","26","5,S","8","5,S","22.4","2,S,26,","32.6","5,S,25,","","","27.76","7,S","31.83","5,,,S","23.69","2,,,S"
"IDM00097460","2010-06","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","223.5","3,S","0",",S","0",",S","0","3,S","27","3,S","2","3,S","20.4",",S,18,","32.4","3,S,02,","0.0","3,S","26.62","3,S","30.80","3,,,S","22.43",",,,S"
"IDM00097460","2010-07","-1.617","124.55","3.0","LABUHA TALIABU, ID","228.2","S","228.2","4,S","0","2,S","0","2,S","0","3,S","28","3,S","3","3,S","21.6","2,S,14,","32.5","3,S,02,","0.0","3,S","26.77","4,S","30.78","3,,,S","22.77","2,,,S"
"IDM00097460","2010-08","-1.617","124.55","3.0","LABUHA TALIABU, ID","455.8","S","227.6","3,S","0","1,S","0","1,S","0","3,S","28","3,S","1","3,S","21.4","1,S,31,","32.2","3,S,13,","0.0","3,S","26.46","3,S","30.52","3,,,S","22.40","1,,,S"
"IDM00097460","2010-11","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","4,S","26","4,S","5","4,S","","","32.4","4,S,28,+","","","","","31.51","4,,,S","",""
"IDM00097460","2011-01","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","5,S","26","5,S","2","5,S","","","32.2","5,S,25,+","","","","","30.97","5,,,S","",""
"IDM00097460","2011-02","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","25","3,S","6","3,S","","","32.6","3,S,28,+","","","","","31.04","3,,,S","",""
"IDM00097460","2011-03","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","1,S","30","1,S","10","1,S","","","33.2","1,S,13,+","","","","","31.26","1,,,S","",""
"IDM00097460","2011-04","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","27","3,S","11","3,S","","","35.0","3,S,02,","","","","","32.02","3,,,S","",""
"IDM00097460","2011-05","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","2,S","29","2,S","4","2,S","","","32.6","2,S,09,","","","","","30.87","2,,,S","",""
"IDM00097460","2011-06","-1.617","124.55","3.0","LABUHA TALIABU, ID","","","","","","","","","0","3,S","27","3,S","0","3,S","","","31.6","3,S,09,","","","","","30.25","3,,,S","",""
