"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXM00076723","1977-06","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","1","5,S","1","5,S","0","5,S","","","","","","","","","","","","","17.0","5,,S,25,","","","","","17.0","5,,,S","","","","","",""
"MXM00076723","1988-03","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,31,+","","","","","0.0","5,,,S","","","","","",""
"MXM00076723","1989-05","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","160.7","2,S","0","1,S","0","1,S","0","1,S","0",",S","0",",S","0","2,S","29","2,S","0","2,S","16.9",",S,02,+","0.0","1,,S,31,+","31.6","2,S,20,","0.0","2,S","0.0","1,,,S","23.87","2,S","29.23","2,,,S","18.51",",,,S"
"MXM00076723","1989-06","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","0",",S","0",",S","0",",S","0","2,S","0","2,S","0","4,S","26","4,S","2","4,S","18.9","2,S,06,+","0.0",",,S,30,+","33.5","4,S,07,","","","0.0",",,,S","25.20","6,S","29.72","4,,,S","20.69","2,,,S"
"MXM00076723","1989-07","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","1","1,S","1","1,S","0","1,S","0","2,S","0","2,S","","","","","","","20.0","2,S,02,","20.1","1,,S,16,","","","","","20.1","1,,,S","","","","","23.33","2,,,S"
"MXM00076723","1989-08","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","3",",S","2",",S","1",",S","","","","","","","","","","","","","157.0",",,S,02,","","","","","162.1",",,,S","","","","","",""
"MXM00076723","1989-10","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","4","4,S","2","4,S","1","4,S","","","","","0","5,S","26","5,S","3","5,S","","","38.1","4,,S,21,","32.7","5,S,16,","","","48.2","4,,,S","","","31.33","5,,,S","",""
"MXM00076723","1989-11","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","2","1,S","2","1,S","0","1,S","","","","","","","","","","","","","17.0","1,,S,18,","","","","","24.1","1,,,S","","","","","",""
"MXM00076723","1989-12","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","0","1,S","0","1,S","0","1,S","0","4,S","0","4,S","","","","","","","19.5","4,S,18,+","0.0","1,,S,31,+","","","","","0.0","1,,,S","","","","","20.80","4,,,S"
"MXM00076723","1990-01","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","1",",S","1",",S","0",",S","0","5,S","0","5,S","","","","","","","11.8","5,S,19,","3.0",",,S,03,","","","","","3.0",",,,S","","","","","19.45","5,,,S"
"MXM00076723","1990-02","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","3",",S","2",",S","1",",S","0","1,S","0","1,S","0","5,S","23","5,S","0","5,S","16.5","1,S,22,","89.9",",,S,15,","29.0","5,S,27,","","","97.0",",,,S","22.67","6,S","26.53","5,,,S","18.82","1,,,S"
"MXM00076723","1990-03","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","0","1,S","0","1,S","0","1,S","0","2,S","0","2,S","","","","","","","15.0","2,S,11,","0.0","1,,S,31,+","","","","","0.0","1,,,S","","","","","18.25","2,,,S"
"MXM00076723","1990-04","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","175.5","4,S","0","1,S","0","1,S","0","1,S","0","3,S","0","3,S","0","2,S","28","2,S","2","2,S","17.7","3,S,28,","0.0","1,,S,30,+","32.6","2,S,05,","0.0","2,S","0.0","1,,,S","25.08","4,S","30.18","2,,,S","19.97","3,,,S"
"MXM00076723","1990-05","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","0.0","4,,S,31,+","","","","","0.0","4,,,S","","","","","",""
"MXM00076723","1990-06","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","221.7","5,S","4","1,S","4","1,S","1","1,S","0","3,S","0","3,S","0","3,S","27","3,S","7","3,S","19.9","3,S,02,+","52.1","1,,S,29,","33.2","3,S,17,","0.0","3,S","86.2","1,,,S","27.28","5,S","31.03","3,,,S","23.53","3,,,S"
"MXM00076723","1990-07","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","9","1,S","6","1,S","2","1,S","0","2,S","0","2,S","","","","","","","21.8","2,S,14,+","48.0","1,,S,09,","","","","","134.1","1,,,S","","","","","23.78","2,,,S"
"MXM00076723","1990-08","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","8","1,S","5","1,S","3","1,S","","","","","","","","","","","","","90.4","1,,S,27,","","","","","180.5","1,,,S","","","","","",""
"MXM00076723","1990-09","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","5",",S","4",",S","1",",S","0","4,S","0","4,S","","","","","","","23.5","4,S,27,","32.8",",,S,13,","","","","","62.3",",,,S","","","","","25.09","4,,,S"
"MXM00076723","1991-01","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","147.6","S","147.6","5,S","1","4,S","0","4,S","0","4,S","0","3,S","0","3,S","0","4,S","27","4,S","0","4,S","16.5","3,S,14,","0.3","4,,S,10,","29.5","4,S,04,","0.0","4,S","0.3","4,,,S","24.00","5,S","27.71","4,,,S","20.29","3,,,S"
"MXM00076723","1991-02","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","3","3,S","1","3,S","0","3,S","0","4,S","0","4,S","","","","","","","17.5","4,S,22,","17.8","3,,S,11,","","","","","19.1","3,,,S","","","","","19.41","4,,,S"
"MXM00076723","1991-04","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,30,+","","","","","0.0","5,,,S","","","","","",""
"MXM00076723","1991-08","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","5","2,S","2","2,S","0","2,S","","","","","","","","","","","","","11.2","2,,S,11,","","","","","17.2","2,,,S","","","","","",""
"MXM00076723","1991-09","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","277.2","3,S","7",",S","5",",S","0",",S","0","1,S","0","1,S","0","3,S","27","3,S","16","3,S","22.9","1,S,30,","20.6",",,S,20,","35.8","3,S,09,","0.0","3,S","58.2",",,,S","28.59","3,S","32.31","3,,,S","24.87","1,,,S"
"MXM00076723","1991-10","18.717","-110.95","35.0","ISLA SOCORRO COL., MX","","","","","7","3,S","6","3,S","2","3,S","","","","","","","","","","","","","31.0","3,,S,15,","","","","","107.2","3,,,S","","","","","",""
