"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00031373","1959-01","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","4","4,I","0","4,I","0","4,I","","","","","","","","","","","","","","","","","1.8","4,,I,22,","","","4.6","4,,,I","","","",""
"RSM00031373","1959-02","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","3","3,I","0","3,I","0","3,I","","","","","","","23","5,S","0","5,S","0","5,S","","","","","0.8","3,,I,02,","-6.1","5,S,27,","2.2","3,,,I","-12.85","5,,,S","",""
"RSM00031373","1959-03","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","4","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","18.7","1,,I,28,","","","31.1","1,,,I","","","",""
"RSM00031373","1959-04","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","5",",I","1",",I","0",",I","","","","","","","6","5,S","0","5,S","0","5,S","","","","","3.3",",,I,19,","20.0","5,S,29,","7.0",",,,I","6.46","5,,,S","",""
"RSM00031373","1959-05","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","6",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","17.5",",,I,27,","","","35.5",",,,I","","","",""
"RSM00031373","1959-06","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","9","1,I","4","1,I","1","1,I","","","","","","","","","","","","","","","","","25.4","1,,I,26,","","","46.1","1,,,I","","","",""
"RSM00031373","1959-07","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","11","2,I","8","2,I","1","2,I","","","","","","","","","","","","","","","","","40.6","2,,I,18,","","","132.3","2,,,I","","","",""
"RSM00031373","1959-08","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","21",",I","16",",I","2",",I","","","","","","","","","","","","","","","","","36.3",",,I,03,","","","199.9",",,,I","","","",""
"RSM00031373","1959-09","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","7",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19.3",",,I,03,","","","49.9",",,,I","","","",""
"RSM00031373","1959-10","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","11","1,I","4","1,I","0","1,I","","","","","","","","","","","","","","","","","12.1","1,,I,28,","","","35.0","1,,,I","","","",""
"RSM00031373","1959-11","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","10",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","16.9",",,I,02,","","","32.8",",,,I","","","",""
"RSM00031373","1959-12","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","6",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","1.3",",,I,11,","","","4.9",",,,I","","","",""
"RSM00031373","1960-01","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","1","1,I","0","1,I","0","1,I","","","","","","","","","","","","","","","","","1.1","1,,I,03,","","","1.1","1,,,I","","","",""
"RSM00031373","1960-02","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","5",",I","0",",I","0",",I","","","","","","","25","4,S","0","4,S","0","4,S","","","","","1.2",",,I,24,","-5.0","4,S,24,+","3.9",",,,I","-16.66","4,,,S","",""
