"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NIM00065123","2021-11","9.617","6.533","260.0","MINNA, NI","0","4,S","0","4,S","17.9","4,S,30,","21.55","4,,,S"
