"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00414976","1993-08","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1057.2","0","329.2","3,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","31",",0","30",",0","","","","","21.1","3,0,30,+","0",",,0,31,+","0",",,0,31,+","35.1",",,0,08,","41.7",",0,19,","","","0.0","0","0.0",",0","","","52.2",",,,0","0",",,,0","30.11","3,0","37.25",",,,0","22.97","3,,,0","",""
"USC00414976","1993-09","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1236.2","0","179.0",",0","5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","19",",0","","","","","10.0",",0,20,","0",",,0,30,+","0",",,0,30,+","47.5",",,0,26,","37.2",",0,10,","","","6.3","0","6.3",",0","","","105.5",",,,0","0",",,,0","24.09",",0","31.61",",,,0","16.56",",,,0","",""
"USC00414976","1993-10","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1283.4","0","47.2",",0","9",",0","8",",0","2",",0","0","1,0","0","1,0","0",",0","2",",0","0",",0","22",",0","0",",0","","","","","-2.2",",0,31,","0","1,,0,31,+","0","1,,0,31,+","122.4",",,0,20,","30.0",",0,07,+","","","81.0","0","74.7",",0","","","233.3",",,,0","0","1,,,0","17.45",",0","23.57",",,,0","11.32",",,,0","",""
"USC00414976","1993-11","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1286.2","0","2.8","1,0","9",",0","5",",0","1",",0","0","2,0","0","1,0","0",",0","12",",0","1","1,0","6","1,0","0","1,0","","","","","-6.7",",0,29,","0","2,,0,30,+","0","1,,0,30,+","30.5",",,0,17,","25.6","1,0,15,+","","","339.3","0","258.3","1,0","","","77.3",",,,0","0","1,,,0","9.46","1,0","16.46","1,,,0","2.46",",,,0","",""
"USC00414976","1993-12","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1286.2","0","0.0","2,0","6",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","12","1,0","0","1,0","3","1,0","0","1,0","","","","","-6.7","1,0,23,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,13,","23.3","1,0,11,","","","623.5","0","284.2","1,0","","","48.3",",,,0","0",",,,0","8.41","2,0","15.06","1,,,0","1.76","1,,,0","",""
"USC00414976","1994-01","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","22",",0","0",",0","2",",0","0",",0","","","","","-7.8",",0,19,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,11,","21.1",",0,27,+","","","1004.5","0","381.0",",0","","","71.7",",,,0","0",",,,0","6.04",",0","12.32",",,,0","-0.24",",,,0","",""
"USC00414976","1994-02","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","17",",0","2",",0","6",",0","0",",0","","","","","-7.8",",0,11,","0",",,0,28,+","0",",,0,28,+","49.5",",,0,22,","26.7",",0,09,","","","1307.8","0","303.3",",0","","","96.0",",,,0","0",",,,0","7.50",",0","14.70",",,,0","0.30",",,,0","",""
"USC00414976","1994-03","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","9.5","0","9.5",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","18",",0","0",",0","","","","","-2.2",",0,10,","0",",,0,31,+","0",",,0,31,+","28.2",",,0,09,","28.3",",0,20,+","","","1475.0","0","167.2",",0","","","74.2",",,,0","0",",,,0","13.24",",0","20.57",",,,0","5.92",",,,0","",""
"USC00414976","1994-04","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","57.4","0","47.9",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27",",0","0",",0","","","","","-1.1",",0,07,","0",",,0,30,+","0",",,0,30,+","32.5",",,0,12,","31.1",",0,28,+","","","1536.0","0","61.0",",0","","","47.8",",,,0","0",",,,0","17.90",",0","25.37",",,,0","10.42",",,,0","",""
"USC00414976","1994-05","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","149.8","0","92.4",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","5.6",",0,23,","0",",,0,31,+","0",",,0,31,+","67.1",",,0,15,","30.6",",0,13,","","","1561.7","0","25.7",",0","","","184.0",",,,0","0",",,,0","20.48",",0","26.64",",,,0","14.33",",,,0","",""
"USC00414976","1994-06","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","407.0","0","257.2",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","","","","","17.8",",0,30,+","0",",,0,30,+","0",",,0,30,+","40.1",",,0,24,","35.6",",0,26,","","","1561.7","0","0.0",",0","","","112.1",",,,0","0",",,,0","26.91",",0","32.92",",,,0","20.89",",,,0","",""
"USC00414976","1994-07","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","654.9","0","247.9","1,0","8",",0","7",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","23",",0","","","","","14.4","1,0,28,","0",",,0,31,+","0",",,0,31,+","134.6",",,0,15,","36.7",",0,24,+","","","0.0","0","0.0",",0","","","219.4",",,,0","0",",,,0","26.59","1,0","32.49",",,,0","20.69","1,,,0","",""
"USC00414976","1994-08","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","885.2","0","230.3","1,0","2",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","18",",0","","","","","14.4","1,0,01,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,21,","40.6",",0,15,","","","0.0","0","0.0",",0","","","35.0",",,,0","0",",,,0","26.08","1,0","32.67",",,,0","19.49","1,,,0","",""
"USC00414976","1994-09","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1056.0","0","170.8","5,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0","1,0","29","1,0","21","1,0","","","","","8.9","5,0,25,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,09,","36.7","1,0,30,+","","","1.9","0","1.9","1,0","","","16.3",",,,0","0",",,,0","25.05","5,0","32.16","1,,,0","17.94","5,,,0","",""
"USC00414976","1994-10","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1127.0","0","71.0","5,0","12",",0","6",",0","2",",0","0",",0","0",",0","0","4,0","0","4,0","0","1,0","24","1,0","7","1,0","","","","","2.2","4,0,27,","0",",,0,31,+","0",",,0,31,+","49.3",",,0,08,","33.3","1,0,06,+","","","31.4","0","29.5","1,0","","","143.0",",,,0","0",",,,0","19.67","5,0","25.62","1,,,0","13.72","4,,,0","",""
"USC00414976","1994-11","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1138.9","0","11.9","5,0","10",",0","4",",0","2",",0","0",",0","0",",0","0","5,0","1","5,0","0",",0","15",",0","0",",0","","","","","-1.1","5,0,30,","0",",,0,30,+","0",",,0,30,+","125.5",",,0,05,","28.3",",0,05,","","","132.7","0","101.3",",0","","","179.3",",,,0","0",",,,0","14.89","5,0","21.07",",,,0","8.72","5,,,0","",""
"USC00414976","1994-12","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1138.9","0","0.0","3,0","12",",0","7",",0","3",",0","0",",0","0",",0","0","2,0","9","2,0","0","1,0","2","1,0","0","1,0","","","","","-2.2","2,0,26,","0",",,0,31,+","0",",,0,31,+","58.4",",,0,15,","23.3","1,0,06,","","","390.2","0","257.5","1,0","","","185.4",",,,0","0",",,,0","9.23","3,0","14.48","1,,,0","3.99","2,,,0","",""
"USC00414976","1995-01","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.6","0","0.6","4,0","12",",0","8",",0","2",",0","0",",0","0",",0","0","4,0","12","4,0","0",",0","4",",0","0",",0","","","","","-4.4","4,0,03,","0",",,0,31,+","0",",,0,31,+","33.5",",,0,13,","24.4",",0,13,+","","","659.3","0","269.1",",0","","","117.3",",,,0","0",",,,0","8.64","4,0","14.87",",,,0","2.41","4,,,0","",""
"USC00414976","1995-02","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","2.0","0","1.4","1,0","8",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","9","1,0","0",",0","12",",0","0",",0","","","","","-2.2","1,0,12,","0",",,0,28,+","0",",,0,28,+","21.6",",,0,27,","28.9",",0,28,","","","873.9","0","214.6",",0","","","36.8",",,,0","0",",,,0","10.51","1,0","18.51",",,,0","2.50","1,,,0","",""
"USC00414976","1995-03","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","23.5","0","21.5","1,0","12",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","3","1,0","0",",0","15",",0","1",",0","","","","","-2.8","1,0,08,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,13,","32.2",",0,24,","","","1037.4","0","163.5",",0","","","80.8",",,,0","0",",,,0","13.67","1,0","19.29",",,,0","8.04","1,,,0","",""
"USC00414976","1995-04","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","50.3","0","26.8",",0","8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","3.3",",0,01,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,04,","29.4",",0,22,","","","1098.3","0","60.9",",0","","","127.1",",,,0","0",",,,0","17.20",",0","23.61",",,,0","10.78",",,,0","",""
"USC00414976","1995-05","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","167.8","0","117.5","2,0","8",",0","7",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","2","1,0","","","","","7.8","1,0,02,","0",",,0,31,+","0",",,0,31,+","70.4",",,0,31,","33.3","1,0,16,","","","1108.9","0","10.6","1,0","","","184.3",",,,0","0",",,,0","22.16","2,0","27.71","1,,,0","16.60","1,,,0","",""
"USC00414976","1995-06","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","386.3","0","218.5","1,0","3",",0","1",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","18",",0","","","","","14.4","1,0,14,+","0",",,0,30,+","0",",,0,30,+","44.5",",,0,11,","35.6",",0,27,+","","","1108.9","0","0.0",",0","","","46.8",",,,0","0",",,,0","25.88","1,0","32.31",",,,0","19.46","1,,,0","",""
"USC00414976","1995-07","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","696.3","0","310.0","2,0","8",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","31",",0","28",",0","","","","","18.9","2,0,06,+","0",",,0,31,+","0",",,0,31,+","39.4",",,0,05,","40.0",",0,29,","","","0.0","0","0.0",",0","","","56.6",",,,0","0",",,,0","28.98","2,0","35.44",",,,0","22.52","2,,,0","",""
"USC00414976","1995-08","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1053.6","0","357.3",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","21.1",",0,31,+","0",",,0,31,+","0",",,0,31,+","14.2",",,0,01,","40.0",",0,30,+","","","0.0","0","0.0",",0","","","28.3",",,,0","0",",,,0","29.86",",0","37.05",",,,0","22.66",",,,0","",""
"USC00414976","1995-09","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1215.8","0","162.2",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","","","","","6.7",",0,24,+","0",",,0,30,+","0",",,0,30,+","64.5",",,0,18,","37.8",",0,01,","","","17.7","0","17.7",",0","","","88.4",",,,0","0",",,,0","23.15",",0","29.68",",,,0","16.61",",,,0","",""
"USC00414976","1995-10","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1246.4","0","30.6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","","","0.6",",0,22,","0",",,0,31,+","0",",,0,31,+","4.8",",,0,26,","33.3",",0,01,","","","76.7","0","59.0",",0","","","6.3",",,,0","0",",,,0","17.41",",0","25.78",",,,0","9.05",",,,0","",""
"USC00414976","1995-11","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1246.7","0","0.3",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","12",",0","0",",0","","","","","-5.0",",0,29,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,01,","26.1",",0,02,","","","298.4","0","221.7",",0","","","34.6",",,,0","0",",,,0","10.95",",0","18.16",",,,0","3.74",",,,0","",""
"USC00414976","1995-12","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1250.3","0","3.6",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","5",",0","0",",0","","","","","-10.0",",0,10,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,08,","24.4",",0,15,+","","","656.6","0","358.2",",0","","","58.2",",,,0","0",",,,0","6.89",",0","12.35",",,,0","1.43",",,,0","",""
"USC00414976","1996-01","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","22",",0","3",",0","1",",0","0",",0","","","","","-12.2",",0,08,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,02,","21.7",",0,18,","","","1074.9","0","418.3",",0","","","31.5",",,,0","0",",,,0","4.84",",0","12.15",",,,0","-2.47",",,,0","",""
"USC00414976","1996-02","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","5.5","0","5.5","1,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","13","1,0","4",",0","12",",0","0",",0","","","","","-13.3","1,0,05,","0",",,0,29,+","0",",,0,29,+","5.1",",,0,06,","30.0",",0,22,","","","1361.4","0","286.5",",0","","","5.4",",,,0","0",",,,0","8.50","1,0","15.30",",,,0","1.71","1,,,0","",""
"USC00414976","1996-03","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","6.3","0","0.8",",0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","10",",0","0",",0","","","","","-10.6",",0,09,","0",",,0,31,+","0",",,0,31,+","25.7",",,0,28,","23.9",",0,18,+","","","1660.0","0","298.6",",0","","","28.0",",,,0","0",",,,0","8.73",",0","15.36",",,,0","2.09",",,,0","",""
"USC00414976","1996-04","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","17.4","0","11.1",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21",",0","0",",0","","","","","-1.1",",0,07,","0",",,0,30,+","0",",,0,30,+","30.7",",,0,05,","28.9",",0,20,","","","1783.1","0","123.1",",0","","","68.5",",,,0","0",",,,0","14.60",",0","21.78",",,,0","7.42",",,,0","",""
"USC00414976","1996-05","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","163.2","0","145.8",",0","4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","","","","","5.6",",0,01,","0",",,0,31,+","0",",,0,31,+","47.8",",,0,11,","32.2",",0,29,+","","","1792.3","0","9.2",",0","","","100.6",",,,0","0",",,,0","22.74",",0","27.57",",,,0","17.90",",,,0","",""
"USC00414976","1996-06","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","356.2","0","193.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","","","14.4",",0,10,+","0",",,0,30,+","0",",,0,30,+","22.4",",,0,02,","35.6",",0,19,","","","1792.3","0","0.0",",0","","","47.8",",,,0","0",",,,0","24.77",",0","30.41",",,,0","19.13",",,,0","",""
"USC00414976","1996-07","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","634.9","0","278.7",",0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","18.9",",0,25,+","0",",,0,31,+","0",",,0,31,+","30.5",",,0,14,","40.0",",0,05,","","","0.0","0","0.0",",0","","","98.6",",,,0","0",",,,0","27.32",",0","32.96",",,,0","21.68",",,,0","",""
"USC00414976","1996-08","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","842.3","0","207.4",",0","10",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","17.8",",0,15,+","0",",,0,31,+","0",",,0,31,+","31.0",",,0,10,","35.6",",0,03,","","","0.0","0","0.0",",0","","","147.1",",,,0","0",",,,0","25.02",",0","29.97",",,,0","20.07",",,,0","",""
"USC00414976","1996-09","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","936.7","0","94.4",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","6.1",",0,28,","0",",,0,30,+","0",",,0,30,+","61.0",",,0,24,","31.1",",0,10,+","","","15.9","0","15.9",",0","","","127.9",",,,0","0",",,,0","20.95",",0","26.93",",,,0","14.97",",,,0","",""
"USC00414976","1996-10","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","944.4","0","7.7","1,0","8",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","24","1,0","0","1,0","","","","","2.8",",0,23,","0",",,0,31,+","0",",,0,31,+","52.1",",,0,22,","27.8","1,0,18,+","","","89.5","0","73.6","1,0","","","58.3",",,,0","0",",,,0","16.29","1,0","22.85","1,,,0","9.73",",,,0","",""
"USC00414976","1996-11","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","944.4","0","0.0",",0","9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","7",",0","1",",0","5",",0","0",",0","","","","","-3.3",",0,28,","0",",,0,30,+","0",",,0,30,+","72.1",",,0,24,","23.3",",0,06,","","","333.6","0","244.1",",0","","","207.6",",,,0","0",",,,0","10.20",",0","15.58",",,,0","4.81",",,,0","",""
"USC00414976","1996-12","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","944.4","0","0.0",",0","11",",0","4",",0","1",",0","0",",0","0",",0","0",",0","10",",0","2",",0","4",",0","0",",0","","","","","-10.0",",0,20,","0",",,0,31,+","8",",,0,16,","27.4",",,0,15,","22.2",",0,14,+","","","672.6","0","339.0",",0","","","59.7",",,,0","8",",,,0","7.40",",0","13.25",",,,0","1.54",",,,0","",""
"USC00414976","1997-01","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","19",",0","3",",0","2",",0","0",",0","","","","","-11.7",",0,28,+","0",",,0,31,+","3",",,0,06,","15.7",",,0,24,","21.1",",0,05,+","","","1114.2","0","441.6",",0","","","49.2",",,,0","3",",,,0","4.09",",0","9.74",",,,0","-1.56",",,,0","",""
"USC00414976","1997-02","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0","3,0","10",",0","9",",0","2",",0","0",",0","0",",0","0","2,0","11","2,0","0","1,0","2","1,0","0","1,0","","","","","-4.4","2,0,11,","0",",T,0,13,","8",",,0,13,","95.0",",,0,21,","23.3","1,0,02,","","","1406.6","0","292.4","1,0","","","235.8",",,,0","8",",,,0","6.88","3,0","12.01","1,,,0","1.74","2,,,0","",""
"USC00414976","1997-03","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","0",",0","","","","","-1.1",",0,15,+","0",",,0,31,+","0",",,0,31,+","44.2",",,0,13,","26.1",",0,22,","","","1611.4","0","204.8",",0","","","104.6",",,,0","0",",,,0","11.73",",0","17.74",",,,0","5.71",",,,0","",""
"USC00414976","1997-04","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","1.1","0","1.1","1,0","9",",0","7",",0","4",",0","0",",0","0",",0","0","1,0","3","1,0","0",",0","14",",0","0",",0","","","","","-2.2","1,0,13,","0",",,0,30,+","0",",,0,30,+","64.5",",,0,05,","25.6",",0,21,","","","1758.5","0","147.1",",0","","","252.5",",,,0","0",",,,0","13.38","1,0","19.53",",,,0","7.22","1,,,0","",""
"USC00414976","1997-05","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","38.9","0","37.8",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","3.9",",0,13,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,31,","30.0",",0,28,","","","1798.1","0","39.6",",0","","","76.7",",,,0","0",",,,0","18.28",",0","23.82",",,,0","12.74",",,,0","",""
"USC00414976","1997-06","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","189.9","0","151.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","12.2",",0,02,","0",",,0,30,+","0",",,0,30,+","18.5",",,0,10,","31.7",",0,29,+","","","1798.1","0","0.0",",0","","","77.7",",,,0","0",",,,0","23.37",",0","28.41",",,,0","18.32",",,,0","",""
"USC00414976","1997-07","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","444.9","0","255.0","1,0","4",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","17",",0","","","","","17.8","1,0,06,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,06,","35.6",",0,30,+","","","0.0","0","0.0",",0","","","13.7",",,,0","0",",,,0","26.81","1,0","32.15",",,,0","21.47","1,,,0","",""
"USC00414976","1997-08","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","666.1","0","221.2","1,0","5",",0","3",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","19",",0","","","","","14.4","1,0,08,+","0",",,0,31,+","0",",,0,31,+","110.0",",,0,08,","38.3",",0,06,","","","2.0","0","2.0",",0","","","181.4",",,,0","0",",,,0","25.61","1,0","31.51",",,,0","19.72","1,,,0","",""
"USC00414976","1997-09","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","818.3","0","152.2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","13",",0","","","","","11.1",",0,28,+","0",",,0,30,+","0",",,0,30,+","18.8",",,0,23,","33.9",",0,03,","","","3.9","0","1.9",",0","","","19.8",",,,0","0",",,,0","23.34",",0","30.00",",,,0","16.69",",,,0","",""
"USC00414976","1997-10","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","865.8","0","47.5",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","","","","","2.8",",0,29,+","0",",,0,31,+","0",",,0,31,+","45.7",",,0,24,","32.2",",0,01,","","","102.7","0","98.8",",0","","","84.1",",,,0","0",",,,0","16.68",",0","22.94",",,,0","10.41",",,,0","",""
"USC00414976","1997-11","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","866.1","0","0.3",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","3",",0","0",",0","","","","","-6.7",",0,17,","0",",,0,30,+","0",",,0,30,+","37.1",",,0,29,","23.3",",0,01,","","","396.3","0","293.6",",0","","","72.6",",,,0","0",",,,0","8.56",",0","13.89",",,,0","3.22",",,,0","",""
"USC00414976","1997-12","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","866.1","0","0.0",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","18",",0","0",",0","0",",0","0",",0","","","","","-6.1",",0,14,","0",",,0,31,+","0",",,0,31,+","52.8",",,0,21,","19.4",",0,10,","","","800.0","0","403.7",",0","","","129.2",",,,0","0",",,,0","5.31",",0","10.64",",,,0","-0.02",",,,0","",""
"USC00414976","1998-01","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0","1,0","16",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","18","1,0","0",",0","0",",0","0",",0","","","","","-5.6","1,0,24,+","0",",,0,31,+","0",",,0,31,+","32.8",",,0,05,","18.3",",0,31,","","","1163.5","0","363.5",",0","","","128.7",",,,0","0",",,,0","6.25","1,0","11.26",",,,0","1.24","1,,,0","",""
"USC00414976","1998-02","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","0.0","0","0.0",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","1",",0","0",",0","","","","","-2.2",",0,08,+","0",",,0,28,+","0",",,0,28,+","55.1",",,0,11,","21.1",",0,25,","","","1463.4","0","299.9",",0","","","104.6",",,,0","0",",,,0","7.62",",0","13.48",",,,0","1.76",",,,0","",""
"USC00414976","1998-03","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","8.4","0","8.4","1,0","9",",0","8",",0","0",",0","0",",0","0",",0","0","1,0","11","1,0","0",",0","10",",0","0",",0","","","","","-7.8","1,0,11,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,15,","26.1",",0,31,","","","1725.8","0","262.4",",0","","","78.4",",,,0","0",",,,0","9.95","1,0","15.50",",,,0","4.40","1,,,0","",""
"USC00414976","1998-04","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","17.3","0","8.9",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","3.9",",0,23,+","0",",,0,30,+","0",",,0,30,+","26.4",",,0,27,","27.2",",0,15,","","","1839.5","0","113.7",",0","","","40.9",",,,0","0",",,,0","14.84",",0","21.86",",,,0","7.82",",,,0","",""
"USC00414976","1998-05","32.8241","-95.5275","126.2","LAKE FORK RESERVOIR, TX US","135.0","0","117.7",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","7.2",",0,01,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,27,","32.8",",0,31,","","","1847.3","0","7.8",",0","","","31.7",",,,0","0",",,,0","21.88",",0","27.91",",,,0","15.85",",,,0","",""
