"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00030330","1978-09","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","","","10.0","2,m","7","2,m","4","2,m","0","2,m","0","2,m","0","2,m","0","2,m","27","2,m","1","2,m","7.8","2,m,04,+","13.0","2,,m,09,","32.8","2,m,24,","25.7","2,m","29.8","2,,,m","17.77","2,m","26.80","2,,,m","8.75","2,,,m"
"MXN00030330","1978-10","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","","","63.0",",m","7",",m","6",",m","0",",m","0",",m","0",",m","0",",m","31",",m","8",",m","8.9",",m,10,","5.6",",,m,05,","33.3",",m,03,","0.0",",m","26.5",",,,m","20.37",",m","31.00",",,,m","9.73",",,,m"
"MXN00030330","1978-11","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","","","110.5",",m","7",",m","3",",m","0",",m","0",",m","0",",m","0",",m","30",",m","29",",m","7.8",",m,30,+","7.9",",,m,15,","38.9",",m,06,+","0.0",",m","21.7",",,,m","22.02",",m","36.04",",,,m","8.00",",,,m"
"MXN00030330","1978-12","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","","","18.2",",m","10",",m","5",",m","1",",m","0",",m","0",",m","0",",m","31",",m","0",",m","7.8",",m,11,","41.9",",,m,08,","28.3",",m,04,","26.6",",m","74.5",",,,m","18.06",",m","25.65",",,,m","10.48",",,,m"
"MXN00030330","1979-01","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","5.9","m","5.9",",m","10",",m","6",",m","0",",m","0",",m","0",",m","0",",m","31",",m","0",",m","6.1",",m,09,+","10.4",",,m,08,","31.7",",m,29,+","37.9",",m","33.2",",,,m","17.30",",m","27.45",",,,m","7.15",",,,m"
"MXN00030330","1979-02","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","15.9","m","10.0",",m","7",",m","4",",m","0",",m","0",",m","0",",m","0",",m","27",",m","1",",m","7.8",",m,04,+","13.0",",,m,09,","32.8",",m,24,","25.7",",m","29.8",",,,m","17.77",",m","26.80",",,,m","8.75",",,,m"
"MXN00030330","1979-03","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","","","","","7",",m","6",",m","0",",m","","","","","0",",m","31",",m","8",",m","","","5.6",",,m,05,","33.3",",m,03,","","","26.5",",,,m","","","31.00",",,,m","",""
"MXN00030330","1979-04","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","","","","","11",",m","8",",m","1",",m","","","","","0",",m","30",",m","15",",m","","","30.0",",,m,17,","36.1",",m,11,","","","108.5",",,,m","","","32.40",",,,m","",""
"MXN00030330","1979-05","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","","","60.8","3,m","14",",m","8",",m","2",",m","0","3,m","0","3,m","0",",m","31",",m","5",",m","10.0","3,m,12,+","28.4",",,m,04,","33.9",",m,03,","0.0",",m","162.3",",,,m","20.60","3,m","30.70",",,,m","10.49","3,,,m"
"MXN00030330","1979-06","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","","","52.4",",m","23",",m","17",",m","7",",m","0",",m","0",",m","0",",m","30",",m","1",",m","9.4",",m,24,+","64.8",",,m,05,","33.3",",m,22,","0.0",",m","415.1",",,,m","20.08",",m","29.32",",,,m","10.84",",,,m"
"MXN00030330","1979-07","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","","","","","23",",m","16",",m","1",",m","","","","","0",",m","31",",m","0",",m","","","110.5",",,m,09,","31.1",",m,13,","","","341.8",",,,m","","","30.14",",,,m","",""
"MXN00030330","1979-08","18.8833","-96.9167","802.8","HEROICA CORDOBA SMN, MX","","","","","21",",m","17",",m","2",",m","","","","","0",",m","29",",m","0",",m","","","63.2",",,m,04,","30.0",",m,31,+","","","306.4",",,,m","","","28.35",",,,m","",""
