"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA00610FLPR","1986-06","44.9167","-76.2833","145.0","PERTH, ON CA","","","12.5",",C","12",",C","10",",C","0",",C","0",",C","0",",C","0",",C","0",",C","21",",C","0",",C","1.0",",C,03,","0",",,C,30,+","20.1",",,C,12,","26.5",",C,23,+","","","82.5",",C","100.4",",,,C","0",",,,C","16.00",",C","22.05",",,,C","9.95",",,,C"
"CA00610FLPR","1986-07","44.9167","-76.2833","145.0","PERTH, ON CA","","","69.8",",C","14","2,C","8","2,C","0","2,C","0",",C","0",",C","0",",C","0",",C","25",",C","0",",C","6.0",",C,11,","0",",,C,31,+","24.0","2,,C,25,","32.0",",C,06,","34.7","C","34.7",",C","91.6",",a,,C","0",",,,C","19.47",",C","25.19",",,,C","13.74",",,,C"
"CA00610FLPR","1986-08","44.9167","-76.2833","145.0","PERTH, ON CA","","","20.2",",C","15",",C","10",",C","0",",C","0",",C","0",",C","0",",C","0",",C","24",",C","0",",C","3.0",",C,28,","0",",,C,31,+","24.6",",,C,21,","30.0",",C,17,","87.9","C","53.2",",C","109.9",",,,C","0",",,,C","17.27",",C","22.89",",,,C","11.65",",,,C"
"CA00610FLPR","1986-09","44.9167","-76.2833","145.0","PERTH, ON CA","","","4.3","1,C","14",",C","8",",C","3",",C","0",",C","0",",C","2",",C","0","1,C","7","1,C","0","1,C","-1.0",",C,08,","0",",,C,30,+","44.8",",,C,29,","24.5","1,C,05,","238.1","C","150.2","1,C","163.1",",,,C","0",",,,C","13.22","1,C","18.66","1,,,C","7.78",",,,C"
"CA00610FLPR","1986-10","44.9167","-76.2833","145.0","PERTH, ON CA","","","0.0","1,C","14","2,C","7","2,C","0","2,C","0",",C","0","1,C","11","1,C","0",",C","0",",C","0",",C","-8.0","1,C,31,","0",",,C,31,+","14.0","2,,C,03,","20.5",",C,01,","567.3","C","329.2",",C","74.3",",a,,C","0",",,,C","7.41","1,C","12.40",",,,C","2.42","1,,,C"
"CA00610FLPR","1986-11","44.9167","-76.2833","145.0","PERTH, ON CA","","","0.0",",C","11",",C","4",",C","0",",C","1",",C","0",",C","27",",C","7",",C","0",",C","0",",C","-13.0",",C,19,","142",",,C,20,","14.2",",,C,20,","14.0",",C,01,","1126.8","C","559.5",",C","42.3",",,,C","142",",,,C","-0.32",",C","3.90",",,,C","-4.53",",,,C"
"CA00610FLPR","1986-12","44.9167","-76.2833","145.0","PERTH, ON CA","","","0.0","1,C","12",",C","3",",C","1",",C","1",",C","4",",C","31",",C","14","1,C","0","1,C","0","1,C","-22.0",",C,08,","34",",,C,06,","28.2",",,C,02,","4.5","1,C,23,","1791.5","C","664.7","1,C","58.0",",,,C","112",",,,C","-4.05","1,C","0.13","1,,,C","-8.24",",,,C"
"CA00610FLPR","1987-01","44.9167","-76.2833","145.0","PERTH, ON CA","0.0","","0.0",",C","14",",C","6",",C","0",",C","6",",C","11",",C","31",",C","27",",C","0",",C","0",",C","-29.0",",C,27,","80",",,C,18,","8.0",",,C,18,","2.5",",C,14,","2628.8","","837.3",",C","41.4",",,,C","414",",,,C","-8.68",",C","-3.65",",,,C","-13.71",",,,C"
"CA00610FLPR","1987-02","44.9167","-76.2833","145.0","PERTH, ON CA","0.0","","0.0",",C","11","1,C","2","1,C","0","1,C","2","1,C","13",",C","28",",C","17",",C","0",",C","0",",C","-29.5",",C,14,","140","1,,C,08,","14.0","1,,C,08,","5.0",",C,27,","3418.6","","789.8",",C","25.6","1,,,C","256","1,,,C","-9.88",",C","-3.13",",,,C","-16.63",",,,C"
"CA00610FLPR","1987-03","44.9167","-76.2833","145.0","PERTH, ON CA","0.0","","0.0",",C","4","1,C","3","1,C","0","1,C","1",",C","2",",C","25",",C","6",",C","0",",C","0",",C","-23.0",",C,11,","32",",,C,01,","16.0","1,,C,30,","18.5",",C,24,","3982.2","","563.6",",C","27.3","1,,,C","36",",,,C","0.15",",C","5.90",",,,C","-5.60",",,,C"
