"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00207932","1916-09","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","13",",6","8",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","0",",,6,30,+","17.8",",,6,27,","","","","","77.6",",,,6","0",",,,6","","","","","",""
"USC00207932","1916-10","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","14",",6","13",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","17.0",",,6,19,","","","","","90.6",",,,6","0",",,,6","","","","","",""
"USC00207932","1916-11","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","14",",6","9",",6","0",",6","12",",6","6",",6","","","","","","","","","","","","","","","356",",,6,19,+","127",",,6,14,","20.3",",,6,23,","","","","","91.4",",,,6","381",",,,6","","","","","",""
"USC00207932","1916-12","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","7",",6","6",",6","1",",6","21","2,6","5",",6","","","","","","","","","","","","","","","305","2,,6,25,+","127",",,6,24,+","30.0",",,6,08,","","","","","77.1",",,,6","458",",,,6","","","","","",""
"USC00207932","1917-01","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","","","","","","","","","4","1,6","","","","","","","","","","","","","","","","","102","1,,6,20,","","","","","","","","","203","1,,,6","","","","","",""
"USC00207932","1917-02","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8",",6","2",",6","0",",6","24","4,6","7","2,6","","","","","","","","","","","","","","","889","4,,6,25,+","127","2,,6,19,","5.1",",,6,19,","","","","","14.6",",,,6","303","2,,,6","","","","","",""
"USC00207932","1917-03","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8","4,6","5","4,6","0","4,6","","","","","","","","","","","","","","","","","","","","","","","8.9","4,,6,23,","","","","","32.1","4,,,6","","","","","","","",""
"USC00207932","1917-04","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","11","1,6","5","1,6","0","1,6","","","1",",6","","","","","","","","","","","","","","","","","64",",,6,03,","14.0","1,,6,18,","","","","","48.8","1,,,6","64",",,,6","","","","","",""
"USC00207932","1917-05","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8","1,6","5","1,6","0","1,6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","22.4","1,,6,01,","","","","","66.6","1,,,6","0",",,,6","","","","","",""
"USC00207932","1917-06","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","11",",6","9",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","55.9",",,6,26,","","","","","135.9",",,,6","0",",,,6","","","","","",""
"USC00207932","1917-07","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","6",",6","4",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","6.4",",,6,01,","","","","","19.5",",,,6","0",",,,6","","","","","",""
"USC00207932","1917-08","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8",",6","6",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","11.4",",,6,23,","","","","","39.7",",,,6","0",",,,6","","","","","",""
"USC00207932","1917-09","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8",",6","2",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","41.7",",,6,27,","","","","","57.7",",,,6","0",",,,6","","","","","",""
"USC00207932","1917-10","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","15",",6","7",",6","0",",6","2",",6","1",",6","","","","","","","","","","","","","","","51",",,6,30,","51",",,6,30,","10.2",",,6,26,","","","","","51.1",",,,6","51",",,,6","","","","","",""
"USC00207932","1917-11","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","5",",6","4",",6","0",",6","3",",6","0",",6","","","","","","","","","","","","","","","25",",,6,27,+","13",",,6,25,+","12.7",",,6,30,+","","","","","43.7",",,,6","31",",,,6","","","","","",""
"USC00207932","1917-12","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","7",",6","5",",6","0",",6","28",",6","5",",6","","","","","","","","","","","","","","","356",",,6,17,+","191",",,6,08,","19.1",",,6,08,","","","","","41.3",",,,6","413",",,,6","","","","","",""
"USC00207932","1918-01","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","15",",6","8",",6","0",",6","31",",6","12",",6","","","","","","","","","","","","","","","762",",,6,31,+","152",",,6,06,","7.6",",,6,06,","","","","","38.9",",,,6","652",",,,6","","","","","",""
"USC00207932","1918-02","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","3",",6","2",",6","0",",6","28",",6","1",",6","","","","","","","","","","","","","","","762",",,6,09,+","51",",,6,25,","9.7",",,6,19,","","","","","18.1",",,,6","51",",,,6","","","","","",""
"USC00207932","1918-03","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","5",",6","3",",6","0",",6","23",",6","2",",6","","","","","","","","","","","","","","","229",",,6,10,","127",",,6,09,","12.7",",,6,09,","","","","","28.0",",,,6","152",",,,6","","","","","",""
"USC00207932","1918-04","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","9",",6","7",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,19,+","13",",,6,18,","20.3",",,6,18,","","","","","72.5",",,,6","13",",,,6","","","","","",""
"USC00207932","1918-05","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","12",",6","10",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","52.3",",,6,25,","","","","","140.9",",,,6","0",",,,6","","","","","",""
"USC00207932","1918-06","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","7",",6","4",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","35.1",",,6,30,","","","","","59.2",",,,6","0",",,,6","","","","","",""
"USC00207932","1918-07","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","9",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","4.8",",,6,16,","","","","","23.0",",,,6","","","","","","","",""
"USC00207932","1918-08","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","7",",6","5",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","20.6",",,6,21,","","","","","54.1",",,,6","0",",,,6","","","","","",""
"USC00207932","1918-09","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","10",",6","6",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","23.9",",,6,11,","","","","","63.9",",,,6","0",",,,6","","","","","",""
"USC00207932","1918-10","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","11",",6","7",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","44.5",",,6,24,","","","","","90.2",",,,6","0",",,,6","","","","","",""
"USC00207932","1918-11","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","13",",6","8",",6","0",",6","1","1,6","0",",6","","","","","","","","","","","","","","","25","1,,6,30,","13",",,6,30,","19.6",",,6,03,","","","","","88.7",",,,6","13",",,,6","","","","","",""
"USC00207932","1918-12","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","14",",6","7",",6","0",",6","19",",6","3",",6","","","","","","","","","","","","","","","127",",,6,06,+","64",",,6,02,","16.5",",,6,10,","","","","","67.7",",,,6","223",",,,6","","","","","",""
"USC00207932","1919-01","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8",",6","6",",6","0",",6","31",",6","6",",6","","","","","","","","","","","1","","","","406",",,6,13,+","89",",,6,04,","8.9",",,6,04,","","","","","32.6",",,,6","318",",,,6","","","","","",""
"USC00207932","1919-02","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8",",6","6",",6","0",",6","28",",6","4",",6","","","","","","","","","","","","","","","51",",,6,27,+","38",",,6,14,","9.7",",,6,13,","","","","","29.6",",,,6","126",",,,6","","","","","",""
"USC00207932","1919-03","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8",",6","4",",6","0",",6","7",",6","0",",6","","","","","","","","","","","","","","","51",",,6,01,","13",",,6,30,+","21.6",",,6,17,","","","","","61.3",",,,6","39",",,,6","","","","","",""
"USC00207932","1919-04","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","14",",6","6",",6","0",",6","1",",6","1",",6","","","","","","","","","","","","","","","76",",,6,16,","102",",,6,16,","23.9",",,6,07,","","","","","91.8",",,,6","115",",,,6","","","","","",""
"USC00207932","1919-05","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","9",",6","6",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","36.3",",,6,16,","","","","","69.2",",,,6","0",",,,6","","","","","",""
"USC00207932","1919-06","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","7",",6","5",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","15.0",",,6,16,","","","","","47.5",",,,6","0",",,,6","","","","","",""
"USC00207932","1919-07","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8",",6","7",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","65.3",",,6,26,","","","","","144.2",",,,6","0",",,,6","","","","","",""
"USC00207932","1919-08","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8",",6","6",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","26.4",",,6,04,","","","","","51.5",",,,6","0",",,,6","","","","","",""
"USC00207932","1919-09","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","10",",6","6",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","25.4",",,6,19,","","","","","82.0",",,,6","0",",,,6","","","","","",""
"USC00207932","1919-10","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","14",",6","10",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","23.1",",,6,31,","","","","","102.7",",,,6","0",",,,6","","","","","",""
"USC00207932","1919-11","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","11",",6","8",",6","1",",6","4",",6","4",",6","","","","","","","","","","","","","","","51",",,6,30,","64",",,6,29,","36.6",",,6,29,","","","","","90.2",",,,6","191",",,,6","","","","","",""
"USC00207932","1919-12","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","9",",6","9",",6","0",",6","31",",6","8",",6","","","","","","","","","","","","","","","203",",,6,22,+","76",",,6,01,","7.6",",,6,01,","","","","","32.8",",,,6","316",",,,6","","","","","",""
"USC00207932","1920-01","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","12",",6","3",",6","0",",6","31",",6","12",",6","","","","","","","","","","","","","","","660",",,6,23,+","152",",,6,07,","12.2",",,6,07,","","","","","48.0",",,,6","555",",,,6","","","","","",""
"USC00207932","1920-02","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","6",",6","4",",6","0",",6","29",",6","6",",6","","","","","","","","","","","","","","","559",",,6,29,+","51",",,6,23,+","4.1",",,6,23,+","","","","","20.7",",,,6","254",",,,6","","","","","",""
"USC00207932","1920-03","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","11","1,6","11","1,6","0","1,6","22",",6","3",",6","","","","","","","","","","","","","","","533",",,6,01,","51",",,6,19,","17.3","1,,6,12,","","","","","96.2","1,,,6","101",",,,6","","","","","",""
"USC00207932","1920-04","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","9",",6","8",",6","1",",6","0",",6","2",",6","","","","","","","","","","","","","","","0",",T,6,08,+","51",",,6,11,","26.7",",,6,21,","","","","","93.8",",,,6","76",",,,6","","","","","",""
"USC00207932","1920-05","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","6","2,6","4","2,6","0","2,6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","17.8","2,,6,23,","","","","","50.7","2,,,6","0",",,,6","","","","","",""
"USC00207932","1920-06","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","9",",6","7",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","34.0",",,6,29,","","","","","128.9",",,,6","0",",,,6","","","","","",""
"USC00207932","1920-07","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","10",",6","8",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","34.5",",,6,06,","","","","","120.3",",,,6","0",",,,6","","","","","",""
"USC00207932","1920-08","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","8",",6","7",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","49.0",",,6,21,","","","","","94.6",",,,6","0",",,,6","","","","","",""
"USC00207932","1920-09","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","7",",6","5",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","28.4",",,6,15,","","","","","74.3",",,,6","0",",,,6","","","","","",""
"USC00207932","1920-10","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","10","2,6","7","2,6","0","2,6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","17.3","2,,6,16,","","","","","64.8","2,,,6","0",",,,6","","","","","",""
"USC00207932","1920-11","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","15",",6","11",",6","0",",6","8",",6","3",",6","","","","","","","","","","","","","","","76",",,6,15,","51",",,6,11,","10.4",",,6,01,","","","","","57.6",",,,6","114",",,,6","","","","","",""
"USC00207932","1920-12","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","14",",6","11",",6","1",",6","18",",6","9",",6","","","","","","","","","","","","","","","483",",,6,29,+","305",",,6,15,","30.5",",,6,15,","","","","","131.7",",,,6","839",",,,6","","","","","",""
"USC00207932","1921-01","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","7",",6","6",",6","0",",6","21",",6","4",",6","","","","","","","","","","","","","","","254",",,6,18,+","102",",,6,16,","10.2",",,6,16,","","","","","30.8",",,,6","242",",,,6","","","","","",""
"USC00207932","1921-02","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","5",",6","5",",6","0",",6","19",",6","5",",6","","","","","","","","","","","","","","","102",",,6,27,+","51",",,6,26,+","5.1",",,6,26,+","","","","","20.3",",,,6","203",",,,6","","","","","",""
"USC00207932","1921-03","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","14",",6","7",",6","0",",6","4",",6","1",",6","","","","","","","","","","","","","","","25",",,6,14,+","25",",,6,04,","15.2",",,6,24,+","","","","","61.6",",,,6","51",",,,6","","","","","",""
"USC00207932","1921-04","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","10",",6","6",",6","0",",6","0",",6","1",",6","","","","","","","","","","","","","","","0",",T,6,18,","203",",,6,16,","20.3",",,6,21,+","","","","","90.3",",,,6","203",",,,6","","","","","",""
"USC00207932","1921-05","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","4",",6","2",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","10.2",",,6,13,","","","","","21.6",",,,6","0",",,,6","","","","","",""
"USC00207932","1921-06","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","5",",6","4",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","11.2",",,6,27,","","","","","23.4",",,,6","0",",,,6","","","","","",""
"USC00207932","1921-07","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","6",",6","5",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","46.0",",,6,07,","","","","","92.9",",,,6","0",",,,6","","","","","",""
"USC00207932","1921-08","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","9",",6","6",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","55.9",",,6,27,","","","","","172.9",",,,6","0",",,,6","","","","","",""
"USC00207932","1921-09","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","46.1","3,6","7",",6","5",",6","2",",6","0",",6","0",",6","0","2,6","0","2,6","0","1,6","27","1,6","3","1,6","","","2.2","2,6,19,","0",",,6,30,+","0",",,6,30,+","34.0",",,6,17,","32.2","1,6,04,+","33.3","1,6","91.5",",,,6","0",",,,6","18.72","3,6","25.90","1,,,6","11.54","2,,,6"
"USC00207932","1921-10","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","15",",6","10",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","15.5",",,6,08,","","","","","85.0",",,,6","0",",,,6","","","","","",""
"USC00207932","1921-11","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","7",",6","5",",6","0",",6","1",",6","2",",6","","","","","","","","","","","","","","","51",",,6,13,","38",",,6,13,","19.1",",,6,19,","","","","","42.3",",,,6","63",",,,6","","","","","",""
"USC00207932","1921-12","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","11",",6","11",",6","0",",6","20","1,6","8",",6","","","","","","","","","","","","","","","229","1,,6,18,","152",",,6,18,","17.8",",,6,02,","","","","","80.6",",,,6","442",",,,6","","","","","",""
"USC00207932","1922-01","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","12","1,6","10","1,6","0","1,6","30","1,6","9","1,6","","","","","","","","","","","","","","","356","1,,6,25,+","102","1,,6,22,","16.0","1,,6,04,","","","","","52.7","1,,,6","367","1,,,6","","","","","",""
"USC00207932","1922-02","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","9",",6","9",",6","2",",6","28",",6","5",",6","","","","","","","","","","","","","","","432",",,6,17,+","178",",,6,12,","73.7",",,6,22,","","","","","161.5",",,,6","420",",,,6","","","","","",""
"USC00207932","1922-03","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","10",",6","10",",6","0",",6","18","1,6","6",",6","","","","","","","","","","","","","","","305","1,,6,04,+","127",",,6,20,","14.0",",,6,28,","","","","","58.6",",,,6","278",",,,6","","","","","",""
"USC00207932","1922-04","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","7","1,6","5","1,6","1","1,6","0",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,01,","0",",T,6,12,","26.2","1,,6,09,","","","","","63.1","1,,,6","0",",T,,6","","","","","",""
"USC00207932","1922-05","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","11",",6","7",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","16.8",",,6,06,","","","","","69.4",",,,6","0",",,,6","","","","","",""
"USC00207932","1922-06","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","6",",6","5",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","58.4",",,6,10,","","","","","152.8",",,,6","0",",,,6","","","","","",""
"USC00207932","1922-07","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","10",",6","8",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","30.5",",,6,17,","","","","","123.0",",,,6","0",",,,6","","","","","",""
"USC00207932","1922-08","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","5",",6","4",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","14.0",",,6,29,","","","","","33.0",",,,6","0",",,,6","","","","","",""
"USC00207932","1922-09","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","11",",6","8",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","78.7",",,6,07,","","","","","216.5",",,,6","0",",,,6","","","","","",""
"USC00207932","1922-10","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","6",",6","3",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",T,6,12,","22.9",",,6,24,","","","","","48.6",",,,6","0",",T,,6","","","","","",""
"USC00207932","1922-11","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","14",",6","8",",6","0",",6","4",",6","1",",6","","","","","","","","","","","","","","","76",",,6,26,+","64",",,6,25,","9.7",",,6,18,+","","","","","58.9",",,,6","90",",,,6","","","","","",""
"USC00207932","1922-12","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","0.0","5,6","13",",6","9",",6","0",",6","23",",6","6",",6","0","2,6","27","2,6","13","3,6","0","3,6","0","3,6","","","-14.4","2,6,29,+","152",",,6,21,+","38",",,6,13,","12.7",",,6,31,","10.0","3,6,01,","555.6","3,6","42.5",",,,6","202",",,,6","-3.22","5,6","0.44","3,,,6","-6.89","2,,,6"
"USC00207932","1923-01","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","","","13",",6","11",",6","0",",6","28","2,6","11","1,6","","","","","","","","","","","","","","","305","2,,6,28,+","102","1,,6,02,","10.2",",,6,02,","","","","","50.8",",,,6","508","1,,,6","","","","","",""
"USC00207932","1923-02","44.25","-86.383333","289.3","STRONACH DAM, MI US","","","0.0","2,6","16",",6","11",",6","0",",6","26","2,6","10",",6","11","1,6","27","1,6","22","1,6","0","1,6","0","1,6","","","-22.8","1,6,15,","660","2,,6,23,+","76",",,6,03,","7.6",",,6,03,","8.9","1,6,25,","676.1","1,6","55.2",",,,6","522",",,,6","-7.73","2,6","-2.22","1,,,6","-13.23","1,,,6"
