"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00173570","1998-05","44.3744","-70.3163","214.9","HARTFORD, ME US","","","","","2.5",",0","12",",0","8",",0","1",",0","0","1,0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","9","","3","","0.0",",0,13,","0","1,,0,31,+","0",",,0,31,+","39.4",",,0,07,","30.0",",0,30,","","","150.3",",0","97.7",",,,0","0",",,,0","13.57",",0","20.57",",,,0","6.56",",,,0"
"USC00173570","1998-06","44.3744","-70.3163","214.9","HARTFORD, ME US","","","","","10.7",",0","21",",0","16",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","15","","7","","1.1",",0,03,+","0",",,0,30,+","0",",,0,30,+","127.3",",,0,14,","26.7",",0,25,","","","112.5",",0","434.8",",,,0","0",",,,0","14.94",",0","19.98",",,,0","9.89",",,,0"
"USC00173570","1998-07","44.3744","-70.3163","214.9","HARTFORD, ME US","","","","","35.5",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","2","","3","","7.8",",0,26,+","0",",,0,31,+","0",",,0,31,+","13.0",",,0,11,","31.7",",0,16,","34.8","0","34.8",",0","61.3",",,,0","0",",,,0","18.35",",0","24.93",",,,0","11.78",",,,0"
"USC00173570","1998-08","44.3744","-70.3163","214.9","HARTFORD, ME US","","","","","35.5",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","14","","6","","6.7",",0,14,+","0",",,0,31,+","0",",,0,31,+","19.1",",,0,26,","30.0",",0,10,","67.1","0","32.3",",0","53.2",",,,0","0",",,,0","18.44",",0","25.30",",,,0","11.57",",,,0"
"USC00173570","1998-09","44.3744","-70.3163","214.9","HARTFORD, ME US","","","","","1.4",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","10","","2","","-1.1",",0,25,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,28,","28.3",",0,07,","201.5","0","134.4",",0","57.7",",,,0","0",",,,0","13.90",",0","20.47",",,,0","7.33",",,,0"
"USC00173570","1998-10","44.3744","-70.3163","214.9","HARTFORD, ME US","","","","","0.0","1,0","12",",0","8",",0","3",",0","0",",0","0",",0","0","1,0","10","1,0","0",",0","1",",0","0",",0","4","","1","","-4.4","1,0,07,+","0",",,0,31,+","0",",,0,31,+","101.6",",,0,11,","21.1",",0,19,","536.6","0","335.1",",0","220.3",",,,0","0",",,,0","7.28","1,0","12.54",",,,0","2.01","1,,,0"
"USC00173570","1998-11","44.3744","-70.3163","214.9","HARTFORD, ME US","","","","","0.0",",0","10",",0","6",",0","1",",0","2",",0","2",",0","0",",0","26",",0","2",",0","0",",0","0",",0","6","","","","-6.1",",0,15,+","25",",,0,20,+","28",",,0,20,","45.5",",,0,27,","10.0",",0,24,+","1053.2","0","516.6",",0","98.5",",,,0","84",",,,0","1.11",",0","4.90",",,,0","-2.67",",,,0"
"USC00173570","1998-12","44.3744","-70.3163","214.9","HARTFORD, ME US","","","","","0.0","1,0","11",",0","6",",0","0",",0","16",",0","5",",0","3","1,0","28","1,0","11",",0","0",",0","0",",0","6","","","","-23.3","1,0,31,","178",",,0,31,","135",",,0,30,","11.2",",,0,22,","17.2",",0,08,","1670.9","0","617.7",",0","47.5",",,,0","344",",,,0","-2.32","1,0","2.79",",,,0","-7.44","1,,,0"
"USC00173570","1999-01","44.3744","-70.3163","214.9","HARTFORD, ME US","","","0.0","0","0.0","2,0","15",",0","10",",0","2",",0","27","4,0","6","2,0","13","1,0","30","1,0","22","1,0","0","1,0","0","1,0","5","","2","","-27.8","1,0,03,+","635","4,,0,17,+","119","2,,0,13,","46.5",",,0,16,","7.8","1,0,19,","2488.5","0","817.6","1,0","179.3",",,,0","492","2,,,0","-9.59","2,0","-3.64","1,,,0","-15.54","1,,,0"
"USC00173570","1999-02","44.3744","-70.3163","214.9","HARTFORD, ME US","","","0.0","0","0.0","2,0","7",",0","5",",0","1",",0","26","2,0","3","1,0","5","2,0","26","2,0","15",",0","0",",0","0",",0","3","","","","-22.2","2,0,01,","559","2,,0,27,","150","1,,0,03,","39.1",",,0,03,","8.3",",0,13,","3116.9","0","628.4",",0","70.7",",,,0","270","1,,,0","-5.82","2,0","0.29",",,,0","-11.94","2,,,0"
