"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"RSM00034748","1959-07","46.7","41.733","25.0","PROLETARSKAYA, RS","3","1,I","1","1,I","1","1,I","","","","","30.1","1,,I,05,","31.9","1,,,I"
"RSM00034748","1959-08","46.7","41.733","25.0","PROLETARSKAYA, RS","7",",I","3",",I","0",",I","","","","","22.9",",,I,09,","45.4",",,,I"
"RSM00034748","1959-09","46.7","41.733","25.0","PROLETARSKAYA, RS","9",",I","7",",I","0",",I","","","","","9.1",",,I,02,","36.7",",,,I"
"RSM00034748","1959-10","46.7","41.733","25.0","PROLETARSKAYA, RS","10",",I","3",",I","0",",I","","","","","8.6",",,I,12,","26.8",",,,I"
"RSM00034748","1959-11","46.7","41.733","25.0","PROLETARSKAYA, RS","6",",I","3",",I","0",",I","","","","","6.4",",,I,15,","18.4",",,,I"
"RSM00034748","1959-12","46.7","41.733","25.0","PROLETARSKAYA, RS","8","2,I","3","2,I","0","2,I","","","","","6.2","2,,I,06,","18.8","2,,,I"
"RSM00034748","1960-01","46.7","41.733","25.0","PROLETARSKAYA, RS","12","1,I","6","1,I","0","1,I","","","","","11.8","1,,I,29,","56.5","1,,,I"
"RSM00034748","1960-02","46.7","41.733","25.0","PROLETARSKAYA, RS","9","1,I","6","1,I","0","1,I","","","","","7.6","1,,I,28,","37.8","1,,,I"
"RSM00034748","1960-03","46.7","41.733","25.0","PROLETARSKAYA, RS","5","2,I","2","2,I","0","2,I","","","","","6.6","2,,I,31,","13.5","2,,,I"
"RSM00034748","1960-04","46.7","41.733","25.0","PROLETARSKAYA, RS","7",",I","5",",I","0",",I","","","","","10.4",",,I,22,","32.7",",,,I"
"RSM00034748","1960-05","46.7","41.733","25.0","PROLETARSKAYA, RS","11","1,I","8","1,I","0","1,I","","","","","11.4","1,,I,16,","49.4","1,,,I"
"RSM00034748","1960-06","46.7","41.733","25.0","PROLETARSKAYA, RS","11",",I","7",",I","0",",I","","","","","15.4",",,I,11,","64.8",",,,I"
"RSM00034748","1960-07","46.7","41.733","25.0","PROLETARSKAYA, RS","6",",I","4",",I","0",",I","","","","","6.5",",,I,05,","24.4",",,,I"
"RSM00034748","1960-08","46.7","41.733","25.0","PROLETARSKAYA, RS","8",",I","3",",I","0",",I","","","","","19.1",",,I,16,","40.4",",,,I"
"RSM00034748","1960-09","46.7","41.733","25.0","PROLETARSKAYA, RS","8",",I","4",",I","0",",I","","","","","11.8",",,I,28,","31.1",",,,I"
"RSM00034748","1960-10","46.7","41.733","25.0","PROLETARSKAYA, RS","4",",I","0",",I","0",",I","","","","","1.3",",,I,21,","3.6",",,,I"
"RSM00034748","1960-11","46.7","41.733","25.0","PROLETARSKAYA, RS","8","1,I","4","1,I","0","1,I","","","","","13.8","1,,I,30,","35.9","1,,,I"
"RSM00034748","1960-12","46.7","41.733","25.0","PROLETARSKAYA, RS","10","1,I","4","1,I","0","1,I","","","","","6.6","1,,I,15,","24.6","1,,,I"
"RSM00034748","1961-01","46.7","41.733","25.0","PROLETARSKAYA, RS","9",",I","1",",I","0",",I","","","","","3.6",",,I,18,","10.8",",,,I"
"RSM00034748","1961-02","46.7","41.733","25.0","PROLETARSKAYA, RS","7",",I","1",",I","0",",I","","","","","4.1",",,I,09,","9.1",",,,I"
"RSM00034748","1961-03","46.7","41.733","25.0","PROLETARSKAYA, RS","14",",I","5",",I","0",",I","","","","","8.2",",,I,14,","35.9",",,,I"
"RSM00034748","1961-04","46.7","41.733","25.0","PROLETARSKAYA, RS","8",",I","5",",I","0",",I","","","","","10.6",",,I,29,","31.6",",,,I"
"RSM00034748","1961-05","46.7","41.733","25.0","PROLETARSKAYA, RS","15","1,I","10","1,I","1","1,I","","","","","66.4","1,,I,31,","158.8","1,,,I"
"RSM00034748","1961-06","46.7","41.733","25.0","PROLETARSKAYA, RS","7",",I","6",",I","1",",I","","","","","51.6",",,I,05,","79.4",",,,I"
"RSM00034748","1961-07","46.7","41.733","25.0","PROLETARSKAYA, RS","6",",I","6",",I","0",",I","","","","","18.8",",,I,26,","46.8",",,,I"
"RSM00034748","1961-08","46.7","41.733","25.0","PROLETARSKAYA, RS","2",",I","1",",I","0",",I","","","","","3.0",",,I,25,","4.0",",,,I"
"RSM00034748","1961-09","46.7","41.733","25.0","PROLETARSKAYA, RS","7",",I","6",",I","0",",I","","","","","16.4",",,I,20,","54.4",",,,I"
"RSM00034748","1961-10","46.7","41.733","25.0","PROLETARSKAYA, RS","7",",I","4",",I","0",",I","","","","","19.2",",,I,15,","47.5",",,,I"
"RSM00034748","1961-11","46.7","41.733","25.0","PROLETARSKAYA, RS","14","2,I","10","2,I","0","2,I","","","","","23.9","2,,I,16,","93.7","2,,,I"
"RSM00034748","1961-12","46.7","41.733","25.0","PROLETARSKAYA, RS","17",",I","10",",I","0",",I","","","","","19.2",",,I,26,","85.8",",,,I"
"RSM00034748","1962-01","46.7","41.733","25.0","PROLETARSKAYA, RS","10",",I","5",",I","0",",I","","","","","8.0",",,I,03,","29.0",",,,I"
"RSM00034748","1962-02","46.7","41.733","25.0","PROLETARSKAYA, RS","12",",I","7",",I","0",",I","","","","","7.0",",,I,17,","37.3",",,,I"
"RSM00034748","1962-03","46.7","41.733","25.0","PROLETARSKAYA, RS","13",",I","5",",I","0",",I","","","","","6.9",",,I,04,","32.4",",,,I"
"RSM00034748","1962-04","46.7","41.733","25.0","PROLETARSKAYA, RS","2",",I","0",",I","0",",I","","","","","1.8",",,I,03,","2.2",",,,I"
"RSM00034748","1962-05","46.7","41.733","25.0","PROLETARSKAYA, RS","10",",I","5",",I","0",",I","","","","","10.2",",,I,06,","27.4",",,,I"
"RSM00034748","1962-06","46.7","41.733","25.0","PROLETARSKAYA, RS","5",",I","4",",I","0",",I","","","","","21.5",",,I,13,","47.0",",,,I"
"RSM00034748","1962-07","46.7","41.733","25.0","PROLETARSKAYA, RS","6",",I","5",",I","0",",I","","","","","11.0",",,I,25,","27.1",",,,I"
"RSM00034748","1962-08","46.7","41.733","25.0","PROLETARSKAYA, RS","2","1,I","1","1,I","0","1,I","","","","","4.8","1,,I,02,","6.3","1,,,I"
"RSM00034748","1962-09","46.7","41.733","25.0","PROLETARSKAYA, RS","3",",I","1",",I","0",",I","","","","","4.7",",,I,02,","8.4",",,,I"
"RSM00034748","1962-10","46.7","41.733","25.0","PROLETARSKAYA, RS","5",",I","2",",I","0",",I","","","","","9.2",",,I,16,","16.2",",,,I"
"RSM00034748","1962-11","46.7","41.733","25.0","PROLETARSKAYA, RS","4",",I","1",",I","0",",I","","","","","14.0",",,I,11,","17.4",",,,I"
"RSM00034748","1962-12","46.7","41.733","25.0","PROLETARSKAYA, RS","6",",I","2",",I","0",",I","","","","","11.8",",,I,19,","20.9",",,,I"
"RSM00034748","1963-01","46.7","41.733","25.0","PROLETARSKAYA, RS","20",",I","12",",I","0",",I","","","","","13.3",",,I,22,","86.8",",,,I"
"RSM00034748","1963-02","46.7","41.733","25.0","PROLETARSKAYA, RS","2",",I","0",",I","0",",I","","","","","1.9",",,I,16,","2.5",",,,I"
"RSM00034748","1963-03","46.7","41.733","25.0","PROLETARSKAYA, RS","17",",I","7",",I","0",",I","","","","","15.5",",,I,31,","53.7",",,,I"
"RSM00034748","1963-04","46.7","41.733","25.0","PROLETARSKAYA, RS","13",",I","6",",I","0",",I","","","","","14.9",",,I,12,","62.6",",,,I"
"RSM00034748","1963-05","46.7","41.733","25.0","PROLETARSKAYA, RS","5",",I","2",",I","0",",I","","","","","7.6",",,I,30,","15.4",",,,I"
"RSM00034748","1963-06","46.7","41.733","25.0","PROLETARSKAYA, RS","9",",I","7",",I","0",",I","","","","","12.6",",,I,02,","53.5",",,,I"
"RSM00034748","1963-07","46.7","41.733","25.0","PROLETARSKAYA, RS","4","2,I","3","2,I","1","2,I","","","","","27.4","2,,I,11,","46.7","2,,,I"
"RSM00034748","1963-08","46.7","41.733","25.0","PROLETARSKAYA, RS","6",",I","3",",I","0",",I","","","","","12.0",",,I,15,","25.0",",,,I"
"RSM00034748","1963-09","46.7","41.733","25.0","PROLETARSKAYA, RS","6",",I","3",",I","0",",I","","","","","15.0",",,I,03,","31.0",",,,I"
"RSM00034748","1963-10","46.7","41.733","25.0","PROLETARSKAYA, RS","4",",I","2",",I","0",",I","","","","","15.3",",,I,12,","22.8",",,,I"
"RSM00034748","1963-11","46.7","41.733","25.0","PROLETARSKAYA, RS","7",",I","2",",I","0",",I","","","","","16.3",",,I,22,","29.5",",,,I"
"RSM00034748","1963-12","46.7","41.733","25.0","PROLETARSKAYA, RS","17","1,I","10","1,I","0","1,I","","","","","16.0","1,,I,07,","94.9","1,,,I"
"RSM00034748","1964-01","46.7","41.733","25.0","PROLETARSKAYA, RS","9","3,I","3","3,I","0","3,I","","","","","5.2","3,,I,28,","14.5","3,,,I"
"RSM00034748","1964-02","46.7","41.733","25.0","PROLETARSKAYA, RS","9","2,I","6","2,I","0","2,I","","","","","15.4","2,,I,07,","36.8","2,,,I"
"RSM00034748","1964-03","46.7","41.733","25.0","PROLETARSKAYA, RS","4","3,I","0","3,I","0","3,I","","","","","0.8","3,,I,09,","2.2","3,,,I"
"RSM00034748","1964-04","46.7","41.733","25.0","PROLETARSKAYA, RS","4",",I","3",",I","0",",I","","","","","8.5",",,I,29,","20.8",",,,I"
"RSM00034748","1964-05","46.7","41.733","25.0","PROLETARSKAYA, RS","15",",I","8",",I","0",",I","","","","","16.6",",,I,11,","85.0",",,,I"
"RSM00034748","1964-06","46.7","41.733","25.0","PROLETARSKAYA, RS","6",",I","5",",I","0",",I","","","","","14.9",",,I,09,","46.1",",,,I"
"RSM00034748","1964-07","46.7","41.733","25.0","PROLETARSKAYA, RS","9","1,I","6","1,I","0","1,I","","","","","16.7","1,,I,02,","55.3","1,,,I"
"RSM00034748","1964-08","46.7","41.733","25.0","PROLETARSKAYA, RS","13","1,I","2","1,I","0","1,I","","","","","11.1","1,,I,27,","24.4","1,,,I"
"RSM00034748","1964-09","46.7","41.733","25.0","PROLETARSKAYA, RS","1","1,I","1","1,I","0","1,I","","","","","7.3","1,,I,11,","7.3","1,,,I"
"RSM00034748","1964-10","46.7","41.733","25.0","PROLETARSKAYA, RS","3","2,I","1","2,I","0","2,I","","","","","4.1","2,,I,04,","6.6","2,,,I"
"RSM00034748","1964-11","46.7","41.733","25.0","PROLETARSKAYA, RS","8","2,I","3","2,I","0","2,I","","","","","13.6","2,,I,26,","30.1","2,,,I"
"RSM00034748","1964-12","46.7","41.733","25.0","PROLETARSKAYA, RS","4","2,I","1","2,I","0","2,I","","","","","4.0","2,,I,21,","5.9","2,,,I"
