"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00067432","1948-06","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","18",",0","12",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","25.1",",,0,08,","159.5",",,,0","0",",,,0","",""
"USC00067432","1948-07","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","10",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","20.1",",,0,07,","71.2",",,,0","0",",,,0","",""
"USC00067432","1948-08","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","7",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","22.1",",,0,12,","68.1",",,,0","0",",,,0","",""
"USC00067432","1948-09","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","4.8",",,0,19,","7.1",",,,0","0",",,,0","",""
"USC00067432","1948-10","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","11",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","18.8",",,0,09,","56.0",",,,0","0",",,,0","",""
"USC00067432","1948-11","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","15",",0","11",",0","2",",0","0",",0","2",",0","","","","","","","","","","","0",",,0,30,+","51",",,0,30,","52.3",",,0,11,","159.0",",,,0","89",",,,0","",""
"USC00067432","1948-12","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","10",",0","8",",0","1",",0","","","2",",0","","","","","","","","","","","","","203",",,0,20,","78.0",",,0,31,","138.7",",,,0","275",",,,0","",""
"USC00067432","1949-01","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","12",",0","8",",0","3",",0","","","2",",0","","","","","","","","","","","","","152",",,0,27,","49.8",",,0,06,","169.0",",,,0","239",",,,0","",""
"USC00067432","1949-02","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","12",",0","7",",0","0",",0","","","3",",0","","","","","","","","","","","","","147",",,0,01,","19.6",",,0,01,","71.2",",,,0","223",",,,0","",""
"USC00067432","1949-03","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","","","","","","","","","4","2,0","","","","","","","","","","","","","165","2,,0,19,","","","","","279","2,,,0","",""
"USC00067432","1949-04","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","12",",0","8",",0","2",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","31.2",",,0,14,","120.7",",,,0","0",",,,0","",""
"USC00067432","1949-05","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","13",",0","11",",0","1",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","45.5",",,0,03,","130.7",",,,0","0",",,,0","",""
"USC00067432","1949-06","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","8.6",",,0,26,","13.9",",,,0","0",",,,0","",""
"USC00067432","1949-07","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","13",",0","7",",0","1",",0","0","1,0","0",",0","","","","","","","","","","","0","1,,0,31,+","0",",,0,31,+","57.7",",,0,21,","98.1",",,,0","0",",,,0","",""
"USC00067432","1949-08","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","10",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","37.8",",,0,12,","126.1",",,,0","0",",,,0","",""
"USC00067432","1949-09","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","13",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","30.7",",,0,01,","94.4",",,,0","0",",,,0","",""
"USC00067432","1949-10","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","6",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","27.7",",,0,26,","54.1",",,,0","0",",,,0","",""
"USC00067432","1949-11","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","12",",0","6",",0","0",",0","0","1,0","1",",0","","","","","","","","","","","0","1,,0,30,+","84",",,0,28,","19.3",",,0,14,","57.0",",,,0","84",",,,0","",""
"USC00067432","1949-12","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","12",",0","8",",0","0",",0","","","1",",0","","","","","","","","","","","","","241",",,0,03,","18.8",",,0,03,","80.5",",,,0","277",",,,0","",""
"USC00067432","1950-01","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","19",",0","10",",0","0",",0","","","1",",0","","","","","","","","","","","","","38",",,0,31,","17.5",",,0,07,","102.0",",,,0","64",",,,0","",""
"USC00067432","1950-02","41.6445","-72.8167","126.5","SHUTTLE MEADOW RESERVOIR, CT US","15",",0","10",",0","1",",0","","","4",",0","","","","","","","","","","","","","165",",,0,14,","42.2",",,0,15,","113.2",",,,0","346",",,,0","",""
