"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00386890","1893-05","33.3","-80.05","26.5","PINOPOLIS, SC US","","","10",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","27.9",",,6,29,","","","","","","","87.4",",,,6","","","","","","","",""
"USC00386890","1893-06","33.3","-80.05","26.5","PINOPOLIS, SC US","181.2",",6","10",",6","9",",6","4",",6","","","0",",6","0",",6","0",",6","30",",6","0",",6","1","","","","18.9",",6,10,","","","73.7",",,6,15,","29.4",",6,26,+","","","0.0",",6","297.9",",,,6","","","24.37",",6","26.40",",,,6","22.34",",,,6"
"USC00386890","1893-07","33.3","-80.05","26.5","PINOPOLIS, SC US","274.9",",6","8",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","31",",6","5",",6","","","","","21.7",",6,01,","","","41.7",",,6,10,","32.8",",6,15,","0.0","","0.0",",6","91.8",",,,6","","","27.20",",6","29.88",",,,6","24.52",",,,6"
"USC00386890","1893-08","33.3","-80.05","26.5","PINOPOLIS, SC US","","","17",",6","13",",6","8",",6","","","","","","","","","","","","","","","","","","","","","105.4",",,6,14,","","","","","","","479.7",",,,6","","","","","","","",""
"USC00386890","1893-09","33.3","-80.05","26.5","PINOPOLIS, SC US","","","8",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","35.3",",,6,13,","","","","","","","102.4",",,,6","","","","","","","",""
"USC00386890","1893-10","33.3","-80.05","26.5","PINOPOLIS, SC US","","","4",",6","4",",6","3",",6","","","","","","","","","","","","","","","","","","","","","76.2",",,6,12,","","","","","","","179.6",",,,6","","","","","","","",""
"USC00386890","1893-11","33.3","-80.05","26.5","PINOPOLIS, SC US","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19.8",",,6,27,","","","","","","","41.3",",,,6","","","","","","","",""
"USC00386890","1893-12","33.3","-80.05","26.5","PINOPOLIS, SC US","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","33.3",",,6,16,","","","","","","","108.7",",,,6","","","","","","","",""
"USC00386890","1894-01","33.3","-80.05","26.5","PINOPOLIS, SC US","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","15.2",",,6,09,","","","","","","","47.5",",,,6","","","","","","","",""
"USC00386890","1894-03","33.3","-80.05","26.5","PINOPOLIS, SC US","","","10",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","33.8",",,6,17,","","","","","","","88.6",",,,6","","","","","","","",""
"USC00386890","1894-04","33.3","-80.05","26.5","PINOPOLIS, SC US","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","7.1",",,6,10,+","","","","","","","18.0",",,,6","","","","","","","",""
"USC00386890","1894-05","33.3","-80.05","26.5","PINOPOLIS, SC US","","","12",",6","10",",6","0",",6","","","","","","","","","","","","","","","","","","","","","17.0",",,6,18,","","","","","","","85.2",",,,6","","","","","","","",""
"USC00386890","1894-06","33.3","-80.05","26.5","PINOPOLIS, SC US","","","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","20.6",",,6,27,","","","","","","","61.5",",,,6","","","","","","","",""
"USC00386890","1894-07","33.3","-80.05","26.5","PINOPOLIS, SC US","","","20",",6","18",",6","3",",6","","","","","","","","","","","","","","","","","","","","","46.7",",,6,17,","","","","","","","270.1",",,,6","","","","","","","",""
"USC00386890","1894-08","33.3","-80.05","26.5","PINOPOLIS, SC US","","","15",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","","","61.2",",,6,05,","","","","","","","231.3",",,,6","","","","","","","",""
