"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00141612","1977-08","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","","","163.5","2,0","11",",0","7",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","12","1,0","12.2","1,0,29,","0",",,0,31,+","0",",,0,31,+","65.3",",,0,28,","35.6","1,0,09,","156.9","1,,,0","","","1.7","1,0","18.91",",,,0","31.88",",,,0","196.2",",,,0","0",",,,0","23.88","2,0","30.25","1,,,0","17.52","1,,,0","2643","1,,,0"
"USC00141612","1977-09","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","","","81.5","1,0","10",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","1",",0","6.7","1,0,22,","0",",,0,30,+","0",",,0,30,+","72.9",",,0,13,","32.2",",0,04,","95.2","2,,,0","","","14.1",",0","16.31",",,,0","27.18",",,,0","161.1",",,,0","0",",,,0","20.68","1,0","26.48",",,,0","14.88","1,,,0","2136",",,,0"
"USC00141612","1977-10","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","","","5.5",",0","12",",0","7",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","10",",0","0",",0","-0.6",",0,16,","0",",,0,31,+","0",",,0,31,+","51.3",",,0,07,","29.4",",0,28,","65.5","2,,,0","","","166.2",",0","8.35",",,,0","18.60",",,,0","153.6",",,,0","0",",,,0","13.15",",0","19.87",",,,0","6.43",",,,0","1994",",,,0"
"USC00141612","1977-11","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","","","0.0",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","16",",0","1",",0","1",",0","0",",0","-12.2",",0,26,","0",",,0,30,+","0",",,0,30,+","59.7",",,0,09,","21.7",",0,01,","","","","","371.2",",0","","","","","89.7",",,,0","0",",,,0","5.96",",0","11.35",",,,0","0.57",",,,0","",""
"USC00141612","1977-12","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","","","0.0","4,0","7",",0","0",",0","0",",0","0",",0","0",",0","1","4,0","26","4,0","8",",0","0",",0","0",",0","-17.8","4,0,09,","0",",T,0,09,+","3",",,0,08,","1.5",",,0,05,+","18.3",",0,17,","","","","","532.2",",0","","","","","6.2",",,,0","3",",,,0","-0.94","4,0","5.17",",,,0","-7.06","4,,,0","",""
"USC00141612","1978-01","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","","","1",",0","9",",0","31",",0","23",",0","0",",0","0",",0","-23.3",",0,18,+","","","89",",,0,16,","4.8",",,0,16,","10.0",",0,05,","","","","","829.5",",0","","","","","7.4",",,,0","110",",,,0","-8.42",",0","-2.93",",,,0","-13.92",",,,0","",""
"USC00141612","1978-02","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","0.0","0","0.0","1,0","7",",0","4",",0","0",",0","22",",0","4",",0","6","1,0","27","1,0","18",",0","0",",0","0",",0","-21.7","1,0,18,","330",",,0,14,","152",",,0,13,","11.9",",,0,13,","8.9",",0,25,","","","","","686.4",",0","","","","","34.5",",,,0","384",",,,0","-7.09","1,0","-1.98",",,,0","-12.19","1,,,0","",""
"USC00141612","1978-03","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","0.3","0","0.3",",0","6",",0","5",",0","0",",0","9",",0","3",",0","2",",0","22",",0","4",",0","5",",0","0",",0","-22.8",",0,05,","178",",,0,04,+","102",",,0,02,","20.1",",,0,24,","27.8",",0,31,","","","","","468.9",",0","","","","","51.9",",,,0","203",",,,0","3.22",",0","9.45",",,,0","-3.01",",,,0","",""
"USC00141612","1978-04","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","8.9","0","8.6","2,0","15",",0","8",",0","1",",0","0",",0","0",",0","0","2,0","1","2,0","0",",0","13",",0","0",",0","-1.1","2,0,21,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,10,","28.9",",0,01,","142.3",",,,0","","","139.5",",0","8.17",",,,0","20.46",",,,0","100.7",",,,0","0",",,,0","13.56","2,0","20.02",",,,0","7.10","2,,,0","4757",",,,0"
"USC00141612","1978-05","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","53.9","0","45.0",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","1.7",",0,02,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,31,","30.6",",0,26,+","144.3","1,,,0","","","98.0",",0","12.18",",,,0","24.87",",,,0","101.4",",,,0","0",",,,0","16.62",",0","22.30",",,,0","10.95",",,,0","3015",",,,0"
"USC00141612","1978-06","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","198.4","0","144.5","1,0","4","1,0","2","1,0","0","1,0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","10",",0","10.0","1,0,08,","0",",,0,30,+","0",",,0,30,+","21.1","1,,0,01,","35.0",",0,18,+","213.9","1,,,0","","","3.6",",0","18.48",",,,0","31.98",",,,0","37.9","1,,,0","0",",,,0","23.29","1,0","29.50",",,,0","17.08","1,,,0","3303",",,,0"
"USC00141612","1978-07","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","458.4","0","260.0",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","15.0",",0,12,+","0",",,0,31,+","0",",,0,31,+","22.6",",,0,22,","37.8",",0,30,","236.7",",,,0","0.0","0","0.0",",0","20.61",",,,0","34.16",",,,0","77.1",",,,0","0",",,,0","26.72",",0","33.18",",,,0","20.26",",,,0","2381","3,,,0"
"USC00141612","1978-08","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","670.9","0","212.5",",0","8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","12.2",",0,04,","0",",,0,31,+","0",",,0,31,+","71.4",",,0,02,","38.9",",0,25,","213.5","1,,,0","0.0","0","0.0",",0","18.95",",,,0","33.20",",,,0","118.1",",,,0","0",",,,0","25.19",",0","32.15",",,,0","18.22",",,,0","2446",",,,0"
"USC00141612","1978-09","38.9407","-95.3396","298.7","CLINTON LAKE, KS US","828.9","0","158.0","1,0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","14","1,0","7.8",",0,28,+","0",",,0,30,+","0",",,0,30,+","49.5",",,0,18,","37.8","1,0,07,","165.6","1,,,0","15.2","0","15.2","1,0","16.88",",,,0","29.51",",,,0","124.3",",,,0","0",",,,0","23.31","1,0","30.40","1,,,0","16.22",",,,0","2316",",,,0"
