"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00364001","1894-01","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","0.0","6","0.0","1,6","10",",6","5",",6","0",",6","1",",6","0","1,6","23","1,6","3","1,6","0","1,6","0","1,6","","","-12.8","1,6,13,","102",",,6,30,","20.3",",,6,30,","16.1","1,6,05,","","","509.4","1,6","52.5",",,,6","102",",,,6","1.35","1,6","6.55","1,,,6","-3.85","1,,,6"
"USC00364001","1894-02","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","0.0","6","0.0",",6","13",",6","11",",6","0",",6","7",",6","2",",6","27",",6","7",",6","0",",6","0",",6","","","-22.8",",6,17,","203",",,6,26,","21.8",",,6,09,","13.9",",6,19,","","","588.0",",6","107.4",",,,6","660",",,,6","-2.67",",6","3.61",",,,6","-8.95",",,,6"
"USC00364001","1894-03","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","0.3","6","0.3","2,6","7",",6","4",",6","0",",6","0",",6","0","2,6","18","2,6","2","2,6","3","2,6","0","2,6","","","-10.6","2,6,29,+","13",",,6,15,","15.7",",,6,15,","23.9","2,6,22,","","","346.0","2,6","36.6",",,,6","13",",,,6","6.41","2,6","13.92","2,,,6","-1.10","2,,,6"
"USC00364001","1894-04","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","0.3","6","0.0",",6","10",",6","6",",6","0",",6","2",",6","0",",6","13",",6","0",",6","9",",6","0",",6","","","-10.0",",6,03,","127",",,6,11,","16.8",",,6,10,","27.2",",6,28,+","","","273.9",",6","78.2",",,,6","152",",,,6","9.20",",6","17.04",",,,6","1.37",",,,6"
"USC00364001","1894-05","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","10.6","6","10.3","4,6","15",",6","12",",6","3",",6","","","0","2,6","1","2,6","0","2,6","23","2,6","1","2,6","","","-1.1","2,6,29,","","","76.2",",,6,19,","33.3","2,6,01,","","","62.5","2,6","288.1",",,,6","","","16.16","4,6","25.26","2,,,6","7.07","2,,,6"
"USC00364001","1894-06","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","104.8","6","94.2","1,6","12",",6","8",",6","1",",6","","","0","1,6","0","1,6","0",",6","26",",6","15",",6","","","2.8","1,6,07,","","","41.1",",,6,22,","36.1",",6,22,","","","35.6",",6","98.3",",,,6","","","20.45","1,6","29.68",",,,6","11.21","1,,,6"
"USC00364001","1894-07","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","19.6",",,6,23,","","","","","","","51.5",",,,6","","","","","","","",""
"USC00364001","1894-08","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","30.5",",,6,12,","","","","","","","62.7",",,,6","","","","","","","",""
"USC00364001","1894-09","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","61.7","1,6","","","","","","","","","0","1,6","1","1,6","0","1,6","24","1,6","3","1,6","","","-0.6","1,6,26,","","","","","33.3","1,6,02,","","","34.6","1,6","","","","","19.27","1,6","26.23","1,,,6","12.31","1,,,6"
"USC00364001","1894-10","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","0.0","2,6","9",",6","5",",6","0",",6","","","0","1,6","8","1,6","0","2,6","7","2,6","0","2,6","","","-3.3","1,6,12,+","","","18.0",",,6,31,","27.8","2,6,20,","","","210.5","2,6","59.9",",,,6","","","11.08","2,6","18.51","2,,,6","3.65","1,,,6"
"USC00364001","1894-11","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","0.0",",6","11",",6","4",",6","0",",6","","","0",",6","25",",6","0",",6","0",",6","0",",6","","","-10.6",",6,29,+","","","9.7",",,6,03,","20.6",",6,02,","","","451.7",",6","35.7",",,,6","","","3.28",",6","9.17",",,,6","-2.61",",,,6"
"USC00364001","1894-12","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","0.0",",6","","","","","","","1",",6","3",",6","28",",6","6",",6","0",",6","0",",6","","","-19.4",",6,29,","330",",,6,27,","","","15.6",",6,15,","","","571.5",",6","","","330",",,,6","-0.10",",6","5.56",",,,6","-5.77",",,,6"
"USC00364001","1895-01","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","0.0","6","0.0",",6","","","","","","","6",",6","8",",6","31",",6","13",",6","0",",6","0",",6","","","-23.9",",6,31,+","178",",,6,13,","","","8.3",",6,07,","","","741.8",",6","","","534",",,,6","-5.60",",6","0.57",",,,6","-11.76",",,,6"
"USC00364001","1895-02","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","0.0","6","0.0",",6","5",",6","4",",6","0",",6","3",",6","11",",6","27",",6","14",",6","0",",6","0",",6","","","-25.6",",6,06,+","89",",,6,07,","8.6",",,6,07,","11.7",",6,28,","","","715.3",",6","26.1",",,,6","178",",,,6","-7.21",",6","-0.61",",,,6","-13.81",",,,6"
"USC00364001","1895-03","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","0.0","6","0.0",",6","12",",6","8",",6","0",",6","6",",6","0",",6","29",",6","2",",6","0",",6","0",",6","","","-10.6",",6,05,","127",",,6,15,","15.2",",,6,15,","17.2",",6,24,","","","510.3",",6","59.1",",,,6","311",",,,6","1.87",",6","8.00",",,,6","-4.26",",,,6"
"USC00364001","1895-04","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","1.4","6","1.4",",6","8",",6","7",",6","1",",6","","","0",",6","9",",6","0",",6","8",",6","0",",6","","","-5.6",",6,11,","","","30.0",",,6,13,","30.0",",6,25,","","","256.2",",6","64.0",",,,6","","","9.84",",6","17.08",",,,6","2.60",",,,6"
"USC00364001","1895-05","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","57.6","6","56.2",",6","9",",6","6",",6","1",",6","","","0",",6","3",",6","0",",6","22",",6","6",",6","","","-3.9",",6,22,","","","28.7",",,6,08,","37.8",",6,30,","","","111.5",",6","60.7",",,,6","","","16.55",",6","25.42",",,,6","7.68",",,,6"
"USC00364001","1895-06","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","","","6",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","50.8",",,6,12,","","","","","","","122.9",",,,6","","","","","","","",""
"USC00364001","1895-07","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","69.0","2,6","5",",6","4",",6","0",",6","","","0","2,6","0","2,6","0","2,6","29","2,6","6","2,6","","","5.6","2,6,13,","","","23.4",",,6,21,","36.1","2,6,20,","16.4","6","16.4","2,6","67.5",",,,6","","","20.15","2,6","28.27","2,,,6","12.03","2,,,6"
"USC00364001","1895-08","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","121.4","1,6","11","1,6","9","1,6","0","1,6","","","0","1,6","0","1,6","0","1,6","30","1,6","11","1,6","","","6.1","1,6,02,","","","13.2","1,,6,06,","35.6","1,6,16,+","20.6","6","4.2","1,6","51.5","1,,,6","","","22.24","1,6","30.72","1,,,6","13.76","1,,,6"
"USC00364001","1895-09","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","93.2",",6","7",",6","5",",6","0",",6","","","0",",6","1",",6","0",",6","28",",6","9",",6","","","-0.6",",6,15,","","","20.6",",,6,18,","35.6",",6,11,","64.5","6","43.9",",6","48.7",",,,6","","","19.97",",6","28.57",",,,6","11.37",",,,6"
"USC00364001","1895-10","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","16.3",",,6,31,","","","","","","","28.0",",,,6","","","","","","","",""
"USC00364001","1895-11","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","0.6",",6","8",",6","4",",6","0",",6","0",",6","0",",6","20",",6","1",",6","4",",6","0",",6","","","-10.6",",6,22,","0",",T,6,20,","8.1",",,6,26,","23.9",",6,08,","","","384.1",",6","24.5",",,,6","0",",T,,6","5.55",",6","12.65",",,,6","-1.55",",,,6"
"USC00364001","1895-12","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","","","0.0",",6","9",",6","6",",6","0",",6","1",",6","2",",6","23",",6","8",",6","0",",6","0",",6","","","-23.3",",6,14,","51",",,6,12,","23.4",",,6,21,","15.6",",6,26,+","","","560.4",",6","76.2",",,,6","51",",,,6","0.26",",6","6.34",",,,6","-5.83",",,,6"
"USC00364001","1896-01","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","0.0","6","0.0",",6","7",",6","2",",6","1",",6","1",",6","1",",6","28",",6","7",",6","0",",6","0",",6","","","-17.8",",6,06,","25",",,6,01,","30.2",",,6,24,","14.4",",6,30,","","","633.1",",6","46.0",",,,6","38",",,,6","-2.09",",6","2.38",",,,6","-6.56",",,,6"
"USC00364001","1896-02","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","0.0","6","0.0","1,6","11",",6","9",",6","0",",6","6",",6","3","1,6","25","1,6","5",",6","0",",6","0",",6","","","-20.0","1,6,17,","51",",,6,19,+","21.3",",,6,06,","14.4",",6,02,","","","527.9",",6","94.0",",,,6","215",",,,6","-0.37","1,6","4.77",",,,6","-5.51","1,,,6"
"USC00364001","1896-03","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","0.0","6","0.0","1,6","11",",6","10",",6","1",",6","7",",6","4",",6","29",",6","3","1,6","0","1,6","0","1,6","","","-23.9",",6,13,","191",",,6,11,","26.4",",,6,19,","19.4","1,6,30,","","","582.9","1,6","126.0",",,,6","827",",,,6","-0.98","1,6","5.70","1,,,6","-7.66",",,,6"
"USC00364001","1896-04","40.43883","-78.41726","301.8","HOLLIDAYSBURG 2 NW, PA US","18.4","6","18.4","2,6","9",",6","7",",6","0",",6","","","0","2,6","7","2,6","0","2,6","14","2,6","2","2,6","","","-6.1","2,6,09,+","","","12.7",",,6,12,","33.9","2,6,18,+","","","174.2","2,6","52.6",",,,6","","","12.77","2,6","20.14","2,,,6","5.40","2,,,6"
