"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00206922","1896-05","43.86667","-85.5","314.9","REED CITY, MI US","","","32.1","1,6","9",",6","6",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","25","1,6","1","1,6","","","0.6","1,6,31,","","","","","35.6",",,6,12,","32.2","1,6,09,","","","71.7","1,6","74.2",",,,6","","","17.01","1,6","24.44","1,,,6","9.58","1,,,6"
"USC00206922","1896-06","43.86667","-85.5","314.9","REED CITY, MI US","","","43.1",",6","5",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","1",",6","","","0.6",",6,02,","","","","","16.8",",,6,08,","33.9",",6,06,","","","28.3",",6","36.9",",,,6","","","18.82",",6","27.59",",,,6","10.06",",,,6"
"USC00206922","1896-07","43.86667","-85.5","314.9","REED CITY, MI US","","","94.1",",6","7",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","6",",6","","","1.1",",6,09,","","","","","27.2",",,6,26,","34.4",",6,01,","20.8","6","20.8",",6","44.2",",,,6","","","20.70",",6","28.51",",,,6","12.88",",,,6"
"USC00206922","1896-08","43.86667","-85.5","314.9","REED CITY, MI US","","","88.8",",6","9",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","5",",6","","","1.1",",6,28,+","","","","","15.2",",,6,23,","34.4",",6,05,","69.9","6","49.1",",6","54.9",",,,6","","","19.62",",6","26.67",",,,6","12.56",",,,6"
"USC00206922","1896-09","43.86667","-85.5","314.9","REED CITY, MI US","","","8.3",",6","15",",6","11",",6","1",",6","","","","","0",",6","5",",6","0",",6","7",",6","0",",6","","","-4.4",",6,23,","","","","","55.4",",,6,30,","28.3",",6,10,","254.5","6","184.6",",6","188.0",",,,6","","","12.46",",6","18.09",",,,6","6.82",",,,6"
"USC00206922","1896-10","43.86667","-85.5","314.9","REED CITY, MI US","","","0.0",",6","4",",6","1",",6","0",",6","","","2",",6","0",",6","20",",6","0",",6","0",",6","0",",6","","","-7.8",",6,18,","","","38",",,6,19,","16.3",",,6,30,","20.6",",6,28,+","628.9","6","374.4",",6","20.4",",,,6","63",",,,6","6.26",",6","12.82",",,,6","-0.31",",,,6"
"USC00206922","1896-11","43.86667","-85.5","314.9","REED CITY, MI US","","","","","11",",6","8",",6","0",",6","","","3",",6","0","5,6","19","5,6","7","5,6","0","5,6","0","5,6","","","-12.8","5,6,30,","","","38",",,6,13,+","22.4",",,6,05,","16.1","5,6,26,","","","","","95.3",",,,6","109",",,,6","1.23","9,6","6.06","5,,,6","-3.60","5,,,6"
"USC00206922","1896-12","43.86667","-85.5","314.9","REED CITY, MI US","","","0.0","2,6","8",",6","2",",6","0",",6","","","5",",6","3","1,6","29","1,6","17","1,6","0","1,6","0","1,6","","","-24.4","1,6,24,","","","89",",,6,22,","3.8",",,6,05,","10.6","1,6,13,+","","","648.4","1,6","16.2",",,,6","267",",,,6","-3.83","2,6","0.53","1,,,6","-8.18","1,,,6"
"USC00206922","1897-01","43.86667","-85.5","314.9","REED CITY, MI US","","","","","12",",6","8",",6","1",",6","28","2,6","4",",6","6","4,6","26","4,6","19","3,6","0","3,6","0","3,6","","","-23.3","4,6,31,","127","2,,6,30,+","89",",,6,05,","52.8",",,6,03,","12.2","3,6,02,","","","","","125.1",",,,6","281",",,,6","-6.98","7,6","-1.29","3,,,6","-12.67","4,,,6"
"USC00206922","1897-02","43.86667","-85.5","314.9","REED CITY, MI US","","","0.0",",6","7",",6","3",",6","0",",6","28",",6","5",",6","3",",6","28",",6","17",",6","0",",6","0",",6","","","-23.3",",6,01,","127",",,6,28,+","51",",,6,23,","5.1",",,6,23,","3.9",",6,17,+","","","657.5",",6","17.0",",,,6","177",",,,6","-5.15",",6","-0.40",",,,6","-9.90",",,,6"
"USC00206922","1897-03","43.86667","-85.5","314.9","REED CITY, MI US","","","0.0",",6","10",",6","8",",6","0",",6","23","5,6","5",",6","4",",6","29",",6","12",",6","0",",6","0",",6","","","-31.1",",6,15,","203","5,,6,03,","127",",,6,24,","12.2",",,6,20,","15.0",",6,30,","","","663.9",",6","46.4",",,,6","292",",,,6","-3.08",",6","2.60",",,,6","-8.77",",,,6"
"USC00206922","1897-04","43.86667","-85.5","314.9","REED CITY, MI US","","","0.0",",6","9",",6","8",",6","1",",6","","","","","0",",6","20",",6","1",",6","1",",6","0",",6","","","-12.2",",6,19,","","","","","31.0",",,6,16,","22.2",",6,28,","","","406.0",",6","118.5",",,,6","","","4.80",",6","10.60",",,,6","-1.00",",,,6"
