"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014848","1895-02","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","0.0","3,6","10","3,6","3","3,6","0","3,6","","","2",",6","10","1,6","25","1,6","17","2,6","0","2,6","0","2,6","","","","","","","-25.6","1,6,08,","","","51",",,6,06,","5.1","3,,6,06,","16.1","2,6,28,","","","677.1","2,6","21.0","3,,,6","180",",,,6","-8.61","3,6","-3.16","2,,,6","-14.07","1,,,6","","","","","","","","","","","","","","","",""
"USW00014848","1895-03","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","0.0",",6","9","1,6","3","1,6","0","1,6","","","1",",6","0",",6","25",",6","7",",6","3",",6","0",",6","","","","","","","-14.4",",6,04,","","","76",",,6,04,","7.6","1,,6,04,","25.0",",6,29,","","","536.2",",6","19.1","1,,,6","89",",,,6","1.04",",6","7.20",",,,6","-5.12",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1895-04","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","7.0",",6","9","1,6","5","1,6","0","1,6","","","0",",6","0",",6","7",",6","0",",6","7",",6","0",",6","","","","","","","-3.9",",6,03,","","","0",",T,6,02,","7.6","1,,6,08,","30.0",",6,30,","","","234.6",",6","26.8","1,,,6","0",",T,,6","10.74",",6","17.20",",,,6","4.29",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1895-05","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","80.2",",6","8",",6","6",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","18",",6","5",",6","","","","","","","-1.1",",6,21,+","","","0",",T,6,14,+","8.6",",,6,13,","35.0",",6,31,","","","133.7",",6","33.1",",,,6","0",",T,,6","16.60",",6","23.46",",,,6","9.75",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1895-06","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","125.8",",6","8",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","9",",6","","","","","","","6.1",",6,06,","","","","","15.2",",,6,18,","36.1",",6,10,+","","","6.1",",6","37.6",",,,6","","","22.32",",6","29.47",",,,6","15.18",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1895-07","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","124.2",",6","7",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","7",",6","","","","","","","6.7",",6,10,","","","","","17.5",",,6,19,","35.0",",6,18,+","8.0","6","8.0",",6","40.4",",,,6","","","22.08",",6","29.14",",,,6","15.02",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1895-08","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","147.5",",6","8",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","11",",6","","","","","","","7.8",",6,02,","","","","","24.1",",,6,24,","36.1",",6,16,+","11.5","6","3.5",",6","59.7",",,,6","","","22.98",",6","30.12",",,,6","15.83",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1895-09","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","121.5",",6","8",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","26",",6","9",",6","","","","","","","4.4",",6,28,","","","","","11.7",",,6,06,","34.4",",6,18,+","52.9","6","41.4",",6","31.0",",,,6","","","21.00",",6","27.28",",,,6","14.73",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1895-10","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","0.0","1,6","5",",6","4",",6","0",",6","","","","","0",",6","8",",6","0","1,6","5","1,6","0","1,6","","","","","","","-8.3",",6,30,","","","","","17.5",",,6,11,","23.9","1,6,03,","364.1","6","311.2","1,6","37.9",",,,6","","","8.03","1,6","14.23","1,,,6","1.83",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1895-11","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","0.0",",6","13",",6","10",",6","0",",6","","","7",",6","0",",6","18",",6","2",",6","2",",6","0",",6","","","","","","","-13.9",",6,27,","","","127",",,6,20,+","20.3",",,6,09,","21.7",",6,07,","813.2","6","449.1",",6","97.5",",,,6","379",",,,6","3.36",",6","7.61",",,,6","-0.89",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1895-12","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","0.0","5,6","17",",6","13",",6","3",",6","","","5",",6","2","3,6","22","3,6","8","2,6","0","2,6","0","2,6","","","","","","","-18.3","3,6,13,+","","","229",",,6,30,","63.5",",,6,19,","13.9","2,6,25,","1314.7","6","501.5","2,6","209.7",",,,6","445",",,,6","-0.74","5,6","3.56","2,,,6","-5.04","3,,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-01","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","","","","","","","","","","","1",",6","","","","","","","","","","","","","","","","","","","","","25",",,6,02,","","","","","","","","","","","38",",,,6","","","","","","","","","","","","","","","","","","","","","",""
"USW00014848","1896-02","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","","","","","","","","","","","","","4","4,6","24","4,6","","","","","","","","","","","","","-20.6","4,6,17,","","","","","","","","","","","","","","","","","","","","","-7.38","4,,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-03","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","0.0",",6","13",",6","8",",6","0",",6","","","","","1",",6","25",",6","7",",6","0",",6","0",",6","","","","","","","-19.4",",6,12,","","","","","15.2",",,6,11,","18.9",",6,31,","","","581.6",",6","57.9",",,,6","","","-0.43",",6","4.08",",,,6","-4.94",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-04","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","31.3",",6","9",",6","5",",6","1",",6","","","1",",6","0",",6","8",",6","0",",6","16",",6","0",",6","","","","","","","-10.6",",6,02,","","","25",",,6,01,","32.0",",,6,19,","30.0",",6,16,","","","190.2",",6","59.8",",,,6","25",",,,6","13.04",",6","18.76",",,,6","7.31",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-05","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","50.2","5,6","","","","","","","","","","","0","2,6","0","2,6","0","3,6","27","3,6","2","3,6","","","","","","","7.2","2,6,31,+","","","","","","","32.2","3,6,09,+","","","18.3","3,6","","","","","19.48","5,6","26.09","3,,,6","12.87","2,,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-06","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","81.2",",6","12",",6","9",",6","1",",6","","","","","0",",6","0",",6","0",",6","28",",6","4",",6","","","","","","","5.6",",6,02,","","","","","42.7",",,6,08,","36.7",",6,06,","","","17.5",",6","96.9",",,,6","","","20.46",",6","26.91",",,,6","14.00",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-07","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","132.4","1,6","12",",6","9",",6","2",",6","","","","","0",",6","0",",6","0","1,6","28","1,6","7","1,6","","","","","","","7.8",",6,17,","","","","","51.8",",,6,19,","33.9","1,6,13,","5.6","6","5.6","1,6","189.3",",,,6","","","22.43","1,6","28.27","1,,,6","16.59",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-08","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","134.0",",6","9",",6","7",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","7",",6","","","","","","","6.7",",6,19,","","","","","39.1",",,6,14,","35.6",",6,08,","18.3","6","12.7",",6","121.6",",,,6","","","22.25",",6","28.14",",,,6","16.36",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-09","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","33.4",",6","14",",6","10",",6","1",",6","","","","","0",",6","1",",6","0",",6","18",",6","0",",6","","","","","","","-1.1",",6,23,","","","","","30.5",",,6,29,","31.1",",6,12,+","111.5","6","93.2",",6","125.0",",,,6","","","16.34",",6","21.75",",,,6","10.93",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-10","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","3.3",",6","","","","","","","","","0",",6","0",",6","7",",6","0",",6","6",",6","0",",6","","","","","","","-3.9",",6,19,","","","13",",,6,18,","","","26.1",",6,28,","393.9","6","282.4",",6","","","13",",,,6","9.33",",6","15.38",",,,6","3.28",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-11","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","0.0",",6","17","3,6","7","3,6","0","3,6","","","","","0",",6","19",",6","3",",6","3",",6","0",",6","","","","","","","-12.8",",6,30,","","","","","23.4","3,,6,04,","21.1",",6,17,+","801.4","6","407.5",",6","68.5","3,,,6","","","4.75",",6","9.34",",,,6","0.16",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1896-12","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","","","0.0",",6","7",",6","1",",6","0",",6","","","","","0",",6","26",",6","11",",6","0",",6","0",",6","","","","","","","-15.6",",6,02,","","","","","5.1",",,6,22,","16.1",",6,12,","1372.7","6","571.3",",6","9.4",",,,6","","","-0.10",",6","3.91",",,,6","-4.10",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-01","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","0.0","6","0.0",",6","18","3,6","12","3,6","2","3,6","","","","","7",",6","28",",6","17",",6","0",",6","0",",6","","","","","","","-30.0",",6,25,","","","","","37.8","3,,6,03,","14.4",",6,03,","2119.7","6","747.0",",6","140.6","3,,,6","","","-5.76",",6","-1.49",",,,6","-10.04",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-02","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","0.0","6","0.0",",6","9",",6","7",",6","0",",6","","","5","1,6","1",",6","27",",6","11",",6","0",",6","0",",6","","","","","","","-20.6",",6,27,","","","102","1,,6,15,","8.9",",,6,15,","6.7",",6,20,","2686.8","6","567.1",",6","45.5",",,,6","318","1,,,6","-1.92",",6","2.02",",,,6","-5.86",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-03","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","0.0","6","0.0",",6","16","1,6","13","1,6","0","1,6","","","3",",6","0",",6","22",",6","3",",6","0",",6","0",",6","","","","","","","-11.7",",6,07,+","","","89",",,6,24,","12.7","1,,6,09,","18.9",",6,30,","3176.4","6","489.6",",6","84.2","1,,,6","230",",,,6","2.54",",6","7.88",",,,6","-2.80",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-04","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","0.8","6","0.8",",6","","","","","","","","","1",",6","0",",Z","11",",6","0",",Z","5",",Z","0",",Z","","","","","","","-9.4",",6,20,","","","38",",,6,16,","","","26.7",",Z,28,","3475.2","6","298.8",",Z","","","38",",,,6","8.40",",6","14.34",",,,Z","2.46",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-05","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","9.2","6","8.4",",6","14",",6","8",",6","1",",6","","","","","0",",6","1",",6","0",",6","13",",6","0",",6","","","","","","","-0.6",",6,29,","","","","","39.1",",,6,23,","28.3",",6,08,+","3649.2","6","174.0",",6","78.6",",,,6","","","12.99",",6","19.21",",,,6","6.77",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-06","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","92.1","6","82.9",",6","8",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","3",",6","","","","","","","2.8",",6,08,","","","","","14.5",",,6,19,","35.0",",6,15,","3679.5","6","30.3",",6","42.1",",,,6","","","20.09",",6","26.41",",,,6","13.77",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-07","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","287.8","6","195.7",",6","9",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","15",",6","","","","","","","11.1",",6,14,","","","","","31.8",",,6,16,","38.3",",6,08,","3.1","6","3.1",",6","44.5",",,,6","","","24.55",",6","31.13",",,,6","17.96",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-08","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","365.9","6","78.1",",6","9",",6","3",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","3",",6","","","","","","","6.7",",6,20,","","","","","73.2",",,6,01,","33.3",",6,30,+","11.2","6","8.1",",6","93.0",",,,6","","","20.59",",6","27.09",",,,6","14.09",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-09","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","486.8","6","120.9",",6","2",",6","1",",6","0",",6","","","","","0",",6","1",",6","0",",6","27",",6","12",",6","","","","","","","0.0",",6,21,","","","","","4.6",",,6,16,","36.7",",6,14,","46.3","6","35.1",",6","5.9",",,,6","","","21.19",",6","29.51",",,,6","12.88",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-10","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","508.8","6","22.0","3,6","5",",6","2",",6","0",",6","","","","","0","2,6","0","2,6","0","1,6","16","1,6","1","1,6","","","","","","","1.7","2,6,17,","","","","","11.4",",,6,11,","32.2","1,6,01,","180.3","6","134.0","1,6","18.0",",,,6","","","14.50","3,6","21.36","1,,,6","7.64","2,,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-11","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","508.8","6","0.0",",6","","","","","","","","","0",",6","0",",6","12",",6","2",",6","0",",6","0",",6","","","","","","","-10.0",",6,30,","","","13",",,6,29,+","","","18.9",",6,20,+","588.1","6","407.8",",6","","","26",",,,6","4.74",",6","8.92",",,,6","0.56",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1897-12","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","508.8","6","0.0",",6","14",",6","9",",6","1",",6","","","6",",6","2",",6","25",",6","13",",6","0",",6","0",",6","","","","","","","-18.9",",6,18,","","","279",",,6,31,","25.4",",,6,31,","14.4",",6,10,","1223.6","6","635.5",",6","88.9",",,,6","558",",,,6","-2.17",",6","1.41",",,,6","-5.75",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1898-01","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","0.0","6","0.0","4,6","14",",6","9",",6","0",",6","","","5",",6","1","4,6","24","4,6","7","3,6","0","3,6","0","3,6","","","","","","","-17.8","4,6,02,","","","152",",,6,22,","21.1",",,6,20,","15.6","3,6,12,","1762.1","6","538.5","3,6","89.4",",,,6","472",",,,6","-1.60","4,6","2.19","3,,,6","-5.39","4,,,6","","","","","","","","","","","","","","","",""
"USW00014848","1898-02","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","0.0","6","0.0",",6","16","1,6","12","1,6","0","1,6","","","5",",6","1",",6","24",",6","10",",6","0",",6","0",",6","","","","","","","-22.8",",6,03,","","","127",",,6,21,","10.2","1,,6,21,","15.6",",6,10,","2327.5","6","565.4",",6","67.5","1,,,6","305",",,,6","-1.86",",6","2.51",",,,6","-6.23",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1898-03","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","0.0","6","0.0",",6","12",",6","9",",6","1",",6","","","1",",6","0",",6","16",",6","0",",6","1",",6","0",",6","","","","","","","-8.3",",6,05,","","","41",",,6,04,","43.4",",,6,19,","21.7",",6,16,","2705.6","6","378.1",",6","113.5",",,,6","41",",,,6","6.14",",6","11.35",",,,6","0.92",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1898-04","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","0.0","6","0.0",",6","8",",6","2",",6","0",",6","","","","","0",",6","8",",6","0",",6","2",",6","0",",6","","","","","","","-8.9",",6,05,","","","","","9.7",",,6,22,","25.0",",6,17,","3006.3","6","300.7",",6","25.7",",,,6","","","8.31",",6","14.26",",,,6","2.36",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1898-05","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","14.8","6","14.8",",6","13",",6","10",",6","0",",6","","","","","0",",6","0",",6","0",",6","21",",6","0",",6","","","","","","","0.6",",6,07,","","","","","20.1",",,6,05,","27.2",",6,27,+","3110.4","6","104.1",",6","75.5",",,,6","","","15.45",",6","21.69",",,,6","9.22",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1898-06","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","121.1","6","106.3",",6","9",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","4",",6","","","","","","","8.9",",6,22,","","","","","27.9",",,6,25,","32.8",",6,30,+","3114.2","6","3.8",",6","86.6",",,,6","","","21.75",",6","28.25",",,,6","15.24",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1898-07","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","302.7","6","181.6",",6","9",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","14",",6","","","","","","","7.8",",6,10,","","","0",",,6,31,+","22.9",",,6,26,","38.3",",6,24,","3.9","6","3.9",",6","49.4",",,,6","0",",,,6","24.07",",6","31.26",",,,6","16.88",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1898-08","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","426.1","6","123.4",",6","10",",6","7",",6","3",",6","","","","","0",",6","0",",6","0",",6","31",",6","4",",6","","","","","","","10.6",",6,20,","","","","","31.5",",,6,03,","35.0",",6,23,","4.2","6","0.3",",6","104.2",",,,6","","","22.30",",6","27.87",",,,6","16.74",",,,6","","","","","","","","","","","","","","","",""
"USW00014848","1898-09","41.7072","-86.3163","235.6","SOUTH BEND AIRPORT, IN US","","","502.1","6","76.0",",6","7",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","25",",6","5",",6","","","","","","","6.1",",6,12,+","","","","","14.2",",,6,06,","33.9",",6,03,+","34.8","6","30.6",",6","46.0",",,,6","","","19.85",",6","25.27",",,,6","14.42",",,,6","","","","","","","","","","","","","","","",""
