"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00206281","1891-09","42.46667","-85.8","219.8","OTSEGO, MI US","71.9",",6","4",",6","3",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","26",",6","8",",6","","","3.3",",6,08,+","","","0",",,6,30,+","49.8",",,6,02,","33.9",",6,24,","54.2",",6","74.2",",,,6","0",",,,6","18.92",",6","27.19",",,,6","10.66",",,,6"
"USC00206281","1891-10","42.46667","-85.8","219.8","OTSEGO, MI US","10.6",",6","7",",6","4",",6","0",",6","","","0",",6","0",",6","7",",6","0",",6","4",",6","0",",6","","","-5.0",",6,27,","","","0",",,6,31,+","11.2",",,6,14,","31.7",",6,02,","268.0",",6","30.9",",,,6","0",",,,6","10.03",",6","16.69",",,,6","3.37",",,,6"
"USC00206281","1915-05","42.46667","-85.8","219.8","OTSEGO, MI US","","","13",",6","10",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","29.2",",,6,28,","","","","","116.4",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-06","42.46667","-85.8","219.8","OTSEGO, MI US","","","12",",6","6",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","16.5",",,6,18,","","","","","63.6",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-07","42.46667","-85.8","219.8","OTSEGO, MI US","","","14",",6","7",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","25.7",",,6,29,","","","","","108.6",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-08","42.46667","-85.8","219.8","OTSEGO, MI US","","","11",",6","8",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","27.4",",,6,02,","","","","","102.5",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-09","42.46667","-85.8","219.8","OTSEGO, MI US","","","12",",6","8",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","53.3",",,6,10,","","","","","226.4",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-10","42.46667","-85.8","219.8","OTSEGO, MI US","","","8",",6","4",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","16.8",",,6,18,","","","","","40.7",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-11","42.46667","-85.8","219.8","OTSEGO, MI US","","","13",",6","7",",6","0",",6","2",",6","2",",6","","","","","","","","","","","","","","","25",",,6,30,+","51",",,6,30,","9.4",",,6,19,","","","","","43.8",",,,6","115",",,,6","","","","","",""
"USC00206281","1915-12","42.46667","-85.8","219.8","OTSEGO, MI US","","","11",",6","6",",6","0",",6","24","2,6","5","2,6","","","","","","","","","","","","","","","203","2,,6,25,","48","2,,6,14,","15.2",",,6,25,","","","","","39.1",",,,6","231","2,,,6","","","","","",""
