"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00026468","1931-01","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","1",",6","2",",6","31",",6","1",",6","0",",6","0",",6","","","","","-18.9",",6,07,+","","","51",",,6,02,","5.1",",,6,02,","15.0",",6,31,","","","640.0",",6","6.9",",,,6","51",",,,6","-2.31",",6","6.09",",,,6","-10.72",",,,6","",""
"USC00026468","1931-02","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","11",",6","3",",6","0",",6","","","0",",6","0",",6","24",",6","0",",6","0",",6","0",",6","","","","","-5.0",",6,24,+","","","0",",T,6,22,","7.9",",,6,15,","13.9",",6,25,+","","","383.3",",6","25.0",",,,6","0",",T,,6","4.64",",6","11.25",",,,6","-1.96",",,,6","",""
"USC00026468","1931-03","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0","4,6","2",",6","1",",6","0",",6","","","0",",6","0","1,6","24","1,6","0","3,6","2","3,6","0","3,6","","","","","-10.0","1,6,26,+","","","0",",T,6,25,+","4.1",",,6,24,","22.8","3,6,22,+","","","310.0","3,6","5.6",",,,6","0",",T,,6","6.59","4,6","16.49","3,,,6","-3.30","1,,,6","",""
"USC00026468","1931-04","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","7",",6","5",",6","0",",6","","","0",",6","0",",6","5",",6","0",",6","16",",6","0",",6","","","","","-2.2",",6,10,+","","","0",",,6,30,+","19.3",",,6,29,","25.6",",6,19,","","","177.0",",6","52.1",",,,6","0",",,,6","12.43",",6","20.50",",,,6","4.36",",,,6","",""
"USC00026468","1931-05","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","5.5","6","5.5","2,6","4",",6","1",",6","0",",6","","","0",",6","0","1,6","0","1,6","0","1,6","28","1,6","0","1,6","","","","","1.1","1,6,20,","","","0",",,6,31,+","3.3",",,6,15,","29.4","1,6,31,+","","","70.5","1,6","6.4",",,,6","0",",,,6","16.09","2,6","25.03","1,,,6","7.15","1,,,6","",""
"USC00026468","1931-06","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","94.2","6","88.7",",6","5",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","7",",6","","","","","6.7",",6,09,","","","0",",,6,30,+","3.0",",,6,30,","35.0",",6,23,","","","4.2",",6","9.3",",,,6","0",",,,6","21.15",",6","30.22",",,,6","12.08",",,,6","",""
"USC00026468","1931-07","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","276.7","6","182.5",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","22",",6","","","","","9.4",",6,05,","","","","","","","36.7",",6,23,","0.0","6","0.0",",6","","","","","24.22",",6","32.61",",,,6","15.83",",,,6","",""
"USC00026468","1931-08","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","407.7","6","131.0",",6","12",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","9",",6","","","","","11.1",",6,31,","","","","","19.3",",,6,29,","34.4",",6,28,+","1.6","6","1.6",",6","75.5",",,,6","","","22.51",",6","29.58",",,,6","15.43",",,,6","",""
"USC00026468","1931-09","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","473.4","6","65.7",",6","7",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","29",",6","0",",6","","","","","3.9",",6,21,","","","0",",,6,30,+","9.9",",,6,28,","30.6",",6,11,+","9.1","6","7.5",",6","29.4",",,,6","0",",,,6","20.27",",6","27.41",",,,6","13.13",",,,6","",""
"USC00026468","1931-10","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","477.6","6","4.2",",6","4",",6","2",",6","0",",6","","","0",",6","0",",6","4",",6","0",",6","21",",6","0",",6","","","","","-3.3",",6,31,","","","0",",,6,31,+","10.2",",,6,01,","27.2",",6,08,+","162.8","6","153.7",",6","23.2",",,,6","0",",,,6","13.51",",6","21.70",",,,6","5.32",",,,6","",""
"USC00026468","1931-11","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","477.6","6","0.0","3,6","9","1,6","7","1,6","1","1,6","","","4",",6","2","1,6","20","1,6","5","2,6","3","2,6","0","2,6","","","","","-25.0","1,6,23,","","","305",",,6,22,","29.2","1,,6,22,","22.2","2,6,05,+","539.9","6","377.1","2,6","67.9","1,,,6","508",",,,6","3.81","3,6","11.13","2,,,6","-3.52","1,,,6","",""
"USC00026468","1931-12","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","477.6","6","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","7",",6","30",",6","15",",6","0",",6","0",",6","","","","","-21.7",",6,16,","","","76",",,6,12,","6.1",",,6,12,","10.0",",6,28,","1267.5","6","727.6",",6","6.1",",,,6","76",",,,6","-5.14",",6","0.68",",,,6","-10.95",",,,6","",""
"USC00026468","1932-01","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","","","3",",6","1",",6","31",",6","5",",6","0",",6","0",",6","","","","","-18.3",",6,29,","","","51",",,6,13,","5.1",",,6,13,","12.8",",6,31,","1909.6","6","642.1",",6","9.4",",,,6","101",",,,6","-2.38",",6","4.18",",,,6","-8.94",",,,6","",""
"USC00026468","1932-02","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0","1,6","6",",6","3",",6","0",",6","","","1",",6","0",",6","25",",6","0","1,6","0","1,6","0","1,6","","","","","-13.9",",6,04,","","","25",",,6,03,","3.6",",,6,09,","19.4","1,6,28,","2289.9","6","380.3","1,6","15.8",",,,6","25",",,,6","4.73","1,6","12.34","1,,,6","-2.88",",,,6","",""
"USC00026468","1932-03","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","4",",6","0",",6","0",",6","","","0",",6","0",",6","23",",6","0",",6","6",",6","0",",6","","","","","-8.9",",6,13,+","","","13",",,6,04,","1.5",",,6,03,","22.8",",6,19,","2641.4","6","351.5",",6","4.9",",,,6","13",",,,6","6.99",",6","16.28",",,,6","-2.29",",,,6","",""
"USC00026468","1932-04","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.3","6","0.3",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","12",",6","0",",6","20",",6","0",",6","","","","","-5.6",",6,07,","","","0",",T,6,27,+","7.4",",,6,27,","27.8",",6,20,","2839.1","6","197.7",",6","8.9",",,,6","0",",T,,6","11.75",",6","21.88",",,,6","1.63",",,,6","",""
"USC00026468","1932-05","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","7.0","6","6.7",",6","4",",6","1",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","28",",6","0",",6","","","","","0.0",",6,06,","","","0",",,6,31,+","10.9",",,6,09,","31.1",",6,03,","2908.3","6","69.2",",6","13.2",",,,6","0",",,,6","16.32",",6","25.55",",,,6","7.08",",,,6","",""
"USC00026468","1932-06","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","107.5","6","100.5","1,6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","29","1,6","15","1,6","","","","","2.2",",6,05,","","","0",",,6,30,+","0.0",",,6,30,+","36.1","1,6,28,","2936.6","6","28.3","1,6","0.0",",,,6","0",",,,6","20.74","1,6","30.24","1,,,6","11.25",",,,6","",""
"USC00026468","1932-07","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","303.3","6","195.8",",6","10",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","16",",6","","","","","13.9",",6,03,","","","0",",,6,31,+","13.2",",,6,10,","36.7",",6,18,+","0.0","6","0.0",",6","28.7",",,,6","0",",,,6","24.65",",6","32.66",",,,6","16.64",",,,6","",""
"USC00026468","1932-08","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","482.8","6","179.5",",6","6",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","20",",6","","","","","10.6",",6,31,","","","0",",,6,31,+","14.0",",,6,19,","35.6",",6,17,+","0.0","6","0.0",",6","31.6",",,,6","0",",,,6","24.12",",6","32.13",",,,6","16.12",",,,6","",""
"USC00026468","1932-09","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","542.0","6","59.2",",6","","","","","","","","","","","0",",6","0",",6","0",",6","30",",6","10",",6","","","","","6.7",",6,29,+","","","","","","","33.9",",6,10,+","15.3","6","15.3",",6","","","","","19.80",",6","29.42",",,,6","10.17",",,,6","",""
"USC00026468","1932-10","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","542.6","6","0.6",",6","3",",6","2",",6","0",",6","","","0",",6","0",",6","8",",6","0",",6","19",",6","0",",6","","","","","-3.9",",6,26,+","","","0",",,6,31,+","5.8",",,6,21,","27.2",",6,06,","207.7","6","192.4",",6","9.1",",,,6","0",",,,6","12.15",",6","21.21",",,,6","3.08",",,,6","",""
"USC00026468","1932-11","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","542.6","6","0.0","1,6","0",",6","0",",6","0",",6","","","0",",6","0","1,6","24","1,6","0",",6","0",",6","0",",6","","","","","-8.9","1,6,12,","","","0",",,6,30,+","0.0",",,6,30,+","20.0",",6,21,","560.3","6","352.6",",6","0.0",",,,6","0",",,,6","6.18","1,6","16.57",",,,6","-4.22","1,,,6","",""
