"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"FMC00914489","1962-01","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","21",",0","20",",0","12",",0","0",",0","0",",0","1","","0",",,0,31,+","0",",,0,31,+","146.8",",,0,15,","817.1",",,,0","0",",,,0"
"FMC00914489","1962-02","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","21",",0","19",",0","4",",0","0",",0","0",",0","","","0",",,0,28,+","0",",,0,28,+","66.0",",,0,10,","286.0",",,,0","0",",,,0"
"FMC00914489","1962-03","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","21",",0","18",",0","5",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","50.8",",,0,13,","333.1",",,,0","0",",,,0"
"FMC00914489","1962-04","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","16",",0","16",",0","5",",0","0",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","99.1",",,0,12,","358.0",",,,0","0",",,,0"
"FMC00914489","1962-05","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","18",",0","18",",0","4",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","48.3",",,0,24,","292.0",",,,0","0",",,,0"
"FMC00914489","1962-09","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","19",",0","19",",0","0",",0","0",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","15.2",",,0,19,+","131.9",",,,0","0",",,,0"
"FMC00914489","1962-10","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","21",",0","21",",0","3",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","33.0",",,0,23,","274.2",",,,0","0",",,,0"
"FMC00914489","1962-11","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","28",",0","28",",0","0",",0","0",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","22.9",",,0,14,","286.8",",,,0","0",",,,0"
"FMC00914489","1962-12","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","27",",0","27",",0","0",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","17.8",",,0,31,","187.6",",,,0","0",",,,0"
"FMC00914489","1963-01","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","19",",0","17",",0","2",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","28.7",",,0,22,","208.8",",,,0","0",",,,0"
"FMC00914489","1963-02","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","18",",0","16",",0","2",",0","0",",0","0",",0","3","","0",",,0,28,+","0",",,0,28,+","75.4",",,0,21,","263.0",",,,0","0",",,,0"
"FMC00914489","1963-03","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","22",",0","21",",0","4",",0","0",",0","0",",0","1","","0",",,0,31,+","0",",,0,31,+","67.8",",,0,01,","297.4",",,,0","0",",,,0"
"FMC00914489","1963-04","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","25",",0","11",",0","4",",0","0",",0","0",",0","2","","0",",,0,30,+","0",",,0,30,+","51.1",",,0,22,","282.3",",,,0","0",",,,0"
"FMC00914489","1963-05","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","21",",0","16",",0","5",",0","0",",0","0",",0","5","","0",",,0,31,+","0",",,0,31,+","104.4",",,0,12,","399.2",",,,0","0",",,,0"
"FMC00914489","1963-07","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","23",",0","14",",0","3",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","69.3",",,0,07,","262.5",",,,0","0",",,,0"
"FMC00914489","1963-08","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","24",",0","15",",0","4",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","288.0",",,0,28,","605.0",",,,0","0",",,,0"
"FMC00914489","1963-09","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","20",",0","14",",0","3",",0","0",",0","0",",0","3","","0",",,0,30,+","0",",,0,30,+","88.9",",,0,17,","292.2",",,,0","0",",,,0"
"FMC00914489","1963-11","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","20",",0","11",",0","4",",0","0",",0","0",",0","","","0",",,0,30,+","0",",,0,30,+","52.3",",,0,27,","234.5",",,,0","0",",,,0"
"FMC00914489","1963-12","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","19",",0","11",",0","3",",0","0",",0","0",",0","1","","0",",,0,31,+","0",",,0,31,+","50.8",",,0,17,","191.1",",,,0","0",",,,0"
"FMC00914489","1964-01","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","17",",0","8",",0","0",",0","0",",0","0",",0","","","0",",,0,31,+","0",",,0,31,+","15.2",",,0,26,","68.3",",,,0","0",",,,0"
