"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085123","1991-04","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","3,S","0","3,S","","","","","","","15.0","3,S,20,","","","","","","","","","","","","","","","22.56","3,,,S"
"BLM00085123","1991-05","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","219.1","5,S","","","","","","","0","3,S","0","3,S","0","4,S","26","4,S","17","4,S","15.0","3,S,06,","","","35.0","4,S,30,+","","","0.9","4,S","","","26.69","5,S","31.81","4,,,S","21.57","3,,,S"
"BLM00085123","1991-07","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","5,S","26","5,S","13","5,S","","","","","34.6","5,S,28,","","","","","","","","","31.39","5,,,S","",""
"BLM00085123","1991-08","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","3,S","0","3,S","","","","","","","9.4","3,S,04,","","","","","","","","","","","","","","","16.98","3,,,S"
"BLM00085123","1991-09","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","5,S","0","5,S","0","2,S","27","2,S","19","2,S","14.0","5,S,20,","","","37.2","2,S,15,","","","","","","","26.50","6,S","32.93","2,,,S","20.06","5,,,S"
"BLM00085123","1992-05","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","4,S","27","4,S","21","4,S","","","","","34.4","4,S,13,+","","","","","","","","","32.31","4,,,S","",""
"BLM00085123","1992-09","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","2,S","28","2,S","12","2,S","","","","","34.6","2,S,22,","","","","","","","","","29.91","2,,,S","",""
"BLM00085123","1992-10","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","4,S","27","4,S","17","4,S","","","","","34.6","4,S,26,+","","","","","","","","","31.99","4,,,S","",""
"BLM00085123","1992-11","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","4,S","26","4,S","12","4,S","","","","","34.6","4,S,11,","","","","","","","","","30.79","4,,,S","",""
"BLM00085123","1992-12","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","4,S","27","4,S","16","4,S","","","","","34.3","4,S,28,","","","","","","","","","31.88","4,,,S","",""
"BLM00085123","1993-04","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","2,S","28","2,S","16","2,S","","","","","33.8","2,S,13,","","","","","","","","","31.24","2,,,S","",""
"BLM00085123","1993-06","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","5,S","25","5,S","12","5,S","","","","","34.2","5,S,24,","","","","","","","","","30.74","5,,,S","",""
"BLM00085123","1993-07","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","5,S","24","5,S","20","5,S","","","","","34.5","5,S,21,","","","","","","","","","31.17","5,,,S","",""
"BLM00085123","1993-09","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","3,S","25","3,S","18","3,S","","","","","37.2","3,S,21,","","","","","","","","","32.56","3,,,S","",""
"BLM00085123","1994-01","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","5,S","26","5,S","16","5,S","","","","","34.6","5,S,14,","","","","","","","","","31.65","5,,,S","",""
"BLM00085123","1994-02","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","4,S","24","4,S","13","4,S","","","","","33.5","4,S,21,+","","","","","","","","","31.61","4,,,S","",""
"BLM00085123","1994-03","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","3,S","28","3,S","21","3,S","","","","","35.2","3,S,12,+","","","","","","","","","32.36","3,,,S","",""
"BLM00085123","1994-05","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","214.6","5,S","","","","","","","0","5,S","0","5,S","0","1,S","30","1,S","21","1,S","17.5","5,S,30,+","","","36.0","1,S,05,","","","0.0","1,S","","","26.55","5,S","32.03","1,,,S","21.07","5,,,S"
"BLM00085123","1994-06","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,S","0","4,S","0","4,S","26","4,S","16","4,S","9.4","4,S,27,","","","34.5","4,S,19,+","","","","","","","25.01","6,S","31.39","4,,,S","18.62","4,,,S"
"BLM00085123","1994-07","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,S","0","4,S","","","","","","","7.5","4,S,11,","","","","","","","","","","","","","","","16.42","4,,,S"
"BLM00085123","1994-09","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","5,S","25","5,S","20","5,S","","","","","38.6","5,S,07,","","","","","","","","","34.03","5,,,S","",""
"BLM00085123","1994-10","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","5,S","0","5,S","","","","","","","18.4","5,S,30,","","","","","","","","","","","","","","","22.16","5,,,S"
"BLM00085123","1994-11","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","3,S","0","3,S","0","5,S","25","5,S","19","5,S","19.4","3,S,23,","","","36.0","5,S,11,","","","","","","","27.92","7,S","33.30","5,,,S","22.55","3,,,S"
"BLM00085123","1995-02","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","5,S","23","5,S","13","5,S","","","","","36.6","5,S,10,","","","","","","","","","32.54","5,,,S","",""
"BLM00085123","1995-03","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","1,S","30","1,S","23","1,S","","","","","34.7","1,S,03,","","","","","","","","","32.74","1,,,S","",""
"BLM00085123","1995-05","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","162.9","5,S","","","","","","","0","2,S","0","2,S","0","3,S","28","3,S","7","3,S","14.4","2,S,09,","","","34.6","3,S,14,","","","0.0","3,S","","","24.56","5,S","30.06","3,,,S","19.07","2,,,S"
"BLM00085123","1995-06","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","3,S","0","3,S","0","3,S","25","3,S","14","3,S","14.4","3,S,30,+","","","34.5","3,S,12,","","","","","","","24.35","6,S","30.29","3,,,S","18.41","3,,,S"
"BLM00085123","1995-07","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","171.3","S","171.3","5,S","","","","","","","0","3,S","0","3,S","0","2,S","29","2,S","19","2,S","10.0","3,S,22,","","","35.5","2,S,28,","","","0.0","2,S","","","24.96","5,S","31.95","2,,,S","17.97","3,,,S"
"BLM00085123","1995-08","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","2,S","0","2,S","","","","","","","8.3","2,S,20,","","","","","","","","","","","","","","","16.76","2,,,S"
"BLM00085123","1995-09","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","3,S","0","3,S","","","","","","","11.9","3,S,21,","","","","","","","","","","","","","","","19.14","3,,,S"
"BLM00085123","1995-10","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","4,S","26","4,S","21","4,S","","","","","39.1","4,S,07,+","","","","","","","","","34.10","4,,,S","",""
"BLM00085123","1995-11","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","2,S","0","2,S","0","5,S","25","5,S","13","5,S","17.9","2,S,01,","","","37.2","5,S,03,","","","","","","","27.18","7,S","32.34","5,,,S","22.03","2,,,S"
"BLM00085123","1996-01","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,S","0","4,S","","","","","","","19.9","4,S,06,","","","","","","","","","","","","","","","21.86","4,,,S"
"BLM00085123","1996-02","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","3,S","0","3,S","","","","","","","18.2","3,S,13,","","","","","","","","","","","","","","","22.08","3,,,S"
"BLM00085123","1996-04","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,S","0","4,S","","","","","","","15.9","4,S,20,","","","","","","","","","","","","","","","21.41","4,,,S"
"BLM00085123","1996-05","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,S","0","4,S","","","","","","","16.4","4,S,12,","","","","","","","","","","","","","","","20.10","4,,,S"
"BLM00085123","1996-06","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,S","0","4,S","","","","","","","9.2","4,S,29,","","","","","","","","","","","","","","","15.51","4,,,S"
"BLM00085123","1996-07","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,S","0","4,S","","","","","","","10.2","4,S,23,","","","","","","","","","","","","","","","15.42","4,,,S"
"BLM00085123","1996-08","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","3,S","0","3,S","","","","","","","13.4","3,S,30,+","","","","","","","","","","","","","","","19.10","3,,,S"
"BLM00085123","1996-09","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","5,S","0","5,S","","","","","","","13.8","5,S,11,","","","","","","","","","","","","","","","19.52","5,,,S"
"BLM00085123","1997-03","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","","","","","0","5,S","26","5,S","2","5,S","","","","","33.1","5,S,22,","","","","","","","","","29.27","5,,,S","",""
"BLM00085123","1997-07","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,S","0","4,S","","","","","","","12.0","4,S,01,","","","","","","","","","","","","","","","18.63","4,,,S"
"BLM00085123","1997-08","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","3,S","0","3,S","","","","","","","11.8","3,S,08,","","","","","","","","","","","","","","","19.13","3,,,S"
"BLM00085123","1998-07","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","1,","0","1,S","","","","","","","12.2","1,S,10,","","","","","","","","","","","","","","","18.24","1,,,S"
"BLM00085123","1998-08","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,","0","4,S","","","","","","","14.3","4,S,31,","","","","","","","","","","","","","","","19.71","4,,,S"
"BLM00085123","1999-05","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","3,","0","3,S","","","","","","","15.5","3,S,22,","","","","","","","","","","","","","","","20.28","3,,,S"
"BLM00085123","1999-06","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,","0","4,S","","","","","","","13.1","4,S,07,","","","","","","","","","","","","","","","17.92","4,,,S"
"BLM00085123","1999-07","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,","0","4,S","","","","","","","11.4","4,S,18,","","","","","","","","","","","","","","","16.56","4,,,S"
"BLM00085123","1999-08","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","2,S","0","2,S","","","","","","","7.2","2,S,16,","","","","","","","","","","","","","","","16.32","2,,,S"
"BLM00085123","1999-11","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","4,","0","4,S","","","","","","","16.4","4,S,11,","","","","","","","","","","","","","","","22.59","4,,,S"
"BLM00085123","2000-02","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","5,","0","5,S","","","","","","","20.6","5,S,17,","","","","","","","","","","","","","","","23.17","5,,,S"
"BLM00085123","2000-05","-13.762","-65.435","143.9","SANTA ANA DEL YACUMA, BL","","","","","","","","","","","0","5,","0","5,S","","","","","","","15.3","5,S,19,","","","","","","","","","","","","","","","20.12","5,,,S"
