"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MXN00021128","1954-11","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","10",",m","6",",m","2",",m","","","","","","","58.4",",,m,04,","","","138.5",",,,m","",""
"MXN00021128","1954-12","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","6",",m","6",",m","2",",m","","","","","","","39.9",",,m,28,","","","106.6",",,,m","",""
"MXN00021128","1955-01","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","13",",m","7",",m","1",",m","","","","","","","74.9",",,m,10,","","","144.2",",,,m","",""
"MXN00021128","1955-02","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","11",",m","9",",m","3",",m","","","","","","","75.9",",,m,24,","","","172.3",",,,m","",""
"MXN00021128","1955-03","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","9",",m","5",",m","4",",m","","","","","","","79.0",",,m,21,+","","","268.4",",,,m","",""
"MXN00021128","1955-04","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","8",",m","8",",m","1",",m","","","","","","","77.5",",,m,01,","","","136.6",",,,m","",""
"MXN00021128","1955-05","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","7",",m","3",",m","1",",m","","","","","","","31.0",",,m,12,","","","57.3",",,,m","",""
"MXN00021128","1955-06","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","11",",m","8",",m","2",",m","","","","","","","42.4",",,m,26,","","","140.8",",,,m","",""
"MXN00021128","1955-07","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","30",",m","26",",m","17",",m","","","","","","","141.5",",,m,27,","","","1062.1",",,,m","",""
"MXN00021128","1955-08","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","20",",m","17",",m","7",",m","","","","","","","122.4",",,m,29,","","","473.3",",,,m","",""
"MXN00021128","1955-09","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","26",",m","24",",m","15",",m","","","","","","","269.0",",,m,29,","","","1482.9",",,,m","",""
"MXN00021128","1955-10","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","14",",m","12",",m","6",",m","","","","","","","85.3",",,m,09,","","","368.3",",,,m","",""
"MXN00021128","1955-11","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","14",",m","12",",m","5",",m","","","","","","","213.9",",,m,19,","","","558.4",",,,m","",""
"MXN00021128","1955-12","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","11",",m","7",",m","3",",m","","","","","","","52.8",",,m,15,","","","183.3",",,,m","",""
"MXN00021128","1956-01","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","10",",m","6",",m","1",",m","","","","","","","68.8",",,m,03,","","","123.0",",,,m","",""
"MXN00021128","1956-02","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","10",",m","8",",m","1",",m","","","","","","","39.9",",,m,28,","","","126.6",",,,m","",""
"MXN00021128","1956-03","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","10",",m","7",",m","3",",m","","","","","","","63.0",",,m,07,","","","175.9",",,,m","",""
"MXN00021128","1956-04","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","13",",m","8",",m","1",",m","","","","","","","38.9",",,m,07,","","","101.2",",,,m","",""
"MXN00021128","1956-05","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","20",",m","16",",m","6",",m","","","","","","","103.9",",,m,29,","","","535.5",",,,m","",""
"MXN00021128","1956-06","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","19",",m","16",",m","6",",m","","","","","","","143.8",",,m,27,","","","542.8",",,,m","",""
"MXN00021128","1956-07","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","27",",m","24",",m","8",",m","","","","","","","75.9",",,m,27,","","","535.8",",,,m","",""
"MXN00021128","1956-08","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","22",",m","18",",m","3",",m","","","","","","","111.0",",,m,06,","","","393.8",",,,m","",""
"MXN00021128","1956-10","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","8",",m","7",",m","1",",m","","","","","","","25.9",",,m,20,","","","88.4",",,,m","",""
"MXN00021128","1956-11","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","15",",m","8",",m","2",",m","","","","","","","133.4",",,m,08,","","","237.4",",,,m","",""
"MXN00021128","1956-12","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","13",",m","10",",m","2",",m","","","","","","","54.9",",,m,23,","","","154.5",",,,m","",""
"MXN00021128","1957-01","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","9",",m","5",",m","1",",m","","","","","","","63.8",",,m,16,","","","108.4",",,,m","",""
"MXN00021128","1957-02","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","11",",m","7",",m","2",",m","","","","","","","44.5",",,m,26,","","","123.4",",,,m","",""
"MXN00021128","1957-03","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","15",",m","7",",m","2",",m","","","","","","","145.3",",,m,28,","","","300.6",",,,m","",""
"MXN00021128","1957-04","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","12",",m","11",",m","4",",m","","","","","","","117.3",",,m,08,","","","334.6",",,,m","",""
"MXN00021128","1957-05","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","7",",m","6",",m","3",",m","","","","","","","61.5",",,m,26,","","","186.7",",,,m","",""
"MXN00021128","1957-06","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","14",",m","11",",m","5",",m","","","","","","","76.5",",,m,19,","","","329.3",",,,m","",""
"MXN00021128","1957-07","20.0167","-97.4833","502.9","EL ROSARIO CFE, MX","26",",m","20",",m","8",",m","","","","","","","106.4",",,m,01,","","","547.5",",,,m","",""
