"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GHM00065432","2016-06","7.75","-2.1","340.0","WENCHI, GH","","","","","0","2,S","28","2,S","4","2,S","","","32.4","2,S,06,+","30.35","2,,,S","",""
"GHM00065432","2017-07","7.75","-2.1","340.0","WENCHI, GH","","","","","0","5,S","26","5,S","0","5,S","","","31.0","5,S,02,","29.14","5,,,S","",""
"GHM00065432","2020-10","7.75","-2.1","340.0","WENCHI, GH","0","5,S","0","5,S","","","","","","","20.1","5,S,16,+","","","","","21.92","5,,,S"
"GHM00065432","2020-11","7.75","-2.1","340.0","WENCHI, GH","","","","","0","5,S","25","5,S","18","5,S","","","35.0","5,S,14,","32.99","5,,,S","",""
