"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00386114","2016-04","34.1944","-79.2472","33.5","MULLINS, SC US","36.4","7","24.6",",7","9",",7","7",",7","2",",7","","","","","0",",7","3",",7","0",",7","20",",7","0",",7","2","","1","","-0.6",",7,07,+","","","","","71.9",",,7,23,","30.0",",7,20,","1275.7","7","  22.8","1,,,7,5,2","","","96.4",",7","  25.6","1,,,7,5,2","   7.8","1,,,7,5,2","","","  11.1","1,,,7,5,2","  14.9","1,,,7,5,2","","","  19.7","1,,,7,5,2","134.1",",,,7","","","15.94",",7","22.88",",,,7","9.00",",,,7"
"USC00386114","2016-05","34.1944","-79.2472","33.5","MULLINS, SC US","118.1","7","81.7",",7","16",",7","12",",7","0",",7","","","","","0",",7","0",",7","0",",7","26",",7","0",",7","1","","1","","7.2",",7,06,","","","","","23.6",",,7,02,","31.1",",7,13,","1295.1","7","  23.3",",,,7,5,2","","","19.4",",7","  26.7",",,,7,5,2","  13.3",",,,7,5,2","","","  17.2",",,,7,5,2","  19.6",",,,7,5,2","","","  22.7",",,,7,5,2","140.1",",,,7","","","20.34",",7","25.82",",,,7","14.86",",,,7"
"USC00386114","2016-06","34.1944","-79.2472","33.5","MULLINS, SC US","333.4","7","215.3",",7","8",",7","8",",7","2",",7","","","","","0",",7","0",",7","0",",7","30",",7","10",",7","1","","3","","15.6",",7,09,","","","","","54.1",",,7,07,","34.4",",7,25,","1295.1","7","  26.1",",,,7,5,2","","","0.0",",7","  29.4",",,,7,5,2","  20.6",",,,7,5,2","","","  23.9",",,,7,5,2","  23.5",",,,7,5,2","","","  26.6",",,,7,5,2","150.1",",,,7","","","25.51",",7","30.70",",,,7","20.32",",,,7"
"USC00386114","2016-07","34.1944","-79.2472","33.5","MULLINS, SC US","623.8","7","290.4","1,7","11",",7","9",",7","2",",7","","","","","0","1,7","0","1,7","0",",7","31",",7","28",",7","","","1","","21.1","1,7,21,+","","","","","28.2",",,7,17,","36.1",",7,31,","0.0","7","  27.8","1,,,7,5,2","","","0.0",",7","  30.6","1,,,7,5,2","  21.1","1,,,7,5,2","","","  26.1","1,,,7,5,2","  25.3","1,,,7,5,2","","","  28.9","1,,,7,5,2","119.9",",,,7","","","28.01","1,7","33.61",",,,7","22.41","1,,,7"
"USC00386114","2016-08","34.1944","-79.2472","33.5","MULLINS, SC US","897.1","7","273.3",",7","8",",7","8",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","17",",7","","","5","","17.8",",7,26,+","","","","","38.6",",,7,06,","33.9",",7,16,+","0.0","7","  25.6",",,,7,5,2","","","0.0",",7","  31.1",",,,7,5,2","  20.6",",,,7,5,2","","","  23.9",",,,7,5,2","  23.7",",,,7,5,2","","","  28.7",",,,7,5,2","132.5",",,,7","","","27.15",",7","32.08",",,,7","22.22",",,,7"
"USC00386114","2016-09","34.1944","-79.2472","33.5","MULLINS, SC US","1072.5","7","175.4",",7","16",",7","13",",7","3",",7","","","","","0",",7","0",",7","0",",7","30",",7","3",",7","","","1","","15.0",",7,06,+","","","","","98.8",",,7,03,","32.8",",7,09,","0.0","7","  23.9","1,,,7,5,2","","","0.0",",7","  29.4","1,,,7,5,2","  15.6","1,,,7,5,2","","","  21.7","1,,,7,5,2","  20.8","1,,,7,5,2","","","  25.8","1,,,7,5,2","280.8",",,,7","","","24.18",",7","28.87",",,,7","19.48",",,,7"
"USC00386114","2016-10","34.1944","-79.2472","33.5","MULLINS, SC US","1106.4","7","33.9",",7","3",",7","3",",7","2",",7","","","","","0",",7","0",",7","0",",7","26",",7","0",",7","","","","","3.9",",7,24,+","","","","","266.4",",,7,09,","28.9",",7,01,","41.2","7","  21.1",",,,7,5,2","","","41.2",",7","  30.6","1,,,7,5,2","   9.4",",,,7,5,2","","","  15.6","1,,,7,5,2","  16.2",",,,7,5,2","","","  22.2","1,,,7,5,2","395.5",",,,7","","","18.10",",7","24.24",",,,7","11.96",",,,7"
"USC00386114","2016-11","34.1944","-79.2472","33.5","MULLINS, SC US","","","","","1",",7","1",",7","1",",7","","","","","0","3,7","4","3,7","0","3,7","10","3,7","0","3,7","2","","","","-2.8","3,7,20,","","","","","38.4",",,7,14,","26.7","3,7,04,","","","  18.9",",,,7,5,2","","","","","  25.0",",,,7,5,2","   7.8",",,,7,5,2","","","   8.9",",,,7,5,2","  11.3",",,,7,5,2","","","  15.8",",,,7,5,2","38.4",",,,7","","","12.10","4,7","19.06","3,,,7","5.13","3,,,7"
"USC00386114","2016-12","34.1944","-79.2472","33.5","MULLINS, SC US","","","0.0",",7","10",",7","9",",7","1",",7","","","","","0",",7","11",",7","0",",7","2",",7","0",",7","","","","","-5.6",",7,17,+","","","","","37.6",",,7,05,","23.9",",7,19,+","","","  13.9",",,,7,5,2","","","324.5",",7","  19.4",",,,7,5,2","  -0.6",",,,7,5,2","","","   0.0",",,,7,5,2","   6.4",",,,7,5,2","","","  11.2",",,,7,5,2","118.9",",,,7","","","7.86",",7","13.16",",,,7","2.57",",,,7"
"USC00386114","2017-01","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0",",7","8",",7","5",",7","0",",7","","","","","0",",7","11",",7","1",",7","6",",7","0",",7","","","","","-8.9",",7,10,+","","","","","15.7",",,7,07,","23.3",",7,19,+","","","  16.1",",,,7,5,2","","","287.8",",7","  21.1",",,,7,5,2","  -3.9",",,,7,5,2","","","  -2.2",",,,7,5,2","   8.1",",,,7,5,2","","","  12.6",",,,7,5,2","43.4",",,,7","","","9.05",",7","14.86",",,,7","3.24",",,,7"
"USC00386114","2017-02","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0",",7","5",",7","3",",7","0",",7","","","","","0",",7","8",",7","0",",7","12",",7","0",",7","","","","","-2.2",",7,05,+","","","","","21.8",",,7,16,","26.1",",7,26,","","","  18.3","1,,,7,5,2","","","191.3",",7","  24.4","1,,,7,5,2","   3.3","1,,,7,5,2","","","   6.7","1,,,7,5,2","  11.1","1,,,7,5,2","","","  16.8","1,,,7,5,2","45.3",",,,7","","","11.50",",7","18.81",",,,7","4.19",",,,7"
"USC00386114","2017-03","34.1944","-79.2472","33.5","MULLINS, SC US","7.8","7","7.8",",7","7","1,7","7","1,7","1","1,7","","","","","0",",7","12",",7","0",",7","14",",7","0",",7","","","","","-6.1",",7,17,+","","","","","26.7","1,,7,14,","28.9",",7,22,","","","  20.6",",,,7,5,2","","","229.0",",7","  24.4",",,,7,5,2","  -1.1",",,,7,5,2","","","   3.3",",,,7,5,2","  10.0",",,,7,5,2","","","  16.1",",,,7,5,2","65.3","1,,,7","","","11.20",",7","18.87",",,,7","3.52",",,,7"
"USC00386114","2017-04","34.1944","-79.2472","33.5","MULLINS, SC US","59.3","7","51.5",",7","8",",7","5",",7","1",",7","","","","","0",",7","0",",7","0",",7","24",",7","0",",7","","","","","2.2",",7,09,+","","","","","50.8",",,7,25,","31.1",",7,30,+","","","  22.8",",,,7,5,2","","","41.3",",7","  26.1",",,,7,5,2","   8.9",",,,7,5,2","","","  15.6",",,,7,5,2","  17.3",",,,7,5,2","","","  22.5",",,,7,5,2","116.2",",,,7","","","18.68",",7","25.09",",,,7","12.26",",,,7"
"USC00386114","2017-05","34.1944","-79.2472","33.5","MULLINS, SC US","169.4","7","110.1","1,7","13","1,7","11","1,7","1","1,7","","","","","0","1,7","0","1,7","0","1,7","28","1,7","1","1,7","","","","","7.8","1,7,08,","","","","","103.4","1,,7,23,","32.8","1,7,17,","","","  23.3","1,,,7,5,2","","","12.3","1,7","  30.6","1,,,7,5,2","  11.7","1,,,7,5,2","","","  19.4","1,,,7,5,2","  18.3","1,,,7,5,2","","","  24.6","1,,,7,5,2","199.1","1,,,7","","","21.59","1,7","27.69","1,,,7","15.50","1,,,7"
"USC00386114","2017-06","34.1944","-79.2472","33.5","MULLINS, SC US","353.3","7","183.9",",7","10",",7","7",",7","1",",7","","","","","0",",7","0",",7","0",",7","28",",7","3",",7","","","","","12.2",",7,09,","","","","","62.7",",,7,26,","32.8",",7,16,+","","","  25.0",",,,7,5,2","","","3.0",",7","  28.9","1,,,7,5,2","  15.6",",,,7,5,2","","","  19.4","1,,,7,5,2","  21.0",",,,7,5,2","","","  26.5","1,,,7,5,2","141.1",",,,7","","","24.36",",7","29.45",",,,7","19.28",",,,7"
"USC00386114","2017-07","34.1944","-79.2472","33.5","MULLINS, SC US","601.2","7","247.9",",7","14",",7","11",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","14",",7","","","","","15.0",",7,31,","","","","","64.8",",,7,19,","34.4",",7,16,","0.0","7","  25.6",",,,7,5,2","","","0.0",",7","  31.1",",,,7,5,2","  18.3",",,,7,5,2","","","  25.6",",,,7,5,2","  22.6",",,,7,5,2","","","  28.4",",,,7,5,2","177.2",",,,7","","","26.33",",7","31.28",",,,7","21.38",",,,7"
"USC00386114","2017-08","34.1944","-79.2472","33.5","MULLINS, SC US","824.8","7","223.6",",7","12",",7","9",",7","1",",7","","","","","0",",7","0",",7","0",",7","31",",7","10",",7","1","","","","15.0",",7,01,","","","","","82.3",",,7,24,","34.4",",7,18,","0.0","7","  25.6",",,,7,5,2","","","0.0",",7","  31.1",",,,7,5,2","  16.7",",,,7,5,2","","","  23.3",",,,7,5,2","  21.9",",,,7,5,2","","","  27.9",",,,7,5,2","186.5",",,,7","","","25.55",",7","30.16",",,,7","20.93",",,,7"
"USC00386114","2017-09","34.1944","-79.2472","33.5","MULLINS, SC US","964.4","7","139.6",",7","9",",7","6",",7","3",",7","","","","","0",",7","0",",7","0",",7","30",",7","2",",7","","","","","12.8",",7,09,+","","","","","37.6",",,7,06,","32.2",",7,29,+","0.0","7","  21.7",",,,7,5,2","","","0.0",",7","  28.3",",,,7,5,2","  15.0",",,,7,5,2","","","  21.1",",,,7,5,2","  19.2",",,,7,5,2","","","  24.4",",,,7,5,2","132.1",",,,7","","","22.99",",7","28.68",",,,7","17.29",",,,7"
"USC00386114","2017-10","34.1944","-79.2472","33.5","MULLINS, SC US","1025.0","7","60.6",",7","8",",7","5",",7","1",",7","","","","","0",",7","0",",7","0",",7","26",",7","0",",7","","","","","1.1",",7,31,+","","","","","50.8",",,7,13,","29.4",",7,13,","61.7","7","  23.9",",,,7,5,2","","","61.7",",7","  26.1",",,,7,5,2","   6.1",",,,7,5,2","","","  11.7",",,,7,5,2","  15.0",",,,7,5,2","","","  21.7",",,,7,5,2","96.4",",,,7","","","18.30",",7","24.35",",,,7","12.24",",,,7"
"USC00386114","2017-11","34.1944","-79.2472","33.5","MULLINS, SC US","1025.9","7","0.9","1,7","4",",7","3",",7","0",",7","","","","","0",",7","9",",7","0","1,7","7","1,7","0","1,7","","","","","-1.7",",7,28,+","","","","","15.7",",,7,10,","26.1","1,7,08,","282.9","7","  17.2",",,,7,5,2","","","221.2","1,7","  23.3",",,,7,5,2","   1.7",",,,7,5,2","","","   7.2",",,,7,5,2","   8.0",",,,7,5,2","","","  14.7",",,,7,5,2","22.6",",,,7","","","10.64","1,7","17.49","1,,,7","3.80",",,,7"
"USC00386114","2017-12","34.1944","-79.2472","33.5","MULLINS, SC US","1025.9","7","0.0",",7","11",",7","7",",7","1",",7","","","","","0",",7","14",",7","0",",7","5",",7","0",",7","","","","","-4.4",",7,29,+","","","","","56.6",",,7,09,","22.8",",7,20,+","626.2","7","  12.8",",,,7,5,2","","","343.3",",7","  18.9",",,,7,5,2","  -2.2",",,,7,5,2","","","  -1.1",",,,7,5,2","   5.6",",,,7,5,2","","","  10.7",",,,7,5,2","126.3",",,,7","","","7.26",",7","12.85",",,,7","1.67",",,,7"
"USC00386114","2018-01","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0",",7","6",",7","4",",7","1",",7","","","","","0",",7","21",",7","6",",7","2",",7","0",",7","","","","","-12.2",",7,07,+","","","","","43.7",",,7,29,","22.8",",7,24,+","1098.5","7","  14.4","1,,,7,5,2","","","472.3",",7","  19.4","1,,,7,5,2","  -7.2","1,,,7,5,2","","","  -5.0","1,,,7,5,2","   1.5","1,,,7,5,2","","","   7.4","1,,,7,5,2","68.3",",,,7","","","3.10",",7","9.82",",,,7","-3.63",",,,7"
"USC00386114","2018-02","34.1944","-79.2472","33.5","MULLINS, SC US","12.8","7","12.8",",7","8",",7","4",",7","0",",7","","","","","0",",7","7",",7","0",",7","12",",7","0",",7","","","","","-4.4",",7,01,","","","","","12.7",",,7,05,","27.8",",7,26,","1271.1","7","  19.4","1,,,7,5,2","","","172.6",",7","  25.0","1,,,7,5,2","   1.7","1,,,7,5,2","","","   3.9","1,,,7,5,2","  10.7","1,,,7,5,2","","","  16.2","1,,,7,5,2","31.3",",,,7","","","12.62",",7","18.61",",,,7","6.64",",,,7"
"USC00386114","2018-03","34.1944","-79.2472","33.5","MULLINS, SC US","13.4","7","0.6",",7","9",",7","8",",7","2",",7","","","","","0",",7","10",",7","0",",7","7",",7","0",",7","","","1","","-4.4",",7,16,+","","","","","32.8",",,7,01,","26.1",",7,30,","1546.5","7","  15.6",",,,7,5,2","","","275.4",",7","  23.3",",,,7,5,2","   1.1",",,,7,5,2","","","   6.1",",,,7,5,2","   6.6",",,,7,5,2","","","  13.5",",,,7,5,2","121.5",",,,7","","","9.47",",7","16.00",",,,7","2.93",",,,7"
"USC00386114","2018-04","34.1944","-79.2472","33.5","MULLINS, SC US","24.5","7","11.1",",7","5",",7","5",",7","2",",7","","","","","0",",7","0",",7","0",",7","18",",7","0",",7","","","","","0.6",",7,18,+","","","","","33.5",",,7,24,","28.9",",7,04,","1672.1","7","  18.3",",,,7,5,2","","","125.6",",7","  25.6",",,,7,5,2","   7.2",",,,7,5,2","","","   8.3",",,,7,5,2","  12.7",",,,7,5,2","","","  19.1",",,,7,5,2","104.9",",,,7","","","14.52",",7","22.03",",,,7","7.00",",,,7"
"USC00386114","2018-05","34.1944","-79.2472","33.5","MULLINS, SC US","159.4","7","134.9",",7","11",",7","7",",7","1",",7","","","","","0",",7","0",",7","0",",7","31",",7","3",",7","","","","","4.4",",7,01,","","","","","28.2",",,7,29,","32.8",",7,14,+","1678.8","7","  23.9",",,,7,5,2","","","6.7",",7","  27.2",",,,7,5,2","  10.0",",,,7,5,2","","","  20.6",",,,7,5,2","  19.7",",,,7,5,2","","","  24.2",",,,7,5,2","81.1",",,,7","","","22.47",",7","27.99",",,,7","16.95",",,,7"
"USC00386114","2018-06","34.1944","-79.2472","33.5","MULLINS, SC US","394.3","7","234.9",",7","9",",7","5",",7","2",",7","","","","","0",",7","0",",7","0",",7","30",",7","13",",7","","","1","","16.7",",7,06,","","","","","28.4",",,7,01,","35.0",",7,26,+","1678.8","7","  25.0",",,,7,5,2","","","0.0",",7","  30.0",",,,7,5,2","  19.4",",,,7,5,2","","","  21.7",",,,7,5,2","  22.6",",,,7,5,2","","","  27.2",",,,7,5,2","93.1",",,,7","","","26.16",",7","31.40",",,,7","20.93",",,,7"
"USC00386114","2018-07","34.1944","-79.2472","33.5","MULLINS, SC US","632.9","7","238.6",",7","14",",7","11",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","12",",7","","","","","16.1",",7,10,","","","","","37.3",",,7,30,","35.6",",7,13,+","0.0","7","  23.9","1,,,7,5,2","","","0.0",",7","  30.6","1,,,7,5,2","  20.6","1,,,7,5,2","","","  23.3","1,,,7,5,2","  21.9","1,,,7,5,2","","","  28.5","1,,,7,5,2","170.3",",,,7","","","26.03",",7","31.25",",,,7","20.80",",,,7"
"USC00386114","2018-08","34.1944","-79.2472","33.5","MULLINS, SC US","873.3","7","240.4",",7","9",",7","6",",7","1",",7","","","","","0",",7","0",",7","0",",7","31",",7","9",",7","","","","","16.1",",7,25,+","","","","","26.2",",,7,13,","33.3",",7,31,+","0.0","7","  23.9",",,,7,5,2","","","0.0",",7","  30.0",",,,7,5,2","  20.6",",,,7,5,2","","","  24.4",",,,7,5,2","  22.5",",,,7,5,2","","","  28.4",",,,7,5,2","101.1",",,,7","","","26.09",",7","31.02",",,,7","21.15",",,,7"
"USC00386114","2018-09","34.1944","-79.2472","33.5","MULLINS, SC US","1092.8","7","219.5",",7","9",",7","8",",7","3",",7","","","","","0",",7","0",",7","0",",7","30",",7","11",",7","","","","","17.8",",7,30,","","","","","183.1",",,7,16,","33.9",",7,01,","0.0","7","  24.4",",,,7,5,2","","","0.0",",7","  30.0",",,,7,5,2","  20.0",",,,7,5,2","","","  22.8",",,,7,5,2","  22.1",",,,7,5,2","","","  26.4",",,,7,5,2","455.8",",,,7","","","25.65",",7","30.46",",,,7","20.84",",,,7"
"USC00386114","2018-10","34.1944","-79.2472","33.5","MULLINS, SC US","1170.3","7","77.5",",7","8",",7","6",",7","1",",7","","","","","0",",7","0",",7","0",",7","21",",7","0",",7","","","","","2.8",",7,23,+","","","","","41.9",",,7,11,","31.7",",7,06,","84.2","7","  22.8",",,,7,5,2","","","84.2",",7","  27.2",",,,7,5,2","   7.8",",,,7,5,2","","","  10.0",",,,7,5,2","  15.6",",,,7,5,2","","","  20.5",",,,7,5,2","76.5",",,,7","","","18.11",",7","23.54",",,,7","12.69",",,,7"
"USC00386114","2018-11","34.1944","-79.2472","33.5","MULLINS, SC US","1173.3","7","3.0",",7","16",",7","10",",7","1",",7","","","","","0",",7","5",",7","0",",7","5",",7","0",",7","","","","","-3.3",",7,30,+","","","","","34.5",",,7,13,","26.1",",7,02,","325.5","7","  18.9",",,,7,5,2","","","241.3",",7","  21.1",",,,7,5,2","   1.7",",,,7,5,2","","","   4.4",",,,7,5,2","   8.5",",,,7,5,2","","","  13.0",",,,7,5,2","107.4",",,,7","","","10.39",",7","15.56",",,,7","5.22",",,,7"
"USC00386114","2018-12","34.1944","-79.2472","33.5","MULLINS, SC US","1173.3","7","0.0",",7","15",",7","10",",7","2",",7","","","","","0",",7","12",",7","0",",7","1",",7","0",",7","","","","","-3.9",",7,07,+","","","","","50.8",",,7,15,","22.8",",7,29,","630.8","7","  14.4",",,,7,5,2","","","305.3",",7","  18.9",",,,7,5,2","   0.6",",,,7,5,2","","","   3.3",",,,7,5,2","   6.6",",,,7,5,2","","","  11.1",",,,7,5,2","177.5",",,,7","","","8.49",",7","13.59",",,,7","3.38",",,,7"
"USC00386114","2019-01","34.1944","-79.2472","33.5","MULLINS, SC US","0.0","7","0.0",",7","12",",7","5",",7","0",",7","","","","","0",",7","17",",7","0",",7","1",",7","0",",7","","","","","-6.1",",7,23,+","","","","","20.8",",,7,05,","21.1",",7,02,","983.7","7","  16.7",",,,7,5,2","","","352.9",",7","  18.9",",,,7,5,2","  -1.7",",,,7,5,2","","","   2.2",",,,7,5,2","   5.4",",,,7,5,2","","","  10.7",",,,7,5,2","66.3",",,,7","","","6.95",",7","12.27",",,,7","1.63",",,,7"
"USC00386114","2019-02","34.1944","-79.2472","33.5","MULLINS, SC US","1.7","7","1.7",",7","14",",7","9",",7","0",",7","","","","","0",",7","7",",7","0",",7","8",",7","0",",7","","","","","-3.3",",7,01,","","","","","8.9",",,7,27,","26.7",",7,08,","1219.0","7","  18.3",",,,7,5,2","","","235.3",",7","  24.4",",,,7,5,2","   0.0",",,,7,5,2","","","   3.3",",,,7,5,2","   7.8",",,,7,5,2","","","  14.3",",,,7,5,2","54.3",",,,7","","","9.99",",7","16.27",",,,7","3.71",",,,7"
"USC00386114","2019-03","34.1944","-79.2472","33.5","MULLINS, SC US","3.6","7","1.9",",7","11",",7","8",",7","0",",7","0","2,7","0","2,7","0",",7","4",",7","0",",7","9",",7","0",",7","","","","","-2.8",",7,07,+","0","2,,7,31,+","0","2,,7,31,+","24.4",",,7,21,","27.2",",7,16,","1448.1","7","  15.6",",,,1,5,2","","","229.1",",7","  23.3",",,,1,5,2","   0.0",",,,1,5,2","","","   3.9",",,,1,5,2","   8.6",",,,1,5,2","","","  15.0",",,,1,5,2","81.8",",,,7","0","2,,,7","11.01",",7","17.68",",,,7","4.33",",,,7"
"USC00386114","2019-04","34.1944","-79.2472","33.5","MULLINS, SC US","32.2","7","28.6",",7","11",",7","7",",7","3",",7","","","","","0",",7","0",",7","0",",7","23",",7","0",",7","","","","","0.6",",7,04,+","","","","","50.8",",,7,20,","28.9",",7,26,+","1524.5","7","  21.1","2,,,7,5,2","","","76.4",",7","  25.0","2,,,7,5,2","   3.3","2,,,7,5,2","","","  11.7","2,,,7,5,2","  15.3","2,,,7,5,2","","","  21.0","2,,,7,5,2","177.7",",,,7","","","16.74",",7","23.35",",,,7","10.13",",,,7"
"USC00386114","2019-05","34.1944","-79.2472","33.5","MULLINS, SC US","195.8","7","163.6",",7","4",",7","3",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","8",",7","","","","","8.3",",7,16,+","","","","","20.6",",,7,05,","36.7",",7,29,+","1530.1","7","  25.0","1,,,7,5,2","","","5.6",",7","  29.4","1,,,7,5,2","  17.8","1,,,7,5,2","","","  20.0","1,,,7,5,2","  21.5","1,,,7,5,2","","","  24.5","1,,,7,5,2","33.0",",,,7","","","23.43",",7","29.76",",,,7","17.10",",,,7"
"USC00386114","2019-06","34.1944","-79.2472","33.5","MULLINS, SC US","374.5","7","178.7",",7","15",",7","10",",7","2",",7","","","","","0",",7","0",",7","0",",7","30",",7","7",",7","","","","","12.2",",7,15,","","","","","42.2",",,7,10,","34.4",",7,01,","1530.1","7","  22.8",",,,7,5,2","","","0.0",",7","  28.3",",,,7,5,2","  16.1",",,,7,5,2","","","  20.0",",,,7,5,2","  20.7",",,,7,5,2","","","  24.6",",,,7,5,2","160.8",",,,7","","","24.29",",7","29.84",",,,7","18.74",",,,7"
"USC00386114","2019-07","34.1944","-79.2472","33.5","MULLINS, SC US","645.8","7","271.3",",7","7",",7","5",",7","1",",7","","","","","0",",7","0",",7","0",",7","31",",7","21",",7","","","","","17.2",",7,30,+","","","","","27.4",",,7,09,","35.0",",7,23,+","0.0","7","  25.0",",,,7,5,2","","","0.0",",7","  28.9",",,,7,5,2","  20.0",",,,7,5,2","","","  23.9",",,,7,5,2","  22.6",",,,7,5,2","","","  26.5",",,,7,5,2","71.9",",,,7","","","27.08",",7","32.81",",,,7","21.36",",,,7"
"USC00386114","2019-08","34.1944","-79.2472","33.5","MULLINS, SC US","888.4","7","242.6",",7","11",",7","4",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","14",",7","","","","","17.2",",7,30,","","","","","89.2",",,7,02,","35.0",",7,02,","0.0","7","  23.9",",,,7,5,2","","","0.0",",7","  29.4",",,,7,5,2","  19.4",",,,7,5,2","","","  21.7",",,,7,5,2","  22.2",",,,7,5,2","","","  27.3",",,,7,5,2","154.8",",,,7","","","26.16",",7","31.16",",,,7","21.15",",,,7"
"USC00386114","2019-09","34.1944","-79.2472","33.5","MULLINS, SC US","1055.9","7","167.5","2,7","5",",7","3",",7","1",",7","","","","","0","2,7","0","2,7","0","1,7","29","1,7","5","1,7","","","","","12.8","2,7,20,+","","","","","78.7",",,7,06,","32.8","1,7,30,+","0.0","7","  23.9","1,,,7,5,2","","","0.0","1,7","  30.0","1,,,7,5,2","  16.7","1,,,7,5,2","","","  22.2","1,,,7,5,2","  20.6","1,,,7,5,2","","","  24.9","1,,,7,5,2","130.3",",,,7","","","24.33","2,7","30.06","1,,,7","18.59","2,,,7"
"USC00386114","2019-10","34.1944","-79.2472","33.5","MULLINS, SC US","1114.5","7","58.6","1,7","10","1,7","6","1,7","0","1,7","","","","","0","1,7","0","1,7","0","1,7","27","1,7","2","1,7","","","","","5.0","1,7,19,+","","","","","15.2","1,,7,20,","34.4","1,7,04,","31.3","7","  22.2","2,,,7,5,2","","","31.3","1,7","  28.3","2,,,7,5,2","   9.4","2,,,7,5,2","","","  16.7","2,,,7,5,2","  16.8","2,,,7,5,2","","","  22.0","2,,,7,5,2","47.9","1,,,7","","","19.24","1,7","25.35","1,,,7","13.13","1,,,7"
"USC00386114","2019-11","34.1944","-79.2472","33.5","MULLINS, SC US","1114.5","7","0.0",",7","11",",7","8",",7","1",",7","","","","","0",",7","6",",7","0",",7","3",",7","0",",7","","","","","-4.4",",7,13,","","","","","34.0",",,7,17,","28.9",",7,01,","301.2","7","  15.6","1,,,7,5,2","","","269.9",",7","  22.8","1,,,7,5,2","  -0.6","1,,,7,5,2","","","   7.2","1,,,7,5,2","   6.9","1,,,7,5,2","","","  12.5","1,,,7,5,2","126.7",",,,7","","","9.34",",7","15.54",",,,7","3.13",",,,7"
"USC00386114","2019-12","34.1944","-79.2472","33.5","MULLINS, SC US","1115.1","7","0.6",",7","11",",7","6",",7","3",",7","","","","","0",",7","9",",7","0",",7","3",",7","0",",7","","","","","-4.4",",7,21,+","","","","","45.7",",,7,24,","23.9",",7,11,","598.8","7","  14.4",",,,7,5,2","","","297.6",",7","  19.4",",,,7,5,2","  -1.7",",,,7,5,2","","","   2.2",",,,7,5,2","   6.0",",,,7,5,2","","","  11.7",",,,7,5,2","158.1",",,,7","","","8.75",",7","14.49",",,,7","3.01",",,,7"
"USC00386114","2020-01","34.1944","-79.2472","33.5","MULLINS, SC US","3.9","7","3.9",",7","12",",7","6",",7","1",",7","","","","","0",",7","8",",7","0",",7","6",",7","0",",7","","","","","-3.9",",7,22,+","","","","","29.2",",,7,14,","25.0",",7,04,","880.8","7","  18.3","2,,,7,5,2","","","282.0",",7","  20.6","2,,,7,5,2","  -1.1","2,,,7,5,2","","","   2.2","2,,,7,5,2","   6.4","2,,,7,5,2","","","  12.5","2,,,7,5,2","67.5",",,,7","","","9.36",",7","14.96",",,,7","3.76",",,,7"
"USC00386114","2020-02","34.1944","-79.2472","33.5","MULLINS, SC US","5.3","7","1.4","2,7","11","2,7","8","2,7","2","2,7","","","","","0","2,7","9","2,7","0","2,7","8","2,7","0","2,7","","","","","-5.6","2,7,23,+","","","","","82.8","2,,7,07,","26.7","2,7,14,","1111.5","7","  18.3","2,,,7,5,2","","","230.7","2,7","  23.3","2,,,7,5,2","  -1.7","2,,,7,5,2","","","   2.8","2,,,7,5,2","   6.7","2,,,7,5,2","","","  12.6","2,,,7,5,2","160.8","2,,,7","","","9.84","2,7","15.89","2,,,7","3.79","2,,,7"
