"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES"
"USW00012920","1953-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2008.4","0","380.7",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","3","","","","3","","21.1",",0,23,","0",",,0,31,+","0",",,0,31,+","125.2",",,0,23,","41.7",",0,09,","351.7","2,,,0","0.0","0","0.0",",0","","","","","181.3",",,,0","0",",,,0","30.61",",0","36.56",",,,0","24.67",",,,0","","","5439",",,,0","",""
"USW00012920","1953-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2298.2","0","289.8",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","2","","","","3","","17.2",",0,24,","0",",,0,30,+","0",",,0,30,+","63.2",",,0,04,","39.4",",0,27,","246.7","1,,,0","0.0","0","0.0",",0","","","","","75.2",",,,0","0",",,,0","27.99",",0","34.45",",,,0","21.54",",,,0","","","2318","1,,,0","",""
"USW00012920","1953-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2456.6","0","158.4",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","3","","","","3","","13.3",",0,28,+","0",",,0,31,+","0",",,0,31,+","16.8",",,0,22,","34.4",",0,01,","179.2",",,,0","1.2","0","1.2",",0","","","","","46.8",",,,0","0",",,,0","23.40",",0","28.62",",,,0","18.19",",,,0","","","3109",",,,0","",""
"USW00012920","1953-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2490.6","0","34.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","7","","","","","","4.4",",0,10,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,18,+","32.2",",0,19,","140.7",",,,0","45.4","0","44.2",",0","","","","","0.0",",T,,0","0",",,,0","17.99",",0","24.41",",,,0","11.57",",,,0","","","2489",",,,0","",""
"USW00012920","1953-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2502.3","0","11.7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","1",",0","6","","","","1","","-3.3",",0,25,","0",",,0,31,+","0",",T,0,09,","5.1",",,0,18,","32.8",",0,05,","98.1","1,,,0","251.8","0","206.4",",0","","","","","14.4",",,,0","0",",T,,0","12.05",",0","17.80",",,,0","6.30",",,,0","","","3105",",,,0","",""
"USW00012920","1954-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","24.2","0","24.2",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","12","","","","","","1.1",",0,22,+","0",",,0,31,+","0",",,0,31,+","4.1",",,0,13,","32.2",",0,20,","83.4","4,,,0","355.8","0","104.0",",0","","","","","6.9",",,,0","0",",,,0","15.76",",0","21.92",",,,0","9.60",",,,0","","","3166",",,,0","",""
"USW00012920","1954-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","79.1","0","54.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","2","","","","","","3.9",",0,08,","0",",,0,28,+","0",",,0,28,+","0.0",",T,0,23,+","35.6",",0,26,","159.5","3,,,0","381.0","0","25.2",",0","","","","","0.0",",T,,0","0",",,,0","19.39",",0","26.62",",,,0","12.16",",,,0","","","3197",",,,0","",""
"USW00012920","1954-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","206.8","0","127.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","10",",0","4","","","","","","3.9",",0,15,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,05,","40.0",",0,30,","227.2","2,,,0","448.3","0","67.3",",0","","","","","5.8",",,,0","0",",,,0","20.28",",0","27.33",",,,0","13.24",",,,0","","","5055",",,,0","",""
"USW00012920","1954-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","431.6","0","224.8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","1","","","","4","","10.6",",0,01,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,09,","37.2",",0,29,","238.2",",,,0","449.1","0","0.8",",0","","","","","28.4",",,,0","0",",,,0","25.80",",0","31.44",",,,0","20.15",",,,0","","","6042",",,,0","",""
"USW00012920","1954-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","682.1","0","250.5",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","6","","11.7",",0,04,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,24,","40.0",",0,01,","329.3",",,,0","449.1","0","0.0",",0","","","","","83.4",",,,0","0",",,,0","26.41",",0","32.70",",,,0","20.13",",,,0","","","5796","2,,,0","",""
"USW00012920","1954-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1037.0","0","354.9",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","","","","","3","","21.1",",0,26,+","0",",,0,30,+","0",",,0,30,+","33.0",",,0,26,","39.4",",0,16,","","","449.1","0","0.0",",0","","","","","55.4",",,,0","0",",,,0","30.16",",0","35.96",",,,0","24.37",",,,0","","","","","",""
"USW00012920","1954-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1426.4","0","389.4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","2","","21.7",",0,01,","0",",,0,31,+","0",",,0,31,+","18.3",",,0,30,","42.8",",0,27,","382.3",",,,0","0.0","0","0.0",",0","","","","","23.4",",,,0","0",",,,0","30.89",",0","37.38",",,,0","24.40",",,,0","","","5713","1,,,0","",""
"USW00012920","1954-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1829.6","0","403.2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","2","","21.7",",0,29,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,29,","40.6",",0,08,","367.6","2,,,0","0.0","0","0.0",",0","","","","","11.4",",,,0","0",",,,0","31.34",",0","37.72",",,,0","24.96",",,,0","","","5911","4,,,0","",""
"USW00012920","1954-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2164.4","0","334.8",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","30",",0","","","","","3","","18.3",",0,23,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,07,","37.8",",0,28,+","274.5",",,,0","0.0","0","0.0",",0","","","","","57.3",",,,0","0",",,,0","29.49",",0","35.77",",,,0","23.22",",,,0","","","4607",",,,0","",""
"USW00012920","1954-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2374.1","0","209.7",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","5","","","","2","","7.8",",0,31,","0",",,0,31,+","0",",,0,31,+","18.0",",,0,08,","36.1",",0,02,","230.0",",,,0","3.4","0","3.4",",0","","","","","63.9",",,,0","0",",,,0","24.99",",0","30.97",",,,0","19.01",",,,0","","","5280",",,,0","",""
"USW00012920","1954-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2406.1","0","32.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","6","","","","2","","6.1",",0,06,+","0",",,0,30,+","0",",,0,30,+","2.5",",,0,10,","31.1",",0,17,","161.8",",,,0","31.2","0","27.8",",0","","","","","4.6",",,,0","0",",,,0","18.47",",0","25.52",",,,0","11.42",",,,0","","","3830","1,,,0","",""
"USW00012920","1954-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2443.1","0","37.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","3","","","","","","0.6",",0,29,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,17,","31.1",",0,04,","157.6","1,,,0","118.2","0","87.0",",0","","","","","2.3",",,,0","0",",,,0","16.72",",0","23.28",",,,0","10.16",",,,0","","","4562","1,,,0","",""
"USW00012920","1955-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","15.3","0","15.3",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","11","","","","1","","0.0",",0,24,","0",",,0,31,+","0",",,0,31,+","4.3",",,0,13,","29.4",",0,03,","128.3",",,,0","265.5","0","147.3",",0","","","","","18.5",",,,0","0",",,,0","14.07",",0","19.83",",,,0","8.31",",,,0","","","5235",",,,0","",""
"USW00012920","1955-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","60.1","0","44.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17",",0","1",",0","5","","","","1","","-0.6",",0,12,+","0",",,0,28,+","0",",,0,28,+","8.4",",,0,05,","32.2",",0,27,","142.9",",,,0","368.0","0","102.5",",0","","","","","18.6",",,,0","0",",,,0","16.27",",0","22.46",",,,0","10.08",",,,0","","","5404",",,,0","",""
"USW00012920","1955-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","208.6","0","148.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","15",",0","3","","","","1","","1.7",",0,28,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,20,","36.1",",0,25,+","243.7","2,,,0","422.4","0","54.4",",0","","","","","0.3",",,,0","0",",,,0","21.37",",0","28.36",",,,0","14.37",",,,0","","","5970","1,,,0","",""
"USW00012920","1955-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","442.7","0","234.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","20",",0","5","","","","","","13.3",",0,02,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,09,","38.9",",0,23,","309.3","1,,,0","424.4","0","2.0",",0","","","","","0.8",",,,0","0",",,,0","26.07",",0","32.85",",,,0","19.29",",,,0","","","6080","1,,,0","",""
"USW00012920","1955-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","768.0","0","325.3",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","6","","17.2",",0,19,","0",",T,0,12,","0",",T,0,12,","17.0",",,0,10,","40.6",",0,25,+","359.5",",,,0","424.4","0","0.0",",0","","","","","46.8",",,,0","0",",T,,0","28.83",",0","35.45",",,,0","22.20",",,,0","","","6699","1,,,0","",""
"USW00012920","1955-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1130.2","0","362.2",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","1","","","","2","","15.0",",0,10,","0",",,0,30,+","0",",,0,30,+","13.0",",,0,10,","40.6",",0,25,","400.8",",,,0","424.4","0","0.0",",0","","","","","20.1",",,,0","0",",,,0","30.41",",0","37.33",",,,0","23.48",",,,0","","","6797","1,,,0","",""
"USW00012920","1955-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1523.4","0","393.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","1","","23.3",",0,10,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,17,","38.3",",0,17,+","400.2",",,,0","0.0","0","0.0",",0","","","","","10.9",",,,0","0",",,,0","31.02",",0","37.23",",,,0","24.80",",,,0","","","7679",",,,0","",""
"USW00012920","1955-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1919.5","0","396.1",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","7","","22.8",",0,02,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,11,","40.0",",0,28,+","355.5",",,,0","0.0","0","0.0",",0","","","","","22.7",",,,0","0",",,,0","31.11",",0","37.31",",,,0","24.91",",,,0","","","5437",",,,0","",""
"USW00012920","1955-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2225.7","0","306.2",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","6","","","","4","","20.6",",0,07,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,07,","36.1",",0,30,+","219.9","1,,,0","0.0","0","0.0",",0","","","","","30.6",",,,0","0",",,,0","28.54",",0","33.62",",,,0","23.46",",,,0","","","4711","1,,,0","",""
"USW00012920","1955-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2395.0","0","169.3",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","3","","","","1","","8.9",",0,25,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,02,","35.0",",0,06,+","260.1",",,,0","0.3","0","0.3",",0","","","","","13.7",",,,0","0",",,,0","23.79",",0","30.69",",,,0","16.88",",,,0","","","4756",",,,0","",""
"USW00012920","1955-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2461.3","0","66.3",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","10","","","","","","1.7",",0,29,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,08,","33.3",",0,01,","151.2",",,,0","76.4","0","76.1",",0","","","","","59.3",",,,0","0",",,,0","18.01",",0","23.37",",,,0","12.64",",,,0","","","4709",",,,0","",""
"USW00012920","1955-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2478.3","0","17.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","14","","","","","","1.1",",0,16,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,30,","32.8",",0,25,","114.9",",,,0","182.7","0","106.3",",0","","","","","2.3",",,,0","0",",,,0","15.45",",0","22.30",",,,0","8.60",",,,0","","","3452",",,,0","",""
"USW00012920","1956-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","18.7","0","18.7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","1",",0","10","","","","1","","0.0",",0,19,+","0",",,0,31,+","0",",,0,31,+","2.5",",,0,22,","32.2",",0,29,","121.2",",,,0","312.9","0","130.2",",0","","","","","3.9",",,,0","0",",,,0","14.73",",0","21.73",",,,0","7.74",",,,0","","","3697",",,,0","",""
"USW00012920","1956-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","86.6","0","67.9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","22",",0","3",",0","5","","","","","","-1.7",",0,05,","0",",,0,29,+","0",",,0,29,+","2.8",",,0,02,","35.0",",0,17,","160.2",",,,0","397.4","0","84.5",",0","","","","","7.0",",,,0","0",",,,0","17.76",",0","24.41",",,,0","11.11",",,,0","","","5439",",,,0","",""
"USW00012920","1956-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","200.5","0","113.9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","7","","","","","","5.0",",0,08,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,12,","38.3",",0,06,","246.1",",,,0","422.3","0","24.9",",0","","","","","2.5",",,,0","0",",,,0","21.20",",0","28.41",",,,0","14.00",",,,0","","","5661",",,,0","",""
"USW00012920","1956-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","375.0","0","174.5",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","13",",0","6","","","","3","","12.2",",0,21,+","0",",,0,30,+","0",",,0,30,+","27.9",",,0,09,","37.8",",0,02,","249.6",",,,0","428.7","0","6.4",",0","","","","","41.2",",,,0","0",",,,0","23.94",",0","29.75",",,,0","18.13",",,,0","","","5701",",,,0","",""
"USW00012920","1956-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","669.2","0","294.2",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","2","","","","3","","16.7",",0,03,","0",",,0,31,+","0",",,0,31,+","75.2",",,0,15,","37.2",",0,31,+","318.3","3,,,0","428.7","0","0.0",",0","","","","","96.7",",,,0","0",",,,0","27.82",",0","33.98",",,,0","21.67",",,,0","","","7429",",,,0","",""
"USW00012920","1956-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1033.3","0","364.1",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","30",",0","1","","","","2","","22.8",",0,10,+","0",",,0,30,+","0",",,0,30,+","6.6",",,0,17,","41.1",",0,15,","403.2",",,,0","428.7","0","0.0",",0","","","","","8.6",",,,0","0",",,,0","30.47",",0","37.04",",,,0","23.89",",,,0","","","7008","1,,,0","",""
"USW00012920","1956-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1438.8","0","405.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","5","","22.2",",0,03,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,26,","40.6",",0,16,","470.0",",,,0","0.0","0","0.0",",0","","","","","3.3",",,,0","0",",,,0","31.41",",0","38.40",",,,0","24.43",",,,0","","","9519",",,,0","",""
"USW00012920","1956-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1844.1","0","405.3",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","4","","21.1",",0,25,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,20,","40.6",",0,09,","419.9",",,,0","0.0","0","0.0",",0","","","","","13.0",",,,0","0",",,,0","31.41",",0","38.15",",,,0","24.66",",,,0","","","7291",",,,0","",""
"USW00012920","1956-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2162.1","0","318.0",",0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","6","","18.3",",0,28,","0",",,0,30,+","0",",,0,30,+","31.2",",,0,01,","38.3",",0,20,","294.9","1,,,0","0.0","0","0.0",",0","","","","","31.8",",,,0","0",",,,0","28.93",",0","35.40",",,,0","22.47",",,,0","","","4629",",,,0","",""
"USW00012920","1956-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2406.0","0","243.9",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","2","","","","3","","12.2",",0,31,","0",",,0,31,+","0",",,0,31,+","29.0",",,0,18,","39.4",",0,04,","258.5","2,,,0","0.0","0","0.0",",0","","","","","36.3",",,,0","0",",,,0","26.20",",0","32.79",",,,0","19.61",",,,0","","","5332",",,,0","",""
"USW00012920","1956-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2446.6","0","40.6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","2","","","","","","1.7",",0,27,","0",",,0,30,+","0",",,0,30,+","1.3",",,0,04,","32.2",",0,01,","191.2",",,,0","78.1","0","78.1",",0","","","","","2.3",",,,0","0",",,,0","17.08",",0","23.25",",,,0","10.91",",,,0","","","5419",",,,0","",""
"USW00012920","1956-12","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2475.8","0","29.2",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","10","","","","1","","1.1",",0,27,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,09,","30.6",",0,07,","131.7","2,,,0","184.0","0","105.9",",0","","","","","6.7",",,,0","0",",,,0","15.86",",0","22.71",",,,0","9.01",",,,0","","","","","",""
"USW00012920","1957-01","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","27.8","0","27.8",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","1",",0","15","","","","","","-0.6",",0,17,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,27,","33.3",",0,09,","102.4","3,,,0","302.0","0","118.0",",0","","","","","8.1",",,,0","0",",,,0","15.42",",0","21.03",",,,0","9.82",",,,0","","","3770","4,,,0","",""
"USW00012920","1957-02","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","121.0","0","93.2",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","4",",0","9","","","","","","8.3",",0,17,","0",",,0,28,+","0",",,0,28,+","27.2",",,0,16,","33.9",",0,10,","138.9","2,,,0","338.4","0","36.4",",0","","","","","64.8",",,,0","0",",,,0","20.36",",0","25.88",",,,0","14.84",",,,0","","","4217","3,,,0","",""
"USW00012920","1957-03","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","215.2","0","94.2",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","2","","","","5","","7.2",",0,08,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,15,","33.9",",0,22,+","246.7","1,,,0","352.0","0","13.6",",0","","","","","11.4",",,,0","0",",,,0","20.93",",0","27.39",",,,0","14.47",",,,0","","","6271","2,,,0","",""
"USW00012920","1957-04","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","380.7","0","165.5",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","9",",0","5","","","","5","","7.2",",0,14,","0",",,0,30,+","0",",,0,30,+","36.8",",,0,28,","38.3",",0,02,","","","375.3","0","23.3",",0","","","","","70.8",",,,0","0",",,,0","23.07",",0","28.69",",,,0","17.46",",,,0","","","","","",""
"USW00012920","1957-05","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","655.2","0","274.5",",0","8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","1","","","","5","","16.1",",0,06,+","0",",,0,31,+","0",",,0,31,+","102.9",",,0,27,","40.6",",0,21,","","","375.9","0","0.6",",0","","","","","115.1",",,,0","0",",,,0","27.17",",0","33.19",",,,0","21.15",",,,0","","","6352","1,,,0","",""
"USW00012920","1957-06","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1010.6","0","355.4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","26",",0","","","","","6","","16.7",",0,03,","0",",,0,30,+","0",",,0,30,+","4.3",",,0,05,","42.2",",0,28,","","","375.9","0","0.0",",0","","","","","5.9",",,,0","0",",,,0","30.18",",0","36.29",",,,0","24.07",",,,0","","","","","",""
"USW00012920","1957-07","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1439.3","0","428.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","","","23.3",",0,13,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,09,","41.7",",0,31,","475.6",",,,0","0.0","0","0.0",",0","","","","","0.0",",T,,0","0",",,,0","32.16",",0","39.26",",,,0","25.06",",,,0","","","7654",",,,0","",""
"USW00012920","1957-08","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","1857.8","0","418.5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","1","","","","3","","22.8",",0,25,","0",",,0,31,+","0",",,0,31,+","12.2",",,0,28,","40.6",",0,02,+","416.3","1,,,0","0.0","0","0.0",",0","","","","","15.8",",,,0","0",",,,0","31.83",",0","38.63",",,,0","25.04",",,,0","","","6683",",,,0","",""
"USW00012920","1957-09","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2160.5","0","302.7",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","21",",0","4","","","","2","","17.2",",0,30,+","0",",,0,30,+","0",",,0,30,+","51.3",",,0,22,","39.4",",0,02,","284.2","4,,,0","0.0","0","0.0",",0","","","","","73.9",",,,0","0",",,,0","28.42",",0","34.25",",,,0","22.59",",,,0","","","5823",",,,0","",""
"USW00012920","1957-10","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2324.7","0","164.2",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","12",",0","2","","","","2","","5.6",",0,28,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,09,","34.4",",0,16,+","210.0","1,,,0","18.8","0","18.8",",0","","","","","26.7",",,,0","0",",,,0","23.02",",0","28.82",",,,0","17.23",",,,0","","","4883",",,,0","",""
"USW00012920","1957-11","27.533333","-99.466667","151.2","LAREDO MUNICIPAL AIRPORT, TX US","2373.2","0","48.5",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","1",",0","13","","","","3","","0.0",",0,24,","0",",,0,30,+","0",",T,0,23,","29.0",",,0,10,","32.2",",0,01,","107.0",",,,0","127.5","0","108.7",",0","","","","","80.3",",,,0","0",",T,,0","16.33",",0","21.60",",,,0","11.05",",,,0","","","4537",",,,0","",""
