"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00086633","1950-02","28.55","-81.35","34.1","ORLANDO WATER PLANT, FL US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","0",",,0,28,+","0",",,0,28,+","","","","","","","","","","","","","0",",,,0","","","","","","","",""
"USC00086633","1950-03","28.55","-81.35","34.1","ORLANDO WATER PLANT, FL US","","","73.2",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","5.6",",0,31,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,29,","32.8",",0,28,","113.6","4,,,0","","","34.7",",0","69.1",",,,0","0",",,,0","19.57",",0","26.12",",,,0","13.03",",,,0","",""
"USC00086633","1950-04","28.55","-81.35","34.1","ORLANDO WATER PLANT, FL US","","","76.1",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","5.0",",0,08,","0",",,0,30,+","0",",,0,30,+","45.7",",,0,05,","32.8",",0,28,","164.3",",,,0","","","33.8",",0","100.4",",,,0","0",",,,0","19.74",",0","26.69",",,,0","12.79",",,,0","1868",",,,0"
"USC00086633","1950-05","28.55","-81.35","34.1","ORLANDO WATER PLANT, FL US","","","228.5",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","12.8",",0,18,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,16,","35.0",",0,29,+","168.0","5,,,0","","","0.0",",0","69.7",",,,0","0",",,,0","25.70",",0","32.14",",,,0","19.27",",,,0","",""
"USC00086633","1950-06","28.55","-81.35","34.1","ORLANDO WATER PLANT, FL US","","","302.0",",0","12",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","30",",0","18.3",",0,15,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,20,","37.8",",0,27,","182.8","3,,,0","","","0.0",",0","109.1",",,,0","0",",,,0","28.40",",0","34.69",",,,0","22.11",",,,0","1384","5,,,0"
"USC00086633","1950-07","28.55","-81.35","34.1","ORLANDO WATER PLANT, FL US","","","288.8",",0","20",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","20.6",",0,22,+","0",",,0,31,+","0",",,0,31,+","31.5",",,0,06,","35.6",",0,22,+","162.6","1,,,0","0.0","0","0.0",",0","148.8",",,,0","0",",,,0","27.65",",0","33.39",",,,0","21.91",",,,0","1282","1,,,0"
"USC00086633","1950-08","28.55","-81.35","34.1","ORLANDO WATER PLANT, FL US","","","293.5",",0","16",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","21.1",",0,14,+","0",",,0,31,+","0",",,0,31,+","19.3",",,0,30,","36.7",",0,24,","161.7","2,,,0","0.0","0","0.0",",0","100.7",",,,0","0",",,,0","27.80",",0","33.17",",,,0","22.43",",,,0","1590","1,,,0"
"USC00086633","1950-09","28.55","-81.35","34.1","ORLANDO WATER PLANT, FL US","","","251.6",",0","15",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","19.4",",0,21,","0",",,0,30,+","0",",,0,30,+","62.5",",,0,06,","35.0",",0,20,+","","","0.0","0","0.0",",0","220.7",",,,0","0",",,,0","26.72",",0","31.59",",,,0","21.85",",,,0","",""
"USC00086633","1950-10","28.55","-81.35","34.1","ORLANDO WATER PLANT, FL US","","","201.4",",0","9",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","17.2",",0,13,","0",",,0,31,+","0",",,0,31,+","93.2",",,0,18,","33.3",",0,09,","","","0.0","0","0.0",",0","280.0",",,,0","0",",,,0","24.83",",0","29.54",",,,0","20.12",",,,0","1510","5,,,0"
"USC00086633","1950-11","28.55","-81.35","34.1","ORLANDO WATER PLANT, FL US","","","53.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","0",",0","-1.1",",0,26,","0",",,0,30,+","0",",,0,30,+","1.0",",,0,16,","30.6",",0,04,","70.3","3,,,0","74.9","0","74.9",",0","1.0",",,,0","0",",,,0","17.62",",0","23.78",",,,0","11.45",",,,0","1481","2,,,0"
