"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00133050","1929-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","5",",E","0",",E","0",",E","20",",","0",",","26",",E","-14.9",",E,02,","300",",,E,03,+","2.3",",,E,21,","7.4",",,,E","-3.75",",,,E"
"NOE00133050","1929-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","5",",E","0",",E","1",",","0",",","28",",E","-9.9",",E,04,","40",",,E,23,","9.4",",,E,22,","26.4",",,,E","-3.12",",,,E"
"NOE00133050","1929-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","8",",E","0",",E","0",",","0",",","4",",E","-7.1",",E,03,","0",",,E,31,+","21.6",",,E,05,","87.5",",,,E","3.46",",,,E"
"NOE00133050","1929-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","8",",E","0",",E","0",",","0",",","0",",E","0.1",",E,06,","0",",,E,30,+","19.2",",,E,30,","56.3",",,,E","5.65",",,,E"
"NOE00133050","1929-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","6",",E","0",",E","0",",","0",",","0",",E","3.4",",E,02,","0",",,E,31,+","20.9",",,E,31,","54.7",",,,E","8.61",",,,E"
"NOE00133050","1929-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","21",",E","17",",E","1",",E","0",",","0",",","1",",E","0.0",",E,20,","0",",,E,31,+","42.1",",,E,10,","233.1",",,,E","7.28",",,,E"
"NOE00133050","1929-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","7",",E","0",",E","0",",","0",",","2",",E","-1.1",",E,23,","0",",,E,30,+","13.7",",,E,30,","57.6",",,,E","6.09",",,,E"
"NOE00133050","1929-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","24",",E","20",",E","3",",E","0",",","0",",","10",",E","-3.0",",E,16,","0",",,E,31,+","56.0",",,E,24,","283.0",",,,E","1.99",",,,E"
"NOE00133050","1929-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","25",",E","20",",E","3",",E","6",",","0",",","17",",E","-7.0",",E,19,","70",",,E,20,","35.8",",,E,11,","229.5",",,,E","-0.20",",,,E"
"NOE00133050","1929-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","24",",E","19",",E","2",",E","8",",","0",",","22",",E","-7.2",",E,19,+","230",",,E,26,","36.1",",,E,07,","278.7",",,,E","-1.60",",,,E"
"NOE00133050","1930-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","27",",E","21",",E","1",",E","18",",","0",",","27",",E","-8.3",",E,30,","160",",,E,31,","27.1",",,E,11,","252.2",",,,E","-2.28",",,,E"
"NOE00133050","1930-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","1",",E","0",",E","28",",","0",",","27",",E","-11.1",",E,23,","200",",,E,09,+","3.1",",,E,02,","7.8",",,,E","-5.69",",,,E"
"NOE00133050","1930-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","9",",E","0",",E","27",",","0",",","28",",E","-14.9",",E,20,","380",",,E,17,","19.9",",,E,21,","88.2",",,,E","-5.78",",,,E"
"NOE00133050","1930-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","8",",E","0",",E","1",",","0",",","6",",E","-3.6",",E,20,","50",",,E,01,","11.7",",,E,18,","63.8",",,,E","1.60",",,,E"
"NOE00133050","1930-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","11",",E","0",",E","0",",","0",",","6",",E","-2.8",",E,07,","0",",,E,31,+","17.9",",,E,18,","80.0",",,,E","3.88",",,,E"
"NOE00133050","1930-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","5",",E","0",",E","0",",","0",",","0",",E","2.7",",E,05,","0",",,E,30,+","20.8",",,E,25,","71.5",",,,E","6.92",",,,E"
"NOE00133050","1930-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","14",",E","3",",E","0",",","0",",","0",",E","5.3",",E,01,","0",",,E,31,+","28.5",",,E,17,","176.8",",,,E","10.76",",,,E"
"NOE00133050","1930-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","13",",E","2",",E","0",",","0",",","0",",E","5.2",",E,20,","0",",,E,31,+","32.0",",,E,03,","169.0",",,,E","9.65",",,,E"
"NOE00133050","1930-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","13",",E","2",",E","0",",","0",",","0",",E","0.6",",E,05,","0",",,E,30,+","31.8",",,E,20,","190.3",",,,E","7.30",",,,E"
"NOE00133050","1930-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","22",",E","17",",E","0",",E","0",",","0",",","11",",E","-3.2",",E,26,","0",",,E,31,+","23.3",",,E,12,","168.5",",,,E","2.48",",,,E"
"NOE00133050","1930-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","20",",E","14",",E","0",",E","0",",","0",",","19",",E","-10.3",",E,19,","0",",,E,30,+","24.7",",,E,09,","135.1",",,,E","-1.61",",,,E"
"NOE00133050","1930-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","22",",E","16",",E","0",",E","18",",","0",",","23",",E","-13.1",",E,18,","520",",,E,28,","25.0",",,E,28,","183.8",",,,E","-2.45",",,,E"
"NOE00133050","1931-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","9",",E","1",",E","31",",","0",",","31",",E","-16.8",",E,07,","450",",,E,23,","41.1",",,E,23,","101.0",",,,E","-7.12",",,,E"
"NOE00133050","1931-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","17",",E","2",",E","28",",","0",",","28",",E","-16.8",",E,24,","1140",",,E,25,","30.3",",,E,20,","194.6",",,,E","-6.96",",,,E"
"NOE00133050","1931-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","1",",E","1",",E","0",",E","31",",","3",",","31",",E","-22.6",",E,02,","1040",",,E,03,+","3.4",",,E,10,","3.6",",,,E","-10.85",",,,E"
"NOE00133050","1931-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","9",",E","0",",E","30",",","0",",","20",",E","-10.1",",E,07,","950",",,E,03,+","19.1",",,E,26,","62.0",",,,E","-2.38",",,,E"
"NOE00133050","1931-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","12",",E","0",",E","0",",","0",",","1",",E","-1.0",",E,10,","0",",,E,31,+","18.3",",,E,29,","121.2",",,,E","5.08",",,,E"
"NOE00133050","1931-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","6",",E","0",",E","0",",","0",",","0",",E","0.4",",E,06,","0",",,E,30,+","10.0",",,E,15,","45.6",",,,E","5.24",",,,E"
"NOE00133050","1931-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","12",",E","2",",E","0",",","0",",","0",",E","3.1",",E,02,","0",",,E,31,+","37.1",",,E,27,","153.1",",,,E","10.22",",,,E"
"NOE00133050","1931-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","9",",E","0",",E","0",",","0",",","0",",E","1.8",",E,11,","0",",,E,31,+","14.3",",,E,24,","92.6",",,,E","8.05",",,,E"
"NOE00133050","1931-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","2",",E","0",",E","0",",","0",",","6",",E","-1.8",",E,14,+","0",",,E,30,+","14.5",",,E,02,","27.2",",,,E","2.54",",,,E"
"NOE00133050","1931-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","11",",E","2",",E","1",",","0",",","16",",E","-11.0",",E,31,","30",",,E,30,","28.8",",,E,27,","123.8",",,,E","-0.74",",,,E"
"NOE00133050","1931-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","24",",E","15",",E","4",",E","0",",","0",",","9",",E","-11.2",",E,01,","20",",,E,02,+","43.2",",,E,03,","223.7",",,,E","1.44",",,,E"
"NOE00133050","1931-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","7",",E","1",",E","0",",","0",",","23",",E","-14.8",",E,30,","20",",,E,31,+","29.8",",,E,03,","83.3",",,,E","-3.51",",,,E"
"NOE00133050","1932-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","13",",E","2",",E","16",",","0",",","21",",E","-13.8",",E,01,","200",",,E,05,","45.1",",,E,10,","190.9",",,,E","-2.64",",,,E"
"NOE00133050","1932-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","1",",E","0",",E","0",",E","0",",","0",",","28",",E","-10.6",",E,10,","0",",,E,29,+","0.3",",,E,09,","0.3",",,,E","-4.85",",,,E"
"NOE00133050","1932-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","6",",E","0",",E","14",",","2",",","28",",E","-19.9",",E,12,","220",",,E,09,","18.5",",,E,30,","74.0",",,,E","-7.96",",,,E"
"NOE00133050","1932-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","9",",E","0",",E","1",",","0",",","23",",E","-6.6",",E,14,","30",",,E,10,","15.5",",,E,10,","88.3",",,,E","-1.68",",,,E"
"NOE00133050","1932-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","11",",E","0",",E","0",",","0",",","3",",E","-3.6",",E,11,","0",",,E,31,+","15.0",",,E,17,","88.1",",,,E","4.22",",,,E"
"NOE00133050","1932-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","4",",E","0",",E","0",",","0",",","0",",E","1.4",",E,04,","0",",,E,30,+","14.2",",,E,28,","37.4",",,,E","6.81",",,,E"
"NOE00133050","1932-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","10",",E","0",",E","0",",","0",",","0",",E","4.4",",E,21,","0",",,E,31,+","25.3",",,E,01,","129.1",",,,E","10.46",",,,E"
"NOE00133050","1932-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","6",",E","0",",E","0",",","0",",","0",",E","3.7",",E,06,","0",",,E,31,+","18.9",",,E,31,","51.7",",,,E","9.44",",,,E"
"NOE00133050","1932-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","16",",E","2",",E","0",",","0",",","5",",E","-1.8",",E,24,","0",",,E,30,+","37.1",",,E,25,","208.4",",,,E","4.69",",,,E"
"NOE00133050","1932-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","10",",E","1",",E","0",",","0",",","17",",E","-6.1",",E,26,+","10",",,E,31,","38.8",",,E,13,","148.4",",,,E","0.56",",,,E"
"NOE00133050","1932-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","14",",E","0",",E","1",",","0",",","23",",E","-8.2",",E,14,","40",",,E,27,","22.7",",,E,22,","132.7",",,,E","-2.14",",,,E"
"NOE00133050","1932-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","15",",E","1",",E","2",",","0",",","19",",E","-10.0",",E,09,","130",",,E,15,","34.0",",,E,17,","161.4",",,,E","-1.73",",,,E"
"NOE00133050","1933-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","13",",E","0",",E","20",",","0",",","25",",E","-12.4",",E,27,+","260",",,E,19,","17.2",",,E,03,","114.5",",,,E","-4.67",",,,E"
"NOE00133050","1933-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","20",",E","11",",E","0",",E","28",",","1",",","28",",E","-19.9",",E,20,","430",",,E,22,","17.7",",,E,01,","100.0",",,,E","-6.48",",,,E"
"NOE00133050","1933-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","9",",E","0",",E","31",",","0",",","31",",E","-11.4",",E,21,","560",",,E,09,+","11.5",",,E,17,","66.9",",,,E","-4.44",",,,E"
"NOE00133050","1933-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","4",",E","2",",E","0",",E","7",",","0",",","25",",E","-7.8",",E,17,","170",",,E,01,","4.6",",,E,09,","11.6",",,,E","-1.62",",,,E"
"NOE00133050","1933-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","7",",E","0",",E","0",",","0",",","3",",E","-2.3",",E,03,","0",",,E,31,+","8.8",",,E,07,","44.0",",,,E","3.44",",,,E"
"NOE00133050","1933-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","9",",E","4",",E","0",",","0",",","0",",E","1.8",",E,01,","0",",,E,30,+","64.1",",,E,15,","267.4",",,,E","9.38",",,,E"
"NOE00133050","1933-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","7",",E","1",",E","0",",","0",",","0",",E","3.9",",E,31,","0",",,E,31,+","27.2",",,E,10,","65.7",",,,E","10.70",",,,E"
"NOE00133050","1933-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","9",",E","0",",E","0",",","0",",","0",",E","2.1",",E,20,","0",",,E,31,+","18.2",",,E,17,","88.0",",,,E","8.20",",,,E"
"NOE00133050","1933-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","5","1,E","1","1,E","0","1,E","0",",","0",",","0",",E","0.2",",E,15,","0",",,E,30,+","3.8","1,,E,23,","6.6","1,,,E","7.65",",,,E"
"NOE00133050","1933-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","15",",E","2",",E","0",",","0",",","7",",E","-6.6",",E,31,","0",",,E,31,+","47.4",",,E,11,","214.9",",,,E","2.53",",,,E"
"NOE00133050","1933-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","0",",E","0",",E","0",",","0",",","24",",E","-16.2",",E,27,+","20",",,E,18,+","2.0",",,E,15,","5.9",",,,E","-2.89",",,,E"
"NOE00133050","1933-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","3",",E","0",",E","0",",E","4",",","1",",","31",",E","-18.2",",E,14,","60",",,E,31,","1.9",",,E,28,","4.6",",,,E","-6.55",",,,E"
"NOE00133050","1934-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","14",",E","3",",E","23",",","0",",","25",",E","-14.7",",E,02,+","240",",,E,18,+","40.8",",,E,14,","246.6",",,,E","-3.62",",,,E"
"NOE00133050","1934-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","4",",E","0",",E","7",",","0",",","20",",E","-11.8",",E,02,","80",",,E,04,+","17.9",",,E,10,","54.6",",,,E","-2.41",",,,E"
"NOE00133050","1934-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","12",",E","0",",E","1",",","0",",","19",",E","-6.8",",E,08,","30",",,E,16,","23.9",",,E,16,","107.8",",,,E","-1.92",",,,E"
"NOE00133050","1934-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","9",",E","0",",E","0",",","0",",","16",",E","-4.9",",E,24,","10",",,E,08,+","11.0",",,E,26,","77.4",",,,E","-0.11",",,,E"
"NOE00133050","1934-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","7",",E","0",",E","0",",","0",",","6",",E","-2.9",",E,16,","0",",,E,31,+","18.8",",,E,16,","62.6",",,,E","2.82",",,,E"
"NOE00133050","1934-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","6",",E","0",",E","0",",","0",",","1",",E","-0.9",",E,22,","0",",,E,30,+","16.2",",,E,06,","57.5",",,,E","8.24",",,,E"
"NOE00133050","1934-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","7",",E","3",",E","0",",E","0",",","0",",","0",",E","4.9",",E,04,","0",",,E,31,+","17.2",",,E,14,","31.0",",,,E","9.85",",,,E"
"NOE00133050","1934-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","21",",E","16",",E","3",",E","0",",","0",",","0",",E","3.3",",E,25,","0",",,E,31,+","32.9",",,E,04,","258.9",",,,E","10.13",",,,E"
"NOE00133050","1934-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","15",",E","2",",E","0",",","0",",","1",",E","-0.1",",E,22,","0",",,E,30,+","37.8",",,E,22,","194.9",",,,E","7.57",",,,E"
"NOE00133050","1934-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","20",",E","16",",E","1",",E","0",",","0",",","6",",E","-2.2",",E,18,","10",",,E,18,","32.5",",,E,04,","216.1",",,,E","2.51",",,,E"
"NOE00133050","1934-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","4",",E","0",",E","0",",","0",",","17",",E","-9.6",",E,03,","0",",,E,30,+","14.0",",,E,12,","41.4",",,,E","-1.02",",,,E"
"NOE00133050","1934-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","29",",E","20",",E","1",",E","4",",","0",",","9",",E","-4.5",",E,25,","110",",,E,31,","45.3",",,E,15,","201.7",",,,E","1.66",",,,E"
"NOE00133050","1935-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","7",",E","0",",E","12",",","0",",","29",",E","-10.6",",E,29,","140",",,E,10,+","17.2",",,E,11,","57.6",",,,E","-5.03",",,,E"
"NOE00133050","1935-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","20",",E","11",",E","0",",E","15",",","0",",","26",",E","-11.2",",E,25,","170",",,E,17,","24.9",",,E,21,","117.1",",,,E","-6.13",",,,E"
"NOE00133050","1935-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","6",",E","0",",E","17",",","0",",","29",",E","-7.7",",E,09,","100",",,E,20,","9.7",",,E,19,","31.7",",,,E","-3.80",",,,E"
"NOE00133050","1935-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","9",",E","2",",E","0",",","0",",","16",",E","-9.6",",E,04,","20",",,E,06,","43.3",",,E,10,","138.0",",,,E","-0.53",",,,E"
"NOE00133050","1935-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","3",",E","0",",E","0",",E","0",",","0",",","12",",E","-6.7",",E,01,","0",",,E,31,+","1.3",",,E,30,","3.4",",,,E","0.73",",,,E"
"NOE00133050","1935-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","7",",E","0",",E","0",",","0",",","5",",E","-1.1",",E,10,+","0",",,E,30,+","22.7",",,E,15,","96.0",",,,E","6.96",",,,E"
"NOE00133050","1935-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","6",",E","1",",E","0",",","0",",","0",",E","4.0",",E,27,","0",",,E,31,+","26.2",",,E,20,","67.1",",,,E","10.17",",,,E"
"NOE00133050","1935-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","6",",E","1",",E","0",",","0",",","0",",E","1.5",",E,14,","0",",,E,31,+","63.0",",,E,29,","112.0",",,,E","8.59",",,,E"
"NOE00133050","1935-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","21",",E","12",",E","4",",E","0",",","0",",","2",",E","-0.7",",E,10,","0",",,E,30,+","48.5",",,E,17,","240.3",",,,E","5.30",",,,E"
"NOE00133050","1935-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","24",",E","21",",E","2",",E","0",",","0",",","15",",E","-6.5",",E,22,","10",",,E,27,","39.1",",,E,09,","305.1",",,,E","2.17",",,,E"
"NOE00133050","1935-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","25",",E","21",",E","4",",E","0",",","0",",","6",",E","-5.7",",E,26,+","0",",,E,30,+","38.8",",,E,11,","285.4",",,,E","1.49",",,,E"
"NOE00133050","1935-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","13",",E","1",",E","28",",","0",",","23",",E","-16.5",",E,24,","700",",,E,21,","28.9",",,E,20,","176.9",",,,E","-4.87",",,,E"
"NOE00133050","1936-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","23",",E","15",",E","1",",E","31",",","2",",","27",",E","-19.3",",E,19,+","550",",,E,31,","30.2",",,E,09,","150.7",",,,E","-6.14",",,,E"
"NOE00133050","1936-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","10",",E","0",",E","29",",","0",",","29",",E","-17.6",",E,07,","850",",,E,29,+","8.2",",,E,18,","59.0",",,,E","-7.73",",,,E"
"NOE00133050","1936-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","5",",E","3",",E","0",",E","31",",","0",",","29",",E","-13.6",",E,04,+","850",",,E,01,","11.1",",,E,30,","25.3",",,,E","-5.28",",,,E"
"NOE00133050","1936-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","5",",E","0",",E","23",",","0",",","18",",E","-8.8",",E,06,+","360",",,E,01,","12.9",",,E,18,","48.6",",,,E","-1.08",",,,E"
"NOE00133050","1936-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","7",",E","2",",E","0",",E","0",",","0",",","5",",E","-1.8",",E,31,","0",",,E,31,+","12.7",",,E,29,","22.8",",,,E","3.78",",,,E"
"NOE00133050","1936-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","6",",E","0",",E","0",",","0",",","3",",E","-2.8",",E,02,","0",",,E,30,+","15.9",",,E,14,","44.8",",,,E","8.66",",,,E"
"NOE00133050","1936-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","21",",E","15",",E","2",",E","0",",","0",",","0",",E","4.5",",E,28,","0",",,E,31,+","32.8",",,E,02,","204.1",",,,E","10.48",",,,E"
"NOE00133050","1936-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","5",",E","0",",E","0",",","0",",","0",",E","3.2",",E,27,","0",",,E,31,+","13.9",",,E,03,","38.2",",,,E","10.11",",,,E"
"NOE00133050","1936-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","7",",E","2",",E","0",",","0",",","5",",E","-3.2",",E,27,+","0",",,E,30,+","29.8",",,E,05,","108.8",",,,E","5.23",",,,E"
"NOE00133050","1936-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","11",",E","2",",E","0",",","0",",","13",",E","-6.0",",E,14,","0",",,E,31,+","35.2",",,E,24,","147.1",",,,E","-0.36",",,,E"
"NOE00133050","1936-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","11",",E","1",",E","0",",","0",",","20",",E","-6.2",",E,26,","0",",,E,30,+","32.2",",,E,15,","156.1",",,,E","-0.75",",,,E"
"NOE00133050","1936-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","24",",E","18",",E","1",",E","5",",","0",",","19",",E","-8.1",",E,03,","70",",,E,10,+","72.7",",,E,14,","223.8",",,,E","-1.48",",,,E"
"NOE00133050","1937-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","22",",E","14",",E","0",",E","22",",","0",",","29",",E","-10.0",",E,27,","540",",,E,21,","19.5",",,E,19,","138.4",",,,E","-3.77",",,,E"
"NOE00133050","1937-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","22",",E","15",",E","0",",E","28",",","2",",","28",",E","-19.4",",E,26,","900",",,E,28,+","20.4",",,E,10,","118.1",",,,E","-8.29",",,,E"
"NOE00133050","1937-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","8",",E","0",",E","31",",","0",",","30",",E","-14.9",",E,09,","1020",",,E,26,","13.7",",,E,01,","57.8",",,,E","-6.93",",,,E"
"NOE00133050","1937-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","9",",E","2",",E","22",",","0",",","4",",E","-8.0",",E,01,","880",",,E,03,","39.4",",,E,21,","136.2",",,,E","1.62",",,,E"
"NOE00133050","1937-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","13",",E","0",",E","0",",","0",",","2",",E","-1.0",",E,07,","0",",,E,31,+","14.4",",,E,24,","108.5",",,,E","4.51",",,,E"
"NOE00133050","1937-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","11",",E","0",",E","0",",","0",",","1",",E","0.0",",E,02,","0",",,E,30,+","21.6",",,E,22,","103.4",",,,E","7.93",",,,E"
"NOE00133050","1937-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","10",",E","0",",E","0",",","0",",","0",",E","1.3",",E,01,","0",",,E,31,+","17.8",",,E,21,","78.3",",,,E","10.93",",,,E"
"NOE00133050","1937-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","4",",E","1",",E","0",",","0",",","0",",E","6.9",",E,09,","0",",,E,31,+","34.0",",,E,02,","81.1",",,,E","11.55",",,,E"
"NOE00133050","1937-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","14",",E","0",",E","0",",","0",",","2",",E","-0.9",",E,26,","0",",,E,30,+","25.1",",,E,05,","135.5",",,,E","5.27",",,,E"
"NOE00133050","1937-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","7",",E","0",",E","0",",","0",",","4",",E","-1.9",",E,13,","0",",,E,31,+","13.4",",,E,24,","71.3",",,,E","4.61",",,,E"
"NOE00133050","1937-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","4",",E","0",",E","11",",","0",",","21",",E","-9.8",",E,15,","250",",,E,23,","17.7",",,E,20,","42.1",",,,E","-2.53",",,,E"
"NOE00133050","1937-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","13",",E","9",",E","0",",E","31",",","1",",","31",",E","-18.5",",E,21,","430",",,E,27,+","9.7",",,E,12,","49.3",",,,E","-7.42",",,,E"
"NOE00133050","1938-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","21",",E","13",",E","1",",E","31",",","0",",","26",",E","-11.6",",E,07,+","460",",,E,13,","29.8",",,E,15,","152.5",",,,E","-3.44",",,,E"
"NOE00133050","1938-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","5",",E","1",",E","28",",","0",",","25",",E","-12.6",",E,25,","420",",,E,01,","26.8",",,E,01,","46.3",",,,E","-4.07",",,,E"
"NOE00133050","1938-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","6",",E","0",",E","8",",","0",",","10",",E","-7.5",",E,27,","240",",,E,01,","6.6",",,E,21,","34.3",",,,E","0.74",",,,E"
"NOE00133050","1938-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","5",",E","2",",E","0",",E","0",",","0",",","15",",E","-4.9",",E,20,","0",",,E,30,+","4.4",",,E,21,","10.3",",,,E","0.17",",,,E"
"NOE00133050","1938-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","6",",E","0",",E","0",",","0",",","8",",E","-4.9",",E,11,","0",",,E,31,+","17.0",",,E,30,","50.1",",,,E","2.59",",,,E"
"NOE00133050","1938-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","6",",E","0",",E","0",",","0",",","0",",E","1.9",",E,27,","0",",,E,30,+","22.0",",,E,27,","88.9",",,,E","7.27",",,,E"
"NOE00133050","1938-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","13",",E","0",",E","0",",","0",",","0",",E","2.3",",E,03,","0",",,E,31,+","17.1",",,E,05,","126.8",",,,E","9.94",",,,E"
"NOE00133050","1938-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","9",",E","2",",E","0",",","0",",","0",",E","2.6",",E,22,","0",",,E,31,+","53.4",",,E,30,","184.9",",,,E","9.82",",,,E"
