"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AO000066390","1957-11","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","5,I","0","5,I","","","","","","","12.2","5,I,21,+","","","","","","","","","14.42","5,,,I"
"AO000066390","1958-02","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","4,I","0","4,I","","","","","","","10.0","4,I,22,","","","","","","","","","14.12","4,,,I"
"AO000066390","1958-03","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","5,I","0","5,I","","","","","","","12.2","5,I,25,+","","","","","","","","","14.40","5,,,I"
"AO000066390","1958-04","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","5,I","0","5,I","","","","","","","12.2","5,I,29,+","","","","","","","","","14.00","5,,,I"
"AO000066390","1958-05","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","5,I","0","5,I","","","","","","","6.1","5,I,30,","","","","","","","","","11.02","5,,,I"
"AO000066390","1958-07","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","5,I","0","5,I","","","","","","","7.2","5,I,05,","","","","","","","","","9.34","5,,,I"
"AO000066390","1958-10","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","5,I","0","5,I","","","","","","","10.0","5,I,13,","","","","","","","","","14.03","5,,,I"
"AO000066390","1959-01","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","4,I","0","4,I","","","","","","","11.1","4,I,16,+","","","","","","","","","13.84","4,,,I"
"AO000066390","1959-02","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","4,I","0","4,I","","","","","","","10.0","4,I,16,+","","","","","","","","","13.56","4,,,I"
"AO000066390","1959-06","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","5,I","0","5,I","","","","","","","7.2","5,I,22,+","","","","","","","","","9.34","5,,,I"
"AO000066390","1959-07","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","4,I","0","4,I","","","","","","","6.1","4,I,04,","","","","","","","","","9.12","4,,,I"
"AO000066390","1959-09","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","5,I","0","5,I","0","5,I","25","5,I","0","5,I","8.9","5,I,02,","30.0","5,I,28,","","","20.75","6,I","28.10","5,,,I","13.40","5,,,I"
"AO000066390","1959-10","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","5,I","0","5,I","","","","","","","10.0","5,I,02,","","","","","","","","","14.64","5,,,I"
"AO000066390","1959-11","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","2,I","0","2,I","","","","","","","11.1","2,I,03,","","","","","","","","","14.11","2,,,I"
"AO000066390","1959-12","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","23.6","5,I","0",",I","0",",I","0","5,I","26","5,I","0","5,I","11.1",",I,27,+","28.9","5,I,31,+","2.2","5,I","19.16","5,I","24.62","5,,,I","13.71",",,,I"
"AO000066390","1960-01","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0",",I","0",",I","","","","","","","11.1",",I,27,+","","","","","","","","","13.52",",,,I"
"AO000066390","1960-02","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0",",I","0",",I","","","","","","","11.1",",I,21,+","","","","","","","","","13.31",",,,I"
"AO000066390","1960-03","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","3,I","0","3,I","0","5,I","25","5,I","0","5,I","11.1","3,I,20,","27.8","5,I,02,","","","18.99","8,I","24.13","5,,,I","13.85","3,,,I"
"AO000066390","1960-04","-14.933","13.567","1761.0","LUBANGO SA DA BAND, AO","","","","","0","5,I","0","5,I","","","","","","","8.9","5,I,25,","","","","","","","","","13.03","5,,,I"
