"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093831","1958-05","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","191.6","X","137.2","2,X","6",",X","3",",X","1",",X","0",",X","0",",X","0","1,X","0","1,X","0","1,X","30","1,X","1","1,X","15","","","","3","","9.4","1,X,08,","0",",,X,31,+","0",",,X,31,+","35.1",",,X,11,","32.2","1,X,29,","","","1.4","1,X","67.1",",,,X","0",",,,X","22.86","2,X","27.24","1,,,X","18.48","1,,,X","","","","","248",",X","","","","","","","23.6",",X","",""
"USW00093831","1958-06","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","416.5","X","224.9",",X","13",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","8",",X","12","","","","8","","16.7",",X,30,","0",",,X,30,+","0",",,X,30,+","23.1",",,X,15,","36.1",",X,14,","","","0.0",",X","70.8",",,,X","0",",,,X","25.83",",X","30.01",",,,X","21.65",",,,X","","","","","225",",X","","","","","","","22.6",",X","",""
"USW00093831","1958-07","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","706.9","X","290.4",",X","11",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","12",",X","3","","","","11","","20.6",",X,01,","0",",,X,31,+","0",",,X,31,+","22.1",",,X,17,","36.1",",X,29,","0.0","X","0.0",",X","100.5",",,,X","0",",,,X","27.70",",X","31.73",",,,X","23.68",",,,X","","","","","45",",X","","","","","","","21.1",",X","",""
"USW00093831","1958-08","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","986.6","X","279.7",",X","10",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","15",",X","15","","","","13","","18.9",",X,28,+","0",",,X,31,+","0",",,X,31,+","42.9",",,X,03,","36.1",",X,02,","0.0","X","0.0",",X","141.7",",,,X","0",",,,X","27.36",",X","31.70",",,,X","23.01",",,,X","","","","","45","1,X","","","","","","","20.6","1,X","",""
"USW00093831","1958-09","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1191.4","X","204.8",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","6",",X","18","","","","3","","12.8",",X,29,","0",",,X,30,+","0",",,X,30,+","19.8",",,X,15,","34.4",",X,18,+","0.0","X","0.0",",X","37.6",",,,X","0",",,,X","25.16",",X","29.63",",,,X","20.69",",,,X","","","","","158",",X","","","","","","","18.0",",X","",""
"USW00093831","1958-10","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1216.3","X","24.9","2,X","8",",X","6",",X","2",",X","0",",X","0",",X","0","1,X","0","1,X","0","1,X","19","1,X","1","1,X","19","","","","1","","3.3","1,X,28,","0",",,X,31,+","0",",,X,31,+","33.0",",,X,04,","32.2","1,X,01,","51.7","X","51.7","1,X","88.2",",,,X","0",",,,X","17.58","2,X","22.82","1,,,X","12.34","1,,,X","","","","","45",",X","","","","","","","15.4",",X","",""
"USW00093831","1958-11","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1240.5","X","24.2",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","21",",X","0",",X","21","","","","","","2.8",",X,30,","0",",,X,30,+","0",",,X,30,+","9.1",",,X,05,","28.3",",X,16,","127.3","X","75.6",",X","15.8",",,,X","0",",,,X","16.62",",X","22.01",",,,X","11.22",",,,X","","","","","45",",X","","","","","","","12.9",",X","",""
"USW00093831","1958-12","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1240.5","X","0.0",",X","8",",X","6",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","3",",X","0",",X","15","","","","","","-6.7",",X,12,","0",",T,X,11,","0",",T,X,11,","16.8",",,X,28,","23.9",",X,05,","407.1","X","279.8",",X","51.3",",,,X","0",",T,,X","9.31",",X","14.44",",,,X","4.18",",,,X","","","","","360",",X","","","","","","","15.4",",X","",""
"USW00093831","1959-01","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","0.0","X","0.0",",X","9",",X","8",",X","0",",X","0",",X","0",",X","0",",X","12",",X","0",",X","4",",X","0",",X","14","","","","1","","-7.8",",X,17,","0",",,X,31,+","0",",,X,31,+","17.3",",,X,03,","22.8",",X,26,","703.2","X","296.1",",X","84.9",",,,X","0",",,,X","8.78",",X","14.62",",,,X","2.95",",,,X","","","","","270",",X","","","","","","","18.5",",X","",""
"USW00093831","1959-02","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","8.9","X","8.9",",X","11",",X","8",",X","1",",X","0",",X","0",",X","0",",X","1",",X","0",",X","7",",X","0",",X","15","","","","","","-2.2",",X,21,","0",",,X,28,+","0",",,X,28,+","35.3",",,X,04,","27.2",",X,10,","869.7","X","166.5",",X","123.2",",,,X","0",",,,X","12.71",",X","16.96",",,,X","8.45",",,,X","","","","","270",",X","","","","","","","16.4",",X","",""
"USW00093831","1959-03","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","12.0","X","3.1",",X","16",",X","15",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","16","","","","4","","2.2",",X,08,","0",",,X,31,+","0",",,X,31,+","69.6",",,X,05,","25.6",",X,27,","1022.5","X","152.8",",X","193.0",",,,X","0",",,,X","13.50",",X","18.39",",,,X","8.62",",,,X","","","","","248",",X","","","","","","","22.1",",X","",""
"USW00093831","1959-04","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","71.4","X","59.4",",X","5",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","14","","","","3","","5.6",",X,15,","0",",,X,30,+","0",",,X,30,+","18.0",",,X,02,","31.1",",X,20,","1057.5","X","35.0",",X","37.8",",,,X","0",",,,X","19.15",",X","24.19",",,,X","14.11",",,,X","","","","","360",",X","","","","","","","15.4",",X","",""
"USW00093831","1959-05","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","256.5","X","185.1",",X","9",",X","9",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","7",",X","14","","","","4","","14.4",",X,15,","0",",,X,31,+","0",",,X,31,+","85.6",",,X,25,","35.0",",X,03,","1057.5","X","0.0",",X","167.7",",,,X","0",",,,X","24.30",",X","28.73",",,,X","19.88",",,,X","","","","","248",",X","","","","","","","22.6",",X","",""
"USW00093831","1959-06","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","491.0","X","234.5",",X","8",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","9",",X","16","","","","6","","17.8",",X,04,","0",",,X,30,+","0",",,X,30,+","22.9",",,X,17,","39.4",",X,30,","1057.5","X","0.0",",X","68.4",",,,X","0",",,,X","26.15",",X","30.82",",,,X","21.48",",,,X","","","","","270",",X","","","","","","","15.4",",X","",""
"USW00093831","1959-07","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","753.1","X","262.1",",X","14",",X","12",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","6",",X","12","","","","13","","21.1",",X,05,","0",",,X,31,+","0",",,X,31,+","48.3",",,X,16,","33.9",",X,07,","0.0","X","0.0",",X","227.9",",,,X","0",",,,X","26.79",",X","30.29",",,,X","23.29",",,,X","","","","","135",",X","","","","","","","21.6",",X","",""
"USW00093831","1959-08","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1031.9","X","278.8",",X","12",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","18",",X","18","","","","12","","21.1",",X,04,","0",",,X,31,+","0",",,X,31,+","28.2",",,X,06,","34.4",",X,26,+","0.0","X","0.0",",X","82.5",",,,X","0",",,,X","27.33",",X","31.52",",,,X","23.13",",,,X","","","","","248",",X","","","","","","","14.4",",X","",""
"USW00093831","1959-09","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1206.7","X","174.8","1,X","15","1,X","10","1,X","3","1,X","0","1,X","0","1,X","0","1,X","0","1,X","0","1,X","29","1,X","3","1,X","20","","","","8","","16.1","1,X,20,+","0","1,,X,30,+","0","1,,X,30,+","147.3","1,,X,29,","33.9","1,X,02,","0.0","X","0.0","1,X","274.2","1,,,X","0","1,,,X","24.36","1,X","28.06","1,,,X","20.66","1,,,X","","","","","270","1,X","","","","","","","61.7","1,X","",""
"USW00093831","1959-10","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1326.9","X","120.2",",X","11",",X","8",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","26",",X","1",",X","20","","","","3","","8.3",",X,26,","0",",,X,31,+","0",",,X,31,+","115.3",",,X,29,","32.8",",X,01,","15.8","X","15.8",",X","262.9",",,,X","0",",,,X","21.70",",X","25.55",",,,X","17.85",",,,X","","","","","","","","","","","","","","","",""
"USW00093831","1959-11","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1345.2","X","18.3",",X","6",",X","3",",X","1",",X","0",",X","0",",X","0",",X","2",",X","0",",X","12",",X","0",",X","18","","","","","","-4.4",",X,30,","0",",,X,30,+","0",",,X,30,+","26.4",",,X,07,","28.3",",X,06,","159.6","X","143.8",",X","43.9",",,,X","0",",,,X","14.15",",X","19.30",",,,X","9.00",",,,X","","","","","270",",X","","","","","","","15.4",",X","",""
"USW00093831","1959-12","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1345.2","X","0.0",",X","7",",X","6",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","1",",X","0",",X","11","","","","","","-1.7",",X,01,","0",",,X,31,+","0",",,X,31,+","15.7",",,X,12,","22.2",",X,10,","414.1","X","254.5",",X","35.7",",,,X","0",",,,X","10.12",",X","15.18",",,,X","5.07",",,,X","","","","","270",",X","","","","","","","15.9",",X","",""
"USW00093831","1960-01","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","0.3","X","0.3",",X","13",",X","9",",X","1",",X","0",",X","0",",X","0",",X","7",",X","0",",X","4",",X","0",",X","18","","","","","","-5.6",",X,24,","0",",,X,31,+","0",",,X,31,+","43.2",",,X,30,","25.0",",X,13,","671.4","X","257.3",",X","124.0",",,,X","0",",,,X","10.04",",X","14.92",",,,X","5.16",",,,X","","","","","23",",X","","","","","","","13.9",",X","",""
"USW00093831","1960-02","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","0.3","X","0.0",",X","11",",X","7",",X","2",",X","0",",X","0",",X","0",",X","4",",X","0",",X","0",",X","0",",X","18","","","","3","","-2.2",",X,20,+","0",",,X,29,+","0",",,X,29,+","36.1",",,X,05,","20.6",",X,10,","927.0","X","255.6",",X","131.9",",,,X","0",",,,X","9.52",",X","14.56",",,,X","4.48",",,,X","","","","","293",",X","","","","","","","23.1",",X","",""
"USW00093831","1960-03","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","3.9","X","3.6",",X","10",",X","7",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","7",",X","0",",X","20","","","","2","","-4.4",",X,06,","0",",,X,31,+","8",",,X,11,","14.5",",,X,30,","25.6",",X,28,","1235.5","X","308.5",",X","72.0",",,,X","8",",,,X","8.50",",X","13.26",",,,X","3.73",",,,X","","","","","315",",X","","","","","","","18.5",",X","",""
"USW00093831","1960-04","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","65.3","X","61.4",",X","7",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","19","","","","2","","2.8",",X,11,","0",",,X,30,+","0",",,X,30,+","20.3",",,X,02,","29.4",",X,26,+","1265.2","X","29.7",",X","62.8",",,,X","0",",,,X","19.39",",X","24.85",",,,X","13.93",",,,X","","","","","270",",X","","","","","","","20.6",",X","",""
"USW00093831","1960-05","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","207.9","X","142.6",",X","7",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","9",",X","9","","","","5","","9.4",",X,13,","0",",,X,31,+","0",",,X,31,+","23.4",",,X,25,","35.0",",X,24,+","1270.2","X","5.0",",X","66.0",",,,X","0",",,,X","22.77",",X","28.47",",,,X","17.08",",,,X","","","","","315",",X","","","","","","","28.3",",X","",""
"USW00093831","1960-06","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","441.6","X","233.7",",X","9",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","8",",X","10","","","","10","","15.0",",X,11,","0",",,X,30,+","0",",,X,30,+","36.8",",,X,20,","35.6",",X,24,","1270.2","X","0.0",",X","98.2",",,,X","0",",,,X","26.12",",X","30.87",",,,X","21.37",",,,X","","","","","68",",X","","","","","","","14.9",",X","",""
"USW00093831","1960-07","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","723.0","X","281.4",",X","20",",X","17",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","12",",X","17","","","","17","","20.0",",X,30,","0",",,X,31,+","0",",,X,31,+","66.8",",,X,29,","36.7",",X,03,+","0.0","X","0.0",",X","367.8",",,,X","0",",,,X","27.41",",X","31.42",",,,X","23.40",",,,X","","","","","203",",X","","","","","","","14.4",",X","",""
"USW00093831","1960-08","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1004.5","X","281.5",",X","11",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","16",",X","17","","","","10","","19.4",",X,19,","0",",,X,31,+","0",",,X,31,+","64.3",",,X,11,","33.9",",X,21,+","0.0","X","0.0",",X","116.0",",,,X","0",",,,X","27.41",",X","31.76",",,,X","23.06",",,,X","","","","","225",",X","","","","","","","17.5",",X","",""
"USW00093831","1960-09","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1208.1","X","203.6",",X","14",",X","8",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","4",",X","19","","","","3","","17.8",",X,14,","0",",,X,30,+","0",",,X,30,+","99.1",",,X,11,","32.2",",X,06,+","0.0","X","0.0",",X","299.3",",,,X","0",",,,X","25.12",",X","29.00",",,,X","21.24",",,,X","","","","","338",",X","","","","","","","20.6",",X","",""
"USW00093831","1960-10","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1316.3","X","108.2",",X","9",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","0",",X","18","","","","3","","6.7",",X,23,","0",",,X,31,+","0",",,X,31,+","11.2",",,X,07,","30.0",",X,05,+","23.6","X","23.6",",X","32.3",",,,X","0",",,,X","21.06",",X","25.98",",,,X","16.14",",,,X","","","","","180",",X","","","","","","","11.8",",X","",""
"USW00093831","1960-11","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1324.9","X","8.6",",X","5",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","20",",X","0",",X","18","","","","1","","1.7",",X,08,","0",",,X,30,+","0",",,X,30,+","30.2",",,X,18,","27.2",",X,16,","108.9","X","85.3",",X","33.3",",,,X","0",",,,X","15.78",",X","21.58",",,,X","9.97",",,,X","","","","","315",",X","","","","","","","10.3",",X","",""
"USW00093831","1960-12","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","1324.9","X","0.0",",X","5",",X","5",",X","0",",X","0",",X","0",",X","0",",X","16",",X","0",",X","3",",X","0",",X","8","","","","","","-6.1",",X,14,","0",",,X,31,+","0",",,X,31,+","10.7",",,X,11,","23.3",",X,07,","443.1","X","334.2",",X","38.7",",,,X","0",",,,X","7.55",",X","14.00",",,,X","1.11",",,,X","","","","","203",",X","","","","","","","15.4",",X","",""
"USW00093831","1961-01","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","0.0","X","0.0",",X","7",",X","6",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","1",",X","0",",X","9","","","","1","","-6.7",",X,22,","0",",,X,31,+","0",",T,X,26,+","20.3",",,X,14,","21.1",",X,12,","767.8","X","324.7",",X","54.9",",,,X","0",",T,,X","7.86",",X","13.29",",,,X","2.43",",,,X","","","","","","","","","","","","","","","",""
"USW00093831","1961-02","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","0.8","X","0.8",",X","11",",X","7",",X","0",",X","0",",X","0",",X","0",",X","4",",X","0",",X","11",",X","0",",X","16","","","","2","","-1.1",",X,05,","0",",,X,28,+","0",",,X,28,+","24.4",",,X,07,","25.0",",X,15,","937.6","X","169.8",",X","84.2",",,,X","0",",,,X","12.30",",X","17.23",",,,X","7.37",",,,X","","","","","","","","","","","","","","","",""
"USW00093831","1961-03","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","32.5","X","31.7",",X","6",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","21",",X","0",",X","18","","","","2","","3.3",",X,11,+","0",",,X,31,+","0",",,X,31,+","66.5",",,X,18,","28.9",",X,07,","1009.0","X","71.4",",X","129.8",",,,X","0",",,,X","17.05",",X","22.82",",,,X","11.29",",,,X","","","","","293",",X","","","","","","","18.0",",X","",""
"USW00093831","1961-04","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","53.6","X","21.1",",X","8",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","7","","","","4","","4.4",",X,05,","0",",,X,30,+","0",",,X,30,+","49.8",",,X,12,","30.0",",X,25,+","1087.8","X","78.8",",X","156.5",",,,X","0",",,,X","16.41",",X","21.64",",,,X","11.18",",,,X","","","","","180",",X","","","","","","","28.3",",X","",""
"USW00093831","1961-05","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","162.4","X","108.8",",X","10",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","20","","","","3","","11.7",",X,28,","0",",,X,31,+","0",",,X,31,+","43.4",",,X,22,","31.1",",X,16,","1091.1","X","3.3",",X","119.1",",,,X","0",",,,X","21.74",",X","26.07",",,,X","17.40",",,,X","","","","","360","1,X","","","","","","","17.0","1,X","",""
"USW00093831","1961-06","32.48333","-80.71667","11.3","BEAUFORT MCAS, SC US","","","376.3","X","213.9",",X","11",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","8",",X","10","","","","10","","15.0",",X,19,","0",",,X,30,+","0",",,X,30,+","21.6",",,X,28,","33.9",",X,07,+","1092.5","X","1.4",",X","86.5",",,,X","0",",,,X","25.42",",X","29.81",",,,X","21.03",",,,X","","","","","225","5,X","","","","","","","19.5","5,X","",""
