"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"RSM00029848","1936-01","53.467","85.917","272.0","TOGUL, RS","18",",I","4",",I","0",",I","","","","","","","","","","","7.6",",,I,31,","","","30.0",",,,I","",""
"RSM00029848","1936-02","53.467","85.917","272.0","TOGUL, RS","9",",I","3",",I","0",",I","","","","","","","","","","","6.9",",,I,02,","","","25.1",",,,I","",""
"RSM00029848","1936-03","53.467","85.917","272.0","TOGUL, RS","13",",I","4",",I","0",",I","","","","","","","","","","","4.8",",,I,07,","","","24.4",",,,I","",""
"RSM00029848","1936-04","53.467","85.917","272.0","TOGUL, RS","11",",I","3",",I","0",",I","","","","","","","","","","","3.6",",,I,14,","","","17.9",",,,I","",""
"RSM00029848","1936-05","53.467","85.917","272.0","TOGUL, RS","17",",I","6",",I","0",",I","","","","","","","","","","","7.5",",,I,10,","","","33.0",",,,I","",""
"RSM00029848","1936-06","53.467","85.917","272.0","TOGUL, RS","10",",I","4",",I","0",",I","","","","","","","","","","","9.1",",,I,10,","","","33.5",",,,I","",""
"RSM00029848","1936-07","53.467","85.917","272.0","TOGUL, RS","11",",I","8",",I","0",",I","","","","","","","","","","","15.1",",,I,26,","","","61.1",",,,I","",""
"RSM00029848","1936-08","53.467","85.917","272.0","TOGUL, RS","20",",I","12",",I","0",",I","","","","","","","","","","","16.3",",,I,22,","","","125.9",",,,I","",""
"RSM00029848","1936-09","53.467","85.917","272.0","TOGUL, RS","14",",I","12",",I","0",",I","","","","","","","","","","","12.0",",,I,04,","","","77.8",",,,I","",""
"RSM00029848","1936-10","53.467","85.917","272.0","TOGUL, RS","9",",I","4",",I","0",",I","","","","","","","","","","","7.7",",,I,26,","","","29.0",",,,I","",""
"RSM00029848","1936-11","53.467","85.917","272.0","TOGUL, RS","23",",I","12",",I","0",",I","","","","","","","","","","","9.4",",,I,13,","","","80.5",",,,I","",""
"RSM00029848","1936-12","53.467","85.917","272.0","TOGUL, RS","16",",I","2",",I","0",",I","","","","","","","","","","","4.7",",,I,01,","","","24.9",",,,I","",""
"RSM00029848","1937-01","53.467","85.917","272.0","TOGUL, RS","19",",I","2",",I","0",",I","","","","","","","","","","","3.8",",,I,29,","","","22.9",",,,I","",""
"RSM00029848","1937-02","53.467","85.917","272.0","TOGUL, RS","15",",I","4",",I","0",",I","","","","","","","","","","","8.8",",,I,01,","","","27.1",",,,I","",""
"RSM00029848","1937-03","53.467","85.917","272.0","TOGUL, RS","15",",I","2",",I","0",",I","","","","","","","","","","","3.8",",,I,12,","","","20.6",",,,I","",""
"RSM00029848","1937-04","53.467","85.917","272.0","TOGUL, RS","16",",I","5",",I","0",",I","","","","","","","","","","","7.6",",,I,24,","","","35.3",",,,I","",""
"RSM00029848","1937-05","53.467","85.917","272.0","TOGUL, RS","11",",I","4",",I","0",",I","","","","","","","","","","","4.7",",,I,16,","","","18.7",",,,I","",""
"RSM00029848","1937-06","53.467","85.917","272.0","TOGUL, RS","12",",I","4",",I","0",",I","","","","","","","","","","","7.1",",,I,12,","","","32.0",",,,I","",""
"RSM00029848","1937-07","53.467","85.917","272.0","TOGUL, RS","13",",I","3",",I","0",",I","","","","","","","","","","","5.2",",,I,03,","","","20.1",",,,I","",""
"RSM00029848","1937-08","53.467","85.917","272.0","TOGUL, RS","8",",I","5",",I","0",",I","","","","","","","","","","","8.4",",,I,30,","","","25.7",",,,I","",""
"RSM00029848","1937-09","53.467","85.917","272.0","TOGUL, RS","13",",I","8",",I","0",",I","","","","","","","","","","","17.1",",,I,25,","","","79.7",",,,I","",""
"RSM00029848","1937-10","53.467","85.917","272.0","TOGUL, RS","15",",I","10",",I","0",",I","","","","","","","","","","","10.2",",,I,31,","","","72.8",",,,I","",""
"RSM00029848","1937-11","53.467","85.917","272.0","TOGUL, RS","23",",I","7",",I","0",",I","","","","","","","","","","","21.7",",,I,12,","","","77.6",",,,I","",""
"RSM00029848","1937-12","53.467","85.917","272.0","TOGUL, RS","22",",I","3",",I","0",",I","","","","","","","","","","","4.7",",,I,07,","","","29.2",",,,I","",""
"RSM00029848","1938-01","53.467","85.917","272.0","TOGUL, RS","9",",I","3",",I","0",",I","","","","","","","","","","","4.0",",,I,17,","","","15.1",",,,I","",""
"RSM00029848","1938-02","53.467","85.917","272.0","TOGUL, RS","15",",I","2",",I","0",",I","","","","","","","","","","","5.8",",,I,25,","","","24.6",",,,I","",""
"RSM00029848","1938-03","53.467","85.917","272.0","TOGUL, RS","6",",I","0",",I","0",",I","","","","","","","","","","","2.2",",,I,01,","","","6.2",",,,I","",""
"RSM00029848","1938-04","53.467","85.917","272.0","TOGUL, RS","9",",I","3",",I","0",",I","","","","","","","","","","","10.6",",,I,15,","","","32.0",",,,I","",""
"RSM00029848","1938-05","53.467","85.917","272.0","TOGUL, RS","17",",I","10",",I","0",",I","","","","","","","","","","","13.8",",,I,20,","","","82.1",",,,I","",""
"RSM00029848","1938-06","53.467","85.917","272.0","TOGUL, RS","17",",I","9",",I","0",",I","","","","","","","","","","","17.4",",,I,20,","","","91.5",",,,I","",""
"RSM00029848","1938-07","53.467","85.917","272.0","TOGUL, RS","20",",I","15",",I","1",",I","","","","","","","","","","","27.1",",,I,26,","","","110.5",",,,I","",""
"RSM00029848","1938-08","53.467","85.917","272.0","TOGUL, RS","8",",I","5",",I","1",",I","","","","","","","","","","","31.0",",,I,01,","","","56.8",",,,I","",""
"RSM00029848","1938-09","53.467","85.917","272.0","TOGUL, RS","15",",I","10",",I","0",",I","","","","","","","","","","","25.3",",,I,11,","","","74.4",",,,I","",""
"RSM00029848","1938-10","53.467","85.917","272.0","TOGUL, RS","19",",I","12",",I","0",",I","","","","","","","","","","","13.7",",,I,23,","","","85.7",",,,I","",""
"RSM00029848","1938-11","53.467","85.917","272.0","TOGUL, RS","13",",I","1",",I","0",",I","","","","","","","","","","","6.0",",,I,02,","","","18.1",",,,I","",""
"RSM00029848","1939-01","53.467","85.917","272.0","TOGUL, RS","10",",I","2",",I","0",",I","","","","","","","","","","","3.1",",,I,26,","","","16.2",",,,I","",""
"RSM00029848","1939-02","53.467","85.917","272.0","TOGUL, RS","12",",I","3",",I","0",",I","","","","","","","","","","","10.5",",,I,05,","","","25.2",",,,I","",""
"RSM00029848","1939-03","53.467","85.917","272.0","TOGUL, RS","7",",I","1",",I","0",",I","","","","","","","","","","","3.1",",,I,25,","","","10.3",",,,I","",""
"RSM00029848","1939-04","53.467","85.917","272.0","TOGUL, RS","5",",I","2",",I","0",",I","","","","","","","","","","","8.0",",,I,23,","","","13.9",",,,I","",""
"RSM00029848","1939-05","53.467","85.917","272.0","TOGUL, RS","13",",I","8",",I","0",",I","","","","","","","","","","","21.1",",,I,25,","","","67.5",",,,I","",""
"RSM00029848","1939-06","53.467","85.917","272.0","TOGUL, RS","14",",I","8",",I","0",",I","","","","","","","","","","","20.6",",,I,29,","","","91.9",",,,I","",""
"RSM00029848","1939-07","53.467","85.917","272.0","TOGUL, RS","9",",I","4",",I","0",",I","","","","","","","","","","","22.6",",,I,07,","","","65.2",",,,I","",""
"RSM00029848","1939-08","53.467","85.917","272.0","TOGUL, RS","13",",I","5",",I","0",",I","","","","","","","","","","","16.0",",,I,04,","","","55.0",",,,I","",""
"RSM00029848","1939-09","53.467","85.917","272.0","TOGUL, RS","8",",I","5",",I","1",",I","","","","","","","","","","","25.8",",,I,11,","","","50.7",",,,I","",""
"RSM00029848","1939-10","53.467","85.917","272.0","TOGUL, RS","11",",I","4",",I","0",",I","","","","","","","","","","","15.6",",,I,23,","","","60.0",",,,I","",""
"RSM00029848","1939-11","53.467","85.917","272.0","TOGUL, RS","14",",I","2",",I","0",",I","","","","","","","","","","","6.8",",,I,14,","","","22.9",",,,I","",""
"RSM00029848","1939-12","53.467","85.917","272.0","TOGUL, RS","7",",I","3",",I","0",",I","","","","","","","","","","","6.9",",,I,06,","","","21.6",",,,I","",""
"RSM00029848","1940-01","53.467","85.917","272.0","TOGUL, RS","8",",I","0",",I","0",",I","","","","","","","","","","","1.6",",,I,03,+","","","6.9",",,,I","",""
"RSM00029848","1940-02","53.467","85.917","272.0","TOGUL, RS","11",",I","2",",I","0",",I","","","","","","","","","","","5.0",",,I,24,","","","19.0",",,,I","",""
"RSM00029848","1940-03","53.467","85.917","272.0","TOGUL, RS","9",",I","1",",I","0",",I","","","","","","","","","","","3.0",",,I,08,","","","9.3",",,,I","",""
"RSM00029848","1940-04","53.467","85.917","272.0","TOGUL, RS","8",",I","3",",I","0",",I","","","","","","","","","","","15.2",",,I,28,","","","35.2",",,,I","",""
"RSM00029848","1940-05","53.467","85.917","272.0","TOGUL, RS","16",",I","6",",I","0",",I","","","","","","","","","","","6.1",",,I,12,","","","34.4",",,,I","",""
"RSM00029848","1940-06","53.467","85.917","272.0","TOGUL, RS","11",",I","5",",I","1",",I","","","","","","","","","","","25.4",",,I,30,","","","63.8",",,,I","",""
"RSM00029848","1940-07","53.467","85.917","272.0","TOGUL, RS","6",",I","4",",I","0",",I","","","","","","","","","","","18.8",",,I,16,","","","49.9",",,,I","",""
"RSM00029848","1940-08","53.467","85.917","272.0","TOGUL, RS","12",",I","7",",I","1",",I","","","","","","","","","","","32.0",",,I,11,","","","95.7",",,,I","",""
"RSM00029848","1940-09","53.467","85.917","272.0","TOGUL, RS","12",",I","6",",I","0",",I","","","","","","","","","","","13.9",",,I,01,","","","56.1",",,,I","",""
"RSM00029848","1940-10","53.467","85.917","272.0","TOGUL, RS","21",",I","9",",I","0",",I","","","","","","","","","","","12.1",",,I,18,","","","54.3",",,,I","",""
"RSM00029848","1940-11","53.467","85.917","272.0","TOGUL, RS","17",",I","3",",I","0",",I","","","","","","","","","","","18.5",",,I,18,","","","47.0",",,,I","",""
"RSM00029848","1940-12","53.467","85.917","272.0","TOGUL, RS","20",",I","3",",I","0",",I","","","","","","","","","","","6.1",",,I,16,","","","32.6",",,,I","",""
