"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NLE00109283","1956-01","52.6831","6.9","13.0","SCHOONEBEEK, NL","6",",","150",",,E,28,+"
"NLE00109283","1956-02","52.6831","6.9","13.0","SCHOONEBEEK, NL","15",",","80",",,E,27,+"
"NLE00109283","1956-03","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","20",",,E,16,"
"NLE00109283","1956-04","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1956-05","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1956-06","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1956-07","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1956-08","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1956-09","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1956-10","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1956-11","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1956-12","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1957-01","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1957-02","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","20",",,E,24,+"
"NLE00109283","1957-03","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1957-04","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1957-05","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1957-06","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1957-07","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1957-08","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1957-09","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1957-10","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1957-11","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1957-12","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","20",",,E,15,"
"NLE00109283","1958-01","52.6831","6.9","13.0","SCHOONEBEEK, NL","6",",","80",",,E,26,+"
"NLE00109283","1958-02","52.6831","6.9","13.0","SCHOONEBEEK, NL","2","3,","80","3,,E,07,"
"NLE00109283","1958-03","52.6831","6.9","13.0","SCHOONEBEEK, NL","0","1,","20","1,,E,02,"
"NLE00109283","1958-04","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","10",",,E,10,"
"NLE00109283","1958-05","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1958-06","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1958-07","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1958-08","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1958-09","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1958-10","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1958-11","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1958-12","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1959-01","52.6831","6.9","13.0","SCHOONEBEEK, NL","12",",","230",",,E,12,"
"NLE00109283","1959-02","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,28,+"
"NLE00109283","1959-03","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1959-04","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1959-05","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1959-06","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1959-07","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1959-08","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1959-09","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1959-10","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1959-11","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1959-12","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","20",",,E,12,+"
"NLE00109283","1960-01","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","20",",,E,18,+"
"NLE00109283","1960-02","52.6831","6.9","13.0","SCHOONEBEEK, NL","0","1,","20","1,,E,02,+"
"NLE00109283","1960-03","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1960-04","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1960-05","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1960-06","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1960-07","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1960-08","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1960-09","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1960-10","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1960-11","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1960-12","52.6831","6.9","13.0","SCHOONEBEEK, NL","1",",","80",",,E,15,"
"NLE00109283","1961-01","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1961-02","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","20",",,E,05,"
"NLE00109283","1961-03","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1961-04","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1961-05","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1961-06","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1961-07","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1961-08","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1961-09","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1961-10","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1961-11","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1961-12","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","10",",,E,07,"
"NLE00109283","1962-01","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1962-02","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","20",",,E,14,"
"NLE00109283","1962-03","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","10",",,E,05,"
"NLE00109283","1962-04","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1962-05","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1962-06","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1962-07","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1962-08","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1962-09","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1962-10","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1962-11","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1962-12","52.6831","6.9","13.0","SCHOONEBEEK, NL","4","1,","80","1,,E,28,+"
"NLE00109283","1963-03","52.6831","6.9","13.0","SCHOONEBEEK, NL","0","5,","20","5,,E,06,"
"NLE00109283","1963-04","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1963-05","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1963-06","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1963-07","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1963-08","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1963-09","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1963-10","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1963-11","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1963-12","52.6831","6.9","13.0","SCHOONEBEEK, NL","8",",","80",",,E,23,+"
"NLE00109283","1964-01","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1964-02","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","20",",,E,22,+"
"NLE00109283","1964-03","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1964-04","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1964-05","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1964-06","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1964-07","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1964-08","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1964-09","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1964-10","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1964-11","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1964-12","52.6831","6.9","13.0","SCHOONEBEEK, NL","6",",","40",",,E,30,+"
"NLE00109283","1965-01","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1965-02","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","20",",,E,22,+"
"NLE00109283","1965-03","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","10",",,E,08,"
"NLE00109283","1965-04","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1965-05","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1965-06","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
"NLE00109283","1965-07","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1965-08","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,31,+"
"NLE00109283","1965-09","52.6831","6.9","13.0","SCHOONEBEEK, NL","0",",","0",",,E,30,+"
