"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094895","1962-10","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","16.4",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","15",",0","0",",0","10","","","","1","","-6.7",",0,27,+","0",",T,0,26,+","0",",T,0,26,+","21.8",",,0,20,","28.3",",0,15,","","","167.4",",0","82.8",",,,0","0",",T,,0","13.46",",0","19.49",",,,0","7.43",",,,0","","","","","","","",""
"USW00094895","1962-11","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","0.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","12","","","","","","-5.6",",0,27,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,16,","18.9",",0,30,","","","401.9",",0","40.2",",,,0","0",",,,0","4.94",",0","10.24",",,,0","-0.37",",,,0","","","","","","","",""
"USW00094895","1962-12","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","0.0","1,0","4",",0","2",",0","0",",0","21",",0","3",",0","2","1,0","30","1,0","16",",0","0",",0","0",",0","4","","","","","","-22.8","1,0,12,","51",",,0,28,+","51",",,0,06,","4.1",",,0,22,","18.9",",0,01,","","","661.9",",0","8.7",",,,0","109",",,,0","-3.94","1,0","1.55",",,,0","-9.43","1,,,0","","","","","","","",""
"USW00094895","1963-01","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","0.0","0","0.0",",0","5",",0","3",",0","0",",0","14",",0","2",",0","13",",0","29",",0","19",",0","0",",0","0",",0","4","","","","","","-27.8",",0,24,","127",",,0,31,+","76",",,0,27,+","7.6",",,0,23,","12.2",",0,10,","","","794.8",",0","18.9",",,,0","165",",,,0","-7.30",",0","-1.89",",,,0","-12.72",",,,0","","","","","","","",""
"USW00094895","1963-02","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","0.0","0","0.0",",0","5",",0","2",",0","0",",0","12",",0","4",",0","7",",0","28",",0","15",",0","0",",0","0",",0","4","","","","","","-24.4",",0,26,","127",",,0,01,","33",",,0,10,","3.8",",,0,24,","10.0",",0,06,","","","673.6",",0","9.7",",,,0","133",",,,0","-5.73",",0","0.10",",,,0","-11.55",",,,0","","","","","","","",""
"USW00094895","1963-03","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","","","14",",0","10",",0","2",",0","4",",0","2",",0","","","","","2",",0","5",",0","0",",0","8","","","","1","","","","152",",,0,01,","97",",,0,01,","67.1",",,0,04,","25.6",",0,29,","","","","","199.2",",,,0","122",",,,0","","","11.47",",,,0","","","","","","","","","",""
"USW00094895","1963-04","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","","","11",",0","7",",0","0",",0","0",",0","0",",0","","","","","0","2,0","8","2,0","0","2,0","","","","","4","","","","0",",,0,30,+","0",",,0,30,+","22.9",",,0,19,","27.2","2,0,02,","","","","","84.3",",,,0","0",",,,0","","","18.48","2,,,0","","","","","","","","","",""
"USW00094895","1963-05","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","22.8",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","22",",0","0",",0","","","","","","","-2.2",",0,01,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,27,","30.6",",0,09,","","","103.0",",0","83.9",",,,0","0",",,,0","15.74",",0","22.56",",,,0","8.93",",,,0","","","","","","","",""
"USW00094895","1963-06","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","","","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","6","","","","0",",,0,30,+","0",",,0,30,+","11.4",",,0,05,","","","","","","","41.2",",,,0","0",",,,0","","","","","","","","","","","","","",""
"USW00094895","1963-07","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","","","10",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","46.2",",,0,20,","","","","","","","93.1",",,,0","0",",,,0","","","","","","","","","","","","","",""
"USW00094895","1963-08","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","","","7",",0","6",",0","0",",0","0",",0","0",",0","0",",","0",",0","","","","","","","10","","","","","","6.7",",0,18,","0",",,0,31,+","0",",,0,31,+","22.1",",,0,09,","","","","","","","60.2",",,,0","0",",,,0","","","","","13.59",",,,0","","","","","","","",""
"USW00094895","1963-09","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","","","2",",0","0",",0","0",",0","0",",0","0",",0","0",",","1",",0","","","","","","","","","","","","","0.0",",0,30,","0",",,0,30,+","0",",,0,30,+","2.0",",,0,29,","","","","","","","3.0",",,,0","0",",,,0","","","","","10.56",",,,0","","","","","","","",""
"USW00094895","1963-10","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","","","","","","","","","","","","","-1.7",",0,30,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,11,","","","","","","","0.0",",T,,0","0",",,,0","","","","","7.77",",,,0","","","","","","","",""
"USW00094895","1963-11","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","0.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","1",",0","0",",0","","","","","","","-6.1",",0,24,","0",",,0,30,+","0",",,0,30,+","26.4",",,0,22,","21.1",",0,17,","","","328.0",",0","61.2",",,,0","0",",,,0","7.40",",0","13.14",",,,0","1.66",",,,0","","","","","","","",""
"USW00094895","1963-12","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094895","1964-01","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","","","4",",0","4",",0","0",",0","7",",0","2",",0","","","","","","","","","","","","","","","","","","","127",",,0,17,+","102",",,0,12,","11.7",",,0,31,","","","","","","","33.0",",,,0","127",",,,0","","","","","","","","","","","","","",""
"USW00094895","1964-02","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","","","1","5,0","1","5,0","0","5,0","10","3,0","1","3,0","","","","","","","","","","","","","","","","","","","76","3,,0,17,+","76","3,,0,16,","12.7","5,,0,16,","","","","","","","17.8","3,a,,0","101","3,a,,0","","","","","","","","","","","","","",""
"USW00094895","1964-12","40.23417","-85.39361","285.6","MUNCIE DELAWARE CO AIRPORT, IN US","","","","","0.0",",0","12",",0","7",",0","1",",0","13",",0","3",",0","1",",0","26",",0","12",",0","0",",0","0",",0","","","","","","","-18.3",",0,18,","127",",,0,08,+","127",",,0,03,","36.1",",,0,26,","14.4",",0,25,+","","","568.2",",0","74.8",",,,0","200",",,,0","0.00",",0","3.80",",,,0","-3.80",",,,0","","","","","","","",""
