"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00298713","1919-06","33.2422","-103.3611","1222.9","TATUM, NM US","","","","","7",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","22.9",",,6,13,","","","","","","","","","","","","","","","","","","","51.4",",,,6","0",",,,6","","","","","",""
"USC00298713","1919-07","33.2422","-103.3611","1222.9","TATUM, NM US","","","196.7",",6","4",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","26",",6","","","","","12.2",",6,03,","","","0",",,6,31,+","6.4",",,6,14,","38.9",",6,12,","0.0","","","","0.0",",6","","","","","","","","","","","16.3",",,,6","0",",,,6","24.68",",6","33.45",",,,6","15.90",",,,6"
"USC00298713","1919-08","33.2422","-103.3611","1222.9","TATUM, NM US","","","222.2",",6","","","","","","","","","0",",6","0",",6","0",",6","0",",6","31",",6","30",",6","","","","","12.8",",6,28,+","","","0",",,6,31,+","","","40.6",",6,15,","0.0","","","","0.0",",6","","","","","","","","","","","","","0",",,,6","25.50",",6","34.93",",,,6","16.07",",,,6"
"USC00298713","1919-09","33.2422","-103.3611","1222.9","TATUM, NM US","","","105.7",",6","8",",6","8",",6","2",",6","","","0",",6","0",",6","0",",6","0",",6","25",",6","10",",6","","","","","8.3",",6,13,","","","0",",,6,30,+","53.3",",,6,16,","37.8",",6,03,","27.0","","","","27.0",",6","","","","","","","","","","","161.2",",,,6","0",",,,6","20.95",",6","28.18",",,,6","13.72",",,,6"
"USC00298713","1919-10","33.2422","-103.3611","1222.9","TATUM, NM US","","","10.2","3,6","6",",6","4",",6","1",",6","","","0",",6","0","3,6","1","3,6","0","3,6","21","3,6","0","3,6","","","","","-1.1","3,6,31,","","","0",",,6,31,+","31.8",",,6,07,","29.4","3,6,02,+","103.9","","","","76.9","3,6","","","","","","","","","","","53.0",",,,6","0",",,,6","15.95","3,6","22.68","3,,,6","9.23","3,,,6"
"USC00298713","1920-07","33.2422","-103.3611","1222.9","TATUM, NM US","","","","","5",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","26.4",",,6,24,","","","","","","","","","","","","","","","","","","","60.9",",,,6","0",",,,6","","","","","",""
"USC00298713","1920-08","33.2422","-103.3611","1222.9","TATUM, NM US","","","138.8",",6","9",",6","7",",6","3",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","7",",6","","","","","11.1",",6,28,","","","0",",,6,31,+","33.0",",,6,11,","38.3",",6,04,","","","","","0.8",",6","","","","","","","","","","","150.5",",,,6","0",",,,6","22.78",",6","29.79",",,,6","15.77",",,,6"
"USC00298713","1920-09","33.2422","-103.3611","1222.9","TATUM, NM US","","","118.0","1,6","3",",6","3",",6","0",",6","","","0",",6","0","1,6","0","1,6","0",",6","30",",6","11",",6","","","","","4.4","1,6,29,","","","0",",,6,30,+","11.4",",,6,04,","33.9",",6,11,+","","","","","0.8",",6","","","","","","","","","","","18.0",",,,6","0",",,,6","22.34","1,6","30.91",",,,6","13.77","1,,,6"
"USC00298713","1920-10","33.2422","-103.3611","1222.9","TATUM, NM US","","","25.0","1,6","5",",6","3",",6","0",",6","","","0",",6","0","1,6","1","1,6","0",",6","21",",6","10",",6","","","","","0.0","1,6,15,","","","0",",,6,31,+","6.4",",,6,20,","35.6",",6,08,","","","","","84.5",",6","","","","","","","","","","","16.9",",,,6","0",",,,6","16.43","1,6","26.55",",,,6","6.30","1,,,6"
"USC00298713","1920-11","33.2422","-103.3611","1222.9","TATUM, NM US","","","0.0",",6","5",",6","2",",6","0",",6","","","0",",6","0",",6","16",",6","0",",6","4",",6","0",",6","","","","","-10.6",",6,30,","","","8",",,6,12,","7.9",",,6,07,","25.6",",6,19,","","","","","331.4",",6","","","","","","","","","","","12.7",",,,6","13",",,,6","7.29",",6","15.82",",,,6","-1.24",",,,6"
