"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00346756","2010-01","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","0.0","0","0.0",",0","5","4,0","1","4,0","0","4,0","0","5,0","0","4,0","2",",0","22",",0","10",",0","0",",0","0",",0","-18.3",",0,09,","0","5,,0,31,+","0","4,,0,31,+","8.6","4,,0,20,","20.0",",0,22,","","","   6.1",",,,0,3,2","542.8",",0","  10.6",",,,0,3,2","  -6.7",",,,0,3,2","  -1.1",",,,0,3,2","   0.5",",,,0,3,2","   3.7",",,,0,3,2","10.3","4,,,0","0","4,,,0","0.82",",0","6.47",",,,0","-4.83",",,,0"
"USC00346756","2010-02","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","0.0","0","0.0",",0","","","","","","","0",",0","0",",0","0",",0","24",",0","2",",0","0",",0","0",",0","-8.9",",0,17,+","0",",,0,28,+","0",",,0,28,+","","","17.2",",0,18,","","","   3.3",",,,0,3,2","469.4",",0","   9.4",",,,0,3,2","  -0.6",",,,0,3,2","  -0.6",",,,0,3,2","   0.7",",,,0,3,2","   3.9",",,,0,3,2","46.3","4,a,,0","0",",,,0","1.57",",0","6.55",",,,0","-3.41",",,,0"
"USC00346756","2010-03","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","7.7","0","7.7",",0","4","5,0","2","5,0","1","5,0","0",",0","0",",0","0",",0","15",",0","1",",0","6",",0","1",",0","-5.6",",0,03,","0",",,0,31,+","0",",,0,31,+","27.2","5,,0,08,","32.2",",0,31,","","","  12.8",",,,0,3,2","298.5",",0","  22.2",",,,0,3,2","   1.1",",,,0,3,2","   4.4",",,,0,3,2","   4.9",",,,0,3,2","  11.3",",,,0,3,2","45.2",",a,,0","0",",,,0","8.95",",0","15.90",",,,0","2.01",",,,0"
"USC00346756","2010-04","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","36.3","0","28.6",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","0.0",",0,08,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,06,","29.4",",0,04,","","","  16.7",",,,0,3,2","82.3",",0","  25.6",",,,0,3,2","   5.6",",,,0,3,2","  14.4",",,,0,3,2","  12.3",",,,0,3,2","  20.3",",,,0,3,2","108.6",",,,0","0",",,,0","16.55",",0","23.13",",,,0","9.96",",,,0"
"USC00346756","2010-05","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","104.2","0","67.9",",0","11",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","3.3",",0,08,","0",",,0,31,+","0",",,0,31,+","66.3",",,0,19,","32.8",",0,30,","","","  23.3",",,,0,3,2","39.4",",0","  35.0",",,,0,3,2","  11.7",",,,0,3,2","  17.2",",,,0,3,2","  16.7",",,,0,3,2","  25.4",",,,0,3,2","156.1",",,,0","0",",,,0","19.25",",0","25.72",",,,0","12.78",",,,0"
"USC00346756","2010-06","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","359.0","0","254.8",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","17.8",",0,29,+","0",",,0,30,+","0",",,0,30,+","121.9",",,0,14,","36.1",",0,26,","","","  27.8",",,,0,3,2","0.0",",0","  37.8",",,,0,3,2","  19.4",",,,0,3,2","  27.2",",,,0,3,2","  23.8",",,,0,3,2","  33.2",",,,0,3,2","176.7",",,,0","0",",,,0","26.83",",0","32.26",",,,0","21.39",",,,0"
"USC00346756","2010-07","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","660.4","0","301.4",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","19.4",",0,27,+","0",",,0,31,+","0",",,0,31,+","23.1",",,0,03,","38.3",",0,18,","0.0","0","  28.9",",,,0,3,2","0.0",",0","  38.9",",,,0,3,2","  21.7",",,,0,3,2","  26.7",",,,0,3,2","  26.0",",,,0,3,2","  34.6",",,,0,3,2","55.3",",,,0","0",",,,0","28.05",",0","33.94",",,,0","22.17",",,,0"
"USC00346756","2010-08","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","961.0","0","300.6",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","10.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","30.5",",,0,17,","41.1",",0,02,","0.0","0","  30.0",",,,0,3,2","0.0",",0","  38.9",",,,0,3,2","  17.8",",,,0,3,2","  28.9",",,,0,3,2","  25.8",",,,0,3,2","  35.3",",,,0,3,2","67.1",",,,0","0",",,,0","28.03",",0","35.54",",,,0","20.52",",,,0"
"USC00346756","2010-09","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","1119.0","0","158.0",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","5.0",",0,27,","0",",,0,30,+","0",",,0,30,+","38.6",",,0,08,","36.1",",0,02,","7.5","0","  25.6",",,,0,3,2","7.5",",0","  35.0",",,,0,3,2","  13.9",",,,0,3,2","  25.6",",,,0,3,2","  21.2",",,,0,3,2","  30.0",",,,0,3,2","80.5",",,,0","0",",,,0","23.35",",0","30.35",",,,0","16.35",",,,0"
"USC00346756","2010-10","36.14722","-97.28583","292.9","ORLANDO 5 E MESONET, OK US","1128.2","0","9.2",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","27",",0","2",",0","-1.7",",0,29,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,19,","32.2",",0,08,+","83.3","0","","","75.8",",0","","","","","","","","","","","56.7",",,,0","0",",,,0","16.18",",0","25.74",",,,0","6.63",",,,0"
