"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CPAT","1990-11","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","0.6","2,U","0","2,U","6","2,U","0","2,U","6","2,U","0","2,U","-2.2","2,U,26,","24.4","2,U,10,","","","235.0","2,U","9.96","2,U","15.09","2,,,U","4.83","2,,,U"
"USR0000CPAT","1991-02","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","0.0",",U","0",",U","0",",U","0",",U","1",",U","0",",U","1.1",",U,02,+","21.7",",U,19,","","","229.2",",U","10.15",",U","14.66",",,,U","5.64",",,,U"
"USR0000CPAT","1991-03","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","0.0","1,U","0",",U","20",",U","1","1,U","0","1,U","0","1,U","-3.3",",U,24,+","17.8","1,U,30,+","","","442.2","1,U","3.69","1,U","7.60","1,,,U","-0.22",",,,U"
"USR0000CPAT","1991-04","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","0.0","4,U","0","1,U","7","1,U","0","3,U","1","3,U","0","3,U","-2.8","1,U,11,","21.7","3,U,29,","","","257.6","3,U","8.20","4,U","13.79","3,,,U","2.62","1,,,U"
"USR0000CPAT","1991-05","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","7.2","4,U","0",",U","2",",U","0","4,U","10","4,U","0","4,U","-0.6",",U,09,+","27.8","4,U,23,+","","","167.4","4,U","12.26","4,U","18.43","4,,,U","6.08",",,,U"
"USR0000CPAT","1991-06","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","30.3",",U","0",",U","0",",U","0",",U","24",",U","1",",U","7.2",",U,20,","32.8",",U,10,","","","57.0",",U","17.44",",U","24.05",",,,U","10.84",",,,U"
"USR0000CPAT","1991-07","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","205.5","1,U","0","1,U","0","1,U","0",",U","30",",U","15",",U","12.8","1,U,16,","37.8",",U,04,","1.9","U","1.9",",U","25.04","1,U","31.70",",,,U","18.39","1,,,U"
"USR0000CPAT","1991-08","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","102.6",",U","0",",U","0",",U","0",",U","31",",U","1",",U","8.3",",U,27,","32.2",",U,11,","10.8","U","8.9",",U","21.36",",U","27.93",",,,U","14.79",",,,U"
"USR0000CPAT","1991-09","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","173.6","1,U","0",",U","0",",U","0","1,U","29","1,U","11","1,U","10.6",",U,10,","36.1","1,U,17,","11.9","U","1.1","1,U","24.19","1,U","30.54","1,,,U","17.83",",,,U"
"USR0000CPAT","1991-10","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","","","0","4,U","0","4,U","0","3,U","20","3,U","6","3,U","1.1","4,U,27,","33.3","3,U,14,+","","","","","19.89","6,U","24.92","3,,,U","14.86","4,,,U"
"USR0000CPAT","1991-11","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","3.1","3,U","0","2,U","2","2,U","0","2,U","6","2,U","0","2,U","-1.7","2,U,30,","25.0","2,U,11,","","","204.3","2,U","10.94","3,U","15.54","2,,,U","6.33","2,,,U"
"USR0000CPAT","1991-12","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","","","0.0","1,U","0","1,U","5","1,U","0",",U","0",",U","0",",U","-2.8","1,U,19,","17.8",",U,03,+","","","352.8",",U","6.61","1,U","10.27",",,,U","2.96","1,,,U"
"USR0000CPAT","1992-01","40.295","-122.8667","1066.8","PATTY MOCUS CALIFORNIA, CA US","0.0","U","0.0",",U","0",",U","7",",U","0",",U","0",",U","0",",U","-2.2",",U,07,","16.7",",U,15,+","","","372.8",",U","6.31",",U","10.35",",,,U","2.27",",,,U"
