"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094850","2006-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","38.6","0","23.1",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","","","","","","","1.7",",0,10,","0",",,0,30,+","0",",T,0,17,","18.0",",,0,06,","32.8",",0,17,","4700.2","0","91.5",",0","32.5",",,,0","","","0",",T,,0","16.05",",0","22.87",",,,0","9.23",",,,0","","","","","","","","","","","","","",""
"USW00094850","2006-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","125.8","0","87.2",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","","","","","","","6.1",",0,05,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,28,","35.6",",0,31,+","23.6","0","23.6",",0","60.2",",,,0","","","0",",,,0","20.38",",0","27.44",",,,0","13.33",",,,0","","","","","","","","","","","","","",""
"USW00094850","2006-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","152.9","0","27.1",",0","8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","","","5.0",",0,31,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,19,","29.4",",0,16,","75.0","0","51.4",",0","62.6",",,,0","","","0",",,,0","17.55",",0","23.72",",,,0","11.38",",,,0","","","","","","","","","","","","","",""
"USW00094850","2006-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","158.5","0","5.6",",0","16",",0","8",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","10",",0","0",",0","","","","","","","-1.1",",0,10,","0",",,0,30,+","0",",T,0,28,","18.0",",,0,23,","27.8",",0,07,","271.0","0","196.0",",0","70.4",",,,0","","","0",",T,,0","11.99",",0","17.67",",,,0","6.30",",,,0","","","","","","","","","","","","","",""
"USW00094850","2006-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","158.5","0","0.0",",0","14",",0","6",",0","0",",0","5",",0","3",",0","0",",0","22",",0","1",",0","2",",0","0",",0","","","","","","","-6.7",",0,26,+","51",",,0,24,","71",",,0,13,","9.4",",,0,17,","25.6",",0,02,","701.3","0","430.3",",0","43.8",",,,0","","","186",",,,0","4.45",",0","9.41",",,,0","-0.50",",,,0","","","","","","","","","","","","","",""
"USW00094850","2006-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","158.5","0","0.0",",0","10",",0","7",",0","0",",0","8",",0","4",",0","0",",0","26",",0","5",",0","0",",0","0",",0","","","","","","","-10.6",",0,30,","76",",,0,12,+","53",",,0,27,+","12.2",",,0,27,","13.3",",0,06,","1206.6","0","505.3",",0","49.1",",,,0","","","219",",,,0","1.49",",0","4.83",",,,0","-1.85",",,,0","","","","","","","","","","","","","",""
"USW00094850","2006-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","158.5","0","0.0",",0","15",",0","10",",0","0",",0","23",",0","9",",0","0",",0","30",",0","14",",0","0",",0","0",",0","","","","","","","-16.7",",0,08,","203",",,0,07,","178",",,0,06,+","19.8",",,0,22,","6.7",",0,10,","1887.5","0","680.9",",0","73.9",",,,0","","","917",",,,0","-3.63",",0","-0.57",",,,0","-6.69",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","21",",0","6",",0","0",",0","31",",0","12",",0","6",",0","30",",0","25",",0","0",",0","0",",0","","","","","","","-26.1",",0,29,","406",",,0,31,+","401",",,0,15,","15.0",",,0,15,","5.0",",0,04,+","2709.2","0","821.7",",0","57.8",",,,0","","","1340",",,,0","-8.17",",0","-3.97",",,,0","-12.37",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","11",",0","4",",0","0",",0","28",",0","5",",0","13",",0","28",",0","24",",0","0",",0","0",",0","","","","","","","-27.2",",0,06,+","533",",,0,27,","152",",,0,25,","19.1",",,0,25,","7.2",",0,21,","3557.8","0","848.6",",0","41.4",",,,0","","","649",",,,0","-11.97",",0","-7.85",",,,0","-16.09",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","18",",0","9",",0","2",",0","26",",0","9",",0","5",",0","23",",0","11",",0","0",",0","0",",0","","","","","","","-24.4",",0,07,","838",",,0,04,","363",",,0,02,","35.3",",,0,02,","18.9",",0,13,","4186.0","0","628.2",",0","113.4",",,,0","","","1148",",,,0","-1.93",",0","3.61",",,,0","-7.47",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.5","0","0.5",",0","11",",0","9",",0","1",",0","18",",0","7",",0","2",",0","21",",0","9",",0","3",",0","0",",0","","","","","","","-19.4",",0,10,","508",",,0,08,+","610",",,0,04,","45.5",",,0,04,","28.3",",0,22,","4673.7","0","487.7",",0","128.8",",,,0","","","1403",",,,0","2.10",",0","7.91",",,,0","-3.72",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","17.4","0","16.9",",0","14",",0","6",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","14",",0","0",",0","","","","","","","-2.2",",0,13,","0",",,0,31,+","0",",T,0,20,+","25.9",",,0,14,","30.0",",0,30,","4866.5","0","192.8",",0","52.4",",,,0","","","0",",T,,0","12.66",",0","19.44",",,,0","5.87",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","67.0","0","49.6",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","","","","","","","2.2",",0,05,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,18,","32.8",",0,15,","4935.9","0","69.4",",0","49.2",",,,0","","","0",",,,0","17.67",",0","24.97",",,,0","10.37",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","133.4","0","66.4",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","","","","","","","3.3",",0,01,","0",",,0,31,+","0",",T,0,08,","14.2",",,0,26,","32.8",",0,25,","45.9","0","45.9",",0","60.0",",,,0","","","0",",T,,0","19.00",",0","25.25",",,,0","12.74",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","176.6","0","43.2",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","","","","","","","1.7",",0,18,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,28,","33.3",",0,01,","94.3","0","48.4",",0","21.7",",,,0","","","0",",,,0","18.16",",0","24.45",",,,0","11.87",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","199.1","0","22.5",",0","18",",0","9",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","13",",0","0",",0","","","","","","","-0.6",",0,15,","0",",,0,30,+","0",",,0,30,+","109.0",",,0,04,","31.1",",0,05,","234.7","0","140.4",",0","190.3",",,,0","","","0",",,,0","14.41",",0","20.01",",,,0","8.80",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","205.5","0","6.4",",0","20",",0","11",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","4",",0","0",",0","","","","","","","-3.9",",0,25,","0",",,0,31,+","3",",,0,24,","43.9",",,0,10,","28.9",",0,07,","513.3","0","278.6",",0","130.9",",,,0","","","3",",,,0","9.55",",0","14.12",",,,0","4.99",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","205.5","0","0.0",",0","12",",0","7",",0","0",",0","21",",0","10",",0","0",",0","27",",0","12",",0","0",",0","0",",0","","","","","","","-15.6",",0,30,","178",",,0,07,","203",",,0,06,","20.8",",,0,06,","11.7",",0,02,","1121.2","0","607.9",",0","55.5",",,,0","","","675",",,,0","-1.93",",0","1.65",",,,0","-5.52",",,,0","","","","","","","","","","","","","",""
"USW00094850","2007-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","205.5","0","0.0",",0","18",",0","9",",0","0",",0","31",",0","11",",0","8",",0","31",",0","29",",0","0",",0","0",",0","","","","","","","-23.3",",0,15,","508",",,0,05,","224",",,0,04,+","19.1",",,0,23,","3.3",",0,23,","1934.0","0","812.8",",0","81.1",",,,0","","","1232",",,,0","-7.89",",0","-4.14",",,,0","-11.63",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","29","2,0","8","1,0","11",",0","31",",0","24",",0","0",",0","0",",0","","","","","","","-28.9",",0,20,","559","2,,0,02,+","178","1,,0,01,","13.0",",,0,17,","5.0",",0,28,","2776.4","0","842.4",",0","55.5",",,,0","","","889","1,,,0","-8.84",",0","-4.86",",,,0","-12.82",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",W","13",",W","5",",W","0",",W","29",",W","8",",W","16",",W","29",",W","28",",W","0",",W","0",",W","","","","","","","-27.8",",W,16,","635",",,Z,19,+","155",",,W,17,","14.2",",,W,17,","5.6",",W,24,","3631.1","0","854.7",",W","38.9",",,,W","","","625",",,,W","-11.14",",W","-5.57",",,,W","-16.71",",,,W","","","","","","","","","","","","","",""
"USW00094850","2008-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","13",",0","5",",0","1",",0","31",",0","8",",0","8",",0","31",",0","14",",0","0",",0","0",",0","","","","","","","-29.4",",0,08,","686",",,0,25,+","249",",,0,31,","26.7",",,0,31,","6.1",",0,29,","4406.4","0","775.3",",0","52.7",",,,0","","","799",",,,0","-6.68",",0","-0.53",",,,0","-12.83",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","12",",0","10",",0","2",",0","21",",0","5",",0","0",",0","20",",0","4",",0","1",",0","0",",0","","","","","","","-16.1",",0,02,","889",",,0,02,","401",",,0,01,","56.4",",,0,11,","21.1",",0,23,","4858.6","0","452.2",",0","162.4",",,,0","","","977",",,,0","3.26",",0","8.74",",,,0","-2.22",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","14",",0","5",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","2",",0","0",",0","","","","","","","-3.9",",0,04,","0",",,0,31,+","0",",T,0,26,+","23.9",",,0,02,","23.3",",0,29,+","5188.4","0","329.8",",0","51.8",",,,0","","","0",",T,,0","7.70",",0","13.74",",,,0","1.65",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","12.2","0","12.2",",0","17",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","","","","","5.6",",0,11,+","0",",,0,30,+","0",",T,0,10,","26.2",",,0,12,","30.0",",0,07,","5277.5","0","89.1",",0","83.7",",,,0","","","0",",T,,0","15.77",",0","21.43",",,,0","10.11",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","40.9","0","28.7",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","","","7.8",",0,04,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,17,","29.4",",0,01,","31.7","0","31.7",",0","72.6",",,,0","","","0",",,,0","18.24",",0","23.75",",,,0","12.73",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","64.0","0","23.1",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","","","","","3.3",",0,25,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,04,","32.2",",0,31,","78.4","0","46.7",",0","11.3",",,,0","","","0",",,,0","17.57",",0","24.46",",,,0","10.68",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","79.0","0","15.0",",0","15",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","1",",0","","","","","","","1.1",",0,21,","0",",,0,30,+","0",",,0,30,+","36.3",",,0,13,","32.2",",0,02,","231.2","0","152.8",",0","93.8",",,,0","","","0",",,,0","13.74",",0","19.45",",,,0","8.03",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","79.0","0","0.0",",0","14",",0","8",",0","0",",0","2",",0","1",",0","0",",0","11",",0","0",",0","3",",0","0",",0","","","","","","","-6.1",",0,22,","51",",,0,28,","56",",,0,27,","14.7",",,0,08,","25.0",",0,13,","586.7","0","355.5",",0","66.5",",,,0","","","56",",,,0","6.87",",0","11.38",",,,0","2.35",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","79.0","0","0.0",",0","18",",0","8",",0","0",",0","18",",0","7",",0","0",",0","24",",0","17",",0","0",",0","0",",0","","","","","","","-11.7",",0,22,","406",",,0,21,","373",",,0,20,","17.3",",,0,20,","19.4",",0,04,","1150.7","0","564.0",",0","82.7",",,,0","","","1108",",,,0","-0.47",",0","2.41",",,,0","-3.35",",,,0","","","","","","","","","","","","","",""
"USW00094850","2008-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","79.0","0","0.0",",0","23",",0","12",",0","0",",0","31",",0","13",",0","10",",0","31",",0","27",",0","0",",0","0",",0","","","","","","","-25.6",",0,16,","584",",,0,20,","394",",,0,19,","12.7",",,0,21,","5.6",",0,27,","2040.7","0","890.0",",0","88.0",",,,0","","","1751",",,,0","-10.38",",0","-6.24",",,,0","-14.51",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","17",",0","7",",0","0",",0","31",",0","13",",0","18",",0","31",",0","31",",0","0",",0","0",",0","","","","","","","-28.9",",0,27,","914",",,0,20,","241",",,0,19,","5.8",",,0,07,","-3.3",",0,22,","3037.2","0","996.5",",0","40.5",",,,0","","","1095",",,,0","-13.81",",0","-8.82",",,,0","-18.81",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","18",",0","11",",0","0",",0","28",",0","13",",0","11",",0","28",",0","19",",0","0",",0","0",",0","","","","","","","-25.6",",0,04,","914",",,0,04,+","254",",,0,02,","20.6",",,0,18,","6.1",",0,10,","3801.4","0","764.2",",0","79.9",",,,0","","","1498",",,,0","-8.96",",0","-3.65",",,,0","-14.27",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","11",",0","3",",0","0",",0","31",",0","3",",0","4",",0","29",",0","11",",0","0",",0","0",",0","","","","","","","-28.9",",0,02,","787",",,0,01,","56",",,0,10,","6.9",",,0,10,","15.6",",0,17,","4484.6","0","683.2",",0","24.6",",,,0","","","206",",,,0","-3.71",",0","1.92",",,,0","-9.34",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","10",",0","7",",0","2",",0","18",",0","2",",0","0",",0","25",",0","2",",0","2",",0","0",",0","","","","","","","-8.3",",0,23,+","356",",,0,22,","269",",,0,20,","27.4",",,0,20,","25.0",",0,24,","4948.2","0","463.6",",0","87.0",",,,0","","","536",",,,0","2.88",",0","8.07",",,,0","-2.31",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","14",",0","6",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","4",",0","0",",0","","","","","","","-3.3",",0,11,","0",",T,0,09,","3",",,0,09,","18.3",",,0,26,","31.7",",0,20,","5243.4","0","295.2",",0","63.7",",,,0","","","3",",,,0","8.81",",0","15.00",",,,0","2.62",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","20.0","0","20.0",",0","14",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","","","","","","","-0.6",",0,02,","0",",,0,30,+","0",",T,0,02,","17.5",",,0,08,","29.4",",0,22,","5385.7","0","142.3",",0","45.6",",,,0","","","0",",T,,0","14.26",",0","20.20",",,,0","8.31",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","25.6","0","5.6",",0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","","","","","4.4",",0,08,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,10,","28.3",",0,10,","95.8","0","95.8",",0","49.1",",,,0","","","0",",,,0","15.42",",0","21.01",",,,0","9.84",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","56.4","0","30.8",",0","14",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","","","2.2",",0,31,","0",",,0,31,+","0",",T,0,09,","41.7",",,0,29,","31.1",",0,15,","179.7","0","83.9",",0","122.6",",,,0","","","0",",T,,0","16.62",",0","22.11",",,,0","11.13",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","65.1","0","8.7",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","","","","","","","-0.6",",0,30,","0",",,0,30,+","0",",,0,30,+","32.5",",,0,28,","27.8",",0,10,","280.3","0","100.6",",0","46.8",",,,0","","","0",",,,0","15.27",",0","21.82",",,,0","8.72",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-10","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","65.1","0","0.0",",0","18",",0","10",",0","4",",0","1",",0","1",",0","0",",0","15",",0","0",",0","0",",0","0",",0","","","","","","","-6.7",",0,14,","25",",,0,13,","25",",,0,13,","38.1",",,0,06,","17.2",",0,19,","727.4","0","447.1",",0","176.5",",,,0","","","51",",,,0","3.91",",0","7.28",",,,0","0.54",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-11","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","65.1","0","0.0",",0","11",",0","3",",0","0",",0","2",",0","3",",0","0",",0","21",",0","2",",0","0",",0","0",",0","","","","","","","-8.3",",0,17,","25",",,0,30,+","38",",,0,30,","11.2",",,0,25,","17.2",",0,07,","1189.7","0","462.3",",0","29.7",",,,0","","","117",",,,0","2.92",",0","7.42",",,,0","-1.57",",,,0","","","","","","","","","","","","","",""
"USW00094850","2009-12","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","65.1","0","0.0",",0","15",",0","6",",0","1",",0","28",",0","11",",0","8",",0","31",",0","28",",0","0",",0","0",",0","","","","","","","-25.0",",0,17,+","483",",,0,28,","549",",,0,09,","46.5",",,0,09,","3.3",",0,01,","2026.5","0","836.8",",0","88.4",",,,0","","","1290",",,,0","-8.66",",0","-4.69",",,,0","-12.63",",,,0","","","","","","","","","","","","","",""
"USW00094850","2010-01","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","18",",0","9",",0","0",",0","31",",0","9",",0","6",",0","31",",0","25",",0","0",",0","0",",0","","","","","","","-22.2",",0,29,","762",",,0,05,","234",",,0,04,","7.1",",,0,04,","5.0",",0,17,+","2842.3","0","815.8",",0","50.6",",,,0","","","1102",",,,0","-7.98",",0","-4.82",",,,0","-11.14",",,,0","","","","","","","","","","","","","",""
"USW00094850","2010-02","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","17",",0","10",",0","0",",0","28",",0","12",",0","3",",0","28",",0","23",",0","0",",0","0",",0","","","","","","","-21.1",",0,01,","1092",",,0,25,","180",",,0,15,","18.3",",,0,15,","2.8",",0,20,","3551.4","0","709.1",",0","75.2",",,,0","","","1136",",,,0","-6.99",",0","-3.11",",,,0","-10.87",",,,0","","","","","","","","","","","","","",""
"USW00094850","2010-03","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","6",",0","1",",0","0",",0","30",",0","0",",0","1",",0","25",",0","2",",0","1",",0","0",",0","","","","","","","-17.8",",0,05,","965",",,0,02,+","3",",,0,28,+","4.8",",,0,13,","21.1",",0,31,","4072.4","0","521.0",",0","7.2",",,,0","","","9",",,,0","1.53",",0","8.37",",,,0","-5.32",",,,0","","","","","","","","","","","","","",""
"USW00094850","2010-04","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","0.0","0","0.0",",0","7",",0","4",",0","0",",0","2",",0","1",",0","0",",0","15",",0","1",",0","3",",0","0",",0","1","","","","1","","-7.2",",0,22,","203",",,0,08,","249",",,0,08,","25.1",",,0,08,","24.4",",0,30,","4406.0","0","333.6",",0","41.3",",,,0","","","252",",,,0","7.21",",0","13.63",",,,0","0.80",",,,0","","","","","","","","","","","","","",""
"USW00094850","2010-05","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","25.6","0","25.6",",0","10",",0","4",",0","0",",0","2",",0","2",",0","0",",0","5",",0","0",",0","18",",0","1",",0","","","","","","","-4.4",",0,10,","127",",,0,08,","132",",,0,08,","17.0",",,0,08,","32.8",",0,24,","4591.9","0","185.9",",0","37.1",",,,0","","","193",",,,0","13.16",",0","19.37",",,,0","6.95",",,,0","","","","","","","","","","","","","",""
"USW00094850","2010-06","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","36.2","0","10.6",",0","20",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","","","","","2.8",",0,07,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,15,","30.0",",0,18,","4695.8","0","103.9",",0","158.9",",,,0","","","0",",,,0","15.22",",0","20.26",",,,0","10.18",",,,0","","","","","","","","","","","","","",""
"USW00094850","2010-07","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","101.1","0","64.9",",0","15",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","5.0",",0,01,","0",",,0,31,+","0",",,0,31,+","40.4",",,0,05,","31.7",",0,03,","13.1","0","13.1",",0","130.8",",,,0","","","0",",,,0","20.00",",0","25.57",",,,0","14.44",",,,0","","","","","","","","","","","","","",""
"USW00094850","2010-08","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","175.9","0","74.8",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","","","6.7",",0,26,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,19,","31.7",",0,30,","41.7","0","28.6",",0","51.6",",,,0","","","0",",,,0","19.82",",0","25.32",",,,0","14.32",",,,0","","","","","","","","","","","","","",""
"USW00094850","2010-09","46.5313","-87.5491","431.3","MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US","175.9","0","0.0",",0","15",",0","12",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","3",",0","0",",0","","","","","","","-0.6",",0,20,","0",",,0,30,+","0",",,0,30,+","54.4",",,0,23,","22.8",",0,01,","272.7","0","231.0",",0","174.9",",,,0","","","0",",,,0","10.63",",0","16.04",",,,0","5.23",",,,0","","","","","","","","","","","","","",""
