"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00025412","1920-07","34.1141","-109.8588","2237.2","MC NARY 2 N, AZ US","","","","","9",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","24.4",",,6,21,","","","","","","","","","","","","","53.9",",,,6","0",",,,6","","","","","","","",""
"USC00025412","1920-08","34.1141","-109.8588","2237.2","MC NARY 2 N, AZ US","","","","","15",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","26.9",",,6,06,","","","","","","","","","","","","","88.1",",,,6","0",",,,6","","","","","","","",""
"USC00025412","1920-09","34.1141","-109.8588","2237.2","MC NARY 2 N, AZ US","","","","","9",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","17.0",",,6,05,","","","","","","","","","","","","","51.8",",,,6","0",",,,6","","","","","","","",""
"USC00025412","1923-08","34.1141","-109.8588","2237.2","MC NARY 2 N, AZ US","","","","","21",",6","14",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","33.0",",,6,06,","","","","","","","","","","","","","181.4",",,,6","","","","","","","","","",""
"USC00025412","1923-09","34.1141","-109.8588","2237.2","MC NARY 2 N, AZ US","","","","","14",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","28.7",",,6,17,","","","","","","","","","","","","","101.2",",,,6","","","","","","","","","",""
"USC00025412","1923-10","34.1141","-109.8588","2237.2","MC NARY 2 N, AZ US","","","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","8.4",",,6,17,","","","","","","","","","","","","","20.6",",,,6","","","","","","","","","",""
"USC00025412","1933-08","34.1141","-109.8588","2237.2","MC NARY 2 N, AZ US","","","","","7",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","6","","","","0",",,0,31,+","0",",,0,31,+","6.6",",,0,29,","","","","","","","","","","","","","21.6",",,,0","0",",,,0","","","","","","","",""
"USC00025412","1933-09","34.1141","-109.8588","2237.2","MC NARY 2 N, AZ US","","","2.7",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","3","","2.2",",0,26,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,08,","29.4",",0,04,","","","","","64.5",",0","","","","","52.6",",,,0","0",",,,0","16.27",",0","25.21",",,,0","7.33",",,,0","",""
"USC00025412","1933-10","34.1141","-109.8588","2237.2","MC NARY 2 N, AZ US","","","0.0","1,0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0","1,0","4","1,0","0","1,0","","","5","","-1.7",",0,29,+","0",",,0,31,+","0",",,0,31,+","17.8",",,0,13,","23.3","1,0,01,","","","","","241.2","1,0","","","","","77.2",",,,0","0",",,,0","10.38","1,0","18.47","1,,,0","2.30",",,,0","",""
"USC00025412","1933-11","34.1141","-109.8588","2237.2","MC NARY 2 N, AZ US","","","0.0",",0","3",",0","2",",0","1",",0","2",",0","1",",0","0",",0","29",",0","0",",0","0",",0","0",",0","","","","","-8.9",",0,05,","203",",,0,29,","221",",,0,29,","35.6",",,0,29,","20.0",",0,24,+","","","","","413.1",",0","","","","","48.5",",,,0","221",",,,0","4.56",",0","13.83",",,,0","-4.70",",,,0","",""
