"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0005R01S","2002-10","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","1.3","2,T","","","","","8",",T","8",",T","0",",T","","","","","","","","","","","","","","","","","17.8",",,T,26,","","","","","","","50.6",",,,T","","","","","",""
"USS0005R01S","2002-11","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","1.2",",T","","","","","7",",T","7",",T","0",",T","21",",","","","","","","","","","","","","","127",",,T,26,","22.9",",,T,10,","","","","","","","37.9",",,,T","","","","","",""
"USS0005R01S","2002-12","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","","","","","","","13",",T","13",",T","1",",T","","","","","","","","","","","","","","","","","25.4",",,T,03,","","","","","","","119.1",",,,T","","","","","",""
"USS0005R01S","2003-01","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","","","","","","","5",",T","5",",T","0",",T","","","","","","","","","","","","","","","","","5.1",",,T,03,+","","","","","","","17.7",",,,T","","","","","",""
"USS0005R01S","2003-02","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","1.7",",T","","","","","10",",T","10",",T","1",",T","26","2,","","","","","","","","","","","","","1016","2,,T,28,+","25.4",",,T,26,","","","","","","","99.1",",,,T","","","","","",""
"USS0005R01S","2003-03","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","1.5",",T","","","","","9",",T","9",",T","1",",T","27","4,","","","","","","","","","","","","","1067","4,,T,02,","30.5",",,T,16,","","","","","","","65.9",",,,T","","","","","",""
"USS0005R01S","2003-04","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","","","","","","","6","1,T","6","1,T","0","1,T","","","","","","","","","","","","","","","","","17.8","1,,T,15,","","","","","","","40.6","1,,,T","","","","","",""
"USS0005R01S","2003-05","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","","","","","","","1",",T","1",",T","0",",T","","","","","","","","","","","","","","","","","2.5",",,T,13,","","","","","","","2.5",",,,T","","","","","",""
"USS0005R01S","2003-06","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","1.7",",T","","","","","13",",T","13",",T","1",",T","7","1,","","","","","0",",T","1",",T","0",",T","","","51","1,,T,30,+","25.4",",,T,29,","21.5",",T,03,","","","","","104.0",",,,T","","","17.71",",,,T","",""
"USS0005R01S","2003-07","33.4","-105.79","3133.3","SIERRA BLANCA, NM US","1.4",",T","","","","","12",",T","12",",T","1",",T","","","","","","","0",",T","13",",T","0",",T","","","","","30.5",",,T,11,","23.7",",T,09,","","","","","70.9",",,,T","","","20.31",",,,T","",""
