"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00344064","1942-06","36.86667","-96.2","302.1","HERD, OK US","16",",6","13",",6","4",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","59.2",",,6,21,","","","237.5",",,,6","0",",,,6","",""
"USC00344064","1942-07","36.86667","-96.2","302.1","HERD, OK US","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","25.4",",,6,11,","","","36.9",",,,6","","","",""
"USC00344064","1942-08","36.86667","-96.2","302.1","HERD, OK US","6",",6","4",",6","3",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","62.7",",,6,11,","","","142.0",",,,6","0",",,,6","",""
"USC00344064","1942-09","36.86667","-96.2","302.1","HERD, OK US","9",",6","8",",6","2",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","46.7",",,6,18,","","","149.8",",,,6","0",",,,6","",""
"USC00344064","1942-10","36.86667","-96.2","302.1","HERD, OK US","5",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","22.1",",,6,17,","","","64.8",",,,6","0",",,,6","",""
"USC00344064","1942-11","36.86667","-96.2","302.1","HERD, OK US","3",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",T,6,22,","19.6",",,6,04,","","","24.9",",,,6","0",",T,,6","",""
"USC00344064","1942-12","36.86667","-96.2","302.1","HERD, OK US","5","1,6","4","1,6","0","1,6","","","1",",6","","","","","","","","","","","","","38",",,6,06,","20.3","1,,6,20,","","","54.6","1,,,6","38",",,,6","",""
"USC00344064","1943-01","36.86667","-96.2","302.1","HERD, OK US","1",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","","","25",",,6,18,","2.5",",,6,18,","","","2.5",",,,6","25",",,,6","",""
"USC00344064","1943-02","36.86667","-96.2","302.1","HERD, OK US","1",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,28,+","22.1",",,6,02,","","","22.1",",,,6","0",",,,6","",""
"USC00344064","1943-03","36.86667","-96.2","302.1","HERD, OK US","4",",6","4",",6","0",",6","","","2",",6","","","","","","","","","","","","","94",",,6,05,","24.1",",,6,25,","","","59.7",",,,6","183",",,,6","",""
"USC00344064","1943-04","36.86667","-96.2","302.1","HERD, OK US","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","24.1",",,6,07,","","","35.7",",,,6","0",",,,6","",""
"USC00344064","1943-05","36.86667","-96.2","302.1","HERD, OK US","14",",6","14",",6","5",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","113.8",",,6,18,","","","460.3",",,,6","0",",,,6","",""
"USC00344064","1943-06","36.86667","-96.2","302.1","HERD, OK US","6",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","34.5",",,6,11,","","","60.3",",,,6","0",",,,6","",""
"USC00344064","1943-07","36.86667","-96.2","302.1","HERD, OK US","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","14.7",",,6,18,","","","28.9",",,,6","0",",,,6","",""
"USC00344064","1943-08","36.86667","-96.2","302.1","HERD, OK US","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","5.1",",,6,05,","","","8.6",",,,6","","","",""
"USC00344064","1943-09","36.86667","-96.2","302.1","HERD, OK US","7",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","68.3",",,6,28,","","","125.7",",,,6","0",",,,6","",""
"USC00344064","1943-10","36.86667","-96.2","302.1","HERD, OK US","5",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","21.1",",,6,01,","","","53.6",",,,6","0",",,,6","",""
"USC00344064","1943-11","36.86667","-96.2","302.1","HERD, OK US","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",T,6,07,","0.0",",T,6,07,","","","0.0",",T,,6","0",",T,,6","",""
"USC00344064","1943-12","36.86667","-96.2","302.1","HERD, OK US","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","","","178",",,6,27,","18.5",",,6,09,","","","26.9",",,,6","178",",,,6","",""
"USC00344064","1944-01","36.86667","-96.2","302.1","HERD, OK US","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","","","102",",,6,08,","15.0",",,6,28,","","","23.9",",,,6","102",",,,6","",""
"USC00344064","1944-02","36.86667","-96.2","302.1","HERD, OK US","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","","","56",",,6,14,","11.9",",,6,11,","","","20.5",",,,6","56",",,,6","",""
"USC00344064","1944-03","36.86667","-96.2","302.1","HERD, OK US","4",",6","3",",6","1",",6","","","1","1,6","","","","","","","","","","","","","89","1,,6,28,","30.5",",,6,16,","","","52.1",",,,6","89","1,,,6","",""
"USC00344064","1944-04","36.86667","-96.2","302.1","HERD, OK US","7",",6","6",",6","2",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","88.9",",,6,09,","","","206.8",",,,6","0",",,,6","",""
"USC00344064","1944-05","36.86667","-96.2","302.1","HERD, OK US","7",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","52.8",",,6,21,","","","120.9",",,,6","0",",,,6","",""
"USC00344064","1944-06","36.86667","-96.2","302.1","HERD, OK US","8",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","21.3",",,6,09,","","","77.7",",,,6","0",",,,6","",""
"USC00344064","1944-07","36.86667","-96.2","302.1","HERD, OK US","3",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","12.2",",,6,11,","","","23.6",",,,6","0",",,,6","",""
"USC00344064","1944-08","36.86667","-96.2","302.1","HERD, OK US","8",",6","8",",6","2",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","34.5",",,6,26,","","","108.4",",,,6","0",",,,6","",""
"USC00344064","1944-09","36.86667","-96.2","302.1","HERD, OK US","3",",6","3",",6","2",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","104.4",",,6,29,","","","172.2",",,,6","0",",,,6","",""
"USC00344064","1944-10","36.86667","-96.2","302.1","HERD, OK US","4",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","41.1",",,6,02,","","","71.9",",,,6","0",",,,6","",""
"USC00344064","1944-11","36.86667","-96.2","302.1","HERD, OK US","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","18.3",",,6,03,","","","53.8",",,,6","","","",""
"USC00344064","1944-12","36.86667","-96.2","302.1","HERD, OK US","6",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",T,6,10,","55.9",",,6,04,","","","91.7",",,,6","0",",T,,6","",""
"USC00344064","1945-01","36.86667","-96.2","302.1","HERD, OK US","6","1,6","6","1,6","0","1,6","","","2",",6","","","","","","","","","","","","","56",",,6,27,","5.3","1,,6,22,+","","","27.4","1,,,6","102",",,,6","",""
"USC00344064","1945-02","36.86667","-96.2","302.1","HERD, OK US","6","1,6","3","1,6","0","1,6","","","2",",6","","","","","","","","","","","","","53",",,6,26,","14.2","1,,6,17,","","","30.2","1,,,6","78",",,,6","",""
"USC00344064","1945-03","36.86667","-96.2","302.1","HERD, OK US","8",",6","6",",6","2",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","41.9",",,6,15,","","","106.1",",,,6","0",",,,6","",""
"USC00344064","1945-04","36.86667","-96.2","302.1","HERD, OK US","7",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","22.1",",,6,23,","","","83.8",",,,6","0",",,,6","",""
"USC00344064","1945-05","36.86667","-96.2","302.1","HERD, OK US","4",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","10.4",",,6,06,","","","26.5",",,,6","0",",,,6","",""
"USC00344064","1945-06","36.86667","-96.2","302.1","HERD, OK US","10",",6","9",",6","2",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","96.5",",,6,28,","","","216.5",",,,6","0",",,,6","",""
"USC00344064","1945-11","36.86667","-96.2","302.1","HERD, OK US","1",",6","0",",6","0",",6","","","0",",6","2","1,6","0","1,6","0","1,6","","","","","","","0",",,6,30,+","1.3",",,6,12,","18.3","1,6,07,+","1.3",",,,6","0",",,,6","7.57","1,,,6"
"USC00344064","1945-12","36.86667","-96.2","302.1","HERD, OK US","4",",6","3",",6","0",",6","","","3",",6","","","","","","","","","","","","","71",",,6,13,","7.1",",,6,13,","","","14.5",",,,6","142",",,,6","",""
"USC00344064","1946-01","36.86667","-96.2","302.1","HERD, OK US","8",",6","4",",6","1",",6","","","0",",6","11",",6","0",",6","0",",6","","","","","","","0",",,6,31,+","42.9",",,6,05,","11.7",",6,04,","78.1",",,,6","0",",,,6","2.67",",,,6"
"USC00344064","1946-02","36.86667","-96.2","302.1","HERD, OK US","3",",6","2",",6","1",",6","","","1",",6","1",",6","1",",6","0",",6","","","","","","","102",",,6,13,","25.4",",,6,18,","21.1",",6,25,","45.5",",,,6","102",",,,6","9.46",",,,6"
"USC00344064","1946-03","36.86667","-96.2","302.1","HERD, OK US","9",",6","4",",6","0",",6","","","0",",6","0",",6","7",",6","0",",6","","","","","","","0",",T,6,08,","16.5",",,6,12,","28.9",",6,31,","60.9",",,,6","0",",T,,6","17.08",",,,6"
"USC00344064","1946-04","36.86667","-96.2","302.1","HERD, OK US","5",",6","4",",6","0",",6","","","0",",6","0",",6","19",",6","0",",6","","","","","","","0",",,6,30,+","11.4",",,6,15,","31.1",",6,07,","26.9",",,,6","0",",,,6","22.46",",,,6"
"USC00344064","1946-05","36.86667","-96.2","302.1","HERD, OK US","14",",6","13",",6","1",",6","","","0",",6","0",",6","21",",6","0",",6","","","","","","","0",",,6,31,+","31.0",",,6,31,","30.0",",6,23,","122.1",",,,6","0",",,,6","23.29",",,,6"
"USC00344064","1946-06","36.86667","-96.2","302.1","HERD, OK US","2",",6","1",",6","0",",6","","","0",",6","0",",6","28",",6","21",",6","","","","","","","0",",,6,30,+","21.6",",,6,29,","41.1",",6,16,","23.9",",,,6","0",",,,6","33.25",",,,6"
"USC00344064","1946-07","36.86667","-96.2","302.1","HERD, OK US","2",",6","2",",6","1",",6","","","0",",6","0",",6","31",",6","29",",6","","","","","","","0",",,6,31,+","38.1",",,6,20,","45.0",",6,19,","44.2",",,,6","0",",,,6","37.72",",,,6"
"USC00344064","1946-08","36.86667","-96.2","302.1","HERD, OK US","7",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","21.6",",,6,25,","","","41.7",",,,6","0",",,,6","",""
"USC00344064","1946-09","36.86667","-96.2","302.1","HERD, OK US","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","16.5",",,6,10,","","","51.6",",,,6","0",",,,6","",""
"USC00344064","1946-10","36.86667","-96.2","302.1","HERD, OK US","5",",6","3",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","25.7",",,6,31,","","","44.8",",,,6","0",",,,6","",""
"USC00344064","1946-11","36.86667","-96.2","302.1","HERD, OK US","10",",6","9",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","35.1",",,6,01,","","","126.9",",,,6","0",",,,6","",""
"USC00344064","1946-12","36.86667","-96.2","302.1","HERD, OK US","2",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","4.6",",,6,11,","","","7.1",",,,6","0",",,,6","",""
"USC00344064","1947-01","36.86667","-96.2","302.1","HERD, OK US","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","","","89",",,6,02,","8.9",",,6,02,","","","13.2",",,,6","104",",,,6","",""
"USC00344064","1947-02","36.86667","-96.2","302.1","HERD, OK US","1",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","10",",,6,28,","10.9",",,6,28,","","","10.9",",,,6","10",",,,6","",""
"USC00344064","1947-03","36.86667","-96.2","302.1","HERD, OK US","9",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",T,6,14,+","22.9",",,6,12,","","","51.5",",,,6","0",",T,,6","",""
"USC00344064","1947-04","36.86667","-96.2","302.1","HERD, OK US","16",",6","13",",6","3",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","40.6",",,6,24,","","","188.3",",,,6","0",",,,6","",""
"USC00344064","1947-05","36.86667","-96.2","302.1","HERD, OK US","11",",6","10",",6","3",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","31.8",",,6,15,","","","138.5",",,,6","0",",,,6","",""
"USC00344064","1947-06","36.86667","-96.2","302.1","HERD, OK US","9",",6","6",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","26.4",",,6,26,","","","72.9",",,,6","0",",,,6","",""
"USC00344064","1947-07","36.86667","-96.2","302.1","HERD, OK US","","","","","","","","","","","0",",6","30",",6","21",",6","","","2","","","","","","","","41.1",",6,31,+","","","","","34.11",",,,6"
"USC00344064","1947-08","36.86667","-96.2","302.1","HERD, OK US","6",",6","4",",6","1",",6","","","","","0",",6","31",",6","24",",6","1","","3","","","","","","65.0",",,6,26,","44.4",",6,31,","83.1",",,,6","","","35.01",",,,6"
"USC00344064","1947-09","36.86667","-96.2","302.1","HERD, OK US","3",",6","3",",6","2",",6","","","","","0",",6","23",",6","10",",6","","","","","","","","","37.8",",,6,21,","44.4",",6,02,","88.6",",,,6","","","28.12",",,,6"
"USC00344064","1947-10","36.86667","-96.2","302.1","HERD, OK US","3","1,6","2","1,6","1","1,6","","","","","0",",6","21",",6","0",",6","1","","1","","","","","","31.0","1,,6,17,","28.9",",6,04,","44.2","1,,,6","","","21.48",",,,6"
"USC00344064","1947-11","36.86667","-96.2","302.1","HERD, OK US","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","11.7",",,6,14,","","","42.5",",,,6","","","",""
"USC00344064","1947-12","36.86667","-96.2","302.1","HERD, OK US","5","1,6","3","1,6","0","1,6","","","","","","","","","","","","","1","","","","","","8.6","1,,6,04,","","","24.4","1,,,6","","","",""
"USC00344064","1948-01","36.86667","-96.2","302.1","HERD, OK US","2",",0","1",",0","1",",0","2",",0","1",",0","","","","","","","1","","","","76",",,0,01,","51",",,0,01,","30.5",",,0,01,","","","31.0",",,,0","56",",,,0","",""
"USC00344064","1948-02","36.86667","-96.2","302.1","HERD, OK US","4",",0","3",",0","0",",0","2",",0","2",",0","","","","","","","2","","","","51",",,0,05,","64",",,0,05,","8.9",",,0,25,","","","22.1",",,,0","122",",,,0","",""
"USC00344064","1948-03","36.86667","-96.2","302.1","HERD, OK US","9",",0","7",",0","1",",0","1",",0","1",",0","","","","","","","","","4","","102",",,0,06,","124",",,0,06,","44.7",",,0,01,","","","98.6",",,,0","132",",,,0","",""
"USC00344064","1948-04","36.86667","-96.2","302.1","HERD, OK US","5",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","1","","","","0",",,0,30,+","0",",,0,30,+","70.4",",,0,25,","","","111.8",",,,0","0",",,,0","",""
"USC00344064","1948-05","36.86667","-96.2","302.1","HERD, OK US","2",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","64.5",",,0,10,","","","75.2",",,,0","0",",,,0","",""
"USC00344064","1948-06","36.86667","-96.2","302.1","HERD, OK US","10",",0","10",",0","3",",0","0",",0","0",",0","","","","","","","","","3","","0",",,0,30,+","0",",,0,30,+","58.4",",,0,26,","","","200.4",",,,0","0",",,,0","",""
"USC00344064","1948-07","36.86667","-96.2","302.1","HERD, OK US","9",",0","9",",0","4",",0","0",",0","0",",0","","","","","","","1","","3","","0",",,0,31,+","0",",,0,31,+","49.5",",,0,15,","","","221.0",",,,0","0",",,,0","",""
"USC00344064","1948-08","36.86667","-96.2","302.1","HERD, OK US","9",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","4","","0",",,0,31,+","0",",,0,31,+","45.0",",,0,12,","","","116.7",",,,0","0",",,,0","",""
"USC00344064","1948-09","36.86667","-96.2","302.1","HERD, OK US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","5","","","","0",",,0,30,+","0",",,0,30,+","2.8",",,0,08,","","","2.8",",,,0","0",",,,0","",""
"USC00344064","1948-10","36.86667","-96.2","302.1","HERD, OK US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","1","","","","0",",,0,31,+","0",",,0,31,+","5.1",",,0,29,","","","8.9",",,,0","0",",,,0","",""
"USC00344064","1948-11","36.86667","-96.2","302.1","HERD, OK US","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","4","","1","","0",",,0,30,+","0",",T,0,28,+","22.9",",,0,28,","","","62.5",",,,0","0",",T,,0","",""
"USC00344064","1948-12","36.86667","-96.2","302.1","HERD, OK US","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","3","","","","0",",,0,31,+","0",",,0,31,+","6.9",",,0,24,","","","22.2",",,,0","0",",,,0","",""
"USC00344064","1949-01","36.86667","-96.2","302.1","HERD, OK US","11",",0","10",",0","2",",0","","","3","3,0","","","","","","","1","","1","","","","152","3,,0,27,","50.8",",,0,10,","","","173.3",",,,0","330","3,,,0","",""
"USC00344064","1949-02","36.86667","-96.2","302.1","HERD, OK US","7",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","2","","2","","0",",T,0,13,","0",",T,0,14,+","18.8",",,0,13,","","","46.7",",,,0","0",",T,,0","",""
"USC00344064","1949-03","36.86667","-96.2","302.1","HERD, OK US","9",",0","6",",0","0",",0","2",",0","2",",0","","","","","","","","","","","25",",,0,09,+","46",",,0,01,","14.0",",,0,26,","","","51.2",",,,0","84",",,,0","",""
