"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00290417","1923-05","31.938","-108.7688","1371.9","ANIMAS 3 ESE, NM US","","","","","1",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","5.6",",,6,13,","","","","","","","","","","","","","5.6",",,,6","0",",,,6","","","","","","","",""
"USC00290417","1923-06","31.938","-108.7688","1371.9","ANIMAS 3 ESE, NM US","","","202.1",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","27",",6","","","","","10.0",",6,21,+","","","0",",,6,30,+","2.5",",,6,25,","40.6",",6,29,","","","","","0.0",",6","","","","","3.8",",,,6","0",",,,6","25.07",",6","35.47",",,,6","14.67",",,,6","",""
"USC00290417","1923-07","31.938","-108.7688","1371.9","ANIMAS 3 ESE, NM US","","","282.7",",6","14","1,6","9","1,6","0","1,6","","","0",",6","0",",6","0",",6","0",",6","31",",6","31",",6","","","","","14.4",",6,15,+","","","0",",,6,31,+","22.9","1,,6,17,","41.1",",6,03,+","","","0.0","6","0.0",",6","","","","","99.1","1,,,6","0",",,,6","27.45",",6","36.44",",,,6","18.47",",,,6","",""
"USC00290417","1923-09","31.938","-108.7688","1371.9","ANIMAS 3 ESE, NM US","","","67.0",",6","6",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","3",",6","","","","","5.6",",6,28,","","","0",",,6,30,+","15.2",",,6,23,","33.3",",6,11,","","","","","8.8",",6","","","","","49.9",",,,6","0",",,,6","20.28",",6","28.53",",,,6","12.02",",,,6","",""
"USC00290417","1923-10","31.938","-108.7688","1371.9","ANIMAS 3 ESE, NM US","","","1.7","1,6","1",",6","0",",6","0",",6","","","0",",6","0","1,6","3","1,6","0",",6","22",",6","0",",6","","","","","-1.1","1,6,15,","","","0",",,6,31,+","1.3",",,6,31,","28.9",",6,02,+","","","","","134.4",",6","","","","","1.3",",,,6","0",",,,6","13.97","1,6","23.27",",,,6","4.67","1,,,6","",""
"USC00290417","1923-11","31.938","-108.7688","1371.9","ANIMAS 3 ESE, NM US","","","0.0",",6","8",",6","3",",6","1",",6","","","0",",6","0",",6","11",",6","0",",6","7",",6","0",",6","","","","","-5.6",",6,30,+","","","0",",,6,30,+","29.2",",,6,11,","25.6",",6,03,","","","","","254.4",",6","","","","","53.2",",,,6","0",",,,6","9.85",",6","18.00",",,,6","1.70",",,,6","",""
"USC00290417","1923-12","31.938","-108.7688","1371.9","ANIMAS 3 ESE, NM US","","","0.0",",6","9",",6","7",",6","0",",6","","","2",",6","0",",6","17",",6","0",",6","0",",6","0",",6","","","","","-13.3",",6,13,+","","","203",",,6,09,","14.2",",,6,10,","16.7",",6,31,+","","","","","423.4",",6","","","","","53.1",",,,6","254",",,,6","4.67",",6","10.60",",,,6","-1.25",",,,6","",""
"USC00290417","1924-01","31.938","-108.7688","1371.9","ANIMAS 3 ESE, NM US","0.0","6","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","30",",6","0",",6","0",",6","0",",6","","","","","-11.1",",6,03,","","","0",",,6,31,+","2.5",",,6,15,","17.8",",6,01,","","","","","447.9",",6","","","","","2.5",",,,6","0",",,,6","3.89",",6","12.29",",,,6","-4.52",",,,6","",""
"USC00290417","1924-02","31.938","-108.7688","1371.9","ANIMAS 3 ESE, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","","","0",",6","20",",6","0",",6","2",",6","0",",6","","","","","-8.9",",6,04,","","","","","4.6",",,6,14,","21.1",",6,10,+","","","","","324.6",",6","","","","","5.9",",,,6","","","7.14",",6","16.17",",,,6","-1.89",",,,6","",""
"USC00290417","1924-03","31.938","-108.7688","1371.9","ANIMAS 3 ESE, NM US","0.0","6","0.0",",6","4",",6","2",",6","0",",6","","","2",",6","0",",6","17",",6","0",",6","3",",6","0",",6","","","","","-6.7",",6,07,","","","25",",,6,22,+","5.6",",,6,29,","22.2",",6,27,+","","","","","303.3",",6","","","","","13.9",",,,6","50",",,,6","8.55",",6","16.24",",,,6","0.86",",,,6","",""
