"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BL000085114","1977-10","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","4","4,I","4","4,I","1","4,I","","","","","","","","","","","","","37.1","4,,I,23,","","","","","","","63.1","4,,,I","","","","","",""
"BL000085114","1978-03","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","4","5,I","3","5,I","1","5,I","","","","","","","","","","","","","30.0","5,,I,30,","","","","","","","45.0","5,,,I","","","","","",""
"BL000085114","1978-12","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","8","3,I","7","3,I","1","3,I","0","3,","0","3,I","","","","","","","21.0","3,I,28,+","40.9","3,,I,01,","","","","","","","96.1","3,,,I","","","","","22.64","3,,,I"
"BL000085114","1980-04","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","3","5,I","3","5,I","1","5,I","0","5,","0","5,I","","","","","","","19.0","5,I,15,","35.1","5,,I,07,","","","","","","","64.1","5,,,I","","","","","23.16","5,,,I"
"BL000085114","1981-01","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","11","1,I","7","1,I","1","1,I","0","3,","0","3,I","","","","","","","22.0","3,I,31,+","59.9","1,,I,03,","","","","","","","118.8","1,,,I","","","","","22.79","3,,,I"
"BL000085114","1981-02","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","4","5,I","2","5,I","0","5,I","","","","","","","","","","","","","23.9","5,,I,19,","","","","","","","41.9","5,,,I","","","","","",""
"BL000085114","1981-06","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","0","3,I","0","3,I","0","3,I","0","4,I","0","4,I","","","","","","","14.0","4,I,18,+","0.0","3,,I,30,+","","","","","","","0.0","3,,,I","","","","","18.19","4,,,I"
"BL000085114","1981-08","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","2","4,I","1","4,I","0","4,I","","","","","","","","","","","","","7.9","4,,I,09,","","","","","","","8.4","4,,,I","","","","","",""
"BL000085114","1981-09","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","2","4,I","2","4,I","0","4,I","","","","","","","","","","","","","8.9","4,,I,14,","","","","","","","11.9","4,,,I","","","","","",""
"BL000085114","1981-10","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","7","5,I","5","5,I","1","5,I","0","5,","0","5,I","","","","","","","14.0","5,I,01,","43.9","5,,I,29,","","","","","","","85.5","5,,,I","","","","","22.12","5,,,I"
"BL000085114","1983-04","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","","","","","0","5,I","25","5,I","13","5,I","","","","","34.9","5,I,20,","","","","","","","","","32.04","5,,,I","",""
"BL000085114","1983-07","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","0","3,I","26","3,I","15","3,I","11.5","5,I,20,","","","34.2","3,I,24,","","","","","","","23.94","6,I","29.76","3,,,I","18.12","5,,,I"
"BL000085114","1987-08","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","3,I","0","3,I","","","","","","","9.5","3,I,01,","","","","","","","","","","","","","","","17.04","3,,,I"
"BL000085114","1990-12","-13.333","-64.117","140.0","MAGDALENA, BL","","","","","","","","","","","0","5,I","0","5,I","","","","","","","18.0","5,I,14,","","","","","","","","","","","","","","","22.38","5,,,I"
