"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HN07","HN07_ATTRIBUTES","HN08","HN08_ATTRIBUTES","HN09","HN09_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","HX07","HX07_ATTRIBUTES","HX08","HX08_ATTRIBUTES","HX09","HX09_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LN07","LN07_ATTRIBUTES","LN08","LN08_ATTRIBUTES","LN09","LN09_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","LX07","LX07_ATTRIBUTES","LX08","LX08_ATTRIBUTES","LX09","LX09_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MN07","MN07_ATTRIBUTES","MN08","MN08_ATTRIBUTES","MN09","MN09_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","MX07","MX07_ATTRIBUTES","MX08","MX08_ATTRIBUTES","MX09","MX09_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00218450","1975-01","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","14",",Z","4",",Z","0",",Z","","","","","9",",Z","31",",Z","27",",Z","0",",Z","0",",Z","","","","","-25.0",",Z,22,","","","","","19.8",",,Z,10,","1.7",",Z,24,","","","2414.4","Z","","","","","","","","","","","","","","","","","","","855.5",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.4",",,,Z","","","-9.26",",Z","-4.87",",,,Z","-13.66",",,,Z"
"USC00218450","1975-02","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","7",",Z","2",",Z","0",",Z","","","","","7",",Z","28",",Z","25",",Z","0",",Z","0",",Z","","","","","-27.8",",Z,09,","","","","","3.8",",,Z,05,","2.2",",Z,22,+","","","3160.8","Z","","","","","","","","","","","","","","","","","","","746.4",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5",",,,Z","","","-8.33",",Z","-4.07",",,,Z","-12.58",",,,Z"
"USC00218450","1975-03","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","9",",Z","4",",Z","0",",Z","","","","","2",",Z","29",",Z","18",",Z","0",",Z","0",",Z","","","","","-19.4",",Z,13,","","","","","4.8",",,Z,23,","7.8",",Z,18,","","","3877.8","Z","","","","","","","","","","","","","","","","","","","717.0",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3",",,,Z","","","-4.80",",Z","-0.43",",,,Z","-9.16",",,,Z"
"USC00218450","1975-04","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","13",",Z","6",",Z","2",",Z","","","","","0",",Z","15",",Z","3",",Z","0",",Z","0",",Z","","","","","-13.9",",Z,01,","","","","","55.9",",,Z,27,","15.6",",Z,26,+","","","4312.2","Z","","","","","","","","","","","","","","","","","","","434.4",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.5",",,,Z","","","3.85",",Z","8.06",",,,Z","-0.35",",,,Z"
"USC00218450","1975-05","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","31.5","Z","31.5",",Z","15",",Z","8",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","18",",Z","1",",Z","","","","","2.2",",Z,02,","","","","","26.4",",,Z,23,","32.2",",Z,20,","","","4407.0","Z","","","","","","","","","","","","","","","","","","","94.8",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1",",,,Z","","","16.29",",Z","22.65",",,,Z","9.93",",,,Z"
"USC00218450","1975-06","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","106.9","Z","75.4",",Z","14",",Z","10",",Z","3",",Z","","","","","0",",Z","0",",Z","0",",Z","26",",Z","0",",Z","","","","","7.2",",Z,01,","","","","","37.3",",,Z,21,","31.7",",Z,29,","","","4431.4","Z","","","","","","","","","","","","","","","","","","","24.4",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166.9",",,,Z","","","20.03",",Z","25.13",",,,Z","14.94",",,,Z"
"USC00218450","1975-07","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","291.3","Z","184.4",",Z","6",",Z","2",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","12",",Z","","","","","8.3",",Z,12,","","","","","40.4",",,Z,01,","35.6",",Z,29,","","","9.1","Z","","","","","","","","","","","","","","","","","","","9.1",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.6",",,,Z","","","23.99",",Z","30.18",",,,Z","17.79",",,,Z"
"USC00218450","1975-08","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","404.5","Z","113.2",",Z","12",",Z","6",",Z","2",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","1",",Z","","","","","9.4",",Z,18,","","","","","52.6",",,Z,02,","33.9",",Z,01,","","","15.8","Z","","","","","","","","","","","","","","","","","","","6.7",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.1",",,,Z","","","21.77",",Z","27.53",",,,Z","16.00",",,,Z"
"USC00218450","1975-09","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","410.9","Z","6.4",",Z","9",",Z","7",",Z","0",",Z","","","","","0",",Z","0",",Z","0",",Z","15",",Z","0",",Z","","","","","0.6",",Z,13,","","","","","11.9",",,Z,03,","28.9",",Z,10,","","","140.7","Z","","","","","","","","","","","","","","","","","","","124.9",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.9",",,,Z","","","14.38",",Z","20.13",",,,Z","8.63",",,,Z"
"USC00218450","1975-10","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","416.3","Z","5.4",",Z","4",",Z","1",",Z","0",",Z","","","","","0",",Z","3",",Z","0",",Z","11",",Z","0",",Z","","","","","-3.9",",Z,29,","","","","","6.1",",,Z,24,","28.9",",Z,13,+","","","346.5","Z","","","","","","","","","","","","","","","","","","","205.8",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9",",,,Z","","","11.87",",Z","18.34",",,,Z","5.39",",,,Z"
"USC00218450","1975-11","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","416.3","Z","0.0",",Z","10",",Z","8",",Z","1",",Z","","","","","0",",Z","16",",Z","7",",Z","1",",Z","0",",Z","","","","","-16.1",",Z,25,","","","","","43.4",",,Z,20,","22.2",",Z,04,","","","807.5","Z","","","","","","","","","","","","","","","","","","","461.0",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.5",",,,Z","","","2.97",",Z","7.98",",,,Z","-2.05",",,,Z"
"USC00218450","1975-12","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","416.3","Z","0.0",",Z","4",",Z","1",",Z","0",",Z","","","","","5",",Z","30",",Z","24",",Z","0",",Z","0",",Z","","","","","-23.9",",Z,18,+","","","","","17.3",",,Z,14,","7.2",",Z,05,","","","1586.9","Z","","","","","","","","","","","","","","","","","","","779.4",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9",",,,Z","","","-6.81",",Z","-3.21",",,,Z","-10.41",",,,Z"
"USC00218450","1976-01","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","8",",Z","2",",Z","0",",Z","","","","","12",",Z","31",",Z","27",",Z","0",",Z","0",",Z","","","","","-29.4",",Z,07,","","","","","6.9",",,Z,02,","3.3",",Z,28,","","","2511.0","Z","","","","","","","","","","","","","","","","","","","924.1",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8",",,,Z","","","-11.48",",Z","-6.06",",,,Z","-16.90",",,,Z"
"USC00218450","1976-02","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","6",",Z","1",",Z","0",",Z","","","","","5",",Z","28",",Z","7",",Z","0",",Z","0",",Z","","","","","-25.0",",Z,04,","","","","","7.4",",,Z,15,","12.2",",Z,25,","","","3126.6","Z","","","","","","","","","","","","","","","","","","","615.6",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0",",,,Z","","","-2.89",",Z","2.13",",,,Z","-7.92",",,,Z"
"USC00218450","1976-03","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","8",",Z","6",",Z","0",",Z","","","","","2",",Z","23",",Z","10",",Z","0",",Z","0",",Z","","","","","-18.3",",Z,07,+","","","","","17.5",",,Z,12,","17.2",",Z,19,","","","3707.8","Z","","","","","","","","","","","","","","","","","","","581.2",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.5",",,,Z","","","-0.41",",Z","4.87",",,,Z","-5.70",",,,Z"
"USC00218450","1976-04","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","6.7","Z","6.7",",Z","9",",Z","4",",Z","0",",Z","","","","","0",",Z","7",",Z","0",",Z","5",",Z","0",",Z","","","","","-4.4",",Z,04,","","","","","11.2",",,Z,23,","26.1",",Z,16,+","","","3937.9","Z","","","","","","","","","","","","","","","","","","","230.1",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.4",",,,Z","","","10.89",",Z","17.28",",,,Z","4.50",",,,Z"
"USC00218450","1976-05","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","13.6","Z","6.9",",Z","6",",Z","2",",Z","0",",Z","","","","","0",",Z","4",",Z","0",",Z","23",",Z","0",",Z","","","","","0.0",",Z,07,+","","","","","16.8",",,Z,28,","28.3",",Z,19,","","","4052.2","Z","","","","","","","","","","","","","","","","","","","114.3",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6",",,,Z","","","14.87",",Z","21.56",",,,Z","8.18",",,,Z"
"USC00218450","1976-06","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","121.9","Z","108.3",",Z","10",",Z","7",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","30",",Z","7",",Z","","","","","8.9",",Z,19,+","","","","","27.4",",,Z,18,","33.3",",Z,12,","","","4058.6","Z","","","","","","","","","","","","","","","","","","","6.4",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.6",",,,Z","","","21.73",",Z","28.36",",,,Z","15.10",",,,Z"
"USC00218450","1976-07","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","293.7","Z","171.8",",Z","9",",Z","5",",Z","0",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","8",",Z","","","","","11.1",",Z,17,+","","","","","9.7",",,Z,19,","36.7",",Z,14,","","","0.0","Z","","","","","","","","","","","","","","","","","","","0.0",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.1",",,,Z","","","23.87",",Z","31.10",",,,Z","16.65",",,,Z"
"USC00218450","1976-08","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","427.4","Z","133.7",",Z","7",",Z","3",",Z","0",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","9",",Z","","","","","6.7",",Z,29,","","","","","21.1",",,Z,11,","35.0",",Z,19,+","","","9.9","Z","","","","","","","","","","","","","","","","","","","9.9",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.8",",,,Z","","","22.32",",Z","29.25",",,,Z","15.40",",,,Z"
"USC00218450","1976-09","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","470.4","Z","43.0",",Z","7",",Z","4",",Z","0",",Z","","","","","0",",Z","0",",Z","0",",Z","19",",Z","2",",Z","","","","","0.6",",Z,28,","","","","","15.2",",,Z,13,","35.0",",Z,07,","","","105.3","Z","","","","","","","","","","","","","","","","","","","95.4",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6",",,,Z","","","16.59",",Z","23.72",",,,Z","9.46",",,,Z"
"USC00218450","1976-10","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","473.2","Z","2.8",",Z","4",",Z","1",",Z","0",",Z","","","","","0",",Z","16",",Z","0",",Z","7",",Z","0",",Z","","","","","-8.9",",Z,27,","","","","","6.1",",,Z,04,","28.3",",Z,03,","","","459.7","Z","","","","","","","","","","","","","","","","","","","354.4",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7",",,,Z","","","6.99",",Z","13.14",",,,Z","0.85",",,,Z"
"USC00218450","1976-11","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","473.2","Z","0.0",",Z","1",",Z","0",",Z","0",",Z","","","","","4",",Z","28",",Z","8",",Z","0",",Z","0",",Z","","","","","-21.1",",Z,28,","","","","","2.3",",,Z,26,","14.4",",Z,18,","","","1078.1","Z","","","","","","","","","","","","","","","","","","","618.4",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3",",,,Z","","","-2.28",",Z","2.53",",,,Z","-7.10",",,,Z"
"USC00218450","1976-12","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","473.2","Z","0.0",",Z","6",",Z","0",",Z","0",",Z","","","","","15",",Z","31",",Z","25",",Z","0",",Z","0",",Z","","","","","-30.6",",Z,31,","","","","","1.3",",,Z,06,","5.6",",Z,18,","","","2001.5","Z","","","","","","","","","","","","","","","","","","","923.4",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9",",,,Z","","","-11.45",",Z","-6.01",",,,Z","-16.90",",,,Z"
"USC00218450","1977-01","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","8",",Z","2",",Z","0",",Z","","","","","24",",Z","31",",Z","30",",Z","0",",Z","0",",Z","","","","","-33.9",",Z,09,","","","","","3.0",",,Z,19,","0.6",",Z,23,","","","3100.9","Z","","","","","","","","","","","","","","","","","","","1099.4",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2",",,,Z","","","-17.13",",Z","-12.33",",,,Z","-21.94",",,,Z"
"USC00218450","1977-02","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","5",",Z","2",",Z","0",",Z","","","","","3",",Z","28",",Z","17",",Z","0",",Z","0",",Z","","","","","-23.9",",Z,06,","","","","","24.6",",,Z,23,","10.0",",Z,22,+","","","3755.2","Z","","","","","","","","","","","","","","","","","","","654.3",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0",",,,Z","","","-5.03",",Z","0.07",",,,Z","-10.14",",,,Z"
"USC00218450","1977-03","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","13",",Z","8",",Z","0",",Z","","","","","0",",Z","18",",Z","4",",Z","0",",Z","0",",Z","","","","","-13.9",",Z,01,","","","","","19.6",",,Z,12,","18.3",",Z,25,","","","4227.4","Z","","","","","","","","","","","","","","","","","","","472.2",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.4",",,,Z","","","3.10",",Z","7.64",",,,Z","-1.44",",,,Z"
"USC00218450","1977-04","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","11.9","Z","11.9",",Z","11",",Z","6",",Z","0",",Z","","","","","0",",Z","7",",Z","0",",Z","16",",Z","0",",Z","","","","","-6.7",",Z,06,","","","","","16.3",",,Z,21,","30.0",",Z,27,+","","","4424.7","Z","","","","","","","","","","","","","","","","","","","197.3",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.2",",,,Z","","","12.15",",Z","18.57",",,,Z","5.74",",,,Z"
"USC00218450","1977-05","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","94.1","Z","82.2",",Z","9",",Z","7",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","27",",Z","0",",Z","","","","","3.9",",Z,02,","","","","","45.5",",,Z,31,","31.7",",Z,14,+","","","4459.3","Z","","","","","","","","","","","","","","","","","","","34.6",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.2",",,,Z","","","19.87",",Z","26.51",",,,Z","13.24",",,,Z"
"USC00218450","1977-06","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","160.8","Z","66.7",",Z","13",",Z","7",",Z","2",",Z","","","","","0",",Z","0",",Z","0",",Z","29",",Z","2",",Z","","","","","8.3",",Z,02,","","","","","33.5",",,Z,27,","32.2",",Z,27,+","","","4471.8","Z","","","","","","","","","","","","","","","","","","","12.5",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.8",",,,Z","","","20.14",",Z","26.26",",,,Z","14.02",",,,Z"
"USC00218450","1977-07","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","322.1","Z","161.3",",Z","14",",Z","9",",Z","0",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","6",",Z","","","","","11.7",",Z,09,","","","","","18.3",",,Z,24,","36.1",",Z,20,+","","","0.3","Z","","","","","","","","","","","","","","","","","","","0.3",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.6",",,,Z","","","23.53",",Z","29.46",",,,Z","17.59",",,,Z"
"USC00218450","1977-08","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","371.5","Z","49.4",",Z","14",",Z","5",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","0",",Z","","","","","6.7",",Z,18,","","","","","98.0",",,Z,31,","30.0",",Z,27,+","","","12.6","Z","","","","","","","","","","","","","","","","","","","12.3",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128.0",",,,Z","","","19.53",",Z","25.39",",,,Z","13.67",",,,Z"
"USC00218450","1977-09","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","385.7","Z","14.2",",Z","11",",Z","10",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","20",",Z","0",",Z","","","","","6.1",",Z,20,","","","","","27.2",",,Z,24,","28.9",",Z,09,+","","","80.1","Z","","","","","","","","","","","","","","","","","","","67.5",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.5",",,,Z","","","16.55",",Z","21.69",",,,Z","11.41",",,,Z"
"USC00218450","1977-10","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","385.7","Z","0.0",",Z","11",",Z","6",",Z","0",",Z","","","","","0",",Z","5",",Z","0",",Z","2",",Z","0",",Z","","","","","-1.1",",Z,17,","","","","","23.6",",,Z,07,","22.2",",Z,20,","","","362.3","Z","","","","","","","","","","","","","","","","","","","282.2",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.0",",,,Z","","","9.23",",Z","14.82",",,,Z","3.65",",,,Z"
"USC00218450","1977-11","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","385.7","Z","0.0",",Z","14",",Z","5",",Z","0",",Z","","","","","2",",Z","23",",Z","9",",Z","0",",Z","0",",Z","","","","","-24.4",",Z,26,","","","","","10.2",",,Z,20,","15.0",",Z,09,+","","","910.3","Z","","","","","","","","","","","","","","","","","","","548.0",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.1",",,,Z","","","0.07",",Z","4.31",",,,Z","-4.18",",,,Z"
"USC00218450","1977-12","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","385.7","Z","0.0",",Z","7",",Z","3",",Z","0",",Z","","","","","8",",Z","30",",Z","23",",Z","0",",Z","0",",Z","","","","","-28.9",",Z,10,","","","","","15.5",",,Z,17,","5.0",",Z,17,","","","1768.3","Z","","","","","","","","","","","","","","","","","","","858.0",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.0",",,,Z","","","-9.35",",Z","-5.62",",,,Z","-13.07",",,,Z"
"USC00218450","1978-01","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","0.0","Z","0.0",",Z","5",",Z","0",",Z","0",",Z","","","","","21",",Z","31",",Z","31",",Z","0",",Z","0",",Z","","","","","-27.2",",Z,10,+","","","","","2.3",",,Z,01,","-0.6",",Z,06,","","","2771.1","Z","","","","","","","","","","","","","","","","","","","1002.8",",Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4",",,,Z","","","-14.01",",Z","-9.05",",,,Z","-18.98",",,,Z"
