"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00426140","1906-12","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","6",",6","4",",6","0",",6","2",",6","","","","","","","","","","","","","51",",,6,14,","16.3",",,6,14,","","","","","","","","","46.2",",,,6","76",",,,6","","","","","","","",""
"USC00426140","1907-01","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","9",",6","5",",6","0",",6","5",",6","","","","","","","","","","","","","152",",,6,14,","7.6",",,6,31,","","","","","","","","","33.0",",,,6","342",",,,6","","","","","","","",""
"USC00426140","1907-02","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","24.1",",,6,05,","","","","","","","","","51.1",",,,6","","","","","","","","","",""
"USC00426140","1907-03","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","6",",6","3",",6","0",",6","1",",6","","","","","","","","","","","","","305",",,6,14,","16.5",",,6,14,","","","","","","","","","36.2",",,,6","305",",,,6","","","","","","","",""
"USC00426140","1907-04","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","8.9",",,6,06,","","","","","","","","","23.6",",,,6","","","","","","","","","",""
"USC00426140","1907-05","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","19.1",",,6,13,","","","","","","","","","44.9",",,,6","","","","","","","","","",""
"USC00426140","1907-06","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","11.7",",,6,08,","","","","","","","","","40.2",",,,6","","","","","","","","","",""
"USC00426140","1907-07","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","4.1",",,6,27,","","","","","","","","","8.2",",,,6","","","","","","","","","",""
"USC00426140","1907-08","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","15.7",",,6,30,","","","","","","","","","37.0",",,,6","","","","","","","","","",""
"USC00426140","1907-09","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","11.9",",,6,05,","","","","","","","","","18.8",",,,6","","","","","","","","","",""
"USC00426140","1907-10","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","6.4",",,6,06,","","","","","","","","","21.4",",,,6","","","","","","","","","",""
"USC00426140","1907-11","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","8.4",",,6,21,","","","","","","","","","12.7",",,,6","","","","","","","","","",""
"USC00426140","1907-12","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","7",",6","4",",6","0",",6","5",",6","","","","","","","","","","","","","152",",,6,29,","16.5",",,6,08,","","","","","","","","","50.1",",,,6","393",",,,6","","","","","","","",""
"USC00426140","1908-01","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","2",",6","0",",6","3",",6","","","","","","","","","","","","","38",",,6,15,","9.4",",,6,15,","","","","","","","","","20.6",",,,6","96",",,,6","","","","","","","",""
"USC00426140","1908-02","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","10.7",",,6,11,","","","","","","","","","28.2",",,,6","","","","","","","","","",""
"USC00426140","1908-03","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","3",",6","0",",6","4",",6","","","","","","","","","","","","","51",",,6,31,+","19.3",",,6,06,","","","","","","","","","28.5",",,,6","178",",,,6","","","","","","","",""
"USC00426140","1908-04","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","6.4",",,6,23,","","","","","","","","","7.4",",,,6","","","","","","","","","",""
"USC00426140","1908-05","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","9",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","29.2",",,6,13,","","","","","","","","","92.6",",,,6","","","","","","","","","",""
"USC00426140","1908-06","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","8",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","5.3",",,6,03,","","","","","","","","","16.4",",,,6","0",",,,6","","","","","","","",""
"USC00426140","1908-07","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","7",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","5.6",",,6,31,","","","","","","","","","14.1",",,,6","0",",,,6","","","","","","","",""
"USC00426140","1908-08","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","3",",6","3",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","66.3",",,6,11,","","","","","","","","","86.6",",,,6","0",",,,6","","","","","","","",""
"USC00426140","1908-09","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","4",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","35.8",",,6,25,","","","","","","","","","57.6",",,,6","0",",,,6","","","","","","","",""
"USC00426140","1908-10","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","3",",6","3",",6","1",",6","2",",6","","","","","","","","","","","","","127",",,6,16,","30.5",",,6,16,","","","","","","","","","54.2",",,,6","229",",,,6","","","","","","","",""
"USC00426140","1908-11","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","1",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","152",",,6,26,","11.7",",,6,26,","","","","","","","","","11.7",",,,6","152",",,,6","","","","","","","",""
"USC00426140","1908-12","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","3","1,6","1","1,6","0","1,6","1",",6","","","","","","","","","","","","","305",",,6,18,","13.5","1,,6,18,","","","","","","","","","15.8","1,,,6","318",",,,6","","","","","","","",""
"USC00426140","1909-01","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","6","1,6","6","1,6","1","1,6","4",",6","","","","","","","","","","","","","203",",,6,13,","33.0","1,,6,23,","","","","","","","","","65.4","1,,,6","534",",,,6","","","","","","","",""
"USC00426140","1909-02","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","17.5",",,6,13,","","","","","","","","","43.1",",,,6","","","","","","","","","",""
"USC00426140","1909-03","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","10.7",",,6,18,","","","","","","","","","26.3",",,,6","","","","","","","","","",""
"USC00426140","1909-04","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","19.8",",,6,29,","","","","","","","","","56.9",",,,6","","","","","","","","","",""
"USC00426140","1909-05","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","11.7",",,6,23,","","","","","","","","","15.7",",,,6","","","","","","","","","",""
"USC00426140","1909-06","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","1",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","4.3",",,6,19,","","","","","","","","","4.3",",,,6","0",",,,6","","","","","","","",""
"USC00426140","1909-07","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","9.4",",,6,03,","","","","","","","","","22.7",",,,6","","","","","","","","","",""
"USC00426140","1909-08","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","11",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","18.3",",,6,17,","","","","","","","","","72.1",",,,6","","","","","","","","","",""
"USC00426140","1909-09","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","8",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","3.8",",,6,11,+","","","","","","","","","17.3",",,,6","","","","","","","","","",""
"USC00426140","1909-10","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","5.3",",,6,07,","","","","","","","","","7.8",",,,6","","","","","","","","","",""
"USC00426140","1909-11","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","22.9",",,6,10,","","","","","","","","","38.9",",,,6","","","","","","","","","",""
"USC00426140","1909-12","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","18.8",",,6,31,","","","","","","","","","57.3",",,,6","","","","","","","","","",""
"USC00426140","1910-01","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","6","1,6","3","1,6","0","1,6","","","","","","","","","","","","","","","","","5.1","1,,6,17,","","","","","","","","","15.6","1,,,6","","","","","","","","","",""
"USC00426140","1910-02","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","1",",6","0",",6","2",",6","","","","","","","","","","","","","127",",,6,20,","7.9",",,6,20,","","","","","","","","","12.0",",,,6","178",",,,6","","","","","","","",""
"USC00426140","1910-03","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","19.3",",,6,27,","","","","","","","","","20.6",",,,6","","","","","","","","","",""
"USC00426140","1910-04","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","10.2",",,6,04,","","","","","","","","","11.7",",,,6","","","","","","","","","",""
"USC00426140","1910-06","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0.8",",,6,11,","","","","","","","","","0.8",",,,6","","","","","","","","","",""
"USC00426140","1910-07","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","3.8",",,6,27,","","","","","","","","","8.3",",,,6","","","","","","","","","",""
"USC00426140","1910-08","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","1.3",",,6,01,","","","","","","","","","2.3",",,,6","","","","","","","","","",""
"USC00426140","1910-09","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","8",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","15.5",",,6,19,","","","","","","","","","60.2",",,,6","","","","","","","","","",""
"USC00426140","1910-11","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","10.9",",,6,18,","","","","","","","","","14.7",",,,6","","","","","","","","","",""
"USC00426140","1910-12","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","16.5",",,6,21,","","","","","","","","","21.3",",,,6","","","","","","","","","",""
"USC00426140","1911-02","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","7.1",",,6,12,","","","","","","","","","12.9",",,,6","","","","","","","","","",""
"USC00426140","1911-03","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","13.5",",,6,10,","","","","","","","","","26.7",",,,6","","","","","","","","","",""
"USC00426140","1911-04","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","7.1",",,6,09,","","","","","","","","","14.2",",,,6","","","","","","","","","",""
"USC00426140","1911-06","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","10.9",",,6,20,","","","","","","","","","19.3",",,,6","","","","","","","","","",""
"USC00426140","1911-07","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","16.5",",,6,18,","","","","","","","","","45.0",",,,6","","","","","","","","","",""
"USC00426140","1911-08","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","7.1",",,6,15,","","","","","","","","","7.1",",,,6","","","","","","","","","",""
"USC00426140","1911-10","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","11.7",",,6,09,","","","","","","","","","19.0",",,,6","","","","","","","","","",""
"USC00426140","1911-11","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","7.9",",,6,19,","","","","","","","","","11.2",",,,6","","","","","","","","","",""
"USC00426140","1911-12","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","5.8",",,6,10,","","","","","","","","","16.6",",,,6","","","","","","","","","",""
"USC00426140","1912-01","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","3.3",",,6,24,","","","","","","","","","9.9",",,,6","","","","","","","","","",""
"USC00426140","1912-02","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","2.5",",,6,28,+","","","","","","","","","7.3",",,,6","","","","","","","","","",""
"USC00426140","1912-03","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","19.1",",,6,13,","","","","","","","","","71.1",",,,6","","","","","","","","","",""
"USC00426140","1913-01","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","3.0",",,6,09,","","","","","","","","","14.8",",,,6","","","","","","","","","",""
"USC00426140","1913-02","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","30.0",",,6,24,","","","","","","","","","36.8",",,,6","","","","","","","","","",""
"USC00426140","1913-03","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","6.1",",,6,05,","","","","","","","","","19.7",",,,6","","","","","","","","","",""
"USC00426140","1913-04","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","8.4",",,6,03,","","","","","","","","","21.9",",,,6","","","","","","","","","",""
"USC00426140","1913-05","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","4.3",",,6,19,","","","","","","","","","7.6",",,,6","","","","","","","","","",""
"USC00426140","1913-06","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","5.8",",,6,17,","","","","","","","","","27.5",",,,6","","","","","","","","","",""
"USC00426140","1913-07","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","1.5",",,6,22,","","","","","","","","","3.9",",,,6","","","","","","","","","",""
"USC00426140","1913-08","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","99.2","5,6","6",",6","5",",6","0",",6","","","0","5,6","0","5,6","0","5,6","26","5,6","10","5,6","8.3","5,6,15,+","","","22.1",",,6,23,","33.9","5,6,23,","","","","","0.0","5,6","42.6",",,,6","","","22.15","5,6","31.61","5,,,6","12.68","5,,,6","",""
"USC00426140","1913-09","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","18.2","5,6","7",",6","5",",6","0",",6","","","0","5,6","3","5,6","0","5,6","21","5,6","0","5,6","-2.8","5,6,26,","","","8.6",",,6,13,","30.6","5,6,19,+","","","","","82.2","5,6","28.4",",,,6","","","15.77","5,6","24.76","5,,,6","6.78","5,,,6","",""
"USC00426140","1913-10","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","27.9",",,6,05,","","","","","","","","","32.9",",,,6","","","","","","","","","",""
"USC00426140","1913-11","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","7.1",",,6,14,","","","","","","","","","27.3",",,,6","","","","","","","","","",""
"USC00426140","1914-03","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","3.3",",,6,23,","","","","","","","","","10.8",",,,6","","","","","","","","","",""
"USC00426140","1914-04","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","9",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","17.0",",,6,16,","","","","","","","","","81.4",",,,6","","","","","","","","","",""
"USC00426140","1914-05","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","7.5",",6","9",",6","3",",6","0",",6","","","0",",6","3",",6","0",",6","21",",6","0",",6","-2.8",",6,04,","","","4.8",",,6,31,","29.4",",6,30,+","","","","","141.1",",6","18.1",",,,6","","","14.02",",6","22.86",",,,6","5.18",",,,6","",""
"USC00426140","1914-06","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","26.4","2,6","10",",6","4",",6","0",",6","","","0",",6","2",",6","0","2,6","23","2,6","4","2,6","-0.6",",6,06,","","","24.1",",,6,04,","34.4","2,6,29,","","","","","58.0","2,6","49.3",",,,6","","","17.08","2,6","26.43","2,,,6","7.74",",,,6","",""
"USC00426140","1914-07","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","90.9",",6","13",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","5",",6","7.2",",6,22,","","","12.4",",,6,09,","33.9",",6,08,","","","9.2","","9.2",",6","44.1",",,,6","","","20.97",",6","29.83",",,,6","12.12",",,,6","",""
"USC00426140","1914-08","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","119.7",",6","5",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","17",",6","7.2",",6,26,+","","","4.3",",,6,07,","35.6",",6,16,+","","","11.7","","2.5",",6","7.4",",,,6","","","22.11",",6","31.98",",,,6","12.24",",,,6","",""
"USC00426140","1914-09","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","25.9","2,6","2",",6","0",",6","0",",6","","","0",",6","4",",6","0","2,6","26","2,6","2","2,6","-0.6",",6,21,+","","","0.5",",,6,28,+","32.8","2,6,18,","","","79.3","","67.6","2,6","1.0",",,,6","","","16.66","2,6","26.76","2,,,6","6.55",",,,6","",""
"USC00426140","1914-10","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","0.0","3,6","4",",6","2",",6","1",",6","","","0",",6","8",",6","0","3,6","9","3,6","0","3,6","-2.2",",6,11,","","","25.7",",,6,03,","23.9","3,6,02,","","","293.1","","213.8","3,6","34.4",",,,6","","","10.73","3,6","19.03","3,,,6","2.44",",,,6","",""
"USC00426140","1914-11","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","2.3",",,6,30,","","","","","","","","","3.8",",,,6","","","","","","","","","",""
"USC00426140","1915-01","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","8.1",",,6,29,","","","","","","","","","31.0",",,,6","","","","","","","","","",""
"USC00426140","1915-02","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","25.4",",,6,12,","","","","","","","","","57.2",",,,6","","","","","","","","","",""
"USC00426140","1915-03","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","10.2",",,6,04,","","","","","","","","","24.9",",,,6","","","","","","","","","",""
"USC00426140","1915-04","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","0.0",",6","","","","","","","","","0",",6","6",",6","0",",6","7",",6","0",",6","-8.9",",6,30,","","","","","25.6",",6,28,","","","","","222.9",",6","","","","","10.90",",6","18.89",",,,6","2.91",",,,6","",""
"USC00426140","1915-05","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","1.1","1,6","","","","","","","","","0","1,6","7","1,6","0","1,6","11","1,6","0","1,6","-5.0","1,6,01,","","","","","27.8","1,6,17,","","","","","226.7","1,6","","","","","10.82","1,6","18.00","1,,,6","3.63","1,,,6","",""
"USC00426140","1915-06","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","","","","","","","","","0","3,6","4","3,6","","","","","","","-2.2","3,6,12,","","","","","","","","","","","","","","","","","","","","","5.92","3,,,6","",""
"USC00426140","1915-07","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","84.4","4,6","","","","","","","","","0","3,6","0","3,6","0","1,6","30","1,6","13","1,6","4.4","3,6,04,","","","","","35.0","1,6,22,","","","1.7","","1.7","1,6","","","","","21.38","4,6","31.86","1,,,6","10.91","3,,,6","",""
"USC00426140","1915-08","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","105.2",",6","3",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","21",",6","6.1",",6,02,","","","2.8",",,6,05,","36.1",",6,10,","","","5.5","","3.8",",6","5.4",",,,6","","","21.60",",6","32.37",",,,6","10.84",",,,6","",""
"USC00426140","1915-09","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","15.7",",6","","","","","","","","","0",",6","6",",6","0",",6","19",",6","0",",6","-2.2",",6,15,+","","","","","30.6",",6,24,+","","","125.8","","120.3",",6","","","","","14.85",",6","23.87",",,,6","5.82",",,,6","",""
"USC00426140","1915-10","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","0.0",",6","","","","","","","","","0",",6","13",",6","0",",6","17",",6","0",",6","-6.1",",6,12,","","","","","27.8",",6,09,","","","354.1","","228.3",",6","","","","","10.97",",6","20.92",",,,6","1.02",",,,6","",""
"USC00426140","1916-01","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","7",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","10.2",",,6,30,+","","","","","","","","","49.7",",,,6","","","","","","","","","",""
"USC00426140","1916-02","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","25.4",",,6,02,","","","","","","","","","44.5",",,,6","","","","","","","","","",""
"USC00426140","1916-03","39.65","-111.86667","1598.1","NEPHI 5 SSW, UT US","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","23.1",",,6,24,","","","","","","","","","75.1",",,,6","","","","","","","","","",""
