"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"GHM00065457","2019-02","5.933","-0.983","140.0","AKIM ODA, GH","0","4,S","24","4,S","24","4,S","36.6","4,S,28,+","34.81","4,,,S"
"GHM00065457","2019-08","5.933","-0.983","140.0","AKIM ODA, GH","0","4,S","27","4,S","1","4,S","32.8","4,S,31,","30.10","4,,,S"
