"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00140491","1895-10","39.75","-95.55",,"BAKER, KS US","","","0.3",",6","4",",6","0",",6","0",",6","","","0",",6","10",",6","0",",6","13",",6","0",",6","","","-8.9",",6,28,","","","1.3",",,6,06,","27.8",",6,14,","","","233.5",",6","2.9",",,,6","","","10.81",",6","18.80",",,,6","2.82",",,,6"
"USC00140491","1895-11","39.75","-95.55",,"BAKER, KS US","","","0.8",",6","4",",6","3",",6","0",",6","0",",6","0",",6","21",",6","4",",6","3",",6","0",",6","","","-14.4",",6,26,","0",",T,6,24,+","7.6",",,6,07,","25.0",",6,04,","","","414.9",",6","19.5",",,,6","0",",T,,6","4.53",",6","10.40",",,,6","-1.34",",,,6"
"USC00140491","1895-12","39.75","-95.55",,"BAKER, KS US","","","0.0",",6","10",",6","2",",6","0",",6","2",",6","0",",6","29",",6","5",",6","0",",6","0",",6","","","-17.2",",6,03,","180",",,6,24,","18.0",",,6,24,","16.1",",6,17,","","","595.0",",6","28.9",",,,6","268",",,,6","-0.86",",6","4.64",",,,6","-6.36",",,,6"
"USC00140491","1896-01","39.75","-95.55",,"BAKER, KS US","0.0","","0.0",",6","4",",6","3",",6","0",",6","2",",6","1",",6","27",",6","7",",6","0",",6","0",",6","","","-20.0",",6,03,","76",",,6,23,","8.4",",,6,23,","15.6",",6,10,","","","601.3",",6","14.4",",,,6","106",",,,6","-1.06",",6","3.92",",,,6","-6.04",",,,6"
"USC00140491","1896-02","39.75","-95.55",,"BAKER, KS US","0.0","","0.0",",6","4",",6","1",",6","0",",6","0",",6","0",",6","25",",6","3",",6","2",",6","0",",6","","","-13.9",",6,20,","18",",,6,07,","8.6",",,6,12,","26.1",",6,26,","","","477.6",",6","13.7",",,,6","18",",,,6","1.86",",6","7.96",",,,6","-4.23",",,,6"
"USC00140491","1896-03","39.75","-95.55",,"BAKER, KS US","0.0","","0.0",",6","4",",6","1",",6","0",",6","0",",6","0",",6","24",",6","6",",6","3",",6","0",",6","","","-13.9",",6,13,","23",",,6,03,","12.4",",,6,27,","24.4",",6,31,+","","","485.0",",6","16.0",",,,6","36",",,,6","2.69",",6","9.06",",,,6","-3.68",",,,6"
"USC00140491","1896-04","39.75","-95.55",,"BAKER, KS US","41.4","","41.4",",6","11",",6","6",",6","1",",6","","","0",",6","3",",6","0",",6","20",",6","1",",6","","","-5.0",",6,03,+","","","31.8",",,6,09,","32.8",",6,15,","","","112.4",",6","68.9",",,,6","","","15.97",",6","23.28",",,,6","8.65",",,,6"
"USC00140491","1896-05","39.75","-95.55",,"BAKER, KS US","118.6","","77.2",",6","13",",6","11",",6","3",",6","","","0",",6","0",",6","0",",6","25",",6","0",",6","","","6.1",",6,02,","","","52.3",",,6,31,","31.7",",6,25,","","","25.1",",6","250.3",",,,6","","","20.01",",6","25.88",",,,6","14.15",",,,6"
"USC00140491","1896-06","39.75","-95.55",,"BAKER, KS US","231.5","","112.9",",6","8",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","27",",6","7",",6","","","7.8",",6,12,","","","25.7",",,6,25,","35.0",",6,19,","","","17.2",",6","48.5",",,,6","","","21.52",",6","28.09",",,,6","14.95",",,,6"
"USC00140491","1896-07","39.75","-95.55",,"BAKER, KS US","404.2","","172.7",",6","6",",6","6",",6","3",",6","","","0",",6","0",",6","0",",6","31",",6","9",",6","1","","10.6",",6,05,","","","43.2",",,6,02,","36.1",",6,16,","0.0","","0.0",",6","136.8",",,,6","","","23.90",",6","29.95",",,,6","17.86",",,,6"
"USC00140491","1896-08","39.75","-95.55",,"BAKER, KS US","564.8","","160.6",",6","11",",6","8",",6","2",",6","","","0",",6","0",",6","0",",6","30",",6","11",",6","1","","10.0",",6,27,","","","53.3",",,6,06,","36.7",",6,06,+","5.2","","5.2",",6","169.2",",,,6","","","23.34",",6","30.06",",,,6","16.63",",,,6"
"USC00140491","1896-09","39.75","-95.55",,"BAKER, KS US","608.1","","43.3",",6","13",",6","10",",6","2",",6","","","0",",6","0",",6","0",",6","19",",6","3",",6","2","","2.2",",6,28,","","","47.2",",,6,14,","32.8",",6,17,+","103.4","","98.2",",6","156.4",",,,6","","","16.50",",6","22.74",",,,6","10.26",",,,6"
"USC00140491","1897-04","39.75","-95.55",,"BAKER, KS US","","","5.5",",6","11",",6","6",",6","2",",6","","","0",",6","1",",6","0",",6","9",",6","0",",6","1","","-0.6",",6,19,","","","71.1",",,6,23,","28.9",",6,19,","","","192.6",",6","143.2",",,,6","","","12.10",",6","17.83",",,,6","6.36",",,,6"
"USC00140491","1897-05","39.75","-95.55",,"BAKER, KS US","","","49.5",",6","8",",6","6",",6","1",",6","","","0",",6","0",",6","0",",6","24",",6","1",",6","","","4.4",",6,01,","","","28.7",",,6,26,","32.2",",6,27,","","","68.1",",6","89.1",",,,6","","","17.73",",6","24.33",",,,6","11.14",",,,6"
"USC00140491","1897-06","39.75","-95.55",,"BAKER, KS US","","","183.1",",6","12",",6","9",",6","2",",6","","","0",",6","0",",6","0",",6","28",",6","11",",6","","","9.4",",6,04,","","","33.5",",,6,26,","37.2",",6,18,","","","12.5",",6","124.4",",,,6","","","24.02",",6","29.50",",,,6","18.54",",,,6"
