"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00237223","1899-11","40.4","-95.516667",,"ROCKPORT, MO US","","","4",",6","3",",6","0",",6","0",",6","","","","","","","","","","","1","","","","0",",T,6,30,","9.9",",,6,20,","","","","","","","23.4",",,,6","0",",T,,6","","","","","",""
"USC00237223","1899-12","40.4","-95.516667",,"ROCKPORT, MO US","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","23.4",",,6,09,","","","","","","","38.1",",,,6","","","","","","","",""
"USC00237223","1900-01","40.4","-95.516667",,"ROCKPORT, MO US","","","1",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,01,","4.6",",,6,09,","","","","","","","4.6",",,,6","0",",T,,6","","","","","",""
"USC00237223","1900-02","40.4","-95.516667",,"ROCKPORT, MO US","","","3",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","","","127",",,6,15,","17.8",",,6,09,","","","","","","","38.1",",,,6","292",",,,6","","","","","",""
"USC00237223","1900-03","40.4","-95.516667",,"ROCKPORT, MO US","","","5",",6","4",",6","0",",6","1",",6","","","","","","","","","","","","","","","25",",,6,14,","10.2",",,6,05,","","","","","","","26.5",",,,6","25",",,,6","","","","","",""
"USC00237223","1900-04","40.4","-95.516667",,"ROCKPORT, MO US","","","8",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","55.9",",,6,26,","","","","","","","149.8",",,,6","","","","","","","",""
"USC00237223","1900-05","40.4","-95.516667",,"ROCKPORT, MO US","","","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","30.5",",,6,15,","","","","","","","102.6",",,,6","","","","","","","",""
"USC00237223","1900-06","40.4","-95.516667",,"ROCKPORT, MO US","","","4",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","","","63.5",",,6,16,","","","","","","","104.1",",,,6","","","","","","","",""
"USC00237223","1900-07","40.4","-95.516667",,"ROCKPORT, MO US","","","6",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","81.3",",,6,16,","","","","","","","143.7",",,,6","","","","","","","",""
"USC00237223","1900-08","40.4","-95.516667",,"ROCKPORT, MO US","","","8",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","104.1",",,6,12,","","","","","","","212.6",",,,6","","","","","","","",""
"USC00237223","1900-09","40.4","-95.516667",,"ROCKPORT, MO US","","","8",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","23.4",",,6,25,","","","","","","","89.2",",,,6","","","","","","","",""
"USC00237223","1900-10","40.4","-95.516667",,"ROCKPORT, MO US","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","47.0",",,6,30,","","","","","","","112.3",",,,6","","","","","","","",""
"USC00237223","1900-11","40.4","-95.516667",,"ROCKPORT, MO US","","","1",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","","","51",",,6,21,","5.1",",,6,21,","","","","","","","5.1",",,,6","51",",,,6","","","","","",""
"USC00237223","1900-12","40.4","-95.516667",,"ROCKPORT, MO US","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","12.7",",,6,22,","","","","","","","16.5",",,,6","","","","","","","",""
"USC00237223","1901-01","40.4","-95.516667",,"ROCKPORT, MO US","","","2",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","","","102",",,6,09,","7.9",",,6,09,","","","","","","","13.5",",,,6","102",",,,6","","","","","",""
"USC00237223","1901-02","40.4","-95.516667",,"ROCKPORT, MO US","","","3",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","","","152",",,6,03,","22.9",",,6,03,","","","","","","","46.5",",,,6","304",",,,6","","","","","",""
"USC00237223","1901-03","40.4","-95.516667",,"ROCKPORT, MO US","","","6","1,6","4","1,6","1","1,6","3",",6","","","","","","","","","","","","","","","305",",,6,19,","30.5","1,,6,19,","","","","","","","66.0","1,,,6","470",",,,6","","","","","",""
"USC00237223","1901-04","40.4","-95.516667",,"ROCKPORT, MO US","","","4",",6","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,12,+","50.8",",,6,05,","","","","","","","73.2",",,,6","0",",T,,6","","","","","",""
"USC00237223","1901-05","40.4","-95.516667",,"ROCKPORT, MO US","","","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","41.9",",,6,04,","","","","","","","66.5",",,,6","","","","","","","",""
