"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BGM00041923","1985-01","23.779","90.383","7.3","TEJGAON, BG","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,31,+","","","","","0.0","5,,,S","","","","","",""
"BGM00041923","1986-02","23.779","90.383","7.3","TEJGAON, BG","","","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","0.0","4,,S,28,+","","","","","0.0","4,,,S","","","","","",""
"BGM00041923","1986-04","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","4,S","26","4,S","16","4,S","","","","","38.0","4,S,16,","","","","","","","33.43","4,,,S","",""
"BGM00041923","1986-08","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","5,S","26","5,S","19","5,S","","","","","36.0","5,S,10,","","","","","","","32.88","5,,,S","",""
"BGM00041923","1990-09","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","4,S","26","4,S","12","4,S","","","","","34.8","4,S,01,","","","","","","","32.24","4,,,S","",""
"BGM00041923","1990-10","23.779","90.383","7.3","TEJGAON, BG","","","3","3,S","0","3,S","0","3,S","","","","","0","4,S","27","4,S","3","4,S","","","2.0","3,,S,07,","34.0","4,S,06,","","","3.3","3,,,S","","","30.24","4,,,S","",""
"BGM00041923","1990-11","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","4,S","26","4,S","1","4,S","","","","","32.3","4,S,13,","","","","","","","29.90","4,,,S","",""
"BGM00041923","1990-12","23.779","90.383","7.3","TEJGAON, BG","","","0","3,S","0","3,S","0","3,S","","","","","0","4,S","27","4,S","0","4,S","","","0.0","3,,S,31,+","28.6","4,S,07,","","","0.0","3,,,S","","","26.64","4,,,S","",""
"BGM00041923","1991-02","23.779","90.383","7.3","TEJGAON, BG","","","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","0.0","4,,S,28,+","","","","","0.0","4,,,S","","","","","",""
"BGM00041923","1991-03","23.779","90.383","7.3","TEJGAON, BG","","","1","5,S","0","5,S","0","5,S","","","","","0","4,S","27","4,S","14","4,S","","","1.0","5,,S,24,","36.8","4,S,20,","","","1.0","5,,,S","","","32.62","4,,,S","",""
"BGM00041923","1991-06","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","3,S","27","3,S","11","3,S","","","","","34.0","3,S,22,+","","","","","","","31.46","3,,,S","",""
"BGM00041923","1992-02","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","5,S","24","5,S","0","5,S","","","","","27.5","5,S,14,","","","","","","","25.48","5,,,S","",""
"BGM00041923","1992-04","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","4,S","26","4,S","25","4,S","","","","","39.2","4,S,12,+","","","","","","","36.18","4,,,S","",""
"BGM00041923","1992-09","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","1,S","29","1,S","19","1,S","","","","","35.0","1,S,22,","","","","","","","32.25","1,,,S","",""
"BGM00041923","1992-11","23.779","90.383","7.3","TEJGAON, BG","","","1",",S","0",",S","0",",S","","","","","0","3,S","27","3,S","3","3,S","","","2.0",",,S,24,","33.5","3,S,02,","","","2.0",",,,S","","","29.66","3,,,S","",""
"BGM00041923","1992-12","23.779","90.383","7.3","TEJGAON, BG","","","0","1,S","0","1,S","0","1,S","","","","","0","3,S","28","3,S","0","3,S","","","0.0","1,,S,31,+","27.8","3,S,25,","","","0.0","1,,,S","","","26.05","3,,,S","",""
"BGM00041923","1994-02","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","5,S","23","5,S","0","5,S","","","","","31.0","5,S,28,","","","","","","","26.95","5,,,S","",""
"BGM00041923","1994-03","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","5,S","26","5,S","14","5,S","","","","","35.2","5,S,21,","","","","","","","32.25","5,,,S","",""
"BGM00041923","1995-07","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","4,S","27","4,S","12","4,S","","","","","33.5","4,S,19,+","","","","","","","31.61","4,,,S","",""
"BGM00041923","1995-10","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","4,S","27","4,S","23","4,S","","","","","34.6","4,S,03,","","","","","","","32.87","4,,,S","",""
"BGM00041923","1995-12","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","5,S","26","5,S","0","5,S","","","","","28.6","5,S,01,","","","","","","","26.98","5,,,S","",""
"BGM00041923","1996-02","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","2,S","27","2,S","0","2,S","","","","","32.0","2,S,25,+","","","","","","","29.71","2,,,S","",""
"BGM00041923","1996-03","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","5,S","26","5,S","22","5,S","","","","","37.6","5,S,17,","","","","","","","34.26","5,,,S","",""
"BGM00041923","1996-07","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","5,S","26","5,S","19","5,S","","","","","34.1","5,S,15,","","","","","","","32.77","5,,,S","",""
"BGM00041923","1996-08","23.779","90.383","7.3","TEJGAON, BG","","","20","5,S","14","5,S","3","5,S","","","","","","","","","","","","","65.0","5,,S,21,","","","","","290.5","5,,,S","","","","","",""
"BGM00041923","1996-09","23.779","90.383","7.3","TEJGAON, BG","","","21","3,S","15","3,S","3","3,S","","","","","","","","","","","","","46.0","3,,S,16,","","","","","246.5","3,,,S","","","","","",""
"BGM00041923","1996-10","23.779","90.383","7.3","TEJGAON, BG","","","9","5,S","7","5,S","4","5,S","","","","","0","5,S","26","5,S","20","5,S","","","126.0","5,,S,28,","35.4","5,S,02,","","","358.1","5,,,S","","","32.07","5,,,S","",""
"BGM00041923","2000-05","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","5,S","26","5,S","13","5,S","","","","","36.6","5,S,13,","","","","","","","32.30","5,,,S","",""
"BGM00041923","2000-08","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","5,S","26","5,S","13","5,S","","","","","35.0","5,S,25,","","","","","","","32.07","5,,,S","",""
"BGM00041923","2001-01","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","4,S","26","4,S","0","4,S","","","","","28.0","4,S,02,","","","","","","","24.53","4,,,S","",""
"BGM00041923","2001-04","23.779","90.383","7.3","TEJGAON, BG","","","","","","","","","","","","","0","3,S","27","3,S","22","3,S","","","","","37.5","3,S,25,","","","","","","","34.33","3,,,S","",""
"BGM00041923","2001-08","23.779","90.383","7.3","TEJGAON, BG","","","22","5,S","12","5,S","1","5,S","","","","","","","","","","","","","57.7","5,,S,09,","","","","","145.6","5,,,S","","","","","",""
"BGM00041923","2001-09","23.779","90.383","7.3","TEJGAON, BG","","","15","5,S","9","5,S","0","5,S","","","","","0","4,S","26","4,S","16","4,S","","","24.9","5,,S,24,","34.2","4,S,29,","","","134.6","5,,,S","","","31.96","4,,,S","",""
"BGM00041923","2003-07","23.779","90.383","7.3","TEJGAON, BG","","","17","5,S","12","5,S","2","5,S","","","","","","","","","","","","","34.8","5,,S,29,","","","","","156.0","5,,,S","","","","","",""
"BGM00041923","2005-12","23.779","90.383","7.3","TEJGAON, BG","","","0","3,S","0","3,S","0","3,S","","","","","0","3,S","28","3,S","0","3,S","","","0.0","3,,S,31,+","29.0","3,S,15,","","","0.0","3,,,S","","","27.13","3,,,S","",""
"BGM00041923","2006-03","23.779","90.383","7.3","TEJGAON, BG","","","0","4,S","0","4,S","0","4,S","","","","","0","4,S","27","4,S","18","4,S","","","0.0","4,,S,31,+","38.5","4,S,26,","","","0.0","4,,,S","","","33.27","4,,,S","",""
"BGM00041923","2006-04","23.779","90.383","7.3","TEJGAON, BG","","","11","3,S","7","3,S","2","3,S","","","","","0","3,S","27","3,S","24","3,S","","","102.1","3,,S,04,","37.1","3,S,30,","","","185.8","3,,,S","","","33.72","3,,,S","",""
"BGM00041923","2006-10","23.779","90.383","7.3","TEJGAON, BG","","","11","2,S","8","2,S","1","2,S","","","","","0","2,S","29","2,S","15","2,S","","","27.9","2,,S,01,","34.7","2,S,03,","","","98.0","2,,,S","","","32.36","2,,,S","",""
"BGM00041923","2006-12","23.779","90.383","7.3","TEJGAON, BG","","","0","3,S","0","3,S","0","3,S","","","","","0","4,S","27","4,S","0","4,S","","","0.0","3,,S,31,+","30.1","4,S,17,","","","0.0","3,,,S","","","26.87","4,,,S","",""
"BGM00041923","2007-02","23.779","90.383","7.3","TEJGAON, BG","","","4","4,S","3","4,S","0","4,S","","","","","","","","","","","","","10.2","4,,S,14,","","","","","22.2","4,,,S","","","","","",""
"BGM00041923","2009-02","23.779","90.383","7.3","TEJGAON, BG","","","1","3,S","0","3,S","0","3,S","","","","","0","4,S","24","4,S","2","4,S","","","1.0","3,,S,12,","33.9","4,S,26,","","","1.0","3,,,S","","","29.78","4,,,S","",""
"BGM00041923","2009-07","23.779","90.383","7.3","TEJGAON, BG","","","22","3,S","16","3,S","5","3,S","","","","","0","3,S","28","3,S","18","3,S","","","306.1","3,,S,28,","35.7","3,S,20,","","","619.4","3,,,S","","","32.60","3,,,S","",""
"BGM00041923","2009-08","23.779","90.383","7.3","TEJGAON, BG","","","21","5,S","16","5,S","6","5,S","","","","","0","5,S","26","5,S","17","5,S","","","69.9","5,,S,06,","34.3","5,S,02,","","","453.8","5,,,S","","","32.50","5,,,S","",""
"BGM00041923","2009-10","23.779","90.383","7.3","TEJGAON, BG","","","9","2,S","7","2,S","0","2,S","","","","","0","2,S","29","2,S","18","2,S","","","23.1","2,,S,06,","39.0","2,S,07,","","","74.8","2,,,S","","","32.51","2,,,S","",""
"BGM00041923","2009-11","23.779","90.383","7.3","TEJGAON, BG","","","2","3,S","1","3,S","0","3,S","","","","","0","3,S","27","3,S","6","3,S","","","3.0","3,,S,17,","33.9","3,S,03,","","","4.0","3,,,S","","","29.92","3,,,S","",""
"BGM00041923","2009-12","23.779","90.383","7.3","TEJGAON, BG","","","0","2,S","0","2,S","0","2,S","","","","","0","5,S","26","5,S","0","5,S","","","0.0","2,,S,31,+","29.0","5,S,02,","","","0.0","2,,,S","","","26.26","5,,,S","",""
"BGM00041923","2010-01","23.779","90.383","7.3","TEJGAON, BG","","","0","3,S","0","3,S","0","3,S","","","","","0","3,S","22","3,S","0","3,S","","","0.0","3,,S,31,+","29.0","3,S,25,","","","0.0","3,,,S","","","23.93","3,,,S","",""
"BGM00041923","2010-02","23.779","90.383","7.3","TEJGAON, BG","","","3",",S","1",",S","1",",S","","","","","0",",S","28",",S","0",",S","","","46.5",",,S,24,","31.2",",S,27,+","","","48.1",",,,S","","","28.91",",,,S","",""
"BGM00041923","2010-03","23.779","90.383","7.3","TEJGAON, BG","","","0","2,S","0","2,S","0","2,S","","","","","0","3,S","28","3,S","27","3,S","","","0.0","2,,S,31,+","37.3","3,S,21,","","","0.0","2,,,S","","","34.09","3,,,S","",""
"BGM00041923","2010-04","23.779","90.383","7.3","TEJGAON, BG","","","4","3,S","2","3,S","0","3,S","","","","","0","3,S","27","3,S","26","3,S","","","14.5","3,,S,16,","37.9","3,S,10,","","","28.0","3,,,S","","","35.64","3,,,S","",""
"BGM00041923","2010-05","23.779","90.383","7.3","TEJGAON, BG","","","12","5,S","6","5,S","2","5,S","","","","","0","5,S","26","5,S","22","5,S","","","29.0","5,,S,14,","36.9","5,S,11,","","","108.5","5,,,S","","","34.14","5,,,S","",""
