"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00029114","1961-05","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","","","","","","","","","","","0.0",",,,0","0",",,,0","","","","","","","",""
"USC00029114","1961-06","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","","","","","","","","","0.0",",,,0","0",",,,0","","","","","","","",""
"USC00029114","1961-07","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","12.7",",,0,04,","","","","","","","","","","","","","14.2",",,,0","0",",,,0","","","","","","","",""
"USC00029114","1961-08","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","13.5",",,0,24,","","","","","","","","","","","","","32.5",",,,0","0",",,,0","","","","","","","",""
"USC00029114","1961-09","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","3","3,0","1","3,0","1","3,0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","27.2","3,,0,08,","","","","","","","","","","","","","33.3",",a,,0","0",",,,0","","","","","","","",""
"USC00029114","1961-10","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","5.6",",,0,30,","","","","","","","","","","","","","5.9",",,,0","0",",,,0","","","","","","","",""
"USC00029114","1961-11","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","","","","","","","","","0.0",",,,0","0",",,,0","","","","","","","",""
"USC00029114","1961-12","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","","","0.0","4,0","2",",0","1",",0","0",",0","","","2",",0","0","4,0","24","4,0","10","4,0","0","4,0","0","4,0","","","-16.1","4,0,13,+","","","114",",,0,15,","3.3",",,0,10,","13.9","4,0,04,","","","","","530.1","4,0","","","","","4.6",",,,0","203",",,,0","-1.30","4,0","3.63","4,,,0","-6.23","4,,,0","",""
"USC00029114","1962-01","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","0.0","0","0.0","1,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","28","1,0","1","1,0","0","1,0","0","1,0","","","-11.1","1,0,10,","0",",,0,31,+","13",",,0,01,","1.3",",,0,01,","16.1","1,0,09,+","47.7","4,,,0","","","520.7","1,0","","","","","1.3",",,,0","13",",,,0","0.98","1,0","6.93","1,,,0","-4.98","1,,,0","2260","2,,,0"
"USC00029114","1962-02","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","1",",0","0",",0","","","-8.3",",0,28,","0",",,0,28,+","0",",,0,28,+","4.6",",,0,08,","22.2",",0,11,","74.4",",,,0","","","336.6",",0","","","","","9.4",",,,0","0",",,,0","6.31",",0","12.06",",,,0","0.56",",,,0","3135",",,,0"
"USC00029114","1962-03","36.9953","-111.4914","1136.9","WAHWEAP, AZ US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","4",",0","0",",0","","","-5.0",",0,15,+","0",",,0,31,+","0",",T,0,10,","5.3",",,0,23,","25.6",",0,27,","154.0",",,,0","","","322.6",",0","","","","","6.6",",,,0","0",",T,,0","7.93",",0","14.97",",,,0","0.88",",,,0","4229",",,,0"
