"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00280721","1966-02","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","1",",0","","","","","","","","","","","","","78.7",",,0,13,","96.4",",,,0","","","",""
"USC00280721","1966-04","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","0",",0","0",",0","0",",0","","","","","0",",,0,30,+","0",",,0,30,+","22.9",",,0,30,","59.7",",,,0","0",",,,0","",""
"USC00280721","1966-06","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","2",",0","2",",0","1",",0","0",",0","0",",0","","","","","0",",,0,30,+","0",",,0,30,+","33.0",",,0,28,","35.5",",,,0","0",",,,0","",""
"USC00280721","1966-07","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","2",",0","2",",0","1",",0","0",",0","0",",0","","","","","0",",,0,31,+","0",",,0,31,+","43.2",",,0,04,","61.0",",,,0","0",",,,0","",""
"USC00280721","1966-08","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","0",",,0,31,+","0",",,0,31,+","2.5",",,0,23,+","5.0",",,,0","0",",,,0","",""
"USC00280721","1966-09","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3","4,0","3","4,0","1","4,0","0",",0","0",",0","","","","","0",",,0,30,+","0",",,0,30,+","114.3","4,,0,21,","162.5","2,a,,0","0",",,,0","",""
"USC00280721","1966-10","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5",",0","5",",0","1",",0","0",",0","0",",0","","","","","0",",,0,31,+","0",",,0,31,+","25.4",",,0,22,","48.2",",,,0","0",",,,0","",""
"USC00280721","1966-11","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3","2,0","3","2,0","1","2,0","0",",0","0",",0","","","","","0",",,0,30,+","0",",,0,30,+","27.9","2,,0,13,","66.0",",a,,0","0",",,,0","",""
"USC00280721","1966-12","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","","","1",",0","","","","","","","203",",,0,25,","20.3",",,0,25,","43.1",",,,0","203",",,,0","",""
"USC00280721","1967-01","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3",",0","3",",0","0",",0","","","1",",0","","","","","","","282",",,0,28,","21.6",",,0,28,","39.4",",,,0","282",",,,0","",""
"USC00280721","1967-02","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5",",0","5",",0","0",",0","","","5",",0","","","","","","","203",",,0,07,","20.3",",,0,07,","53.8",",,,0","538",",,,0","",""
"USC00280721","1967-03","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","8",",0","8",",0","2",",0","","","1","3,0","","","","","","","203","3,,0,22,","29.2",",,0,16,","115.4",",,,0","203","3,,,0","",""
"USC00280721","1967-04","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","1",",0","0",",0","0",",0","","","","","0",",,0,30,+","0",",,0,30,+","27.9",",,0,17,","65.9",",,,0","0",",,,0","",""
"USC00280721","1967-05","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","0",",0","0",",0","0",",0","","","","","0",",,0,31,+","0",",,0,31,+","17.8",",,0,30,","45.7",",,,0","0",",,,0","",""
"USC00280721","1967-06","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","0",",0","0",",0","","","","","0",",,0,30,+","0",",,0,30,+","12.7",",,0,20,","23.3",",,,0","0",",,,0","",""
"USC00280721","1967-07","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","11",",0","9",",0","3",",0","0",",0","0",",0","","","","","0",",,0,31,+","0",",,0,31,+","55.9",",,0,30,","216.1",",,,0","0",",,,0","",""
"USC00280721","1967-08","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","17",",0","15",",0","4",",0","0",",0","0",",0","","","","","0",",,0,31,+","0",",,0,31,+","40.6",",,0,25,","166.7",",,,0","0",",,,0","",""
"USC00280721","1967-09","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5",",0","5",",0","0",",0","0",",0","0",",0","","","","","0",",,0,30,+","0",",,0,30,+","12.7",",,0,16,","33.0",",,,0","0",",,,0","",""
