"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00045303","1965-04","37.8","-121.2","11.9","MANTECA, CA US","","","23.4",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","1",",0","","","3.3",",0,11,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,10,","33.3",",0,28,","","","","","117.6",",0","","","","","40.4",",,,0","0",",,,0","15.19",",0","20.79",",,,0","9.59",",,,0","",""
"USC00045303","1965-05","37.8","-121.2","11.9","MANTECA, CA US","","","41.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","5",",0","","","5.0",",0,04,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,22,+","34.4",",0,29,","253.2",",,,0","","","49.3",",0","10.67",",,,0","27.31",",,,0","0.0",",T,,0","0",",,,0","18.09",",0","26.81",",,,0","9.37",",,,0","3682",",,,0"
"USC00045303","1965-06","37.8","-121.2","11.9","MANTECA, CA US","","","48.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","","","7.2",",0,26,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","35.6",",0,30,","245.5",",,,0","","","21.9",",0","12.16",",,,0","27.74",",,,0","0.0",",,,0","0",",,,0","19.21",",0","27.56",",,,0","10.87",",,,0","3163",",,,0"
"USC00045303","1965-07","37.8","-121.2","11.9","MANTECA, CA US","","","149.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","10.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","2.0",",,0,19,","37.8",",0,16,+","292.8",",,,0","1.9","0","1.9",",0","14.82",",,,0","32.18",",,,0","2.0",",,,0","0",",,,0","23.10",",0","32.54",",,,0","13.66",",,,0","2771",",,,0"
"USC00045303","1965-08","37.8","-121.2","11.9","MANTECA, CA US","","","170.2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","2","","12.8",",0,31,+","0",",,0,31,+","0",",,0,31,+","6.1",",,0,12,","36.1",",0,02,","252.3",",,,0","1.9","0","0.0",",0","16.06",",,,0","32.48",",,,0","6.1",",,,0","0",",,,0","23.82",",0","32.65",",,,0","15.00",",,,0","2383",",,,0"
"USC00045303","1965-09","37.8","-121.2","11.9","MANTECA, CA US","","","35.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","5.6",",0,26,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,07,","32.8",",0,16,","153.3",",,,0","24.2","0","22.3",",0","11.71",",,,0","25.26",",,,0","0.0",",T,,0","0",",,,0","18.79",",0","27.67",",,,0","9.90",",,,0","1945",",,,0"
"USC00045303","1965-10","37.8","-121.2","11.9","MANTECA, CA US","","","17.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","5.0",",0,17,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,15,","32.2",",0,08,","88.3",",,,0","61.3","0","37.1",",0","10.76",",,,0","21.68",",,,0","2.0",",,,0","0",",,,0","17.68",",0","27.05",",,,0","8.32",",,,0","1217",",,,0"
"USC00045303","1965-11","37.8","-121.2","11.9","MANTECA, CA US","","","0.0",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","8",",0","0",",0","","","0.0",",0,28,","0",",,0,30,+","0",",,0,30,+","20.8",",,0,14,","25.0",",0,01,","33.0",",,,0","245.6","0","184.3",",0","8.20",",,,0","14.94",",,,0","79.3",",,,0","0",",,,0","12.19",",0","17.61",",,,0","6.77",",,,0","1125","3,,,0"
"USC00045303","1965-12","37.8","-121.2","11.9","MANTECA, CA US","","","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","-4.4",",0,20,+","0",",,0,31,+","0",",,0,31,+","19.6",",,0,29,","15.6",",0,01,","","","654.2","0","408.6",",0","3.33",",,,0","7.07",",,,0","51.2",",,,0","0",",,,0","5.15",",0","8.74",",,,0","1.56",",,,0","1552",",,,0"
"USC00045303","1966-01","37.8","-121.2","11.9","MANTECA, CA US","0.0","0","0.0",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","","","-2.2",",0,02,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,30,","17.2",",0,30,","","","1005.2","0","351.0",",0","3.56",",,,0","10.02",",,,0","42.3",",,,0","0",",,,0","7.01",",0","12.59",",,,0","1.44",",,,0","1445",",,,0"
"USC00045303","1966-02","37.8","-121.2","11.9","MANTECA, CA US","0.0","0","0.0",",0","13",",0","5",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","1",",0","0",",0","","","-1.7",",0,11,","0",",,0,28,+","0",",,0,28,+","14.5",",,0,06,","21.1",",0,23,","34.1","2,,,0","1277.8","0","272.6",",0","4.76",",,,0","12.26",",,,0","45.6",",,,0","0",",,,0","8.60",",0","14.50",",,,0","2.70",",,,0","1712",",,,0"
"USC00045303","1966-03","37.8","-121.2","11.9","MANTECA, CA US","0.3","0","0.3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","11",",0","0",",0","","","-1.7",",0,03,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,10,","28.9",",0,31,","89.7",",,,0","1454.7","0","176.9",",0","7.06",",,,0","17.94",",,,0","4.8",",,,0","0",",,,0","12.64",",0","19.58",",,,0","5.69",",,,0","1965",",,,0"
"USC00045303","1966-04","37.8","-121.2","11.9","MANTECA, CA US","21.0","0","20.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","4.4",",0,20,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,12,","32.2",",0,25,+","177.8",",,,0","1503.9","0","49.2",",0","10.88",",,,0","25.58",",,,0","9.7",",,,0","0",",,,0","17.38",",0","26.15",",,,0","8.61",",,,0","2372",",,,0"
"USC00045303","1966-05","37.8","-121.2","11.9","MANTECA, CA US","67.5","0","46.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","5.6",",0,07,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,10,","36.1",",0,20,","240.8",",,,0","1524.6","0","20.7",",0","12.28",",,,0","28.29",",,,0","3.0",",,,0","0",",,,0","19.17",",0","28.25",",,,0","10.08",",,,0","3240",",,,0"
"USC00045303","1966-06","37.8","-121.2","11.9","MANTECA, CA US","185.8","0","118.3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","6.1",",0,03,+","0",",,0,30,+","0",",,0,30,+","3.0",",,0,07,","40.6",",0,15,","293.0",",,,0","1539.2","0","14.6",",0","13.90",",,,0","30.46",",,,0","3.0",",,,0","0",",,,0","21.79",",0","30.45",",,,0","13.13",",,,0","3614",",,,0"
"USC00045303","1966-07","37.8","-121.2","11.9","MANTECA, CA US","306.5","0","120.7",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","10.6",",0,15,+","0",",,0,31,+","0",",,0,31,+","4.3",",,0,31,","38.9",",0,24,","293.0",",,,0","0.6","0","0.6",",0","13.94",",,,0","31.60",",,,0","4.3",",,,0","0",",,,0","22.21",",0","31.55",",,,0","12.87",",,,0","3433",",,,0"
"USC00045303","1966-08","37.8","-121.2","11.9","MANTECA, CA US","490.0","0","183.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","10.6",",0,30,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.0",",0,07,","258.3",",,,0","1.7","0","1.1",",0","15.63",",,,0","32.36",",,,0","0.0",",,,0","0",",,,0","24.22",",0","34.24",",,,0","14.19",",,,0","2476",",,,0"
"USC00045303","1966-09","37.8","-121.2","11.9","MANTECA, CA US","581.8","0","91.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","7.8",",0,12,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,19,","36.7",",0,30,","161.0",",,,0","7.2","0","5.5",",0","13.42",",,,0","26.37",",,,0","0.8",",,,0","0",",,,0","21.21",",0","30.20",",,,0","12.21",",,,0","2240",",,,0"
